Event,Minute,Second,Player,Team,Outcome,X,Y,endX,endY,passtype,Assist,Assist_2nd
Tackle,9,37,114323,23,Successful,5.9,15.2,,,OpenPlay,False,False
Pass,9,51,367185,13,Successful,88.6,100.0,82.5,89,ThrowIn,False,False
Pass,9,54,13756,13,Successful,79.1,97.1,63.8,97.2,OpenPlay,False,False
Pass,9,57,89401,13,Successful,62.9,97.1,52.9,85.1,OpenPlay,False,False
Pass,9,59,27586,13,Successful,52.2,83.6,52,40,OpenPlay,False,False
Pass,10,3,80921,13,Successful,59.2,29.2,73.8,1.6,OpenPlay,False,False
Pass,10,6,125211,13,Successful,75.6,3.4,66,12,OpenPlay,False,False
Pass,10,10,80921,13,Successful,64.7,21.5,64.7,48.4,OpenPlay,False,False
Pass,10,12,144890,13,Successful,65.2,57.9,81.1,97.2,OpenPlay,False,False
Pass,10,16,367185,13,Successful,82.2,91.7,73.3,76.6,OpenPlay,False,False
Pass,10,19,89401,13,Successful,73.2,74.2,71.9,58.1,OpenPlay,False,False
Pass,10,21,144890,13,Successful,73.2,53.7,91.8,23.4,OpenPlay,False,False
Pass,10,23,125211,13,Unsuccessful,91.8,23.4,100,39.7,OpenPlay,False,False
Pass,10,52,46092,23,Successful,4.4,50.1,55.5,91.5,OpenPlay,False,False
Pass,10,55,201755,23,Successful,55.5,91.7,51.8,92.1,OpenPlay,False,False
Pass,10,57,135891,23,Successful,58.1,91.1,64.4,98.1,OpenPlay,False,False
Foul,11,0,201755,23,Successful,59.6,96.1,,,OpenPlay,False,False
Foul,11,0,144890,13,Unsuccessful,40.4,3.9,,,OpenPlay,False,False
Pass,11,34,24711,23,Unsuccessful,55.5,95.4,79.4,37,OpenPlay,False,False
Aerial,11,37,105171,23,Unsuccessful,79.3,36.0,,,OpenPlay,False,False
Aerial,11,37,80921,13,Successful,20.7,64.0,,,OpenPlay,False,False
Clearance,11,38,80921,13,Successful,20.8,65.1,29.2,100,OpenPlay,False,False
ShieldBallOpp,11,40,342811,23,Successful,0.0,0.0,,,OpenPlay,False,False
Pass,12,5,44847,23,Unsuccessful,79.4,0.0,78.8,6.5,ThrowIn,False,False
Foul,12,8,303924,23,Successful,78.8,7.6,,,OpenPlay,False,False
Foul,12,8,13756,13,Unsuccessful,21.2,92.4,,,OpenPlay,False,False
Pass,12,42,114323,23,Unsuccessful,78.1,6.5,89.4,47.8,OpenPlay,False,False
Clearance,12,44,89401,13,Successful,8.2,49.9,0,41.8,OpenPlay,False,False
CornerAwarded,12,46,114323,23,Successful,91.5,49.2,,,OpenPlay,False,False
CornerAwarded,12,46,89401,13,Unsuccessful,8.5,50.8,,,OpenPlay,False,False
Pass,13,22,114323,23,Successful,99.5,99.5,77.8,44.5,CornerTaken,False,False
SavedShot,13,25,342811,23,Successful,77.8,44.5,,,OpenPlay,False,False
Save,13,25,92173,13,Successful,1.4,52.2,,,OpenPlay,False,False
CornerAwarded,13,27,342811,23,Successful,87.9,46.9,,,OpenPlay,False,False
CornerAwarded,13,27,92173,13,Unsuccessful,12.1,53.1,,,OpenPlay,False,False
Pass,13,52,114323,23,Unsuccessful,99.5,0.5,88.9,56.4,CornerTaken,False,False
BallTouch,13,56,144890,13,Unsuccessful,11.1,33.7,,,OpenPlay,False,False
Challenge,13,59,144890,13,Unsuccessful,8.2,20.0,,,OpenPlay,False,False
TakeOn,13,59,135891,23,Successful,91.8,80.0,,,OpenPlay,False,False
Pass,14,0,135891,23,Successful,95.9,72.1,93.6,55,BigChanceCreated,False,False
MissedShots,14,1,201755,23,Successful,93.7,53.8,,,OpenPlay,False,False
Pass,14,16,92173,13,Successful,4.4,47.4,6.7,29.3,OpenPlay,False,False
Pass,14,22,80921,13,Successful,14.4,27.9,19.8,5.2,OpenPlay,False,False
Pass,14,24,125211,13,Successful,23.5,2.9,30.3,23.1,OpenPlay,False,False
Foul,14,28,342811,23,Unsuccessful,66.4,81.3,,,OpenPlay,False,False
Foul,14,28,345845,13,Successful,33.6,18.7,,,OpenPlay,False,False
Pass,14,46,80921,13,Successful,37.3,19.6,32,49.3,OpenPlay,False,False
Pass,14,50,27586,13,Successful,34.3,58.8,42.8,77.9,OpenPlay,False,False
Pass,14,55,89401,13,Successful,45.6,76.0,42.1,32.2,OpenPlay,False,False
Pass,14,57,80921,13,Successful,47.9,27.0,67.3,2.2,OpenPlay,False,False
Pass,15,1,125211,13,Successful,68.6,3.8,49.8,11.6,OpenPlay,False,False
Pass,15,5,80921,13,Successful,48.3,16.8,48.1,52.1,OpenPlay,False,False
Pass,15,7,27586,13,Successful,48.0,55.7,55.3,85.4,OpenPlay,False,False
Pass,15,9,89401,13,Successful,55.2,80.8,44.4,70.6,OpenPlay,False,False
Pass,15,12,27586,13,Successful,44.6,67.9,54.1,29.7,OpenPlay,False,False
Pass,15,15,80921,13,Successful,58.7,24.4,68.8,1.3,OpenPlay,False,False
Pass,15,21,239872,13,Successful,76.9,10.7,73.5,23.1,OpenPlay,False,False
Pass,15,23,125211,13,Successful,73.5,23.1,70.4,47,OpenPlay,False,False
Pass,15,25,144890,13,Successful,70.9,50.4,77.7,96.3,OpenPlay,False,False
Pass,15,29,367185,13,Successful,77.2,92.0,70.4,72.9,OpenPlay,False,False
Pass,15,31,89401,13,Successful,70.4,72.9,70.4,58.1,OpenPlay,False,False
Pass,15,33,144890,13,Successful,70.4,58.1,69.6,72.4,OpenPlay,False,False
Pass,15,34,89401,13,Successful,69.6,72.4,61.8,40.9,OpenPlay,False,False
Pass,15,37,80921,13,Successful,69.2,29.1,75,4.3,OpenPlay,False,False
Pass,15,41,239872,13,Unsuccessful,77.0,7.1,96.5,53.9,OpenPlay,False,False
KeeperPickup,15,43,46092,23,Successful,1.9,46.3,,,OpenPlay,False,False
Pass,15,59,46092,23,Unsuccessful,12.4,43.0,57.6,72.4,OpenPlay,False,False
Aerial,16,2,201755,23,Unsuccessful,61.6,75.2,,,OpenPlay,False,False
Aerial,16,2,80921,13,Successful,38.4,24.8,,,OpenPlay,False,False
Clearance,16,3,80921,13,Successful,34.3,22.1,34.5,22.1,OpenPlay,False,False
BallTouch,16,4,201755,23,Successful,57.6,72.4,,,OpenPlay,False,False
BallRecovery,16,5,144890,13,Successful,36.3,34.6,,,OpenPlay,False,False
Pass,16,5,144890,13,Successful,36.3,34.6,26.8,49.1,OpenPlay,False,False
Pass,16,6,27586,13,Successful,26.8,49.1,36.8,75.3,OpenPlay,False,False
Pass,16,11,367185,13,Successful,60.4,90.3,71.1,95,OpenPlay,False,False
Challenge,16,13,114323,23,Unsuccessful,25.6,6.6,,,OpenPlay,False,False
TakeOn,16,13,44120,13,Successful,74.4,93.4,,,OpenPlay,False,False
Pass,16,14,44120,13,Unsuccessful,71.2,85.1,71,84.7,OpenPlay,False,False
BlockedPass,16,14,303924,23,Successful,25.1,11.6,,,OpenPlay,False,False
BallRecovery,16,16,342811,23,Successful,25.2,17.7,,,OpenPlay,False,False
Pass,16,17,342811,23,Successful,25.9,18.3,27.9,30.7,OpenPlay,False,False
Pass,16,18,137521,23,Successful,32.5,47.6,37.1,94.4,OpenPlay,False,False
Pass,16,22,24711,23,Successful,43.5,96.8,52.6,98,OpenPlay,False,False
Pass,16,23,135891,23,Successful,52.7,97.8,47.2,97.8,OpenPlay,False,False
Pass,16,25,24711,23,Successful,47.2,97.8,44.6,91.2,OpenPlay,False,False
Pass,16,27,137521,23,Successful,40.8,85.7,42.5,68.2,OpenPlay,False,False
Pass,16,29,342811,23,Successful,46.3,68.2,28.4,81.5,OpenPlay,False,False
Pass,16,33,70099,23,Successful,26.1,79.4,24.2,51.5,OpenPlay,False,False
Pass,16,36,105171,23,Unsuccessful,24.6,48.2,46.6,4.6,OpenPlay,False,False
Interception,16,38,367185,13,Successful,54.6,95.0,,,OpenPlay,False,False
Pass,16,57,44847,23,Successful,52.6,0.0,62.7,3.2,ThrowIn,False,False
TakeOn,16,59,114323,23,Unsuccessful,62.8,3.2,,,OpenPlay,False,False
Clearance,17,2,80921,13,Successful,5.1,81.4,5.1,100,OpenPlay,False,False
Pass,17,33,44847,23,Unsuccessful,90.5,0.0,94.2,6.1,ThrowIn,False,False
Interception,17,34,44120,13,Successful,3.6,89.9,,,OpenPlay,False,False
BallRecovery,17,35,89401,13,Successful,6.9,75.6,,,OpenPlay,False,False
Pass,17,36,89401,13,Successful,5.7,81.2,3.3,86.8,OpenPlay,False,False
Pass,17,37,367185,13,Unsuccessful,3.3,86.8,17.7,82.6,OpenPlay,False,False
Pass,17,38,137521,23,Successful,79.9,16.7,83.5,24.6,OpenPlay,False,False
BallRecovery,17,39,114323,23,Successful,83.5,24.6,,,OpenPlay,False,False
Pass,17,40,114323,23,Successful,83.5,24.6,78.2,21.9,OpenPlay,False,False
Pass,17,45,137521,23,Unsuccessful,72.9,21.5,74.3,29.7,OpenPlay,False,False
Interception,17,46,144890,13,Successful,21.5,68.7,,,OpenPlay,False,False
BallRecovery,17,48,92173,13,Successful,4.2,37.3,,,OpenPlay,False,False
Pass,17,51,92173,13,Successful,7.4,32.4,12.7,27.9,OpenPlay,False,False
Pass,17,53,80921,13,Successful,12.7,27.9,27.7,33.6,OpenPlay,False,False
Pass,17,57,144890,13,Successful,27.0,43.4,32.6,57,OpenPlay,False,False
Pass,18,0,89401,13,Unsuccessful,36.7,63.4,74.3,73.8,OpenPlay,False,False
Pass,18,2,114323,23,Successful,25.1,24.9,27.8,37.3,OpenPlay,False,False
BallRecovery,18,3,105171,23,Successful,28.0,37.4,,,OpenPlay,False,False
Pass,18,4,105171,23,Unsuccessful,28.3,37.1,58.2,22.4,OpenPlay,False,False
Pass,18,7,27586,13,Unsuccessful,39.4,81.7,57.6,77.2,OpenPlay,False,False
Pass,18,9,137521,23,Successful,45.0,19.7,43,3.1,OpenPlay,False,False
Pass,18,12,114323,23,Unsuccessful,43.0,2.3,68.1,9.8,OpenPlay,False,False
BallRecovery,18,14,27586,13,Successful,27.7,83.3,,,OpenPlay,False,False
Pass,18,15,27586,13,Successful,27.7,83.3,6.8,54.3,OpenPlay,False,False
Pass,18,18,92173,13,Unsuccessful,6.3,45.4,36,4.6,OpenPlay,False,False
BallRecovery,18,21,24711,23,Successful,60.8,96.0,,,OpenPlay,False,False
Pass,18,23,24711,23,Successful,67.4,94.8,69.8,86.8,OpenPlay,False,False
Foul,18,26,135891,23,Successful,71.6,59.3,,,OpenPlay,False,False
Foul,18,26,144890,13,Unsuccessful,28.4,40.7,,,OpenPlay,False,False
MissedShots,19,15,342811,23,Successful,74.6,59.0,,,OpenPlay,False,False
Pass,19,27,92173,13,Successful,3.1,43.0,7.8,27.1,OpenPlay,False,False
Pass,19,29,80921,13,Successful,10.3,24.0,23.2,2.3,OpenPlay,False,False
Pass,19,31,125211,13,Successful,23.3,2.9,18.8,18.5,OpenPlay,False,False
Pass,19,35,80921,13,Successful,19.4,23.7,13.6,63.9,OpenPlay,False,False
Pass,19,43,27586,13,Successful,35.2,54.6,37.7,33.1,OpenPlay,False,False
Pass,19,46,80921,13,Successful,38.8,30.9,63.3,1.3,OpenPlay,False,False
Pass,19,50,125211,13,Successful,63.3,6.8,70.7,21.6,OpenPlay,False,False
Foul,19,52,342811,23,Unsuccessful,31.8,77.8,,,OpenPlay,False,False
Foul,19,52,13756,13,Successful,68.2,22.2,,,OpenPlay,False,False
Pass,20,20,239872,13,Unsuccessful,70.3,19.2,85.2,47.8,OpenPlay,False,False
Clearance,20,22,342811,23,Successful,15.3,52.2,24.2,26.8,OpenPlay,False,False
Pass,20,25,89401,13,Successful,77.5,68.7,81.5,89.4,OpenPlay,False,False
TakeOn,20,31,367185,13,Unsuccessful,92.4,91.8,,,OpenPlay,False,False
Tackle,20,31,114323,23,Unsuccessful,7.6,8.2,,,OpenPlay,False,False
BallTouch,20,32,367185,13,Successful,90.4,92.3,,,OpenPlay,False,False
Pass,20,33,44120,13,Successful,86.6,85.6,88.1,81.1,OpenPlay,False,False
