Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
2318,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,28,1991,2.6,5,2,2,2,1,3,4,75.0,1,32,6,18.8,13,17,2,8,0,0,8,4,9,8,0,Matches
2319,Jonathan Silva,ar ARG,DF,Leganés,es La Liga,25,1994,30.9,53,19,29,18,6,21,52,40.4,31,405,105,25.9,169,170,66,29,4,0,25,36,89,86,0,Matches
2320,Matheus Pereira da Silva,br BRA,"MF,FW",Dijon,fr Ligue 1,21,1998,5.2,12,4,1,5,6,5,13,38.5,8,130,35,26.9,24,65,41,13,0,0,13,6,18,5,0,Matches
2321,Rui Silva,pt POR,GK,Granada,es La Liga,25,1994,35.0,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,0,0,0,0,3,3,4,1,Matches
2322,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,34,1984,17.5,33,21,18,14,1,13,19,68.4,6,91,41,45.1,46,40,5,27,17,0,10,25,58,71,2,Matches
2323,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,28,1991,35.0,0,0,0,0,0,0,2,0.0,2,4,0,0.0,4,0,0,0,0,0,0,4,4,0,1,Matches
2324,Mohamed Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,19,2000,16.7,58,28,35,19,4,19,36,52.8,17,283,94,33.2,159,104,20,30,6,0,24,31,89,55,0,Matches
2325,Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,24,1995,32.5,30,11,9,12,9,6,29,20.7,23,489,128,26.2,59,214,216,36,11,0,25,12,42,13,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
2326,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,24,1995,24.2,14,10,4,3,7,7,22,31.8,15,318,72,22.6,39,171,108,17,0,0,17,7,21,10,0,Matches
2327,Unai Simón,es ESP,GK,Athletic Club,es La Liga,22,1997,33.2,0,0,0,0,0,0,1,0.0,1,4,1,25.0,4,0,0,1,0,0,1,1,1,1,1,Matches
2328,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,22,1997,2.7,5,2,5,0,0,2,6,33.3,4,32,4,12.5,17,13,2,2,0,0,2,2,7,13,1,Matches
2329,Sarpreet Singh,nz NZL,"FW,MF",Bayern Munich,de Bundesliga,20,1999,0.8,1,0,0,1,0,0,1,0.0,1,17,5,29.4,2,8,7,0,0,0,0,0,1,0,0,Matches
2330,Wilfried Singo,ci CIV,DF,Torino,it Serie A,18,2000,1.5,2,0,1,1,0,1,2,50.0,1,11,4,36.4,4,6,1,1,0,0,1,0,2,4,0,Matches
2331,Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,24,1995,10.1,24,16,12,9,3,9,25,36.0,16,135,51,37.8,57,53,25,15,3,0,12,9,33,24,0,Matches
2332,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,30,1988,21.3,40,25,24,14,2,13,29,44.8,16,194,74,38.1,114,68,12,31,3,0,28,48,88,129,0,Matches
2333,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,2,2,1,0,Matches
2334,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,21,1997,17.8,50,35,20,22,8,12,50,24.0,38,392,111,28.3,135,193,64,22,5,0,17,19,69,35,0,Matches
2335,Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,29,1989,27.2,56,35,36,19,1,20,50,40.0,30,437,126,28.8,219,167,51,38,5,0,33,31,87,48,0,Matches
2336,Sambou Sissoko,fr FRA,"MF,FW",Reims,fr Ligue 1,20,1999,0.4,0,0,0,0,0,0,0,,0,12,3,25.0,7,4,1,0,0,0,0,1,1,3,0,Matches
2337,Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,24,1995,9.9,18,10,8,8,2,5,18,27.8,13,161,51,31.7,49,72,40,18,0,0,18,5,23,5,0,Matches
2338,Antonio Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2339,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,24,1995,29.7,73,49,35,31,7,22,75,29.3,53,712,220,30.9,240,388,84,73,10,0,63,65,138,53,0,Matches
2340,Oliver Skipp,eng ENG,"MF,DF",Tottenham,eng Premier League,18,2000,0.9,3,2,1,2,0,1,2,50.0,1,31,6,19.4,14,14,3,3,1,0,2,0,3,0,0,Matches
2341,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,37.0,1,0,1,0,0,0,0,,0,6,2,33.3,6,0,0,0,0,0,0,3,4,1,3,Matches
2342,Andreas Skov Olsen,dk DEN,"FW,MF",Bologna,it Serie A,19,1999,8.4,13,7,6,6,1,5,17,29.4,12,215,47,21.9,50,97,68,14,1,0,13,8,21,12,0,Matches
2343,Robert Skov,dk DEN,"DF,FW",Hoffenheim,de Bundesliga,23,1996,29.0,47,30,34,11,2,26,55,47.3,29,291,93,32.0,101,118,72,45,7,2,38,20,67,41,1,Matches
2344,Simon Skrabb,fi FIN,"MF,FW",Brescia,it Serie A,24,1995,2.9,7,4,2,3,2,4,10,40.0,6,72,18,25.0,17,29,26,8,1,0,7,0,7,2,0,Matches
2345,Milan Škriniar,sk SVK,DF,Inter,it Serie A,24,1995,29.2,47,29,28,17,2,15,38,39.5,23,291,82,28.2,153,115,23,32,13,1,19,27,74,96,0,Matches
2346,Steven Skrzybski,de GER,"FW,MF",Düsseldorf,de Bundesliga,26,1992,5.9,6,3,0,5,1,3,16,18.8,13,167,55,32.9,30,82,55,13,2,0,11,11,17,3,0,Matches
2347,Petar Škuletić,rs SRB,FW,Montpellier,fr Ligue 1,29,1990,1.2,3,0,1,1,1,1,3,33.3,2,20,4,20.0,0,13,7,1,0,0,1,0,3,1,0,Matches
2348,Islam Slimani,dz ALG,FW,Monaco,fr Ligue 1,31,1988,14.3,10,7,0,4,6,3,13,23.1,10,208,54,26.0,7,84,117,7,1,0,6,0,10,8,0,Matches
2349,William Smallbone,ie IRL,MF,Southampton,eng Premier League,19,2000,4.4,12,8,3,8,1,4,12,33.3,8,72,27,37.5,13,30,29,10,1,0,9,2,14,3,0,Matches
2350,Chris Smalling,eng ENG,DF,Roma,it Serie A,29,1989,28.5,36,23,22,13,1,9,12,75.0,3,187,62,33.2,103,74,10,60,39,2,21,60,96,166,3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
2351,Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,1.7,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2352,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,28,1991,22.8,52,30,32,15,5,24,54,44.4,30,406,111,27.3,182,155,69,56,6,1,50,25,77,53,0,Matches
2353,Emile Smith-Rowe,eng ENG,MF,Arsenal,eng Premier League,19,2000,1.1,1,1,1,0,0,1,3,33.3,2,22,7,31.8,6,10,6,1,0,0,1,1,2,3,0,Matches
2354,Fyodor Smolov,ru RUS,FW,Celta Vigo,es La Liga,29,1990,8.3,2,1,0,2,0,1,9,11.1,8,139,32,23.0,17,60,62,10,0,0,10,6,8,6,0,Matches
2355,Robert Snodgrass,sco SCO,"MF,FW",West Ham,eng Premier League,31,1987,16.8,27,10,17,9,1,10,40,25.0,30,367,90,24.5,118,185,64,21,2,0,19,5,32,16,0,Matches
2356,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,27,1991,2.8,6,5,2,4,0,2,5,40.0,3,55,15,27.3,23,26,6,10,0,0,10,3,9,2,0,Matches
2357,Cédric Soares,pt POR,DF,Southampton,eng Premier League,27,1991,14.5,46,24,22,21,3,18,38,47.4,20,298,92,30.9,144,114,40,37,4,0,33,18,64,59,0,Matches
2358,Rafa Soares,pt POR,"DF,MF",Eibar,es La Liga,24,1995,4.8,5,2,4,0,1,1,11,9.1,10,55,16,29.1,19,24,12,7,0,0,7,2,7,11,0,Matches
2359,Lasse Sobiech,de GER,DF,Köln,de Bundesliga,28,1991,1.0,1,0,0,1,0,0,0,,0,15,5,33.3,8,7,0,1,0,0,1,4,5,11,0,Matches
2360,Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,25,1994,7.8,17,12,5,9,3,3,13,23.1,10,144,34,23.6,55,75,14,4,1,0,3,10,27,11,0,Matches
2361,Rubén Sobrino,es ESP,"FW,MF",Valencia,es La Liga,27,1992,1.9,6,4,2,3,1,1,4,25.0,3,60,14,23.3,17,28,15,3,0,0,3,0,6,1,0,Matches
2362,Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,21,1997,18.3,11,10,2,9,0,3,27,11.1,24,643,151,23.5,84,319,240,19,5,0,14,8,19,21,0,Matches
2363,Roberto Soldado,es ESP,FW,Granada,es La Liga,34,1985,26.1,16,7,2,7,7,4,18,22.2,14,366,98,26.8,21,157,188,16,5,0,11,4,20,17,0,Matches
2364,Carlos Soler,es ESP,MF,Valencia,es La Liga,22,1997,23.0,28,17,9,16,3,10,40,25.0,30,432,112,25.9,131,198,103,30,5,0,25,12,40,17,0,Matches
2365,Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,19,2000,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,1,1,0,0,0,0,1,0,Matches
2366,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,30,1988,34.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,1,1,1,3,Matches
2367,Kévin Soni,cm CMR,FW,Espanyol,es La Liga,21,1998,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2368,David Soria,es ESP,GK,Getafe,es La Liga,26,1993,38.0,0,0,0,0,0,0,2,0.0,2,3,1,33.3,3,0,0,0,0,0,0,3,3,5,0,Matches
2369,Bruno Soriano,es ESP,MF,Villarreal,es La Liga,35,1984,2.9,5,4,1,3,1,2,2,100.0,0,40,10,25.0,20,17,3,7,0,0,7,1,6,6,0,Matches
2370,Juan Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
2371,Roberto Soriano,it ITA,MF,Bologna,it Serie A,28,1991,27.4,52,37,15,28,9,17,55,30.9,38,455,134,29.5,94,237,124,31,2,0,29,18,70,20,1,Matches
2372,Riccardo Sottil,it ITA,"FW,DF",Fiorentina,it Serie A,20,1999,5.7,5,3,4,1,0,3,11,27.3,8,73,12,16.4,22,29,22,9,1,0,8,0,5,0,0,Matches
2373,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,24,1995,11.6,35,25,15,17,3,5,19,26.3,14,240,77,32.1,96,102,42,16,3,0,13,22,57,38,0,Matches
2374,Adama Soumaoro,fr FRA,DF,Genoa,it Serie A,27,1992,7.1,6,5,4,2,0,2,3,66.7,1,48,17,35.4,33,15,0,13,9,0,4,8,14,45,0,Matches
2375,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,27,1992,4.6,3,2,1,2,0,0,0,,0,32,10,31.3,19,12,1,10,6,0,4,5,8,24,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
2376,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,20,1999,13.5,22,17,8,14,0,10,28,35.7,18,233,72,30.9,76,138,19,17,0,0,17,16,38,10,0,Matches
2377,Bryan Soumaré,fr FRA,"MF,FW",Dijon,fr Ligue 1,20,1999,4.3,10,7,5,5,0,6,11,54.5,5,77,25,32.5,19,39,19,2,0,0,2,2,12,1,0,Matches
2378,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,27,1992,22.4,57,28,39,12,6,28,74,37.8,46,433,111,25.6,185,172,76,43,6,1,37,19,76,63,0,Matches
2379,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,22,1997,19.4,62,39,27,25,10,13,50,26.0,37,497,154,31.0,166,251,80,26,3,1,23,31,93,31,0,Matches
2380,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,23,1996,33.7,73,47,49,23,1,29,55,52.7,26,298,119,39.9,188,102,8,49,19,2,30,43,116,222,1,Matches
2381,Nikolas Špalek,sk SVK,"MF,FW",Brescia,it Serie A,22,1997,17.5,21,14,6,11,4,5,33,15.2,28,497,116,23.3,115,240,142,23,0,0,23,8,29,10,0,Matches
2382,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,26,1993,17.2,18,10,9,7,2,11,27,40.7,16,203,62,30.5,89,71,43,34,5,0,29,21,39,44,1,Matches
2383,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,27,1992,5.8,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2384,Mattia Sprocati,it ITA,FW,Parma,it Serie A,26,1992,6.6,4,3,4,0,0,0,4,0.0,4,92,31,33.7,33,40,19,10,1,0,9,1,5,2,0,Matches
2385,Bassem Srarfi,tn TUN,"FW,DF",Nice,fr Ligue 1,22,1997,1.5,0,0,0,0,0,0,2,0.0,2,23,2,8.7,4,9,10,1,0,0,1,2,2,0,0,Matches
2386,Dennis Srbeny,de GER,"MF,FW",Norwich City,eng Premier League,25,1994,0.5,5,4,3,2,0,1,3,33.3,2,20,9,45.0,4,9,7,0,0,0,0,0,5,1,0,Matches
2387,Dennis Srbeny,de GER,"FW,MF",Paderborn 07,de Bundesliga,25,1994,12.4,14,10,3,8,3,4,14,28.6,10,305,81,26.6,29,134,142,14,2,0,12,2,16,8,0,Matches
2388,Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,22,1996,23.5,53,36,35,17,1,14,36,38.9,22,342,124,36.3,197,130,15,49,18,0,31,56,109,130,2,Matches
2389,Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,23,1996,17.2,21,13,13,5,3,5,21,23.8,16,241,62,25.7,116,80,45,41,9,0,32,21,42,53,1,Matches
2390,Kostas Stafylidis,gr GRE,DF,Hoffenheim,de Bundesliga,25,1993,4.4,7,0,5,2,0,3,4,75.0,1,41,7,17.1,25,14,2,15,2,0,13,2,9,11,0,Matches
2391,Benjamin Stambouli,fr FRA,DF,Schalke 04,de Bundesliga,28,1990,9.0,28,21,13,12,3,9,24,37.5,15,131,49,37.4,72,54,5,20,8,0,12,12,40,45,0,Matches
2392,Junior Stanislas,eng ENG,"MF,DF",Bournemouth,eng Premier League,29,1989,7.9,10,6,2,2,6,4,9,44.4,5,107,34,31.8,32,41,34,9,0,0,9,5,15,2,0,Matches
2393,Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,24,1995,19.2,39,24,29,9,1,11,28,39.3,17,272,73,26.8,141,123,8,34,12,0,22,23,62,136,1,Matches
2394,Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,26,1992,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2395,Renato Steffen,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,27,1991,17.6,27,17,9,12,6,8,37,21.6,29,397,121,30.5,94,188,115,32,2,0,30,23,50,17,0,Matches
2396,Zack Steffen,us USA,GK,Düsseldorf,de Bundesliga,24,1995,17.0,0,0,0,0,0,0,0,,0,4,0,0.0,4,0,0,0,0,0,0,0,0,3,1,Matches
2397,Dale Stephens,eng ENG,MF,Brighton,eng Premier League,30,1989,28.1,76,40,32,35,9,21,71,29.6,50,465,150,32.3,206,224,35,43,13,1,30,58,134,46,3,Matches
2398,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,25,1994,27.2,56,35,41,14,1,21,49,42.9,28,223,78,35.0,145,70,8,60,26,0,34,30,86,183,2,Matches
2399,Mariusz Stępiński,pl POL,FW,Hellas Verona,it Serie A,24,1995,7.8,6,4,1,3,2,0,2,0.0,2,138,38,27.5,12,56,70,6,1,0,5,1,7,8,0,Matches
2400,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,24,1994,29.5,41,29,8,19,14,10,33,30.3,23,412,132,32.0,67,177,168,25,3,0,22,14,55,8,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
2401,Enda Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,29,1990,37.2,76,43,43,25,8,24,74,32.4,50,609,162,26.6,277,225,107,76,6,0,70,36,112,89,2,Matches
2402,Marco Stiepermann,de GER,MF,Norwich City,eng Premier League,28,1991,13.1,18,7,9,7,2,6,22,27.3,16,257,53,20.6,47,132,78,15,4,0,11,5,23,16,0,Matches
2403,Lars Stindl,de GER,"MF,FW",M'Gladbach,de Bundesliga,30,1988,15.9,37,25,6,24,7,9,33,27.3,24,378,108,28.6,35,204,139,25,4,0,21,9,46,6,0,Matches
2404,Kevin Stöger,at AUT,MF,Düsseldorf,de Bundesliga,25,1993,14.1,26,20,13,8,5,12,37,32.4,25,264,87,33.0,78,135,51,31,2,0,29,22,48,7,0,Matches
2405,Vlatko Stojanovski,mk MKD,FW,Nîmes,fr Ligue 1,22,1997,1.4,2,2,0,2,0,0,0,,0,19,7,36.8,4,2,13,0,0,0,0,0,2,1,0,Matches
2406,John Stones,eng ENG,DF,Manchester City,eng Premier League,25,1994,12.5,19,12,10,7,2,4,8,50.0,4,90,39,43.3,47,38,5,15,3,0,12,8,27,38,1,Matches
2407,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,24,1995,38.0,0,0,0,0,0,0,1,0.0,1,4,0,0.0,4,0,0,2,1,0,1,0,0,1,2,Matches
2408,Tobias Strobl,de GER,"MF,DF",M'Gladbach,de Bundesliga,29,1990,6.8,18,14,9,5,4,4,11,36.4,7,124,39,31.5,52,61,11,10,4,0,6,9,27,6,2,Matches
2409,Christian Strohdiek,de GER,DF,Paderborn 07,de Bundesliga,31,1988,15.1,28,15,21,7,0,15,41,36.6,26,135,36,26.7,96,37,2,30,11,0,19,27,55,119,1,Matches
2410,Kevin Strootman,nl NED,MF,Marseille,fr Ligue 1,29,1990,15.7,45,27,16,21,8,18,50,36.0,32,294,88,29.9,85,168,41,31,3,0,28,17,62,35,0,Matches
2411,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,28,1991,31.0,39,22,24,11,4,19,37,51.4,18,336,85,25.3,161,113,62,38,6,0,32,22,61,50,0,Matches
2412,Stefano Sturaro,it ITA,MF,Genoa,it Serie A,26,1993,13.9,35,26,11,17,7,9,38,23.7,29,285,86,30.2,104,133,48,27,4,0,23,10,45,30,0,Matches
2413,Damián Suárez,uy URU,DF,Getafe,es La Liga,31,1988,28.8,69,49,33,28,8,36,78,46.2,42,493,154,31.2,203,221,69,45,1,0,44,27,96,82,0,Matches
2414,Denis Suárez,es ESP,"MF,FW",Celta Vigo,es La Liga,25,1994,18.1,25,16,14,10,1,9,35,25.7,26,314,77,24.5,107,155,52,19,0,0,19,15,40,7,0,Matches
2415,Luis Suárez,uy URU,FW,Barcelona,es La Liga,32,1987,22.2,3,2,0,2,1,0,8,0.0,8,191,48,25.1,9,88,94,13,1,0,12,1,4,6,0,Matches
2416,Mathías Suárez,uy URU,DF,Montpellier,fr Ligue 1,23,1996,0.7,2,2,2,0,0,2,3,66.7,1,11,2,18.2,5,5,1,2,0,0,2,1,3,2,0,Matches
2417,Neven Subotić,rs SRB,DF,Union Berlin,de Bundesliga,30,1988,21.8,39,22,22,14,3,6,35,17.1,29,250,93,37.2,137,100,13,35,9,0,26,37,76,141,0,Matches
2418,Isaac Success,ng NGA,"FW,MF",Watford,eng Premier League,23,1996,0.8,0,0,0,0,0,0,0,,0,14,2,14.3,0,3,11,0,0,0,0,1,1,0,0,Matches
2419,Marek Suchý,cz CZE,DF,Augsburg,de Bundesliga,31,1988,4.4,8,4,7,1,0,4,6,66.7,2,18,8,44.4,13,5,0,3,2,0,1,8,16,22,0,Matches
2420,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,23,1995,7.1,9,4,7,2,0,3,5,60.0,2,45,16,35.6,29,15,1,13,8,0,5,6,15,31,0,Matches
2421,Ki Sung-yueng,kr KOR,MF,Mallorca,es La Liga,30,1989,0.1,0,0,0,0,0,0,0,,0,4,1,25.0,2,2,0,1,0,0,1,0,0,0,0,Matches
2422,Ki Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,30,1989,1.5,1,1,1,0,0,0,2,0.0,2,39,4,10.3,21,15,3,1,0,0,1,2,3,3,0,Matches
2423,Stoppila Sunzu,zm ZAM,DF,Metz,fr Ligue 1,30,1989,15.0,21,12,17,4,0,6,16,37.5,10,122,33,27.0,89,32,1,27,15,0,12,23,44,91,0,Matches
2424,Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,32,1986,2.6,5,2,2,3,0,3,4,75.0,1,45,11,24.4,19,20,6,4,0,0,4,1,6,6,0,Matches
2425,Sam Surridge,eng ENG,FW,Bournemouth,eng Premier League,21,1998,0.3,0,0,0,0,0,0,0,,0,17,3,17.6,0,8,9,1,0,0,1,1,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
2426,Suso,es ESP,"FW,MF",Sevilla,es La Liga,25,1993,8.7,7,2,4,2,1,5,15,33.3,10,82,26,31.7,26,47,9,4,0,0,4,2,9,1,0,Matches
2427,Suso,es ESP,"FW,MF",Milan,it Serie A,25,1993,15.1,17,14,5,10,2,3,15,20.0,12,206,45,21.8,44,88,74,11,0,0,11,8,25,3,0,Matches
2428,Bosko Sutalo,hr CRO,DF,Atalanta,it Serie A,19,2000,3.1,3,2,1,1,1,0,1,0.0,1,43,11,25.6,15,22,6,4,0,0,4,6,9,9,1,Matches
2429,Markus Suttner,at AUT,"DF,MF",Düsseldorf,de Bundesliga,32,1987,14.9,28,17,13,14,1,10,25,40.0,15,214,60,28.0,96,85,33,40,7,2,33,15,43,44,1,Matches
2430,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,20,1999,11.7,17,14,9,5,3,4,31,12.9,27,268,56,20.9,75,144,49,22,5,0,17,14,31,14,0,Matches
2431,Issiaga Sylla,gn GUI,DF,Toulouse,fr Ligue 1,25,1994,28.0,74,51,43,24,7,35,76,46.1,41,409,127,31.1,207,151,51,87,10,1,77,63,137,117,2,Matches
2432,Moussa Sylla,fr FRA,FW,Monaco,fr Ligue 1,19,1999,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,0,2,0,0,0,0,0,0,0,0,0,Matches
2433,Eddy Sylvestre,fr FRA,MF,Nice,fr Ligue 1,19,1999,0.4,0,0,0,0,0,0,0,,0,5,1,20.0,2,2,1,0,0,0,0,0,0,0,0,Matches
2434,Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,31,1987,12.7,7,4,0,6,1,1,7,14.3,6,221,57,25.8,18,104,99,11,2,0,9,2,9,14,0,Matches
2435,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,29,1990,28.8,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,1,1,2,3,Matches
2436,Andrea Tabanelli,it ITA,MF,Lecce,it Serie A,29,1990,10.7,18,12,7,8,3,8,30,26.7,22,206,47,22.8,93,74,39,20,4,0,16,10,28,18,1,Matches
2437,Tachi,es ESP,DF,Alavés,es La Liga,21,1997,2.6,2,1,2,0,0,1,4,25.0,3,24,6,25.0,17,6,1,9,4,0,5,4,6,16,0,Matches
2438,Panagiotis Tachtsidis,gr GRE,MF,Lecce,it Serie A,28,1991,22.3,62,45,32,21,9,30,72,41.7,42,437,127,29.1,194,198,45,41,12,0,29,30,92,43,1,Matches
2439,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,23,1996,23.2,39,18,26,10,3,11,27,40.7,16,240,82,34.2,139,84,17,45,17,1,28,25,64,146,3,Matches
2440,Flavien Tait,fr FRA,"MF,FW",Rennes,fr Ligue 1,26,1993,9.8,23,14,12,5,6,6,29,20.7,23,213,56,26.3,57,91,65,10,0,0,10,10,33,7,0,Matches
2441,Mahdi Talal,fr FRA,FW,Amiens,fr Ligue 1,21,1997,0.2,0,0,0,0,0,0,3,0.0,3,12,3,25.0,6,3,3,3,0,0,3,0,0,1,0,Matches
2442,Adrien Tameze,cm CMR,MF,Nice,fr Ligue 1,25,1994,5.8,10,7,6,2,2,5,15,33.3,10,141,31,22.0,40,66,35,9,2,0,7,7,17,3,2,Matches
2443,Adrien Tameze,cm CMR,MF,Atalanta,it Serie A,25,1994,2.3,4,3,2,1,1,0,6,0.0,6,52,16,30.8,14,32,6,5,1,0,4,3,7,3,0,Matches
2444,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,20,1999,5.8,20,15,14,5,1,9,19,47.4,10,95,30,31.6,52,38,5,12,5,1,7,11,31,33,1,Matches
2445,Adil Taoui,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.3,0,2,0,0,0,0,0,,0,3,0,0.0,0,2,1,0,0,0,0,2,2,0,0,Matches
2446,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,20,1999,11.8,30,19,22,6,2,14,24,58.3,10,128,42,32.8,76,46,6,23,6,0,17,9,39,67,0,Matches
2447,Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,23,1995,25.5,57,33,38,16,3,20,56,35.7,36,372,109,29.3,184,145,43,68,9,0,59,60,117,88,1,Matches
2448,Rodrigo Tarín,es ESP,DF,Leganés,es La Liga,23,1996,10.6,11,7,8,2,1,8,15,53.3,7,72,25,34.7,52,15,5,10,2,0,8,8,19,87,0,Matches
2449,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,26,1992,38.0,76,51,54,22,0,25,50,50.0,25,313,100,31.9,217,84,12,85,46,0,39,61,137,329,1,Matches
2450,Ciprian Tătărușanu,ro ROU,GK,Lyon,fr Ligue 1,33,1986,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
