,Player,Pos,Squad,Comp,Age,90s,Drib,Fld,Att,Touches,Drib+Fld,drib-ptouch
1960,Jiří Pavlenka,GK,Werder Bremen,de Bundesliga,26,33.1,0.0,0.0,0.030211480362537763,40.09063444108761,0.0,2.276675234554466e-05
1961,Mateo Pavlović,DF,Angers,fr Ligue 1,28,27.7,0.0,0.0,0.07220216606498195,43.79061371841156,0.0,5.952363237014176e-05
1962,Leonardo Pavoletti,FW,Cagliari,it Serie A,29,30.4,0.06578947368421052,0.06578947368421052,1.118421052631579,39.44078947368421,0.13157894736842105,0.0009327948729204162
1963,Dimitri Payet,"MF,FW",Marseille,fr Ligue 1,31,21.2,0.33018867924528306,0.42452830188679247,1.6037735849056605,66.08490566037736,0.7547169811320755,0.0011447348928662817
1965,Alfonso Pedraza,"DF,FW",Villarreal,es La Liga,22,23.3,0.17167381974248927,0.0,2.875536480686695,55.75107296137339,0.17167381974248927,0.0022136539497203196
1966,Pedro,FW,Chelsea,eng Premier League,31,19.8,0.30303030303030304,0.050505050505050504,2.7777777777777777,68.18181818181817,0.35353535353535354,0.00205761316872428
1967,João Pedro,"FW,MF",Cagliari,it Serie A,26,28.4,0.07042253521126761,0.24647887323943662,2.2535211267605635,40.0,0.31690140845070425,0.0019837333862328904
1977,Lorenzo Pellegrini,MF,Roma,it Serie A,22,20.2,0.1485148514851485,0.297029702970297,2.623762376237624,61.68316831683168,0.44554455445544555,0.002105748295535814
1983,Lee Peltier,DF,Cardiff City,eng Premier League,31,17.2,0.0,0.0,0.23255813953488372,34.18604651162791,0.0,0.00039550704002531246
1985,Rubén Peña,DF,Eibar,es La Liga,27,29.7,0.26936026936026936,0.06734006734006734,3.367003367003367,76.73400673400674,0.3367003367003367,0.0014774038468641365
1986,Nicolas Pépé,"FW,MF",Lille,fr Ligue 1,23,36.9,0.6504065040650406,0.7317073170731707,5.4471544715447155,51.734417344173444,1.3821138211382114,0.0028534072663932504
1991,Ricardo Pereira,"DF,FW",Leicester City,eng Premier League,24,34.7,0.34582132564841495,0.17291066282420747,2.737752161383285,71.0086455331412,0.5187319884726225,0.0011111007148471126
1992,Roberto Pereyra,"FW,MF",Watford,eng Premier League,27,31.3,0.28753993610223644,0.25559105431309903,2.971246006389776,50.638977635782744,0.5431309904153354,0.001874603158605537
1993,Ayoze Pérez,"FW,MF",Newcastle Utd,eng Premier League,25,32.4,0.308641975308642,0.2160493827160494,3.0246913580246915,40.123456790123456,0.5246913580246914,0.0023266856600189932
1997,Rubén Pérez,MF,Leganés,es La Liga,29,27.5,0.07272727272727272,0.03636363636363636,1.018181818181818,59.345454545454544,0.10909090909090909,0.0006238859180035651
2000,Ivan Perišić,"FW,MF",Inter,it Serie A,29,30.0,0.1,0.06666666666666667,1.9,59.266666666666666,0.16666666666666666,0.0010686164229471314
2003,Loïc Perrin,DF,Saint-Étienne,fr Ligue 1,32,30.0,0.0,0.0,0.2,63.13333333333333,0.0,0.00010559662090813095
2006,Andrea Petagna,FW,SPAL,it Serie A,23,33.7,0.11869436201780414,0.11869436201780414,2.373887240356083,35.281899109792285,0.2373887240356083,0.001996540992730095
2007,Nils Petersen,FW,Freiburg,de Bundesliga,29,21.4,0.0,0.23364485981308414,1.2616822429906542,36.58878504672897,0.23364485981308414,0.0016113438607798906
2008,Ondřej Petrák,MF,Nürnberg,de Bundesliga,26,18.0,0.0,0.1111111111111111,0.8333333333333334,49.44444444444444,0.1111111111111111,0.0009363295880149813
2009,Germán Pezzella,DF,Fiorentina,it Serie A,27,31.7,0.0,0.0,0.22082018927444796,62.99684542586751,0.0,0.00011057595857508661
2014,Lebogang Phiri,MF,Guingamp,fr Ligue 1,23,21.4,0.09345794392523366,0.04672897196261683,1.074766355140187,56.214953271028044,0.14018691588785048,0.0008934051164922585
2016,Krzysztof Piątek,FW,Genoa,it Serie A,23,17.7,0.16949152542372883,0.3954802259887006,1.073446327683616,24.350282485875706,0.5649717514124294,0.0024905947278042132
2019,Cristiano Piccini,DF,Valencia,es La Liga,25,20.8,0.14423076923076922,0.09615384615384615,2.355769230769231,59.61538461538461,0.24038461538461536,0.0018998138957816374
2021,Jordan Pickford,GK,Everton,eng Premier League,24,38.0,0.0,0.0,0.0,35.5,0.0,0.0
2025,Tomás Pina Isla,MF,Alavés,es La Liga,30,26.0,0.038461538461538464,0.19230769230769232,0.7307692307692307,49.57692307692308,0.23076923076923078,0.0005669272542817926
2026,Andrea Pinamonti,FW,Frosinone,it Serie A,19,18.1,0.16574585635359115,0.055248618784530384,1.6574585635359114,34.80662983425414,0.22099447513812154,0.002630886608787161
2031,Gerard Piqué,DF,Barcelona,es La Liga,31,35.0,0.05714285714285714,0.02857142857142857,0.6,78.85714285714286,0.08571428571428572,0.0002173913043478261
2033,Fabio Pisacane,DF,Cagliari,it Serie A,32,25.2,0.0,0.0,0.2777777777777778,55.75396825396825,0.0,0.00019770660340055358
2034,Łukasz Piszczek,DF,Dortmund,de Bundesliga,33,19.5,0.05128205128205128,0.0,0.9230769230769231,80.2051282051282,0.05128205128205128,0.0005902026362384419
2037,Miralem Pjanić,MF,Juventus,it Serie A,28,25.3,0.0,0.039525691699604744,0.8695652173913043,89.80237154150197,0.039525691699604744,0.00038273116962645435
2039,Óscar Plano,"MF,FW",Valladolid,es La Liga,27,29.9,0.10033444816053512,0.20066889632107024,1.5384615384615385,41.40468227424749,0.3010033444816054,0.0012426991425375916
2041,Marvin Plattenhardt,DF,Hertha BSC,de Bundesliga,26,21.4,0.0,0.04672897196261683,0.8411214953271029,61.40186915887851,0.04672897196261683,0.0006401229035974907
2043,Alassane Pléa,FW,M'Gladbach,de Bundesliga,25,27.8,0.2517985611510791,0.14388489208633093,2.0863309352517985,34.82014388489208,0.39568345323741005,0.002155300552946073
2046,Paul Pogba,MF,Manchester Utd,eng Premier League,25,33.4,0.2694610778443114,0.32934131736526945,2.8443113772455093,77.87425149700599,0.5988023952095809,0.0010935453199713606
2048,Andrea Poli,MF,Bologna,it Serie A,28,21.5,0.09302325581395349,0.0,1.3488372093023255,47.48837209302326,0.09302325581395349,0.0013210942304626107
2049,Matteo Politano,"FW,MF",Inter,it Serie A,24,28.3,0.17667844522968199,0.17667844522968199,2.897526501766784,63.21554770318021,0.35335689045936397,0.0016196347131172634
2052,Pere Pons,MF,Girona,es La Liga,25,31.0,0.06451612903225806,0.0967741935483871,2.096774193548387,51.0,0.16129032258064516,0.0013262328864948685
2054,Pedro Porro,"DF,MF",Girona,es La Liga,18,24.6,0.08130081300813008,0.08130081300813008,3.048780487804878,62.479674796747965,0.16260162601626016,0.0019835917292159258
2056,Francisco Portillo,"MF,FW",Getafe,es La Liga,28,22.2,0.13513513513513514,0.1801801801801802,3.4684684684684686,46.8018018018018,0.3153153153153153,0.003338275715561568
2057,Portu,"FW,MF",Girona,es La Liga,26,31.3,0.19169329073482427,0.22364217252396165,2.364217252396166,33.70607028753994,0.41533546325878595,0.002240964220280726
2060,Yussuf Poulsen,FW,RB Leipzig,de Bundesliga,24,27.2,0.22058823529411764,0.29411764705882354,2.4264705882352944,45.14705882352941,0.5147058823529412,0.001975953247748611
2061,Maxime Poundjé,DF,Bordeaux,fr Ligue 1,25,28.2,0.03546099290780142,0.03546099290780142,1.099290780141844,61.06382978723404,0.07092198581560284,0.0006383802439848107
2063,José Pozo,"MF,FW",Rayo Vallecano,es La Liga,22,18.0,0.3333333333333333,0.2777777777777778,4.611111111111111,53.94444444444444,0.6111111111111112,0.004748827096921844
2064,Dennis Praet,MF,Sampdoria,it Serie A,24,32.1,0.06230529595015576,0.18691588785046728,2.6791277258566977,69.1588785046729,0.24922118380062305,0.0012068142909264403
2069,Alex Pritchard,"MF,FW",Huddersfield,eng Premier League,25,23.1,0.12987012987012986,0.3896103896103896,2.9004329004329,55.97402597402597,0.5194805194805194,0.0022431808974732407
2071,Quincy Promes,"DF,MF",Sevilla,es La Liga,26,17.6,0.11363636363636363,0.056818181818181816,2.7840909090909087,64.54545454545455,0.17045454545454544,0.002450784250960307
2072,Davy Pröpper,MF,Brighton,eng Premier League,26,28.3,0.0353356890459364,0.0706713780918728,1.8374558303886925,53.957597173144876,0.10600706713780919,0.0012033109563776637
2078,Erick Pulgar,MF,Bologna,it Serie A,24,26.2,0.03816793893129771,0.11450381679389313,1.2213740458015268,71.7557251908397,0.15267175572519084,0.0006496670456391099
2080,Jorge Pulido,DF,Huesca,es La Liga,27,30.9,0.0,0.0,0.45307443365695793,46.86084142394822,0.0,0.0003128967083266284
2084,Ignacio Pussetto,"FW,MF",Udinese,it Serie A,22,24.2,0.4545454545454546,0.37190082644628103,4.090909090909091,47.35537190082645,0.8264462809917356,0.003569728700618753
2085,Fabio Quagliarella,FW,Sampdoria,it Serie A,35,35.5,0.11267605633802817,0.16901408450704225,1.7183098591549295,38.563380281690144,0.28169014084507044,0.001255156946059116
2086,Robin Quaison,"FW,MF",Mainz 05,de Bundesliga,24,24.4,0.12295081967213116,0.1639344262295082,2.459016393442623,28.811475409836067,0.2868852459016394,0.0034978896066040154
2093,Ivan Radovanović,MF,Chievo,it Serie A,29,19.0,0.05263157894736842,0.0,0.3157894736842105,42.68421052631579,0.05263157894736842,0.0003893828282172756
2095,Ionuț Radu,GK,Genoa,it Serie A,21,33.0,0.0,0.0,0.12121212121212122,31.666666666666668,0.0,0.00011599246049006815
2096,Ștefan Radu,DF,Lazio,it Serie A,31,24.9,0.0,0.040160642570281124,0.44176706827309237,62.48995983935743,0.040160642570281124,0.00028391199760481513
2104,Ivan Rakitić,MF,Barcelona,es La Liga,30,29.4,0.034013605442176874,0.034013605442176874,1.5306122448979593,97.44897959183675,0.06802721088435375,0.0005342451116572283
2106,Joe Ralls,MF,Cardiff City,eng Premier League,24,21.8,0.04587155963302752,0.04587155963302752,0.2293577981651376,47.93577981651376,0.09174311926605504,0.00021948114656950967
2107,Jonás Ramalho,DF,Girona,es La Liga,25,18.0,0.0,0.16666666666666666,0.5555555555555556,54.166666666666664,0.16666666666666666,0.0005698005698005698
2108,Benito Raman,"MF,FW",Düsseldorf,de Bundesliga,23,18.7,0.32085561497326204,0.16042780748663102,4.545454545454546,40.6951871657754,0.4812834224598931,0.0059730020308206904
2110,Gastón Ramírez,"MF,FW",Sampdoria,it Serie A,27,17.5,0.05714285714285714,0.17142857142857143,2.5142857142857142,63.885714285714286,0.22857142857142856,0.0022489138768208537
2112,Iván Ramis,DF,Eibar,es La Liga,33,18.6,0.0,0.05376344086021505,0.2150537634408602,51.88172043010752,0.05376344086021505,0.0002228536408713577
2114,Sergio Ramos,DF,Real Madrid,es La Liga,32,27.5,0.07272727272727272,0.03636363636363636,0.32727272727272727,79.7090909090909,0.10909090909090909,0.00014930325149303253
2118,Marcus Rashford,FW,Manchester Utd,eng Premier League,20,25.9,0.19305019305019305,0.2702702702702703,3.474903474903475,43.552123552123554,0.46332046332046334,0.003080588186971166
2119,Milot Rashica,"FW,MF",Werder Bremen,de Bundesliga,22,17.2,0.6976744186046512,0.46511627906976744,4.186046511627907,45.697674418604656,1.1627906976744187,0.005325758920646192
2123,Tim Ream,DF,Fulham,eng Premier League,30,22.7,0.0,0.04405286343612335,0.30837004405286345,53.74449339207049,0.04405286343612335,0.0002527623311908717
2124,Ante Rebić,"FW,MF",Eint Frankfurt,de Bundesliga,24,22.0,0.6363636363636364,0.36363636363636365,4.2272727272727275,40.90909090909091,1.0,0.004696969696969697
2125,Pedro Rebocho,DF,Guingamp,fr Ligue 1,23,36.0,0.08333333333333333,0.0,1.1388888888888888,67.33333333333333,0.08333333333333333,0.00046983865053171984
2128,Nathan Redmond,"FW,MF",Southampton,eng Premier League,24,36.3,0.5509641873278237,0.11019283746556474,4.87603305785124,45.89531680440772,0.6611570247933884,0.0029267905509311166
2134,Jeff Reine-Adélaïde,"FW,MF",Angers,fr Ligue 1,20,28.4,0.28169014084507044,0.49295774647887325,5.985915492957747,53.94366197183099,0.7746478873239437,0.003907255543706101
2135,Karim Rekik,DF,Hertha BSC,de Bundesliga,23,23.0,0.0,0.0,0.2608695652173913,60.52173913043478,0.0,0.0001874062968515742
2137,Michael Rensing,GK,Düsseldorf,de Bundesliga,34,32.0,0.0,0.0,0.0,34.65625,0.0,0.0
2138,Marco Reus,"MF,FW",Dortmund,de Bundesliga,29,25.7,0.1556420233463035,0.1556420233463035,2.3735408560311284,54.16342412451362,0.311284046692607,0.0017051299253097187
2141,Baptiste Reynet,GK,Toulouse,fr Ligue 1,27,30.0,0.0,0.0,0.1,38.53333333333333,0.0,8.650519031141868e-05
2144,Declan Rice,MF,West Ham,eng Premier League,19,33.4,0.0,0.0,0.9880239520958084,55.38922155688623,0.0,0.0005340670011328695
2146,Richarlison,"FW,MF",Everton,eng Premier League,21,29.6,0.2027027027027027,0.47297297297297297,2.7027027027027026,45.608108108108105,0.6756756756756757,0.002002002002002002
2150,Sergio Rico,GK,Fulham,eng Premier League,24,29.0,0.0,0.0,0.0,34.44827586206897,0.0,0.0
2154,Luca Rigoni,MF,Parma,it Serie A,33,19.6,0.0,0.0,0.7653061224489796,37.14285714285714,0.0,0.0010512446736936532
2155,Nicola Rigoni,MF,Chievo,it Serie A,27,21.7,0.04608294930875576,0.09216589861751152,0.4608294930875576,50.36866359447005,0.1382488479262673,0.0004216189323765395
2158,Tomás Rincón,MF,Torino,it Serie A,30,31.1,0.12861736334405144,0.09646302250803858,1.382636655948553,55.369774919614144,0.22508038585209003,0.0008029248873104257
2159,Renaud Ripart,"FW,DF",Nîmes,fr Ligue 1,25,33.4,0.17964071856287425,0.2095808383233533,1.7664670658682635,50.35928143712575,0.38922155688622756,0.0010502182317885039
2161,Matt Ritchie,"DF,MF",Newcastle Utd,eng Premier League,28,32.5,0.06153846153846154,0.09230769230769231,1.0153846153846153,59.784615384615385,0.15384615384615385,0.0005225860089473059
2162,Cristian Rivera,MF,Huesca,es La Liga,21,18.8,0.10638297872340426,0.05319148936170213,1.4361702127659575,46.91489361702128,0.15957446808510636,0.001628310898827616
2164,Rober,DF,Levante,es La Liga,23,31.7,0.031545741324921134,0.0,0.41009463722397477,44.290220820189276,0.031545741324921134,0.00029209019745297346
2165,Sergi Roberto,"DF,MF",Barcelona,es La Liga,26,23.2,0.0,0.08620689655172414,1.0775862068965518,85.60344827586208,0.08620689655172414,0.0005425912421432789
2167,Andrew Robertson,DF,Liverpool,eng Premier League,24,35.7,0.05602240896358543,0.0,1.2324929971988794,86.86274509803921,0.05602240896358543,0.00039745017645884535
2169,Marc Roca,MF,Espanyol,es La Liga,21,34.6,0.028901734104046242,0.028901734104046242,1.3005780346820808,64.62427745664739,0.057803468208092484,0.0005816538616646158
2172,Rubén Rochina,MF,Levante,es La Liga,27,20.0,0.3,0.3,4.55,67.1,0.6,0.003390461997019374
2175,Rodri,MF,Atlético Madrid,es La Liga,22,30.4,0.03289473684210526,0.0,0.9210526315789475,73.25657894736842,0.03289473684210526,0.0004135844775837213
2176,Rodrigo,FW,Valencia,es La Liga,27,28.1,0.3558718861209964,0.24911032028469748,3.2384341637010676,43.02491103202847,0.6049822064056939,0.002678605594459113
2178,Óscar Rodríguez Arnaiz,"MF,FW",Leganés,es La Liga,20,27.8,0.28776978417266186,0.03597122302158273,3.1654676258992804,50.0,0.3237410071942446,0.002277314838776461
2180,Ángel Rodríguez,FW,Getafe,es La Liga,31,20.2,0.19801980198019803,0.297029702970297,1.8811881188118813,32.37623762376238,0.49504950495049505,0.0028764344324340692
2182,Ricardo Rodríguez,DF,Milan,it Serie A,25,33.9,0.029498525073746312,0.058997050147492625,0.8849557522123894,72.65486725663717,0.08849557522123894,0.00035929993999691
2186,Rogério,"DF,MF",Sassuolo,it Serie A,20,29.7,0.0,0.03367003367003367,1.3468013468013469,69.46127946127946,0.03367003367003367,0.0006528363290360382
2193,Alessio Romagnoli,DF,Milan,it Serie A,23,31.6,0.0,0.0,0.12658227848101264,66.01265822784809,0.0,6.068182094008276e-05
2194,Alaixys Romao,MF,Reims,fr Ligue 1,34,35.1,0.05698005698005698,0.05698005698005698,1.396011396011396,52.16524216524216,0.11396011396011396,0.0007624311283513904
2195,Cristian Romero,DF,Genoa,it Serie A,20,26.0,0.0,0.038461538461538464,0.8461538461538461,43.84615384615385,0.038461538461538464,0.0007422402159244265
2196,Oriol Romeu,MF,Southampton,eng Premier League,26,23.7,0.0,0.0,0.5907172995780591,58.143459915611814,0.0,0.0004286772856154275
2199,Cristiano Ronaldo,FW,Juventus,it Serie A,33,29.9,0.26755852842809363,0.5351170568561873,3.2441471571906355,52.140468227424755,0.802675585284281,0.002080915431167823
2202,Salomón Rondón,FW,Newcastle Utd,eng Premier League,28,28.9,0.06920415224913495,0.06920415224913495,1.4878892733564015,41.31487889273357,0.1384083044982699,0.0012461384198964836
2203,Valentin Rongier,MF,Nantes,fr Ligue 1,23,35.8,0.13966480446927376,0.19553072625698326,1.5363128491620113,66.20111731843576,0.335195530726257,0.0006482332696886124
2204,Marten de Roon,MF,Atalanta,it Serie A,27,33.1,0.030211480362537763,0.030211480362537763,0.6042296072507553,76.04229607250755,0.060422960725075525,0.00024005943871702634
2205,Roberto Rosales,DF,Espanyol,es La Liga,29,19.4,0.0,0.0,1.1855670103092784,71.64948453608248,0.0,0.0008529259066973226
2206,Danny Rose,"DF,MF",Tottenham,eng Premier League,28,20.0,0.15,0.25,3.2,71.9,0.4,0.0022253129346314323
2208,Luca Rossettini,DF,Chievo,it Serie A,33,20.3,0.0,0.0,0.04926108374384236,49.11330049261083,0.0,4.9409311678879e-05
2211,Jérôme Roussillon,DF,Wolfsburg,de Bundesliga,25,27.3,0.21978021978021978,0.0,2.8937728937728937,61.53846153846154,0.21978021978021978,0.0017224838653410082
2212,Nolan Roux,FW,Guingamp,fr Ligue 1,30,17.1,0.0,0.5263157894736842,0.5847953216374269,34.26900584795322,0.5263157894736842,0.0009979442348761552
2216,Antonio Rüdiger,DF,Chelsea,eng Premier League,25,31.9,0.0,0.0,0.18808777429467086,86.58307210031349,0.0,6.809839764470343e-05
2218,Stéphane Ruffier,GK,Saint-Étienne,fr Ligue 1,31,37.0,0.0,0.0,0.02702702702702703,35.0,0.0,2.0870291140561412e-05
2221,Fabián Ruiz Peña,"MF,FW",Napoli,it Serie A,22,22.1,0.4977375565610859,0.04524886877828054,2.8054298642533935,94.34389140271493,0.5429864253393665,0.0013455299109128985
2223,Víctor Ruiz,DF,Villarreal,es La Liga,29,21.9,0.0,0.0,0.6392694063926941,64.20091324200914,0.0,0.00045467240852965443
2224,Gerónimo Rulli,GK,Real Sociedad,es La Liga,26,27.0,0.0,0.0,0.0,42.7037037037037,0.0,0.0
2227,Mathew Ryan,GK,Brighton,eng Premier League,26,34.0,0.0,0.0,0.0,31.91176470588235,0.0,0.0
2230,Youssouf Sabaly,DF,Bordeaux,fr Ligue 1,25,21.2,0.14150943396226415,0.04716981132075472,2.5,71.41509433962264,0.18867924528301888,0.0016512549537648616
2232,Marcel Sabitzer,"MF,FW",RB Leipzig,de Bundesliga,24,26.1,0.038314176245210725,0.11494252873563218,1.2260536398467432,59.69348659003831,0.1532567049808429,0.0007869407187719789
2237,Wesley Saïd,"FW,MF",Dijon,fr Ligue 1,23,25.0,0.36,0.08,2.56,32.96,0.44,0.003106796116504854
2238,Allan Saint-Maximin,"FW,MF",Nice,fr Ligue 1,21,32.2,1.0869565217391304,0.40372670807453415,8.043478260869565,45.527950310559,1.4906832298136645,0.0054866836704430865
2243,Hiroki Sakai,DF,Marseille,fr Ligue 1,28,26.4,0.0,0.15151515151515152,1.0606060606060606,65.53030303030303,0.15151515151515152,0.0006130670870555263
2245,Mamadou Sakho,DF,Crystal Palace,eng Premier League,28,26.8,0.03731343283582089,0.0,0.4104477611940298,57.6865671641791,0.03731343283582089,0.00026549014307505165
2249,Mohamed Salah,FW,Liverpool,eng Premier League,26,36.1,0.6648199445983379,0.4155124653739612,3.8504155124653736,45.95567867036011,1.080332409972299,0.002320925565078586
2250,Bartosz Salamon,DF,Frosinone,it Serie A,27,19.2,0.0,0.0,0.10416666666666667,52.13541666666667,0.0,0.00010406260406260406
2257,Brice Samba,GK,Caen,fr Ligue 1,24,38.0,0.0,0.0,0.0,35.05263157894737,0.0,0.0
2262,Mikel San José,MF,Athletic Club,es La Liga,29,19.3,0.05181347150259067,0.05181347150259067,0.6735751295336787,49.067357512953365,0.10362694300518134,0.0007112725760651306
2268,Davinson Sánchez,DF,Tottenham,eng Premier League,22,21.6,0.0,0.0,0.046296296296296294,76.80555555555556,0.0,2.7906146049605962e-05
2271,Jadon Sancho,"FW,MF",Dortmund,de Bundesliga,18,27.3,0.29304029304029305,0.21978021978021978,7.326007326007326,66.11721611721612,0.5128205128205128,0.004058729820502673
2274,Alex Sandro,DF,Juventus,it Serie A,27,26.5,0.03773584905660377,0.07547169811320754,2.30188679245283,84.0754716981132,0.11320754716981132,0.0010331628332373565
2275,Leroy Sané,FW,Manchester City,eng Premier League,22,20.7,0.48309178743961356,0.0966183574879227,5.024154589371981,60.531400966183575,0.5797101449275363,0.00400970039056024
2276,Salif Sané,DF,Schalke 04,de Bundesliga,27,29.0,0.034482758620689655,0.0,0.7241379310344828,63.86206896551724,0.034482758620689655,0.00039100320250242055
2278,Ibrahim Sangaré,MF,Toulouse,fr Ligue 1,20,27.4,0.0,0.03649635036496351,2.5547445255474455,69.67153284671534,0.03649635036496351,0.0013382632402029573
2282,Morgan Sanson,MF,Marseille,fr Ligue 1,23,26.7,0.149812734082397,0.149812734082397,2.2846441947565546,63.258426966292134,0.299625468164794,0.001352660861312347
2285,Baptiste Santamaria,MF,Angers,fr Ligue 1,23,36.1,0.027700831024930747,0.08310249307479224,1.412742382271468,52.880886426592795,0.11080332409972299,0.0007400431546733725
2286,Roberto Santamaría,GK,Huesca,es La Liga,33,20.0,0.0,0.0,0.0,31.7,0.0,0.0
2288,Federico Santander,FW,Bologna,it Serie A,27,22.9,0.08733624454148473,0.08733624454148473,0.8733624454148472,36.55021834061136,0.17467248908296945,0.001043443781857643
2291,Samir Santos,DF,Udinese,it Serie A,23,20.0,0.0,0.0,0.7,53.4,0.0,0.0006554307116104869
2293,Pablo Sarabia,"MF,FW",Sevilla,es La Liga,26,30.3,0.198019801980198,0.16501650165016502,2.277227722772277,59.570957095709566,0.36303630363036304,0.0012616220070760537
2296,Bouna Sarr,"DF,FW",Marseille,fr Ligue 1,26,24.9,0.1606425702811245,0.040160642570281124,3.6144578313253013,71.48594377510041,0.20080321285140562,0.0020305942872614054
2297,Ismaila Sarr,"FW,MF",Rennes,fr Ligue 1,20,31.0,0.3870967741935484,0.5806451612903226,4.258064516129032,39.29032258064516,0.967741935483871,0.003495947878595265
2298,Malang Sarr,DF,Nice,fr Ligue 1,19,33.3,0.0,0.0,0.6006006006006006,74.17417417417418,0.0,0.00024315813789498
2302,Téji Savanier,MF,Nîmes,fr Ligue 1,26,31.8,0.2830188679245283,0.15723270440251572,3.993710691823899,72.64150943396226,0.44025157232704404,0.0017288790873696534
2304,Fabian Schär,DF,Newcastle Utd,eng Premier League,26,22.2,0.04504504504504505,0.0,0.8558558558558559,62.2972972972973,0.04504504504504505,0.0006188400982327229
2307,Pasquale Schiattarella,MF,SPAL,it Serie A,31,20.5,0.04878048780487805,0.14634146341463414,1.170731707317073,75.21951219512195,0.1951219512195122,0.0007592293821770903
2310,Christopher Schindler,DF,Huddersfield,eng Premier League,28,36.2,0.0,0.0,0.055248618784530384,52.67955801104972,0.0,2.897148336891997e-05
2314,Jeffrey Schlupp,"MF,FW",Crystal Palace,eng Premier League,25,18.6,0.1075268817204301,0.05376344086021505,2.096774193548387,47.526881720430104,0.16129032258064516,0.0023719165085388993
2315,Kasper Schmeichel,GK,Leicester City,eng Premier League,31,38.0,0.0,0.0,0.05263157894736842,34.31578947368421,0.0,4.036164029706167e-05
2317,Jonathan Schmid,DF,Augsburg,de Bundesliga,28,28.0,0.03571428571428571,0.03571428571428571,1.1785714285714286,58.82142857142857,0.07142857142857142,0.0007155867811605517
2320,Nico Schulz,"DF,MF",Hoffenheim,de Bundesliga,25,28.2,0.24822695035460993,0.1773049645390071,3.546099290780142,65.49645390070923,0.425531914893617,0.0019199238174229247
2321,André Schürrle,"FW,MF",Fulham,eng Premier League,27,18.2,0.16483516483516483,0.10989010989010989,2.967032967032967,45.0,0.27472527472527475,0.0036227508754981285
2322,Pirmin Schwegler,MF,Hannover 96,de Bundesliga,31,23.1,0.0,0.12987012987012986,0.6493506493506493,62.467532467532465,0.12987012987012986,0.00045000045000045
2323,Alexander Schwolow,GK,Freiburg,de Bundesliga,26,33.0,0.0,0.0,0.0,41.42424242424242,0.0,0.0
2328,Davie Selke,"FW,MF",Hertha BSC,de Bundesliga,23,19.3,0.46632124352331605,0.20725388601036268,2.901554404145078,36.21761658031088,0.6735751295336787,0.004151007731251899
2329,Ole Selnæs,MF,Saint-Étienne,fr Ligue 1,24,18.5,0.0,0.05405405405405406,1.027027027027027,58.21621621621622,0.05405405405405406,0.0009535998393937113
2330,Matz Sels,GK,Strasbourg,fr Ligue 1,26,37.0,0.0,0.0,0.02702702702702703,33.4054054054054,0.0,2.1866526720895653e-05
2333,Nélson Semedo,DF,Barcelona,es La Liga,24,17.8,0.056179775280898875,0.11235955056179775,3.033707865168539,78.98876404494382,0.16853932584269662,0.0021576869595793307
2336,Stefano Sensi,MF,Sassuolo,it Serie A,22,21.9,0.13698630136986303,0.09132420091324202,2.0091324200913245,78.31050228310502,0.22831050228310504,0.0011715057843098102
2337,Luigi Sepe,GK,Parma,it Serie A,27,37.0,0.0,0.0,0.0,35.729729729729726,0.0,0.0
2338,Suat Serdar,MF,Schalke 04,de Bundesliga,21,19.2,0.15625,0.2604166666666667,3.229166666666667,37.552083333333336,0.4166666666666667,0.0044787332408691635
2340,Jean Seri,MF,Fulham,eng Premier League,27,24.9,0.0,0.0,0.8433734939759037,77.63052208835342,0.0,0.0004363028939347665
2344,Ryan Sessegnon,"FW,DF",Fulham,eng Premier League,18,25.6,0.3515625,0.0390625,2.5390625,44.6875,0.390625,0.002219460227272727
2346,Stephan El Shaarawy,FW,Roma,it Serie A,25,23.4,0.47008547008547014,0.12820512820512822,4.188034188034188,49.572649572649574,0.5982905982905983,0.0036103743000294726
2349,Luke Shaw,DF,Manchester Utd,eng Premier League,23,28.8,0.20833333333333331,0.0,1.3541666666666667,78.64583333333333,0.20833333333333331,0.0005978660779985283
2352,Gen Shoji,DF,Toulouse,fr Ligue 1,25,18.0,0.0,0.0,0.3888888888888889,47.611111111111114,0.0,0.0004537793335926358
2353,Djibril Sidibé,"DF,MF",Monaco,fr Ligue 1,26,23.1,0.08658008658008658,0.12987012987012986,1.5584415584415583,73.72294372294373,0.21645021645021645,0.0009151154189322128
2355,Sidnei,DF,Betis,es La Liga,28,19.4,0.10309278350515465,0.0,0.9793814432989691,74.63917525773196,0.10309278350515465,0.0006763684000683488
2358,Gylfi Sigurðsson,MF,Everton,eng Premier League,28,34.6,0.20231213872832368,0.23121387283236994,1.791907514450867,46.618497109826585,0.43352601156069365,0.0011109160039992976
2359,Luca Siligardi,FW,Parma,it Serie A,30,18.2,0.38461538461538464,0.21978021978021978,3.8461538461538463,41.48351648351648,0.6043956043956045,0.005094243504839531
2362,André Silva,FW,Sevilla,es La Liga,22,24.0,0.25,0.20833333333333334,1.9583333333333333,34.916666666666664,0.4583333333333333,0.0023369132856006364
2363,Bernardo Silva,"MF,FW",Manchester City,eng Premier League,23,31.7,0.25236593059936907,0.06309148264984227,2.555205047318612,67.53943217665615,0.31545741324921134,0.0011934633569914116
2364,David Silva,MF,Manchester City,eng Premier League,32,26.7,0.2247191011235955,0.11235955056179775,1.5730337078651686,86.47940074906367,0.33707865168539325,0.0006812618916696269
