Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
63,Allan,br BRA,MF,Napoli,it Serie A,28,1991,14.2,994,23,197,615,250,17,966,18,29,62.1,20,3,741,3842,1820,781,728,93.2,14,18,Matches
64,Dele Alli,eng ENG,"MF,FW",Tottenham,eng Premier League,23,1996,20.5,1132,37,171,575,471,96,1076,32,63,50.8,36,7,747,4583,2502,1102,773,70.1,45,56,Matches
65,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,25,1994,33.6,1309,44,314,553,602,90,1297,46,93,49.5,54,5,975,9236,5220,1281,894,69.8,60,54,Matches
66,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,28,1990,15.9,1313,30,326,563,511,72,1146,12,19,63.2,12,0,841,4760,2735,928,829,89.3,20,22,Matches
67,Mickaël Alphonse,GPE,DF,Dijon,fr Ligue 1,30,1989,15.3,945,65,335,474,201,11,779,18,30,60.0,22,3,503,3110,1838,539,485,90.0,16,15,Matches
68,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,32,1986,2.0,55,51,55,0,0,0,33,0,0,,0,0,23,62,39,23,23,100.0,0,0,Matches
69,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,27,1992,12.7,569,29,142,381,73,7,560,6,9,66.7,6,0,296,1465,506,297,278,93.6,4,1,Matches
70,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,24,1995,31.2,1817,198,904,969,69,20,1754,11,13,84.6,11,1,992,6375,3552,1037,1021,98.5,3,10,Matches
71,Bruno Alves,pt POR,DF,Parma,it Serie A,37,1981,29.7,1608,318,941,681,85,36,1510,2,3,66.7,2,0,875,5611,3055,1006,981,97.5,5,2,Matches
72,Steven Alzate,co COL,"MF,DF",Brighton,eng Premier League,20,1998,13.2,838,31,215,406,272,44,787,33,50,66.0,35,4,618,3821,2140,638,557,87.3,20,28,Matches
73,Ibrahim Amadou,fr FRA,"DF,MF",Norwich City,eng Premier League,26,1993,8.4,470,107,329,143,14,4,464,2,3,66.7,2,0,253,1003,474,297,289,97.3,1,1,Matches
74,Ibrahim Amadou,fr FRA,MF,Leganés,es La Liga,26,1993,8.6,343,7,71,225,67,6,341,3,4,75.0,3,0,207,1037,489,250,217,86.8,5,5,Matches
75,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,29,1989,18.8,1092,36,289,732,168,8,1071,28,43,65.1,31,0,779,4929,2625,773,727,94.0,16,15,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
76,Amath,sn SEN,MF,Getafe,es La Liga,23,1996,0.7,36,0,2,17,20,4,34,4,8,50.0,4,0,28,212,136,32,20,62.5,3,5,Matches
77,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,25,1994,24.0,1590,78,552,769,379,32,1379,28,56,50.0,32,0,876,5645,3378,945,865,91.5,27,24,Matches
78,Thierry Ambrose,fr FRA,FW,Metz,fr Ligue 1,22,1997,6.1,312,4,30,138,174,34,310,24,45,53.3,27,1,256,2250,1510,304,229,75.3,20,25,Matches
79,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,18.1,837,84,312,418,189,12,697,8,18,44.4,9,1,475,3751,2285,480,434,90.4,14,14,Matches
80,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,22,1996,20.6,1374,15,187,769,526,57,1221,32,54,59.3,35,2,970,6045,3310,1130,933,82.6,29,32,Matches
81,Ethan Ampadu,wal WAL,DF,RB Leipzig,de Bundesliga,18,2000,0.9,93,14,42,52,3,1,92,0,0,,0,0,69,369,237,69,69,100.0,0,0,Matches
82,Opoku Ampomah,gh GHA,FW,Düsseldorf,de Bundesliga,23,1996,5.6,205,4,30,80,117,26,200,18,41,43.9,21,0,179,1284,866,234,142,60.7,23,14,Matches
83,Sofyan Amrabat,ma MAR,MF,Hellas Verona,it Serie A,22,1996,32.4,2087,59,413,1444,468,25,2017,84,111,75.7,89,3,1623,13605,6456,1572,1454,92.5,53,49,Matches
84,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,23,1996,17.0,1476,211,837,714,47,13,1449,2,2,100.0,2,0,1043,5919,3475,1134,1123,99.0,2,1,Matches
85,Djavan Anderson,nl NED,"DF,MF",Lazio,it Serie A,24,1995,1.9,92,6,36,31,33,4,73,2,5,40.0,2,0,54,510,259,57,44,77.2,4,4,Matches
86,Felipe Anderson,br BRA,"MF,FW",West Ham,eng Premier League,26,1993,16.6,1163,26,166,616,517,68,1138,66,97,68.0,70,5,932,7366,4575,1042,889,85.3,33,35,Matches
87,Sebastian Andersson,se SWE,FW,Union Berlin,de Bundesliga,28,1991,29.8,1211,46,98,584,575,135,1185,25,42,59.5,27,2,635,3672,1394,1710,932,54.5,106,78,Matches
88,Florin Andone,ro ROU,"MF,FW",Brighton,eng Premier League,26,1993,0.8,29,3,4,12,16,7,28,2,4,50.0,2,0,17,218,151,33,16,48.5,5,2,Matches
89,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,28,1990,22.8,1515,55,287,1030,276,23,1499,23,27,85.2,25,0,951,5145,2235,1007,927,92.1,17,23,Matches
90,Lorenzo Andrenacci,it ITA,GK,Brescia,it Serie A,24,1995,5.9,185,175,185,0,0,0,102,0,0,,0,0,44,205,131,26,26,100.0,0,0,Matches
91,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,24,1994,28.6,1547,61,371,923,333,33,1511,27,38,71.1,30,3,861,4851,2001,934,842,90.1,19,24,Matches
92,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,11.4,719,11,142,517,121,3,698,18,21,85.7,18,0,567,3461,1751,537,502,93.5,11,12,Matches
93,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,29,1990,8.8,276,4,14,160,111,24,258,11,16,68.8,12,0,154,636,241,390,211,54.1,18,14,Matches
94,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,35,1984,13.0,490,419,489,3,0,0,357,2,2,100.0,2,0,245,1002,469,218,218,100.0,0,0,Matches
95,José Ángel,es ESP,DF,Eibar,es La Liga,29,1989,26.2,1754,97,443,942,486,11,1380,20,24,83.3,20,1,913,5389,2849,864,812,94.0,19,19,Matches
96,Angeliño,es ESP,DF,RB Leipzig,de Bundesliga,22,1997,12.2,891,26,215,401,325,26,742,21,27,77.8,22,1,519,2682,1514,591,532,90.0,17,9,Matches
97,Angeliño,es ESP,DF,Manchester City,eng Premier League,22,1997,4.7,477,16,98,199,214,10,429,5,8,62.5,5,2,321,1545,942,361,343,95.0,3,4,Matches
98,Faustino Anjorin,eng ENG,FW,Chelsea,eng Premier League,17,2001,0.2,12,0,1,5,6,2,12,1,1,100.0,1,0,10,67,40,11,8,72.7,0,1,Matches
99,Peter Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,11.8,726,33,224,302,242,25,653,12,18,66.7,12,0,500,2245,1370,549,499,90.9,10,11,Matches
100,Cristian Ansaldi,ar ARG,"DF,MF",Torino,it Serie A,32,1986,19.6,1085,55,287,436,454,50,935,53,84,63.1,58,2,747,6071,3409,749,647,86.4,26,35,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
101,Janis Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,0.1,11,0,0,7,5,0,8,1,1,100.0,1,0,9,90,48,6,6,100.0,0,1,Matches
102,Michail Antonio,eng ENG,FW,West Ham,eng Premier League,29,1990,19.6,851,12,47,305,557,126,811,71,107,66.4,74,3,601,4523,2699,1134,626,55.2,71,49,Matches
103,Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,31,1987,11.4,574,37,199,261,150,10,478,6,16,37.5,8,1,308,2088,1286,355,305,85.9,10,5,Matches
104,Mirko Antonucci,it ITA,"FW,MF",Roma,it Serie A,20,1999,0.9,40,0,7,16,20,6,40,0,0,,0,0,22,159,109,29,21,72.4,5,0,Matches
105,Vitorino Antunes,pt POR,MF,Getafe,es La Liga,32,1987,0.1,3,0,1,1,1,0,3,0,0,,0,0,1,11,11,2,2,100.0,1,0,Matches
106,Christopher Antwi-Adjei,gh GHA,"MF,FW",Paderborn 07,de Bundesliga,25,1994,27.4,1181,24,207,546,546,91,1044,36,80,45.0,41,3,803,7484,4372,1031,745,72.3,59,39,Matches
107,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,24,1995,2.1,127,3,27,94,16,2,125,2,3,66.7,2,0,83,716,347,94,83,88.3,1,3,Matches
108,Houssem Aouar,fr FRA,MF,Lyon,fr Ligue 1,21,1998,21.7,1366,16,140,876,486,66,1325,65,104,62.5,72,5,1118,7663,4713,1291,1100,85.2,45,58,Matches
109,Adil Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,0.7,40,0,7,23,12,1,40,3,3,100.0,3,0,28,133,49,36,29,80.6,4,0,Matches
110,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,1158,54,432,556,214,6,967,21,27,77.8,21,0,619,3117,1656,640,598,93.4,9,18,Matches
111,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,34.1,1363,54,241,851,349,26,1318,29,43,67.4,32,2,748,4738,1975,722,613,84.9,35,39,Matches
112,Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,68,2,26,25,20,3,58,0,2,0.0,1,1,44,243,128,42,39,92.9,1,1,Matches
113,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23.5,1868,49,375,1297,290,22,1836,13,22,59.1,14,1,1242,5362,2410,1451,1350,93.0,19,21,Matches
114,Luiz Araújo,br BRA,"FW,MF",Lille,fr Ligue 1,23,1996,9.2,447,4,53,184,250,35,427,26,38,68.4,27,2,336,2535,1498,373,296,79.4,13,16,Matches
115,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,1824,329,1081,816,51,20,1763,1,1,100.0,1,0,1065,7578,3729,1149,1133,98.6,6,4,Matches
116,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,233,33,120,125,2,1,229,1,1,100.0,1,0,173,744,457,186,186,100.0,0,1,Matches
117,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,22.3,1412,106,524,820,169,11,1266,4,6,66.7,4,0,751,5486,2419,740,714,96.5,8,10,Matches
118,Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4.0,142,125,142,0,0,0,104,0,0,,0,0,77,342,190,62,62,100.0,0,1,Matches
