Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1669,Takumi Minamino,jp JPN,"FW,MF",Liverpool,eng Premier League,24,1995,2.8,0,0,0,7,3,0,4,0,3,0,0,0,11,5,5,50.0,Matches
1670,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,26,1993,32.2,7,0,0,20,11,2,6,20,17,0,1,0,330,66,40,62.3,Matches
1671,Jorge Miramón,es ESP,DF,Levante,es La Liga,30,1989,27.0,4,1,0,18,22,0,61,40,32,0,2,0,251,22,26,45.8,Matches
1672,Juan Miranda,es ESP,DF,Schalke 04,de Bundesliga,19,2000,8.7,2,0,0,11,17,1,22,4,7,0,1,1,78,9,21,30.0,Matches
1673,Antonio Mirante,it ITA,GK,Roma,it Serie A,36,1983,5.0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,,Matches
1674,Simone Missiroli,it ITA,MF,SPAL,it Serie A,33,1986,31.1,7,0,0,26,26,0,6,37,28,2,0,0,321,57,33,63.3,Matches
1675,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,19,1999,2.2,1,0,0,1,1,0,4,1,2,0,0,0,18,1,6,14.3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1676,Stefan Mitrović,rs SRB,DF,Strasbourg,fr Ligue 1,29,1990,22.8,4,0,0,18,10,0,0,10,15,0,1,0,169,53,31,63.1,Matches
1677,Maximilian Mittelstädt,de GER,"DF,FW",Hertha BSC,de Bundesliga,22,1997,21.0,4,0,0,24,21,0,68,32,35,0,0,0,221,44,24,64.7,Matches
1678,Henrikh Mkhitaryan,am ARM,FW,Arsenal,eng Premier League,30,1989,1.2,1,0,0,2,2,1,3,1,0,0,0,0,12,2,1,66.7,Matches
1679,Henrikh Mkhitaryan,am ARM,"MF,FW",Roma,it Serie A,30,1989,17.0,5,0,0,17,26,1,18,9,28,0,0,0,133,6,13,31.6,Matches
1680,Anthony Modeste,fr FRA,"FW,MF",Köln,de Bundesliga,31,1988,12.6,1,0,0,25,17,8,5,2,6,0,0,0,37,61,57,51.7,Matches
1681,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,33,1985,22.2,7,1,0,32,28,1,30,15,17,1,0,0,187,11,23,32.4,Matches
1682,Kevin Möhwald,de GER,MF,Werder Bremen,de Bundesliga,26,1993,0.8,0,0,0,2,1,0,2,0,1,0,0,0,4,0,0,,Matches
1683,Niklas Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,33,1985,22.0,5,1,1,31,14,0,1,29,24,0,0,0,279,28,28,50.0,Matches
1684,Jorge Molina,es ESP,FW,Getafe,es La Liga,37,1982,21.0,6,1,0,34,47,16,23,4,6,1,0,0,104,73,112,39.5,Matches
1685,Florent Mollet,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,18.7,5,0,0,23,25,2,49,8,5,0,1,0,123,14,22,38.9,Matches
1686,Jon Moncayola,es ESP,"MF,DF",Osasuna,es La Liga,21,1998,16.6,4,0,0,29,7,0,8,7,31,0,0,0,201,24,29,45.3,Matches
1687,Gabriele Moncini,it ITA,"FW,MF",SPAL,it Serie A,23,1996,1.7,0,0,0,1,2,0,0,0,0,0,0,0,8,5,3,62.5,Matches
1688,Thomas Monconduit,fr FRA,MF,Amiens,fr Ligue 1,28,1991,15.2,8,0,0,32,21,2,12,12,14,0,0,0,149,23,16,59.0,Matches
1689,Nacho Monreal,es ESP,DF,Arsenal,eng Premier League,33,1986,3.0,0,0,0,1,1,2,3,4,4,0,0,0,17,7,7,50.0,Matches
1690,Nacho Monreal,es ESP,DF,Real Sociedad,es La Liga,33,1986,26.6,3,0,0,35,17,2,47,23,24,0,0,0,196,61,32,65.6,Matches
1691,Joan Monterde Raygal,es ESP,MF,Levante,es La Liga,21,1997,0.1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0.0,Matches
1692,Ilario Monterisi,it ITA,DF,Lecce,it Serie A,17,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
1693,Ángel Montoro,es ESP,MF,Granada,es La Liga,31,1988,10.8,6,0,0,21,18,1,18,8,11,0,0,0,102,4,6,40.0,Matches
1694,Martín Montoya,es ESP,DF,Brighton,eng Premier League,28,1991,21.1,5,0,0,27,15,4,46,17,28,0,0,0,161,27,19,58.7,Matches
1695,Simon Moore,eng ENG,GK,Sheffield Utd,eng Premier League,29,1990,2.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,Matches
1696,Aaron Mooy,au AUS,"MF,FW",Brighton,eng Premier League,28,1990,23.2,3,1,1,13,11,0,53,18,31,0,0,0,189,14,28,33.3,Matches
1697,Wesley Moraes,br BRA,FW,Aston Villa,eng Premier League,22,1996,19.8,3,0,0,43,14,14,7,5,10,0,0,0,60,58,92,38.7,Matches
1698,Alfredo Morales,us USA,MF,Düsseldorf,de Bundesliga,29,1990,19.2,6,0,0,28,29,2,10,17,26,1,0,0,180,78,57,57.8,Matches
1699,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,26,1992,23.3,6,1,1,54,59,37,15,4,15,1,0,0,109,116,100,53.7,Matches
1700,Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,29,1989,5.3,1,0,0,13,3,0,0,10,14,0,0,0,68,3,2,60.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1701,Steven Moreira,fr FRA,DF,Toulouse,fr Ligue 1,24,1994,15.4,3,2,0,29,10,1,22,12,27,0,0,0,137,8,18,30.8,Matches
1702,Jérémy Morel,mg MAD,DF,Rennes,fr Ligue 1,35,1984,20.1,2,0,0,10,18,0,13,16,16,0,2,0,182,32,25,56.1,Matches
1703,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,27,1992,16.3,6,0,0,20,7,0,31,11,21,1,0,0,134,16,17,48.5,Matches
1704,Álex Moreno,es ESP,DF,Betis,es La Liga,26,1993,25.2,5,0,0,31,32,4,65,17,24,0,2,0,206,19,30,38.8,Matches
1705,Gerard Moreno,es ESP,"FW,MF",Villarreal,es La Liga,27,1992,30.5,5,0,0,36,51,16,54,8,14,2,0,0,133,54,85,38.8,Matches
1706,Mateu Morey,es ESP,"DF,FW",Dortmund,de Bundesliga,19,2000,2.2,0,0,0,3,4,0,9,2,4,0,0,0,14,1,4,20.0,Matches
1707,Wes Morgan,jm JAM,DF,Leicester City,eng Premier League,35,1984,4.8,0,0,0,4,1,0,0,2,4,0,0,0,43,15,14,51.7,Matches
1708,Manu Morlanes,es ESP,"MF,FW",Villarreal,es La Liga,20,1999,2.8,0,0,0,6,3,0,0,2,5,0,0,0,27,1,6,14.3,Matches
1709,Raúl Moro,es ESP,DF,Lazio,it Serie A,16,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
1710,Loren Morón,es ESP,FW,Betis,es La Liga,25,1993,22.6,2,1,0,24,47,25,11,6,10,0,0,0,76,30,62,32.6,Matches
1711,Leonardo Morosini,it ITA,"FW,MF",Brescia,it Serie A,23,1995,0.3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
1712,Ravel Morrison,eng ENG,MF,Sheffield Utd,eng Premier League,26,1993,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
1713,Victor Moses,ng NGA,DF,Inter,it Serie A,28,1990,4.7,1,0,0,6,9,0,27,2,3,2,0,0,40,3,3,50.0,Matches
1714,Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,23,1996,11.6,0,0,0,25,7,7,14,4,2,0,0,0,49,26,36,41.9,Matches
1715,Harold Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,21,1997,11.0,3,0,0,12,6,1,1,11,19,0,0,0,107,37,16,69.8,Matches
1716,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,33,1986,5.0,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,,Matches
1717,Mason Mount,eng ENG,"MF,FW",Chelsea,eng Premier League,20,1999,31.9,3,0,0,37,38,4,66,14,31,1,0,0,214,14,39,26.4,Matches
1718,Lucas Moura,br BRA,"FW,MF",Tottenham,eng Premier League,26,1992,24.9,3,0,0,31,63,5,27,14,33,0,0,0,199,57,83,40.7,Matches
1719,Lys Mousset,fr FRA,FW,Sheffield Utd,eng Premier League,23,1996,13.8,1,0,0,24,14,16,10,4,4,0,0,0,66,13,84,13.4,Matches
1720,Wesley Moustache,fr FRA,DF,Nantes,fr Ligue 1,20,1999,0.5,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,33.3,Matches
1721,João Moutinho,pt POR,MF,Wolves,eng Premier League,32,1986,34.5,7,0,0,41,25,3,80,28,54,0,0,0,355,18,29,38.3,Matches
1722,Samuel Moutoussamy,cd COD,"DF,FW",Nantes,fr Ligue 1,22,1996,5.8,0,0,0,1,5,1,4,2,2,0,0,0,52,1,7,12.5,Matches
1723,Toni Moya,es ESP,MF,Atlético Madrid,es La Liga,21,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1724,Javi Moyano,es ESP,DF,Valladolid,es La Liga,33,1986,24.7,4,0,0,22,23,1,33,16,15,0,1,0,245,42,32,56.8,Matches
1725,Nordi Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,21,1997,19.8,1,0,0,15,27,2,34,29,38,0,0,0,214,49,13,79.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1726,Benoît Mukinayi,fr FRA,DF,Monaco,fr Ligue 1,18,2001,15.7,0,0,0,19,13,0,0,19,12,0,0,0,214,53,26,67.1,Matches
1727,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,20,1999,14.1,4,0,0,19,17,0,22,11,30,1,1,0,100,12,12,50.0,Matches
1728,Florian Müller,de GER,GK,Mainz 05,de Bundesliga,21,1997,12.5,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,,Matches
1729,Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,29,1989,25.1,5,0,0,17,25,11,96,11,40,0,0,0,158,37,48,43.5,Matches
1730,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,23,1996,9.3,3,0,0,18,14,0,5,11,17,0,1,0,118,38,19,66.7,Matches
1731,Iker Muniain,es ESP,"FW,MF",Athletic Club,es La Liga,26,1992,26.5,4,1,0,28,56,2,31,10,23,0,0,0,165,8,21,27.6,Matches
1732,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,21,1997,10.9,1,0,0,7,9,0,37,2,9,0,0,0,89,17,17,50.0,Matches
1733,Javier Muñoz,es ESP,MF,Alavés,es La Liga,24,1995,0.6,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,,Matches
1734,Simone Muratore,it ITA,MF,Juventus,it Serie A,21,1998,1.8,0,0,0,3,2,0,2,3,1,0,0,0,15,0,2,0.0,Matches
1735,Alessandro Murgia,it ITA,MF,SPAL,it Serie A,22,1996,19.4,3,0,0,23,22,2,24,15,20,0,0,0,155,18,16,52.9,Matches
1736,Luis Muriel,co COL,FW,Atalanta,it Serie A,28,1991,14.0,1,0,0,27,27,3,33,4,8,1,1,0,94,28,40,41.2,Matches
1737,Jeison Murillo,co COL,DF,Sampdoria,it Serie A,27,1992,7.4,3,1,1,10,8,2,4,10,10,0,0,0,58,13,12,52.0,Matches
1738,Jeison Murillo,co COL,DF,Celta Vigo,es La Liga,27,1992,17.0,5,0,0,20,19,3,0,5,17,0,0,0,149,52,35,59.8,Matches
1739,Glenn Murray,eng ENG,FW,Brighton,eng Premier League,35,1983,8.9,0,0,0,15,15,10,11,0,2,0,0,0,36,30,42,41.7,Matches
1740,Nicola Murru,it ITA,DF,Sampdoria,it Serie A,24,1994,25.1,6,1,1,25,17,0,77,16,34,0,2,1,189,38,33,53.5,Matches
1741,Mateo Musacchio,ar ARG,DF,Milan,it Serie A,28,1990,16.3,4,1,0,19,10,0,0,22,9,0,0,0,129,32,23,58.2,Matches
1742,Torben Müsel,de GER,FW,M'Gladbach,de Bundesliga,20,1999,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Matches
1743,Jamal Musiala,eng ENG,MF,Bayern Munich,de Bundesliga,16,2003,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
1744,Juan Musso,ar ARG,GK,Udinese,it Serie A,25,1994,38.0,1,0,0,1,3,0,0,0,0,0,1,0,200,0,0,,Matches
1745,Shkodran Mustafi,de GER,DF,Arsenal,eng Premier League,27,1992,13.4,2,0,0,14,3,0,0,8,9,0,0,0,126,68,22,75.6,Matches
1746,Yoshinori Mutō,jp JPN,"FW,MF",Newcastle Utd,eng Premier League,27,1992,2.4,0,0,0,2,3,3,1,0,2,0,0,0,9,1,6,14.3,Matches
1747,Ngonda Muzinga,cd COD,DF,Dijon,fr Ligue 1,24,1994,6.0,1,0,0,8,5,0,5,2,10,0,0,1,44,12,8,60.0,Matches
1748,Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,25,1994,2.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,,Matches
1749,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,25,1994,3.5,1,0,0,3,3,1,6,3,6,0,0,0,37,4,8,33.3,Matches
1750,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,19,1999,19.1,3,0,0,17,8,0,9,20,21,0,1,1,206,42,26,61.8,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1751,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,23,1996,18.3,2,0,0,25,29,0,2,20,34,0,0,0,179,31,30,50.8,Matches
1752,Abdallah N'dour,sn SEN,DF,Strasbourg,fr Ligue 1,25,1993,4.1,2,1,1,5,5,0,19,4,4,0,0,0,30,5,4,55.6,Matches
1753,Ferris N'Goma,fr FRA,"FW,MF",Brest,fr Ligue 1,26,1993,0.3,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,,Matches
1754,Nathan N'Goumou,fr FRA,"FW,MF",Toulouse,fr Ligue 1,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
1755,Georges-Kévin N'Koudou,fr FRA,FW,Tottenham,eng Premier League,24,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1756,Stanley N'Soki,fr FRA,DF,Nice,fr Ligue 1,20,1999,14.1,3,0,0,15,13,0,3,29,23,0,1,0,121,25,8,75.8,Matches
1757,Nacho,es ESP,DF,Real Madrid,es La Liga,29,1990,4.9,3,0,0,9,7,0,13,7,6,0,0,0,34,15,8,65.2,Matches
1758,Nacho,es ESP,DF,Valladolid,es La Liga,30,1989,21.0,2,0,0,28,12,2,58,20,28,0,1,0,181,9,18,33.3,Matches
1759,Radja Nainggolan,be BEL,"MF,FW",Cagliari,it Serie A,31,1988,23.0,5,0,0,22,29,0,49,13,22,0,0,0,213,15,26,36.6,Matches
1760,Marvelous Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,25,1994,20.4,5,0,0,26,24,0,1,28,47,0,0,0,236,16,33,32.7,Matches
1761,Naldo,br BRA,DF,Espanyol,es La Liga,30,1988,14.8,8,1,1,20,4,2,2,13,14,0,0,0,145,29,22,56.9,Matches
1762,Nahitan Nández,uy URU,"MF,DF",Cagliari,it Serie A,23,1995,32.2,14,0,0,47,48,7,85,25,45,0,0,0,243,26,66,28.3,Matches
1763,Matija Nastasić,rs SRB,DF,Schalke 04,de Bundesliga,26,1993,15.2,2,0,0,19,3,0,0,12,24,0,1,0,145,38,26,59.4,Matches
1764,Marc Navarro,es ESP,DF,Leganés,es La Liga,24,1995,2.4,1,0,0,6,0,0,3,0,2,0,0,0,12,2,5,28.6,Matches
1765,Ximo Navarro,es ESP,DF,Alavés,es La Liga,29,1990,21.1,8,0,0,29,32,0,15,26,27,0,1,0,229,37,29,56.1,Matches
1766,Jesús Navas,es ESP,DF,Sevilla,es La Liga,33,1985,37.4,4,0,0,18,28,3,193,22,19,0,0,0,357,18,33,35.3,Matches
1767,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,32,1986,21.0,0,0,0,1,1,0,0,0,0,0,0,0,68,0,0,,Matches
1768,Raúl Navas,es ESP,DF,Osasuna,es La Liga,31,1988,7.9,2,0,0,9,4,0,0,7,11,0,0,0,92,13,10,56.5,Matches
1769,Michel Ndary Adopo,fr FRA,DF,Torino,it Serie A,19,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches
1770,Papa Ndiaga Yade,sn SEN,FW,Metz,fr Ligue 1,19,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
1771,Wilfred Ndidi,ng NGA,MF,Leicester City,eng Premier League,22,1996,29.7,6,0,0,56,27,1,2,49,76,0,3,0,430,77,62,55.4,Matches
1772,Emanuele Ndoj,al ALB,MF,Brescia,it Serie A,22,1996,6.2,2,0,0,21,26,1,6,4,8,0,0,0,48,6,11,35.3,Matches
1773,Tanguy Ndombele,fr FRA,MF,Tottenham,eng Premier League,22,1996,11.2,3,0,0,14,29,0,7,9,19,0,0,0,109,5,7,41.7,Matches
1774,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,19,1999,7.0,1,0,0,8,8,4,12,4,6,0,0,0,34,0,7,0.0,Matches
1775,Ilija Nestorovski,mk MKD,FW,Udinese,it Serie A,29,1990,13.9,4,0,0,37,29,8,8,4,7,0,0,0,47,29,39,42.6,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1776,Neto,br BRA,GK,Barcelona,es La Liga,30,1989,2.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
1777,Pedro Neto,pt POR,"FW,MF",Wolves,eng Premier League,19,2000,10.4,3,0,0,14,16,4,35,5,5,0,0,0,82,8,31,20.5,Matches
1778,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,33,1986,33.0,0,0,0,0,2,0,0,0,1,0,0,0,226,0,0,,Matches
1779,Florian Neuhaus,de GER,MF,M'Gladbach,de Bundesliga,22,1997,26.2,6,0,0,21,50,2,14,21,27,0,0,0,252,13,24,35.1,Matches
1780,Carlos Neva,es ESP,DF,Granada,es La Liga,23,1996,24.5,2,0,0,13,38,0,53,17,8,0,1,0,189,21,29,42.0,Matches
1781,Rúben Neves,pt POR,MF,Wolves,eng Premier League,22,1997,34.0,9,0,0,29,16,0,16,31,42,0,0,0,470,25,28,47.2,Matches
1782,Neymar,br BRA,"MF,FW",Paris S-G,fr Ligue 1,27,1992,14.6,4,1,1,14,62,1,28,6,7,1,0,0,89,5,5,50.0,Matches
1783,Jeremy Ngakia,eng ENG,DF,West Ham,eng Premier League,18,2000,4.9,0,0,0,4,1,1,9,2,12,0,0,0,38,8,11,42.1,Matches
1784,Jessic Ngankam,de GER,"FW,MF",Hertha BSC,de Bundesliga,19,2000,0.9,0,0,0,4,1,0,5,0,1,0,0,0,7,0,1,0.0,Matches
1785,Ahmad Ngouyamsa,cm CMR,DF,Dijon,fr Ligue 1,18,2000,0.6,1,0,0,3,0,0,0,1,0,,,0,,,,,Matches
1786,Opa Nguette,sn SEN,FW,Metz,fr Ligue 1,25,1994,20.3,1,0,0,19,38,0,14,9,35,1,0,0,134,19,43,30.6,Matches
1787,Moussa Niakhate,fr FRA,DF,Mainz 05,de Bundesliga,23,1996,33.0,7,0,0,57,27,1,4,31,41,0,1,0,309,88,42,67.7,Matches
1788,Ibrahima Niane,sn SEN,FW,Metz,fr Ligue 1,20,1999,10.6,0,0,0,9,30,2,11,5,10,1,0,0,65,27,45,37.5,Matches
1789,M'Baye Niang,sn SEN,FW,Rennes,fr Ligue 1,24,1994,23.6,2,0,0,48,55,16,9,4,10,2,0,0,85,68,94,42.0,Matches
1790,Cheikh Niasse,sn SEN,MF,Lille,fr Ligue 1,19,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1791,Oumar Niasse,sn SEN,FW,Everton,eng Premier League,29,1990,0.2,0,0,0,2,0,0,1,0,1,0,0,0,1,0,4,0.0,Matches
1792,Moritz Nicolas,de GER,GK,Union Berlin,de Bundesliga,21,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
1793,Florian Niederlechner,de GER,"FW,MF",Augsburg,de Bundesliga,28,1990,30.2,1,0,0,46,63,39,22,5,18,2,0,1,125,45,72,38.5,Matches
1794,Saúl Ñíguez,es ESP,"MF,DF",Atlético Madrid,es La Liga,24,1994,34.1,10,0,0,63,26,6,29,22,65,0,0,0,370,109,100,52.2,Matches
1795,Casimir Ninga,td CHA,"MF,FW",Angers,fr Ligue 1,26,1993,7.6,2,1,0,14,10,2,10,4,5,0,0,0,54,9,17,34.6,Matches
1796,Fernando Niño,es ESP,FW,Villarreal,es La Liga,18,2000,0.9,1,0,0,7,0,0,1,0,1,0,0,0,1,0,4,0.0,Matches
1797,Timothée Nkada,fr FRA,"FW,MF",Reims,fr Ligue 1,20,1999,1.6,1,0,0,4,3,2,3,0,0,0,0,0,7,3,12,20.0,Matches
1798,Eddie Nketiah,eng ENG,FW,Arsenal,eng Premier League,20,1999,7.0,0,1,0,16,10,3,3,5,7,0,0,0,30,6,8,42.9,Matches
1799,Nicolas Nkoulou,cm CMR,DF,Torino,it Serie A,29,1990,29.9,6,1,1,36,25,0,0,47,22,0,2,0,293,65,33,66.3,Matches
1800,Christopher Nkunku,fr FRA,"MF,FW",RB Leipzig,de Bundesliga,21,1997,21.4,2,0,0,24,40,6,40,18,22,1,0,0,128,24,43,35.8,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1801,Lukas Nmecha,de GER,"MF,FW",Wolfsburg,de Bundesliga,20,1998,1.5,1,0,0,3,5,1,1,1,0,0,0,0,14,2,5,28.6,Matches
1802,Mark Noble,eng ENG,MF,West Ham,eng Premier League,32,1987,29.7,5,0,0,28,31,1,21,19,36,1,0,0,299,11,18,37.9,Matches
1803,Nolito,es ESP,FW,Sevilla,es La Liga,32,1986,10.0,0,0,0,22,9,10,15,2,9,1,0,0,56,7,13,35.0,Matches
1804,Nolito,es ESP,"FW,MF",Celta Vigo,es La Liga,32,1986,3.6,3,1,1,10,2,1,1,1,4,0,0,0,29,0,2,0.0,Matches
1805,Arnaud Nordin,fr FRA,FW,Saint-Étienne,fr Ligue 1,21,1998,10.1,2,0,0,13,31,0,22,4,3,2,0,0,63,7,21,25.0,Matches
1806,Håvard Nordtveit,no NOR,DF,Hoffenheim,de Bundesliga,29,1990,7.8,2,0,0,3,6,0,1,9,2,0,2,0,85,19,8,70.4,Matches
1807,Oliver Norwood,nir NIR,MF,Sheffield Utd,eng Premier League,28,1991,34.3,8,0,0,32,16,1,73,30,44,0,1,0,463,43,30,58.9,Matches
1808,Alexander Nübel,de GER,GK,Schalke 04,de Bundesliga,22,1996,25.7,1,1,0,1,5,0,0,0,0,0,0,1,119,0,0,,Matches
1809,Kasim Nuhu,gh GHA,DF,Düsseldorf,de Bundesliga,24,1995,11.1,0,0,0,9,9,0,0,14,15,0,0,0,103,22,14,61.1,Matches
1810,Unai Núñez,es ESP,DF,Athletic Club,es La Liga,22,1997,17.5,7,0,0,17,10,0,0,12,10,0,0,1,146,52,33,61.2,Matches
1811,Bram Nuytinck,nl NED,DF,Udinese,it Serie A,29,1990,24.7,2,0,0,20,9,0,3,17,33,0,1,0,225,40,38,51.3,Matches
1812,Gerzino Nyamsi,fr FRA,DF,Rennes,fr Ligue 1,22,1997,1.3,0,0,0,4,2,0,0,2,0,0,0,0,6,1,2,33.3,Matches
1813,Ørjan Nyland,no NOR,GK,Aston Villa,eng Premier League,28,1990,6.0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,,Matches
1814,Allan Nyom,cm CMR,"DF,MF",Getafe,es La Liga,31,1988,26.9,13,2,0,62,23,3,68,15,20,0,0,0,200,39,30,56.5,Matches
1815,Steven Nzonzi,fr FRA,MF,Rennes,fr Ligue 1,30,1988,4.3,0,0,0,3,2,0,0,2,7,0,0,0,47,20,9,69.0,Matches
1816,Jack O'Connell,eng ENG,DF,Sheffield Utd,eng Premier League,25,1994,32.4,4,0,0,21,17,2,42,35,20,0,0,0,376,126,47,72.8,Matches
1817,Michael Obafemi,ie IRL,FW,Southampton,eng Premier League,19,2000,7.4,1,0,0,11,7,3,5,6,2,0,0,0,32,8,41,16.3,Matches
1818,Pedro Obiang,gq EQG,MF,Sassuolo,it Serie A,27,1992,18.6,10,0,0,35,20,1,4,14,31,0,2,1,185,20,26,43.5,Matches
1819,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,26,1993,37.7,0,0,0,0,7,0,0,0,0,0,0,0,148,0,0,,Matches
1820,Rafael Obrador,es ESP,DF,Mallorca,es La Liga,15,2004,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,Matches
1821,Lucas Ocampos,ar ARG,FW,Sevilla,es La Liga,25,1994,30.5,10,1,1,42,57,11,81,16,32,1,0,0,192,30,38,44.1,Matches
1822,Bastian Oczipka,de GER,DF,Schalke 04,de Bundesliga,30,1989,33.5,4,0,0,26,35,4,66,25,37,0,1,0,272,25,43,36.8,Matches
1823,Álvaro Odriozola,es ESP,DF,Bayern Munich,de Bundesliga,23,1995,1.7,0,0,0,1,1,0,12,1,1,0,0,0,8,1,3,25.0,Matches
1824,Álvaro Odriozola,es ESP,DF,Real Madrid,es La Liga,23,1995,3.8,3,1,1,7,5,0,4,3,4,0,0,0,19,1,2,33.3,Matches
1825,Kelvin Ofori,gh GHA,"MF,FW",Düsseldorf,de Bundesliga,18,2001,0.4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,33.3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1826,Angelo Ogbonna,it ITA,DF,West Ham,eng Premier League,31,1988,31.0,4,0,0,22,14,0,2,23,34,0,1,1,311,108,50,68.4,Matches
1827,Stefano Okaka,it ITA,FW,Udinese,it Serie A,29,1989,26.8,10,0,0,69,66,20,10,3,16,0,0,0,108,58,101,36.5,Matches
1828,Kwasi Okyere Wriedt,gh GHA,FW,Bayern Munich,de Bundesliga,25,1994,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Matches
1829,Lucas Olaza,uy URU,DF,Celta Vigo,es La Liga,25,1994,34.9,5,0,0,26,24,1,113,16,36,1,0,0,295,37,34,52.1,Matches
1830,Oier Olazábal,es ESP,GK,Espanyol,es La Liga,29,1989,2.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,,Matches
