Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2090,Karim Rekik,nl NED,DF,Hertha BSC,de Bundesliga,24,1994,14.0,0,0,0,9,11,0,4,14,11,0,2,1,120,29,14,67.4,Matches
2091,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,24,1995,25.0,0,0,0,0,5,0,0,0,0,0,0,0,109,0,0,,Matches
2092,Loïc Rémy,fr FRA,FW,Lille,fr Ligue 1,32,1987,10.7,2,0,0,15,11,9,5,0,4,0,0,0,34,14,15,48.3,Matches
2093,Panagiotis Retsos,gr GRE,DF,Leverkusen,de Bundesliga,20,1998,1.3,0,0,0,1,0,0,0,0,0,0,0,0,18,2,0,100.0,Matches
2094,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,30,1989,16.6,1,0,0,17,17,7,27,13,22,0,0,0,70,5,31,13.9,Matches
2095,Elvis Rexhbeçaj,de GER,MF,Köln,de Bundesliga,21,1997,6.9,3,0,0,8,13,0,11,4,10,0,0,0,61,9,15,37.5,Matches
2096,Giovanni Reyna,us USA,"MF,FW",Dortmund,de Bundesliga,16,2002,3.9,2,0,0,4,13,0,5,1,4,0,0,0,34,2,10,16.7,Matches
2097,Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,28,1990,22.6,1,0,0,0,0,0,0,0,0,0,0,0,135,1,0,100.0,Matches
2098,Nico Ribaudo,es ESP,"FW,MF",Espanyol,es La Liga,18,2001,2.0,1,0,0,5,7,0,3,0,1,0,0,0,16,1,6,14.3,Matches
2099,Franck Ribéry,fr FRA,FW,Fiorentina,it Serie A,36,1983,15.7,3,0,0,21,39,3,19,2,12,0,0,0,100,4,17,19.0,Matches
2100,Davide Riccardi,it ITA,DF,Lecce,it Serie A,23,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2101,Declan Rice,eng ENG,MF,West Ham,eng Premier League,20,1999,38.0,6,0,0,41,7,2,22,50,89,0,1,0,450,51,33,60.7,Matches
2102,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2103,Richarlison,br BRA,FW,Everton,eng Premier League,22,1997,34.1,8,0,0,43,72,17,35,9,45,0,1,0,222,68,126,35.1,Matches
2104,Marco Richter,de GER,"MF,FW",Augsburg,de Bundesliga,21,1997,25.3,2,0,0,32,40,3,38,15,15,0,0,0,197,23,36,39.0,Matches
2105,Diego Rico,es ESP,DF,Bournemouth,eng Premier League,26,1993,25.9,6,0,0,18,22,2,77,32,42,0,0,0,315,37,25,59.7,Matches
2106,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,25,1993,2.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,Matches
2107,Jaïro Riedewald,nl NED,"DF,MF",Crystal Palace,eng Premier League,22,1996,8.5,0,0,0,3,2,0,6,11,12,0,0,0,90,6,2,75.0,Matches
2108,Emiliano Rigoni,ar ARG,"MF,FW",Sampdoria,it Serie A,26,1993,4.8,2,0,0,4,7,1,22,4,5,0,0,0,30,5,9,35.7,Matches
2109,Tomás Rincón,ve VEN,MF,Torino,it Serie A,31,1988,30.0,10,0,0,69,48,1,23,24,35,0,0,0,309,67,33,67.0,Matches
2110,Luis Rioja,es ESP,MF,Alavés,es La Liga,25,1993,18.2,3,0,0,20,16,2,36,9,14,0,0,0,108,11,22,33.3,Matches
2111,Renaud Ripart,fr FRA,"FW,DF",Nîmes,fr Ligue 1,26,1993,22.5,0,0,0,23,48,7,22,10,15,0,0,0,149,76,111,40.6,Matches
2112,Rodrigo Riquelme,es ESP,MF,Atlético Madrid,es La Liga,19,2000,0.1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0.0,Matches
2113,Andrea Rispoli,it ITA,DF,Lecce,it Serie A,30,1988,21.2,6,0,0,22,13,2,68,18,22,0,0,0,161,23,13,63.9,Matches
2114,Marcel Risse,de GER,"MF,FW",Köln,de Bundesliga,29,1989,1.5,1,0,0,3,0,0,6,3,1,0,0,0,18,0,0,,Matches
2115,Mihailo Ristić,rs SRB,"DF,MF",Montpellier,fr Ligue 1,23,1995,9.0,1,0,0,15,5,1,19,2,8,0,0,0,69,12,14,46.2,Matches
2116,Matt Ritchie,sco SCO,"DF,MF",Newcastle Utd,eng Premier League,29,1989,14.6,4,0,0,26,16,0,38,17,17,0,1,0,117,20,19,51.3,Matches
2117,Marlon Ritter,de GER,MF,Paderborn 07,de Bundesliga,24,1994,4.8,3,0,0,4,10,0,6,7,3,0,0,0,40,1,6,14.3,Matches
2118,Cristian Rivera,es ESP,MF,Leganés,es La Liga,22,1997,3.5,3,0,0,6,5,0,1,3,3,0,0,0,31,4,3,57.1,Matches
2119,Maxence Rivera,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2002,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
2120,Rober,es ESP,DF,Levante,es La Liga,24,1995,2.1,0,0,0,1,0,0,0,1,2,0,0,0,19,4,7,36.4,Matches
2121,Roberto,es ESP,GK,West Ham,eng Premier League,33,1986,7.6,0,0,0,0,1,0,0,0,0,0,0,1,51,0,0,,Matches
2122,Roberto,es ESP,GK,Alavés,es La Liga,33,1986,8.8,1,0,0,0,2,0,0,0,1,0,0,0,35,0,0,,Matches
2123,Sergi Roberto,es ESP,"DF,MF",Barcelona,es La Liga,27,1992,26.0,8,0,0,18,39,2,33,19,19,0,0,0,217,22,24,47.8,Matches
2124,Patrick Roberts,eng ENG,"MF,FW",Norwich City,eng Premier League,22,1997,0.3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,,Matches
2125,Andrew Robertson,sco SCO,DF,Liverpool,eng Premier League,25,1994,34.6,2,0,0,18,13,2,130,30,32,0,0,0,340,25,32,43.9,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2126,Callum Robinson,ie IRL,FW,Sheffield Utd,eng Premier League,24,1995,7.5,1,0,0,11,4,1,12,3,4,0,0,0,32,3,21,12.5,Matches
2127,Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,25,1993,5.6,0,0,0,4,4,1,7,2,3,0,0,0,60,13,7,65.0,Matches
2128,Joel Robles,es ESP,GK,Betis,es La Liga,29,1990,32.1,3,1,0,1,1,0,0,0,0,0,0,0,166,0,0,,Matches
2129,Marc Roca,es ESP,MF,Espanyol,es La Liga,22,1996,33.4,8,0,0,78,23,0,21,30,61,0,0,0,394,32,41,43.8,Matches
2130,Rubén Rochina,es ESP,MF,Levante,es La Liga,28,1991,20.8,5,0,0,29,47,2,36,13,25,1,0,0,167,19,20,48.7,Matches
2131,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,28,1990,21.5,6,0,0,40,24,1,9,29,41,0,1,0,265,20,34,37.0,Matches
2132,Rodri,es ESP,MF,Manchester City,eng Premier League,23,1996,27.6,8,0,0,43,32,0,4,15,44,0,0,0,372,69,33,67.6,Matches
2133,Rodrigo,es ESP,FW,Valencia,es La Liga,28,1991,20.9,2,1,0,19,27,8,30,7,7,1,0,0,71,33,47,41.3,Matches
2134,Kévin Rodrigues,pt POR,"DF,MF",Leganés,es La Liga,25,1994,21.5,6,1,1,42,29,2,74,17,32,0,0,0,182,21,48,30.4,Matches
2135,Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,25,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
2136,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,21,1998,21.3,6,1,0,32,39,1,46,10,10,0,0,0,174,15,36,29.4,Matches
2137,Ángel Rodríguez,es ESP,FW,Getafe,es La Liga,32,1987,15.6,6,0,0,52,26,29,19,6,12,0,0,0,73,25,84,22.9,Matches
2138,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,31,1988,33.8,7,0,0,62,73,6,41,18,36,3,0,0,261,33,59,35.9,Matches
2139,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,25,1994,10.4,5,0,0,16,20,2,2,7,21,0,0,0,108,19,12,61.3,Matches
2140,James Rodríguez,co COL,MF,Real Madrid,es La Liga,28,1991,4.7,1,0,0,5,7,2,18,4,11,0,0,0,25,4,6,40.0,Matches
2141,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,30,1989,22.4,1,0,0,26,15,22,12,4,17,0,0,0,118,74,139,34.7,Matches
2142,Mario Rodriguez,es ESP,FW,Granada,es La Liga,22,1997,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,Matches
2143,Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,26,1992,4.3,0,0,0,3,3,0,8,5,4,0,0,0,40,6,2,75.0,Matches
2144,Rodrygo,br BRA,FW,Real Madrid,es La Liga,18,2001,11.3,0,0,0,8,19,5,35,8,4,0,0,0,55,10,22,31.3,Matches
2145,Jack Rodwell,eng ENG,MF,Sheffield Utd,eng Premier League,28,1991,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
2146,Marko Rog,hr CRO,MF,Cagliari,it Serie A,24,1995,25.7,10,0,0,60,43,0,16,29,62,0,1,0,250,21,16,56.8,Matches
2147,Agustín Rogel,uy URU,DF,Toulouse,fr Ligue 1,21,1997,9.5,0,0,0,5,3,0,0,1,7,0,0,0,57,21,15,58.3,Matches
2148,Rogério,br BRA,DF,Sassuolo,it Serie A,21,1998,11.3,6,0,0,19,17,0,30,2,12,0,0,0,75,9,15,37.5,Matches
2149,Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,29,1990,1.4,1,0,0,2,1,0,2,1,1,0,0,0,7,3,1,75.0,Matches
2150,Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,22,1997,16.4,3,0,0,6,13,0,0,5,7,0,1,0,142,24,19,55.8,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2151,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,24,1995,34.3,4,0,0,42,22,1,0,39,25,0,1,0,305,85,45,65.4,Matches
2152,Alaixys Romao,tg TOG,MF,Reims,fr Ligue 1,35,1984,19.8,11,2,2,47,61,1,5,18,36,0,0,0,219,25,37,40.3,Matches
2153,Cristian Romero,ar ARG,DF,Genoa,it Serie A,21,1998,28.6,15,1,1,48,23,2,5,56,37,1,1,0,248,76,39,66.1,Matches
2154,Luka Romero,ar ARG,MF,Mallorca,es La Liga,14,2004,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Matches
2155,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,27,1991,20.7,5,0,0,39,16,1,6,21,39,0,0,0,302,41,32,56.2,Matches
2156,Rômulo,it ITA,MF,Brescia,it Serie A,32,1987,19.1,3,0,0,27,24,8,31,7,16,0,0,0,124,5,10,33.3,Matches
2157,Rômulo,it ITA,DF,Genoa,it Serie A,32,1987,0.2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,Matches
2158,Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,34,1985,32.4,3,0,0,25,58,31,33,6,10,2,0,0,112,37,38,49.3,Matches
2159,Facundo Roncaglia,ar ARG,DF,Osasuna,es La Liga,32,1987,14.2,4,2,1,17,13,0,11,19,18,0,2,0,196,33,27,55.0,Matches
2160,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,24,1994,19.9,3,0,0,34,18,0,6,22,51,0,0,0,230,24,22,52.2,Matches
2161,Valentin Rongier,fr FRA,MF,Nantes,fr Ligue 1,24,1994,3.0,0,0,0,5,3,0,4,0,3,0,0,0,31,1,1,50.0,Matches
2162,Marten de Roon,nl NED,MF,Atalanta,it Serie A,28,1991,30.2,12,0,0,59,20,1,14,28,49,0,2,1,356,42,35,54.5,Matches
2163,Roberto Rosales,ve VEN,DF,Leganés,es La Liga,30,1988,20.8,7,0,0,33,7,2,55,10,23,0,0,0,182,24,42,36.4,Matches
2164,Antonio Rosati,it ITA,GK,Torino,it Serie A,36,1983,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
2165,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,29,1990,9.9,5,0,0,14,17,0,31,6,13,0,0,0,93,9,6,60.0,Matches
2166,Danny Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29,1990,9.6,2,0,0,11,22,0,6,8,15,0,0,0,86,9,12,42.9,Matches
2167,Luca Rossettini,it ITA,DF,Lecce,it Serie A,34,1985,25.1,5,0,0,17,8,0,0,18,16,0,1,0,172,40,33,54.8,Matches
2168,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
2169,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,26.3,4,0,0,18,27,4,64,15,27,0,0,0,239,18,25,41.9,Matches
2170,Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,31,1988,6.5,0,0,0,8,3,2,5,4,1,0,0,0,33,9,28,24.3,Matches
2171,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,17,2001,1.2,0,0,0,0,3,0,1,3,1,0,0,0,16,0,0,,Matches
2172,Amir Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25,1994,35.9,5,0,0,50,17,1,10,25,39,0,0,0,374,122,44,73.5,Matches
2173,Rubén,es ESP,GK,Osasuna,es La Liga,35,1984,17.6,0,0,0,0,2,0,0,0,0,0,0,0,100,0,0,,Matches
2174,Waldo Rubio,es ESP,"MF,FW",Valladolid,es La Liga,23,1995,9.8,6,0,0,19,5,4,30,9,9,0,0,0,66,4,9,30.8,Matches
2175,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,26,1993,19.0,3,0,0,19,8,0,4,3,24,0,0,1,233,61,26,70.1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2176,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,29,1990,30.4,9,0,0,28,34,1,32,19,53,0,1,0,298,24,22,52.2,Matches
2177,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22.0,1,0,0,0,0,0,0,0,0,0,0,0,103,0,0,,Matches
2178,Dion Ruffo Luci,it ITA,MF,Bologna,it Serie A,18,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2179,Daniele Rugani,it ITA,DF,Juventus,it Serie A,25,1994,7.7,2,0,0,8,1,0,0,4,6,0,1,0,77,39,14,73.6,Matches
2180,Mário Rui,pt POR,DF,Napoli,it Serie A,28,1991,21.8,8,0,0,22,56,2,83,13,25,0,2,0,217,16,22,42.1,Matches
2181,Aitor Ruibal,es ESP,"DF,FW",Leganés,es La Liga,23,1996,13.6,4,0,0,28,13,6,29,11,18,0,0,0,102,8,20,28.6,Matches
2182,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,23,1996,29.8,2,0,0,21,27,0,19,18,33,0,0,0,259,13,9,59.1,Matches
2183,Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25.0,0,0,0,2,7,0,0,0,0,0,2,0,141,0,0,,Matches
2184,Lukas Rupp,de GER,"MF,FW",Hoffenheim,de Bundesliga,28,1991,3.8,0,0,0,10,6,1,1,5,3,0,0,0,31,2,6,25.0,Matches
2185,Lukas Rupp,de GER,"FW,MF",Norwich City,eng Premier League,28,1991,7.7,1,0,0,10,6,0,4,9,9,0,0,0,69,4,17,19.0,Matches
2186,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,27,1992,38.0,0,0,0,0,4,0,0,0,0,0,0,0,184,0,0,,Matches
2187,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,21,1997,4.1,2,0,0,8,6,0,11,5,5,0,0,0,37,7,8,46.7,Matches
2188,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,1992,9.0,0,0,0,0,1,0,0,0,0,0,0,0,56,0,0,,Matches
2189,João Victor Santos Sá,br BRA,"MF,FW",Wolfsburg,de Bundesliga,25,1994,18.1,4,0,0,26,27,8,22,13,22,0,0,0,138,25,51,32.9,Matches
2190,Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,22,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
2191,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26,1993,10.1,1,0,0,11,14,0,22,9,19,0,0,0,110,11,11,50.0,Matches
2192,Stefano Sabelli,it ITA,DF,Brescia,it Serie A,26,1993,35.2,5,0,0,34,79,0,80,49,60,0,0,1,337,43,31,58.1,Matches
2193,Abdelhamid Sabiri,de GER,MF,Paderborn 07,de Bundesliga,22,1996,11.6,6,0,0,26,25,0,1,8,17,0,0,0,99,24,26,48.0,Matches
2194,Marcel Sabitzer,at AUT,"MF,FW",RB Leipzig,de Bundesliga,25,1994,27.8,4,0,0,20,41,3,65,14,29,0,0,0,263,20,24,45.5,Matches
2195,Ihsan Sacko,fr FRA,FW,Nice,fr Ligue 1,22,1997,1.6,0,0,0,0,2,0,0,0,1,0,0,0,5,0,4,0.0,Matches
2196,Alexis Saelemaekers,be BEL,"FW,MF",Milan,it Serie A,20,1999,7.6,4,1,1,14,8,0,18,9,6,0,0,0,62,3,13,18.8,Matches
2197,Jorge Sáenz,es ESP,"DF,FW",Celta Vigo,es La Liga,22,1996,4.1,3,1,0,7,2,0,0,4,0,0,0,0,36,9,10,47.4,Matches
2198,Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,30,1988,13.9,5,1,1,22,15,0,20,20,22,0,0,0,157,19,16,54.3,Matches
2199,Wesley Saïd,fr FRA,"MF,FW",Toulouse,fr Ligue 1,24,1995,12.9,2,0,0,11,8,1,16,5,12,0,0,0,79,11,17,39.3,Matches
2200,Allan Saint-Maximin,fr FRA,"MF,FW",Newcastle Utd,eng Premier League,22,1997,20.7,0,0,0,18,48,3,50,5,11,0,0,0,135,7,20,25.9,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2201,Théo Sainte-Luce,fr FRA,"DF,FW",Nîmes,fr Ligue 1,20,1998,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,Matches
2202,Borja Sainz,es ESP,"MF,FW",Alavés,es La Liga,18,2001,6.4,1,0,0,22,8,4,9,2,11,0,0,0,62,5,11,31.3,Matches
2203,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,29,1990,30.1,12,1,1,43,24,2,7,27,30,0,0,0,358,117,65,64.3,Matches
2204,Bukayo Saka,eng ENG,"DF,FW",Arsenal,eng Premier League,17,2001,19.5,6,0,0,22,28,10,45,9,22,0,0,0,138,12,37,24.5,Matches
2205,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,29,1990,18.0,3,0,0,24,12,0,27,11,35,1,1,0,169,37,20,64.9,Matches
2206,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29,1990,10.3,1,1,0,3,2,0,0,7,7,0,0,0,120,20,17,54.1,Matches
2207,Jacopo Sala,it ITA,DF,SPAL,it Serie A,27,1991,9.5,1,0,0,11,10,4,20,2,9,0,0,0,102,5,5,50.0,Matches
2208,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,27,1992,32.0,1,0,0,17,18,20,35,5,13,1,0,0,167,13,48,21.3,Matches
2209,Bartosz Salamon,pl POL,DF,SPAL,it Serie A,28,1991,3.8,1,0,0,3,4,0,1,4,1,0,0,0,26,8,7,53.3,Matches
2210,Eddy Salcedo,it ITA,"FW,MF",Hellas Verona,it Serie A,17,2001,7.6,0,0,0,18,14,3,18,1,1,0,0,0,33,22,33,40.0,Matches
2211,William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2001,11.0,0,0,0,2,5,0,0,16,19,0,0,0,132,29,10,74.4,Matches
2212,Yannis Salibur,fr FRA,"MF,FW",Mallorca,es La Liga,28,1991,0.9,0,0,0,3,4,0,4,1,0,0,0,0,4,2,0,100.0,Matches
2213,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35,1984,4.0,1,0,0,0,1,0,0,0,0,0,0,0,22,0,0,,Matches
2214,Mohammed Salisu,gh GHA,DF,Valladolid,es La Liga,20,1999,30.3,4,0,0,22,13,1,1,16,33,0,2,0,278,75,36,67.6,Matches
2215,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,22,1997,12.9,2,0,0,30,42,9,25,7,17,0,0,0,77,22,33,40.0,Matches
2216,Lazar Samardzic,de GER,MF,Hertha BSC,de Bundesliga,17,2002,0.4,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,33.3,Matches
2217,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,23,1996,14.6,4,0,0,18,12,0,4,22,30,0,0,0,154,17,20,45.9,Matches
2218,Mbwana Samatta,tz TAN,FW,Aston Villa,eng Premier League,26,1992,10.5,1,0,0,8,18,8,3,0,7,0,0,0,35,34,78,30.4,Matches
2219,Mama Samba Baldé,gw GNB,"FW,MF",Dijon,fr Ligue 1,23,1995,18.6,2,0,0,27,23,6,30,5,23,0,0,0,106,25,59,29.8,Matches
2220,Junior Sambia,fr FRA,"DF,MF",Montpellier,fr Ligue 1,22,1996,6.5,3,1,0,14,14,1,17,4,12,0,1,1,50,7,9,43.8,Matches
2221,Frédéric Sammaritano,fr FRA,"MF,FW",Dijon,fr Ligue 1,33,1986,5.8,0,0,0,9,10,2,18,3,7,0,0,0,38,0,8,0.0,Matches
2222,Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,22,1997,19.5,4,0,0,32,25,0,4,18,17,0,0,0,193,32,30,51.6,Matches
2223,Mikel San José,es ESP,MF,Athletic Club,es La Liga,30,1989,4.0,3,0,0,6,1,1,0,4,7,0,0,0,36,15,10,60.0,Matches
2224,Antonio Sanabria,py PAR,FW,Genoa,it Serie A,23,1996,15.4,3,0,0,24,26,4,11,3,10,1,1,0,66,37,58,38.9,Matches
2225,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,19,2000,8.2,1,0,0,16,15,0,2,3,6,0,0,0,48,8,12,40.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2226,Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,21,1997,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,Matches
2227,Renato Sanches,pt POR,"MF,FW",Lille,fr Ligue 1,21,1997,16.5,3,0,0,34,27,2,36,13,25,0,0,0,169,8,18,30.8,Matches
2228,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,30,1988,10.3,4,1,1,19,33,9,24,4,8,1,0,0,61,5,21,19.2,Matches
2229,Carlos Sánchez,co COL,"MF,DF",West Ham,eng Premier League,33,1986,1.3,0,0,0,2,0,0,0,2,1,0,0,0,22,3,1,75.0,Matches
2230,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23,1996,27.0,6,0,0,27,12,1,2,23,36,0,0,0,260,52,34,60.5,Matches
2231,Germán Sánchez,es ESP,DF,Granada,es La Liga,32,1986,25.5,12,1,1,29,22,0,2,6,12,0,0,0,235,73,58,55.7,Matches
2232,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,22,1997,5.5,1,0,0,7,3,0,0,1,6,0,1,0,43,9,13,40.9,Matches
2233,Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,18,2000,3.6,1,0,0,8,3,2,6,2,6,0,0,0,40,5,3,62.5,Matches
2234,Víctor Sánchez,es ESP,"MF,DF",Espanyol,es La Liga,31,1987,18.8,11,1,1,48,31,0,31,20,35,0,2,0,218,36,33,52.2,Matches
2235,Jadon Sancho,eng ENG,"FW,MF",Dortmund,de Bundesliga,19,2000,25.4,2,0,0,9,17,9,46,14,14,0,0,0,136,1,17,5.6,Matches
2236,Alex Sandro,br BRA,DF,Juventus,it Serie A,28,1991,26.5,4,0,0,42,45,0,52,33,25,1,1,0,275,34,27,55.7,Matches
2237,Leroy Sané,de GER,FW,Manchester City,eng Premier League,23,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2238,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,28,1990,12.5,3,0,0,11,21,0,2,10,14,0,0,0,154,70,14,83.3,Matches
2239,Luca Sangalli,es ESP,MF,Real Sociedad,es La Liga,24,1995,4.1,0,0,0,1,7,0,5,1,1,0,0,0,37,5,5,50.0,Matches
2240,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,21,1997,24.2,8,0,0,47,23,1,18,29,68,1,0,0,303,38,23,62.3,Matches
2241,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,33,1986,25.8,15,1,1,41,41,2,14,17,41,0,0,0,437,71,62,53.4,Matches
2242,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,26,1993,10.1,1,0,0,28,22,5,1,5,2,0,0,0,39,47,73,39.2,Matches
2243,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,24,1994,24.1,5,0,0,56,51,3,51,16,44,0,0,0,187,12,34,26.1,Matches
2244,Nicola Sansone,it ITA,"FW,MF",Bologna,it Serie A,27,1991,25.2,6,0,0,36,75,8,66,12,20,0,0,0,163,10,41,19.6,Matches
2245,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,24,1995,27.8,1,0,0,22,32,0,3,32,58,1,0,1,377,49,33,59.8,Matches
2246,Federico Santander,py PAR,FW,Bologna,it Serie A,28,1991,8.6,6,0,0,24,18,7,9,3,6,0,0,0,43,49,45,52.1,Matches
2247,Davide Santon,it ITA,DF,Roma,it Serie A,28,1991,6.9,4,0,0,16,7,1,6,4,9,0,0,0,55,11,2,84.6,Matches
2248,Samir Santos,br BRA,DF,Udinese,it Serie A,24,1994,17.2,3,0,0,22,23,1,5,22,28,0,1,0,122,32,22,59.3,Matches
2249,Riccardo Saponara,it ITA,"MF,FW",Genoa,it Serie A,27,1991,1.9,1,1,0,2,0,0,4,2,3,0,0,0,17,2,0,100.0,Matches
2250,Riccardo Saponara,it ITA,"MF,FW",Lecce,it Serie A,27,1991,10.5,2,0,0,9,17,3,36,3,7,1,0,0,73,6,1,85.7,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2251,Ivan Šaponjić,rs SRB,"FW,DF",Atlético Madrid,es La Liga,21,1997,0.1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,100.0,Matches
