Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals,Shots,Shots on Target,Shots on Target %,Shots Total p90,Shots on Target p90,Goals per shot,Goals per shot on target,Shots from Free Kicks,Penalty Kicks scored,Penalty Kicks attempted,xG,Non-penalty xG,npxG/Sh,G-xG,np:G-xG
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,30,1988,7.1,0.0,3.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7.0,0.0,2.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,3.0,9.0,5.0,55.6,2.41,1.34,0.33,0.6,1.0,0.0,0.0,1.7,1.7,0.19,1.3,1.3
Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,1.0,1.0,1.0,100.0,1.18,1.18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,1.0
Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,14.0,78.0,31.0,39.7,2.15,0.86,0.12,0.29,11.0,5.0,7.0,13.8,8.5,0.11,0.2,0.5
Roger Assalé,ci CIV,"FW,MF",Leganés,es La Liga,25,1993,5.9,2.0,11.0,6.0,54.5,1.86,1.02,0.18,0.33,0.0,0.0,0.0,1.7,1.7,0.15,0.3,0.3
Miguel Atienza,es ESP,MF,Eibar,es La Liga,,,0.3,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
Christian Atsu,gh GHA,"FW,MF",Newcastle Utd,eng Premier League,27,1992,8.3,0.0,5.0,1.0,20.0,0.6,0.12,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Youcef Attal,dz ALG,"FW,DF",Nice,fr Ligue 1,23,1996,11.1,1.0,19.0,9.0,47.4,1.7,0.81,0.05,0.11,0.0,0.0,0.0,1.5,1.5,0.08,-0.5,-0.5
Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,22.0,90.0,40.0,44.4,2.58,1.15,0.22,0.5,2.0,2.0,2.0,15.8,14.3,0.16,6.2,5.7
Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3.0,0.0,7.0,3.0,42.9,2.37,1.02,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.07,-0.5,-0.5
Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,10.3,0.0,5.0,0.0,0.0,0.49,0.0,0.0,0.0,2.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30.0,1.0,13.0,4.0,30.8,0.43,0.13,0.08,0.25,0.0,0.0,0.0,0.6,0.6,0.04,0.4,0.4
Mathias Autret,fr FRA,"MF,FW",Brest,fr Ligue 1,28,1991,13.6,2.0,27.0,9.0,33.3,1.99,0.66,0.07,0.22,0.0,0.0,0.0,2.0,2.0,0.07,0.0,0.0
Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,9.0,68.0,27.0,39.7,3.85,1.53,0.13,0.33,0.0,0.0,0.0,7.1,7.1,0.1,1.9,1.9
Javier Avilés,es ESP,"MF,FW",Leganés,es La Liga,21,1997,2.0,1.0,5.0,2.0,40.0,2.45,0.98,0.2,0.5,0.0,0.0,0.0,0.5,0.5,0.1,0.5,0.5
Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,0.0,10.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.07,-0.7,-0.7
Taiwo Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,5.4,1.0,13.0,3.0,23.1,2.42,0.56,0.08,0.33,0.0,0.0,0.0,1.9,1.9,0.15,-0.9,-0.9
Florian Ayé,fr FRA,"FW,MF",Brescia,it Serie A,22,1997,15.3,0.0,27.0,7.0,25.9,1.76,0.46,0.0,0.0,0.0,0.0,0.0,3.1,3.1,0.12,-3.1,-3.1
Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,27,1991,35.0,9.0,56.0,24.0,42.9,1.6,0.69,0.16,0.38,0.0,0.0,0.0,6.5,6.5,0.12,2.5,2.5
Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,2.0,28.0,4.0,14.3,0.92,0.13,0.07,0.5,7.0,0.0,0.0,2.5,2.5,0.09,-0.5,-0.5
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,2.0,19.0,3.0,15.8,1.26,0.2,0.11,0.67,0.0,0.0,0.0,1.9,1.9,0.1,0.1,0.1
César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,2.0,29.0,6.0,20.7,0.81,0.17,0.07,0.33,0.0,0.0,0.0,2.7,2.7,0.09,-0.7,-0.7
Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,0.0,2.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,0.0,15.0,2.0,13.3,0.47,0.06,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.06,-0.9,-0.9
Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,3.0,47.0,16.0,34.0,2.97,1.01,0.06,0.19,0.0,0.0,2.0,6.1,4.4,0.09,-3.1,-1.4
Carlos Bacca,co COL,"FW,MF",Villarreal,es La Liga,32,1986,7.6,2.0,17.0,6.0,35.3,2.22,0.78,0.12,0.33,0.0,0.0,0.0,3.1,3.1,0.18,-1.1,-1.1
Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,1.0,16.0,2.0,12.5,0.91,0.11,0.06,0.5,0.0,0.0,0.0,1.3,1.3,0.08,-0.3,-0.3
Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
Alejandro Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,4.0,20.0,9.0,45.0,1.98,0.89,0.15,0.33,0.0,1.0,1.0,3.0,2.2,0.11,1.0,0.8
Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,1.0,16.0,2.0,12.5,0.74,0.09,0.06,0.5,0.0,0.0,0.0,0.5,0.5,0.03,0.5,0.5
Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,21,1997,12.1,5.0,31.0,11.0,35.5,2.56,0.91,0.16,0.45,1.0,0.0,0.0,4.2,4.2,0.14,0.8,0.8
Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,1.0,3.0,1.0,33.3,0.21,0.07,0.33,1.0,0.0,0.0,0.0,0.5,0.5,0.18,0.5,0.5
Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,0.0,1.0,0.0,0.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,1.0,24.0,8.0,33.3,1.26,0.42,0.04,0.13,0.0,0.0,0.0,1.8,1.8,0.07,-0.8,-0.8
Lewis Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,6.1,0.0,12.0,5.0,41.7,1.98,0.83,0.0,0.0,2.0,0.0,0.0,0.4,0.4,0.03,-0.4,-0.4
Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ridle Baku,de GER,"DF,MF",Mainz 05,de Bundesliga,21,1998,26.1,1.0,22.0,6.0,27.3,0.84,0.23,0.05,0.17,0.0,0.0,0.0,1.1,1.1,0.05,-0.1,-0.1
Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,13.1,1.0,10.0,4.0,40.0,0.76,0.31,0.1,0.25,0.0,0.0,0.0,1.7,1.7,0.17,-0.7,-0.7
Keita Baldé,sn SEN,"FW,MF",Monaco,fr Ligue 1,24,1995,9.5,4.0,28.0,13.0,46.4,2.94,1.36,0.14,0.31,0.0,0.0,0.0,4.1,4.1,0.15,-0.1,-0.1
George Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38.0,2.0,13.0,5.0,38.5,0.34,0.13,0.15,0.4,0.0,0.0,0.0,0.9,0.9,0.07,1.1,1.1
Gareth Bale,wal WAL,"FW,MF",Real Madrid,es La Liga,30,1989,12.1,2.0,34.0,13.0,38.2,2.81,1.07,0.06,0.15,3.0,0.0,0.0,3.5,3.5,0.1,-1.5,-1.5
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,6.3,0.0,3.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Leonardo Balerdi,ar ARG,"DF,MF",Dortmund,de Bundesliga,20,1999,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fodé Ballo-Touré,fr FRA,DF,Monaco,fr Ligue 1,22,1997,18.7,0.0,5.0,2.0,40.0,0.27,0.11,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.12,-0.6,-0.6
Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,0.0,7.0,3.0,42.9,1.57,0.67,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.02,-0.2,-0.2
Mario Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,5.0,71.0,24.0,33.8,4.55,1.54,0.07,0.21,16.0,0.0,0.0,7.2,7.2,0.1,-2.2,-2.2
Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,0.0,1.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Jonathan Bamba,fr FRA,"FW,MF",Lille,fr Ligue 1,23,1996,21.5,1.0,44.0,23.0,52.3,2.04,1.07,0.0,0.0,0.0,1.0,3.0,5.1,2.8,0.06,-4.1,-2.8
Éver Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,3.0,38.0,8.0,21.1,1.38,0.29,0.03,0.13,4.0,2.0,2.0,3.0,1.5,0.04,0.0,-0.5
Mattia Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,4.0,17.0,7.0,41.2,0.69,0.29,0.24,0.57,0.0,0.0,0.0,3.3,3.3,0.2,0.7,0.7
Antonín Barák,cz CZE,MF,Udinese,it Serie A,24,1994,2.2,0.0,4.0,2.0,50.0,1.86,0.93,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,1994,15.2,2.0,34.0,13.0,38.2,2.24,0.85,0.06,0.15,0.0,0.0,0.0,3.2,3.2,0.09,-1.2,-1.2
Federico Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5.0,0.0,1.0,1.0,100.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
Danilo Barbosa,br BRA,"DF,MF",Nice,fr Ligue 1,23,1996,12.5,0.0,5.0,1.0,20.0,0.4,0.08,0.0,0.0,2.0,0.0,0.0,0.4,0.4,0.08,-0.4,-0.4
Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enis Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,23.5,7.0,56.0,18.0,32.1,2.38,0.77,0.13,0.39,11.0,0.0,0.0,4.6,4.6,0.08,2.4,2.4
Phil Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,21.0,0.0,12.0,5.0,41.7,0.57,0.24,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.02,-0.2,-0.2
Nicolò Barella,it ITA,MF,Inter,it Serie A,22,1997,22.4,1.0,24.0,5.0,20.8,1.07,0.22,0.04,0.2,0.0,0.0,0.0,1.6,1.6,0.07,-0.6,-0.6
Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,6.5,0.0,5.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Antonino Barillà,it ITA,MF,Parma,it Serie A,31,1988,18.8,1.0,16.0,3.0,18.8,0.85,0.16,0.06,0.33,0.0,0.0,0.0,1.2,1.2,0.08,-0.2,-0.2
Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,22,1997,3.5,0.0,6.0,3.0,50.0,1.73,0.86,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.08,-0.5,-0.5
Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,12.3,1.0,40.0,12.0,30.0,3.26,0.98,0.03,0.08,4.0,0.0,0.0,2.2,2.2,0.05,-1.2,-1.2
Aymen Barkok,ma MAR,"FW,MF",Düsseldorf,de Bundesliga,21,1998,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley Barnes,at AUT,FW,Burnley,eng Premier League,29,1989,15.0,6.0,39.0,11.0,28.2,2.6,0.73,0.13,0.45,0.0,1.0,1.0,5.6,4.8,0.12,0.4,0.2
Harvey Barnes,eng ENG,"MF,FW",Leicester City,eng Premier League,21,1997,23.1,6.0,61.0,27.0,44.3,2.64,1.17,0.1,0.22,0.0,0.0,0.0,8.7,8.7,0.14,-2.7,-2.7
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Barragán,es ESP,DF,Betis,es La Liga,32,1987,7.1,0.0,2.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Antonio Barreca,it ITA,"DF,MF",Genoa,it Serie A,24,1995,12.2,0.0,6.0,3.0,50.0,0.49,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,10.4,0.0,7.0,1.0,14.3,0.67,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.06,-0.4,-0.4
Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,17,2001,4.9,0.0,15.0,5.0,33.3,3.05,1.02,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.05,-0.8,-0.8
Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,1.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Musa Barrow,gm GAM,FW,Bologna,it Serie A,20,1998,15.0,9.0,66.0,21.0,31.8,4.39,1.4,0.12,0.38,7.0,1.0,1.0,5.9,5.2,0.08,3.1,2.8
Musa Barrow,gm GAM,"FW,MF",Atalanta,it Serie A,20,1998,2.1,0.0,10.0,4.0,40.0,4.74,1.89,0.0,0.0,0.0,0.0,1.0,1.8,1.0,0.1,-1.8,-1.0
Fin Bartels,de GER,"FW,MF",Werder Bremen,de Bundesliga,32,1987,3.8,0.0,7.0,3.0,42.9,1.85,0.79,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.06,-0.4,-0.4
Marc Bartra,es ESP,"DF,MF",Betis,es La Liga,28,1991,28.0,3.0,21.0,5.0,23.8,0.75,0.18,0.14,0.6,0.0,0.0,0.0,1.6,1.6,0.08,1.4,1.4
Daniele Baselli,it ITA,MF,Torino,it Serie A,27,1992,14.2,0.0,7.0,3.0,42.9,0.49,0.21,0.0,0.0,1.0,0.0,0.0,0.7,0.7,0.09,-0.7,-0.7
Chris Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,1988,36.0,0.0,6.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.09,-0.5,-0.5
Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,22,1996,11.0,1.0,17.0,4.0,23.5,1.54,0.36,0.06,0.25,4.0,0.0,0.0,0.9,0.9,0.05,0.1,0.1
Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,20,1999,4.6,0.0,1.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
Gil Bastião Dias,pt POR,"DF,MF",Granada,es La Liga,22,1996,4.0,0.0,6.0,2.0,33.3,1.52,0.51,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Gil Bastião Dias,pt POR,"DF,MF",Monaco,fr Ligue 1,22,1996,11.7,0.0,16.0,5.0,31.3,1.36,0.43,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.07,-1.2,-1.2
Borja Bastón,es ESP,"MF,FW",Aston Villa,eng Premier League,26,1992,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessandro Bastoni,it ITA,DF,Inter,it Serie A,20,1999,21.3,2.0,8.0,4.0,50.0,0.37,0.19,0.25,0.5,0.0,0.0,0.0,1.2,1.2,0.15,0.8,0.8
Bastos,ao ANG,DF,Lazio,it Serie A,28,1991,8.5,1.0,7.0,2.0,28.6,0.82,0.24,0.14,0.5,0.0,0.0,0.0,0.8,0.8,0.11,0.2,0.2
Oliver Batista-Meier,de GER,FW,Bayern Munich,de Bundesliga,18,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,25,1993,2.7,1.0,15.0,2.0,13.3,5.65,0.75,0.07,0.5,0.0,0.0,0.0,2.2,2.2,0.15,-1.2,-1.2
Cristian Battocchio,it ITA,MF,Brest,fr Ligue 1,27,1992,15.5,3.0,20.0,6.0,30.0,1.29,0.39,0.15,0.5,3.0,0.0,1.0,1.7,0.9,0.05,1.3,2.1
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,1990,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,31,1988,19.9,2.0,17.0,5.0,29.4,0.85,0.25,0.12,0.4,0.0,0.0,0.0,1.8,1.8,0.11,0.2,0.2
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,19,1999,16.6,7.0,56.0,23.0,41.1,3.38,1.39,0.13,0.3,0.0,0.0,0.0,7.9,7.9,0.14,-0.9,-0.9
Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,22,1996,4.2,1.0,4.0,3.0,75.0,0.94,0.71,0.25,0.33,0.0,0.0,0.0,0.4,0.4,0.11,0.6,0.6
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,de Bundesliga,25,1994,23.4,6.0,35.0,16.0,45.7,1.5,0.69,0.17,0.38,0.0,0.0,0.0,4.3,4.3,0.12,1.7,1.7
Rodrigo Becão,br BRA,DF,Udinese,it Serie A,23,1996,24.6,1.0,8.0,2.0,25.0,0.33,0.08,0.13,0.5,0.0,0.0,0.0,0.5,0.5,0.07,0.5,0.5
Sheraldo Becker,nl NED,"MF,FW",Union Berlin,de Bundesliga,24,1995,6.0,0.0,7.0,4.0,57.1,1.17,0.67,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Timo Becker,de GER,"DF,MF",Schalke 04,de Bundesliga,22,1997,3.7,0.0,5.0,1.0,20.0,1.34,0.27,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Jan Bednarek,pl POL,DF,Southampton,eng Premier League,23,1996,34.0,1.0,7.0,1.0,14.3,0.21,0.03,0.14,1.0,0.0,0.0,0.0,0.8,0.8,0.12,0.2,0.2
Asmir Begović,ba BIH,GK,Milan,it Serie A,32,1987,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valon Behrami,ch SUI,MF,Genoa,it Serie A,34,1985,12.3,0.0,5.0,1.0,20.0,0.41,0.08,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,16,2002,1.2,0.0,6.0,3.0,50.0,4.95,2.48,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.23,-1.4,-1.4
Gaëtan Belaud,fr FRA,DF,Brest,fr Ligue 1,32,1986,6.4,0.0,3.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,de Bundesliga,27,1992,3.0,0.0,10.0,2.0,20.0,3.35,0.67,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.11,-1.1,-1.1
Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,25,1994,20.2,0.0,7.0,3.0,42.9,0.35,0.15,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.09,-0.6,-0.6
Raoul Bellanova,it ITA,DF,Bordeaux,fr Ligue 1,19,2000,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,19,2000,0.2,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Karim Bellarabi,de GER,"FW,DF",Leverkusen,de Bundesliga,29,1990,15.8,4.0,55.0,25.0,45.5,3.48,1.58,0.07,0.16,0.0,0.0,0.0,5.9,5.9,0.11,-1.9,-1.9
Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,21,1998,16.6,0.0,18.0,5.0,27.8,1.08,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.05,-0.9,-0.9
Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,24,1995,12.9,1.0,7.0,2.0,28.6,0.54,0.16,0.14,0.5,0.0,0.0,0.0,0.5,0.5,0.07,0.5,0.5
Andrea Belotti,it ITA,FW,Torino,it Serie A,25,1993,33.4,16.0,95.0,33.0,34.7,2.84,0.99,0.09,0.27,3.0,7.0,8.0,16.9,10.9,0.12,-0.9,-1.9
Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,20,1999,20.3,1.0,14.0,4.0,28.6,0.69,0.2,0.07,0.25,0.0,0.0,0.0,1.3,1.3,0.09,-0.3,-0.3
Sami Ben Amar,ma MAR,FW,Nîmes,fr Ligue 1,21,1998,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hatem Ben Arfa,fr FRA,"MF,FW",Valladolid,es La Liga,32,1987,1.8,0.0,2.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,28,1990,24.0,18.0,63.0,34.0,54.0,2.62,1.41,0.24,0.44,7.0,3.0,3.0,13.1,10.9,0.18,4.9,4.1
Marco Benassi,it ITA,MF,Fiorentina,it Serie A,24,1994,10.9,1.0,21.0,4.0,19.0,1.93,0.37,0.05,0.25,0.0,0.0,0.0,1.0,1.0,0.05,0.0,0.0
Cristian Benavente,pe PER,"MF,FW",Nantes,fr Ligue 1,25,1994,3.9,0.0,5.0,3.0,60.0,1.29,0.77,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3
Lars Bender,de GER,"DF,MF",Leverkusen,de Bundesliga,30,1989,15.3,2.0,15.0,2.0,13.3,0.98,0.13,0.13,1.0,0.0,0.0,0.0,0.7,0.7,0.05,1.3,1.3
Sven Bender,de GER,DF,Leverkusen,de Bundesliga,30,1989,30.3,2.0,18.0,4.0,22.2,0.59,0.13,0.11,0.5,0.0,0.0,0.0,1.3,1.3,0.07,0.7,0.7
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darío Benedetto,ar ARG,FW,Marseille,fr Ligue 1,33,1986,23.3,11.0,60.0,27.0,45.0,2.57,1.16,0.18,0.41,3.0,0.0,1.0,9.8,9.1,0.15,1.2,1.9
