Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals,Shots,Shots on Target,Shots on Target %,Shots Total p90,Shots on Target p90,Goals per shot,Goals per shot on target,Shots from Free Kicks,Penalty Kicks scored,Penalty Kicks attempted,xG,Non-penalty xG,npxG/Sh,G-xG,np:G-xG
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick Cabaco,uy URU,DF,Levante,es La Liga,24,1995,9.0,0.0,4.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2
Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,37,1981,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yohan Cabaye,fr FRA,MF,Saint-Étienne,fr Ligue 1,33,1986,9.5,0.0,11.0,3.0,27.3,1.15,0.31,0.0,0.0,1.0,0.0,0.0,0.6,0.6,0.05,-0.6,-0.6
Manuel Cabit,mq MTQ,DF,Metz,fr Ligue 1,26,1993,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ariday Cabrera,es ESP,"MF,FW",Mallorca,es La Liga,30,1988,0.4,0.0,1.0,1.0,100.0,2.43,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
Leandro Cabrera,uy URU,DF,Getafe,es La Liga,28,1991,17.0,2.0,9.0,3.0,33.3,0.53,0.18,0.22,0.67,0.0,0.0,0.0,0.9,0.9,0.1,1.1,1.1
Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,28,1991,17.0,0.0,1.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Fabrizio Cacciatore,it ITA,DF,Cagliari,it Serie A,32,1986,12.8,0.0,4.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.08,-0.3,-0.3
Martín Cáceres,uy URU,DF,Fiorentina,it Serie A,32,1987,26.2,1.0,12.0,3.0,25.0,0.46,0.11,0.08,0.33,0.0,0.0,0.0,2.0,2.0,0.16,-1.0,-1.0
Anthony Caci,fr FRA,DF,Strasbourg,fr Ligue 1,22,1997,7.7,1.0,4.0,3.0,75.0,0.52,0.39,0.25,0.33,0.0,0.0,0.0,0.2,0.2,0.04,0.8,0.8
Jhonder Cádiz,ve VEN,"FW,MF",Dijon,fr Ligue 1,24,1995,8.9,2.0,30.0,12.0,40.0,3.38,1.35,0.07,0.17,0.0,0.0,0.0,2.5,2.5,0.08,-0.5,-0.5
Mathieu Cafaro,fr FRA,"FW,MF",Reims,fr Ligue 1,22,1997,10.3,1.0,38.0,14.0,36.8,3.7,1.36,0.0,0.0,6.0,1.0,1.0,2.8,2.1,0.06,-1.8,-2.1
Jonathan Cafu,br BRA,DF,Bordeaux,fr Ligue 1,28,1991,2.2,0.0,1.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1
Gary Cahill,eng ENG,DF,Crystal Palace,eng Premier League,33,1985,24.1,0.0,20.0,5.0,25.0,0.83,0.21,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.06,-1.3,-1.3
Felipe Caicedo,ec ECU,FW,Lazio,it Serie A,30,1988,15.6,9.0,30.0,14.0,46.7,1.92,0.9,0.3,0.64,0.0,0.0,1.0,6.0,5.2,0.17,3.0,3.8
Arturo Calabresi,it ITA,DF,Amiens,fr Ligue 1,23,1996,20.9,1.0,6.0,1.0,16.7,0.29,0.05,0.17,1.0,0.0,0.0,0.0,0.8,0.8,0.14,0.2,0.2
Davide Calabria,it ITA,DF,Milan,it Serie A,22,1996,18.0,1.0,13.0,2.0,15.4,0.72,0.11,0.08,0.5,0.0,0.0,0.0,0.6,0.6,0.05,0.4,0.4
Riccardo Calafiori,it ITA,DF,Roma,it Serie A,17,2002,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattia Caldara,it ITA,DF,Atalanta,it Serie A,25,1994,10.7,0.0,4.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2
Marco Calderoni,it ITA,DF,Lecce,it Serie A,30,1989,22.9,3.0,23.0,5.0,21.7,1.0,0.22,0.13,0.6,0.0,0.0,0.0,0.7,0.7,0.03,2.3,2.3
Fernando Calero,es ESP,DF,Espanyol,es La Liga,23,1995,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,22,1996,21.0,1.0,15.0,4.0,26.7,0.72,0.19,0.07,0.25,0.0,0.0,0.0,1.3,1.3,0.09,-0.3,-0.3
Hakan Çalhanoğlu,tr TUR,"MF,FW",Milan,it Serie A,25,1994,30.0,9.0,102.0,32.0,31.4,3.39,1.07,0.08,0.25,12.0,1.0,1.0,8.1,7.4,0.07,0.9,0.6
Daniel Caligiuri,it ITA,"MF,FW",Schalke 04,de Bundesliga,31,1988,25.5,2.0,43.0,11.0,25.6,1.69,0.43,0.02,0.09,8.0,1.0,1.0,3.3,2.6,0.06,-1.3,-1.6
José Callejón,es ESP,"FW,MF",Napoli,it Serie A,32,1987,24.1,4.0,42.0,15.0,35.7,1.74,0.62,0.1,0.27,0.0,0.0,0.0,5.1,5.1,0.12,-1.1,-1.1
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Calleri,ar ARG,FW,Espanyol,es La Liga,25,1993,20.1,1.0,46.0,14.0,30.4,2.29,0.7,0.02,0.07,0.0,0.0,0.0,3.7,3.7,0.08,-2.7,-2.7
Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,22,1997,29.2,13.0,83.0,37.0,44.6,2.84,1.27,0.16,0.35,0.0,0.0,0.0,14.3,14.3,0.17,-1.3,-1.3
Mahdi Camara,fr FRA,MF,Saint-Étienne,fr Ligue 1,21,1998,10.0,0.0,7.0,2.0,28.6,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3
Souleymane Camara,sn SEN,"FW,MF",Montpellier,fr Ligue 1,36,1982,1.8,0.0,3.0,2.0,66.7,1.66,1.1,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.13,-0.4,-0.4
Víctor Camarasa,es ESP,MF,Crystal Palace,eng Premier League,25,1994,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Víctor Camarasa,es ESP,MF,Alavés,es La Liga,25,1994,14.4,0.0,8.0,2.0,25.0,0.56,0.14,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3
Eduardo Camavinga,fr FRA,MF,Rennes,fr Ligue 1,16,2002,23.4,1.0,16.0,4.0,25.0,0.68,0.17,0.06,0.25,0.0,0.0,0.0,1.0,1.0,0.06,0.0,0.0
Sergio Camello,es ESP,FW,Atlético Madrid,es La Liga,18,2001,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Campaña,es ESP,MF,Levante,es La Liga,26,1993,35.1,2.0,44.0,8.0,18.2,1.25,0.23,0.05,0.25,5.0,0.0,0.0,2.6,2.6,0.06,-0.6,-0.6
Xisco Campos,es ESP,DF,Mallorca,es La Liga,37,1982,5.3,0.0,4.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Víctor Campuzano,es ESP,FW,Espanyol,es La Liga,22,1997,9.7,0.0,18.0,7.0,38.9,1.86,0.72,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.08,-1.4,-1.4
Emre Can,de GER,"MF,DF",Dortmund,de Bundesliga,25,1994,10.6,2.0,16.0,4.0,25.0,1.51,0.38,0.13,0.5,0.0,0.0,0.0,0.9,0.9,0.06,1.1,1.1
Emre Can,de GER,MF,Juventus,it Serie A,25,1994,3.2,0.0,7.0,2.0,28.6,2.22,0.63,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.19,-1.3,-1.3
Sergio Canales,es ESP,"MF,FW",Betis,es La Liga,28,1991,35.1,6.0,47.0,14.0,29.8,1.34,0.4,0.06,0.21,4.0,3.0,4.0,7.0,4.0,0.08,-1.0,-1.0
João Cancelo,pt POR,DF,Manchester City,eng Premier League,25,1994,13.4,0.0,15.0,4.0,26.7,1.12,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.03,-0.5,-0.5
Antonio Candreva,it ITA,DF,Inter,it Serie A,32,1987,22.1,5.0,43.0,14.0,32.6,1.94,0.63,0.12,0.36,0.0,0.0,0.0,2.4,2.4,0.06,2.6,2.6
Gianmarco Cangiano,it ITA,"FW,MF",Bologna,it Serie A,17,2001,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Todd Cantwell,eng ENG,"FW,MF",Norwich City,eng Premier League,21,1998,27.7,6.0,42.0,16.0,38.1,1.52,0.58,0.14,0.38,0.0,0.0,0.0,5.8,5.8,0.14,0.2,0.2
Ander Capa,es ESP,DF,Athletic Club,es La Liga,27,1992,31.9,3.0,17.0,7.0,41.2,0.53,0.22,0.18,0.43,0.0,0.0,0.0,1.1,1.1,0.07,1.9,1.9
Pierrick Capelle,fr FRA,"MF,DF",Angers,fr Ligue 1,32,1987,19.4,1.0,35.0,11.0,31.4,1.8,0.57,0.03,0.09,0.0,0.0,0.0,2.1,2.1,0.06,-1.1,-1.1
Étienne Capoue,fr FRA,MF,Watford,eng Premier League,31,1988,29.2,0.0,19.0,1.0,5.3,0.65,0.03,0.0,0.0,2.0,0.0,0.0,0.8,0.8,0.04,-0.8,-0.8
Gianluca Caprari,it ITA,"FW,MF",Sampdoria,it Serie A,26,1993,7.4,3.0,24.0,8.0,33.3,3.24,1.08,0.13,0.38,3.0,0.0,0.0,1.9,1.9,0.08,1.1,1.1
Gianluca Caprari,it ITA,"FW,MF",Parma,it Serie A,26,1993,6.5,2.0,15.0,6.0,40.0,2.29,0.92,0.07,0.17,0.0,1.0,1.0,2.5,1.7,0.11,-0.5,-0.7
Francesco Caputo,it ITA,FW,Sassuolo,it Serie A,31,1987,32.6,21.0,72.0,33.0,45.8,2.21,1.01,0.26,0.58,0.0,2.0,2.0,15.7,14.2,0.2,5.3,4.8
Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,19,2000,6.3,0.0,4.0,2.0,50.0,0.63,0.32,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Carboni,it ITA,"DF,MF",Cagliari,it Serie A,18,2001,4.1,0.0,1.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
Irvin Cardona,fr FRA,"FW,MF",Brest,fr Ligue 1,21,1997,16.1,6.0,50.0,14.0,28.0,3.1,0.87,0.12,0.43,0.0,0.0,0.0,6.3,6.3,0.13,-0.3,-0.3
Marc Cardona,es ESP,FW,Osasuna,es La Liga,24,1995,7.8,1.0,13.0,4.0,30.8,1.66,0.51,0.08,0.25,0.0,0.0,0.0,1.9,1.9,0.14,-0.9,-0.9
Diego Carlos,br BRA,DF,Sevilla,es La Liga,26,1993,34.8,2.0,20.0,2.0,10.0,0.57,0.06,0.1,1.0,0.0,0.0,0.0,2.0,2.0,0.1,0.0,0.0
Lionel Carole,fr FRA,DF,Strasbourg,fr Ligue 1,28,1991,14.1,0.0,5.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,es La Liga,25,1993,7.0,1.0,17.0,6.0,35.3,2.42,0.86,0.06,0.17,1.0,0.0,0.0,1.7,1.7,0.1,-0.7,-0.7
Daniel Carriço,pt POR,DF,Sevilla,es La Liga,30,1988,9.4,0.0,4.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2
Guido Carrillo,ar ARG,FW,Leganés,es La Liga,28,1991,13.5,1.0,35.0,12.0,34.3,2.6,0.89,0.03,0.08,0.0,0.0,0.0,4.9,4.7,0.14,-3.9,-3.7
Andy Carroll,eng ENG,FW,Newcastle Utd,eng Premier League,30,1989,7.0,0.0,15.0,3.0,20.0,2.14,0.43,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.06,-0.9,-0.9
Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,27,1992,30.4,1.0,20.0,9.0,45.0,0.66,0.3,0.05,0.11,0.0,0.0,0.0,2.7,2.7,0.14,-1.7,-1.7
Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,20,1999,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Carvalho,pt POR,MF,Betis,es La Liga,27,1992,9.9,0.0,6.0,2.0,33.3,0.61,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.09,-0.5,-0.5
Casemiro,br BRA,MF,Real Madrid,es La Liga,27,1992,34.3,4.0,44.0,12.0,27.3,1.28,0.35,0.09,0.33,3.0,0.0,0.0,3.6,3.6,0.08,0.4,0.4
Moreto Cassamã,gw GNB,MF,Reims,fr Ligue 1,21,1998,6.6,0.0,3.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Francesco Cassata,it ITA,MF,Genoa,it Serie A,22,1997,16.2,2.0,13.0,8.0,61.5,0.8,0.49,0.15,0.25,0.0,0.0,0.0,1.3,1.3,0.1,0.7,0.7
Timothy Castagne,be BEL,DF,Atalanta,it Serie A,23,1995,19.7,1.0,17.0,4.0,23.5,0.86,0.2,0.06,0.25,0.0,0.0,0.0,1.6,1.6,0.11,-0.6,-0.6
Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,27,1992,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Charles Castelletto,cm CMR,DF,Brest,fr Ligue 1,24,1995,20.4,1.0,3.0,1.0,33.3,0.15,0.05,0.33,1.0,0.0,0.0,0.0,0.5,0.5,0.18,0.5,0.5
Samu Castillejo,es ESP,"FW,MF",Milan,it Serie A,24,1995,13.4,2.0,31.0,8.0,25.8,2.31,0.6,0.06,0.25,0.0,0.0,0.0,3.2,3.2,0.1,-1.2,-1.2
Jonny Castro,es ESP,DF,Wolves,eng Premier League,25,1994,32.1,2.0,17.0,5.0,29.4,0.53,0.16,0.12,0.4,0.0,0.0,0.0,1.3,1.3,0.08,0.7,0.7
Lucas Castro,ar ARG,MF,SPAL,it Serie A,30,1989,4.7,0.0,10.0,2.0,20.0,2.12,0.42,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6
Lucas Castro,ar ARG,MF,Cagliari,it Serie A,30,1989,6.7,2.0,14.0,3.0,21.4,2.08,0.45,0.14,0.67,0.0,0.0,0.0,0.8,0.8,0.06,1.2,1.2
Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,22,1997,29.7,3.0,48.0,11.0,22.9,1.62,0.37,0.06,0.27,1.0,0.0,0.0,3.0,3.0,0.06,0.0,0.0
Danilo Cataldi,it ITA,MF,Lazio,it Serie A,24,1994,6.6,1.0,9.0,1.0,11.1,1.37,0.15,0.11,1.0,2.0,0.0,0.0,0.5,0.5,0.06,0.5,0.5
Craig Cathcart,nir NIR,DF,Watford,eng Premier League,30,1989,27.6,0.0,2.0,1.0,50.0,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.15,-0.3,-0.3
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edinson Cavani,uy URU,FW,Paris S-G,fr Ligue 1,32,1987,6.7,4.0,28.0,10.0,35.7,4.17,1.49,0.11,0.3,1.0,1.0,1.0,7.6,6.9,0.25,-3.6,-3.9
Santi Cazorla,es ESP,MF,Villarreal,es La Liga,34,1984,27.2,11.0,39.0,14.0,35.9,1.43,0.51,0.08,0.21,0.0,8.0,8.0,8.5,2.4,0.06,2.5,0.6
Dani Ceballos,es ESP,MF,Arsenal,eng Premier League,22,1996,18.8,0.0,13.0,3.0,23.1,0.69,0.16,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5
Federico Ceccherini,it ITA,DF,Fiorentina,it Serie A,27,1992,9.3,0.0,4.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2
Christian Celesia,it ITA,DF,Torino,it Serie A,17,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,22,1997,23.0,0.0,5.0,1.0,20.0,0.22,0.04,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3
Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,23,1996,28.0,0.0,9.0,3.0,33.3,0.32,0.11,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4
Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,29,1989,13.8,2.0,5.0,2.0,40.0,0.36,0.14,0.4,1.0,0.0,0.0,0.0,0.4,0.4,0.09,1.6,1.6
Alberto Cerri,it ITA,FW,SPAL,it Serie A,23,1996,4.7,1.0,10.0,4.0,40.0,2.14,0.86,0.1,0.25,0.0,0.0,0.0,1.2,1.2,0.12,-0.2,-0.2
Alberto Cerri,it ITA,FW,Cagliari,it Serie A,23,1996,2.7,1.0,7.0,3.0,42.9,2.58,1.11,0.14,0.33,0.0,0.0,0.0,0.6,0.6,0.08,0.4,0.4
Julian Chabot,de GER,DF,Sampdoria,it Serie A,21,1998,6.3,1.0,1.0,1.0,100.0,0.16,0.16,1.0,1.0,0.0,0.0,0.0,0.1,0.1,0.07,0.9,0.9
Florian Chabrolle,fr FRA,MF,Marseille,fr Ligue 1,21,1998,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,32,1986,17.0,0.0,7.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.02,-0.2,-0.2
Sofian Chakla,ma MAR,DF,Villarreal,es La Liga,25,1993,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Nathaniel Chalobah,eng ENG,MF,Watford,eng Premier League,24,1994,10.3,0.0,9.0,0.0,0.0,0.87,0.0,0.0,0.0,2.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4
Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,24,1995,12.2,1.0,12.0,2.0,16.7,0.98,0.16,0.08,0.5,0.0,0.0,0.0,0.7,0.7,0.06,0.3,0.3
Jhon Chancellor,ve VEN,DF,Brescia,it Serie A,27,1992,24.9,3.0,13.0,3.0,23.1,0.52,0.12,0.23,1.0,0.0,0.0,0.0,2.0,2.0,0.15,1.0,1.0
Timothy Chandler,us USA,"DF,MF",Eint Frankfurt,de Bundesliga,29,1990,13.6,5.0,19.0,8.0,42.1,1.4,0.59,0.26,0.63,0.0,0.0,0.0,1.8,1.8,0.09,3.2,3.2
Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,de Bundesliga,25,1994,7.5,2.0,15.0,6.0,40.0,2.0,0.8,0.13,0.33,0.0,0.0,0.0,1.9,1.9,0.12,0.1,0.1
Gaëtan Charbonnier,fr FRA,"FW,MF",Brest,fr Ligue 1,30,1988,22.9,4.0,48.0,14.0,29.2,2.09,0.61,0.08,0.29,0.0,0.0,2.0,6.5,5.0,0.1,-2.5,-1.0
Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,24,1994,9.1,0.0,3.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Charles,br BRA,FW,Eibar,es La Liga,35,1984,14.5,6.0,23.0,9.0,39.1,1.59,0.62,0.22,0.56,0.0,1.0,2.0,4.5,3.0,0.13,1.5,2.0
Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,28,1991,23.9,1.0,19.0,3.0,15.8,0.8,0.13,0.05,0.33,0.0,0.0,0.0,0.7,0.7,0.04,0.3,0.3
Pablo Chavarría,ar ARG,"FW,MF",Mallorca,es La Liga,31,1988,2.3,0.0,5.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.11,-0.5,-0.5
Aurélien Chedjou,cm CMR,DF,Amiens,fr Ligue 1,34,1985,21.9,0.0,8.0,2.0,25.0,0.37,0.09,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pape Cheikh Diop,sn SEN,MF,Celta Vigo,es La Liga,21,1997,6.7,0.0,2.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Chema,es ESP,DF,Getafe,es La Liga,27,1992,3.4,0.0,3.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Rayan Cherki,fr FRA,"MF,FW",Lyon,fr Ligue 1,15,2003,1.6,0.0,3.0,2.0,66.7,1.89,1.26,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Denis Cheryshev,ru RUS,"MF,FW",Valencia,es La Liga,28,1990,10.3,1.0,21.0,7.0,33.3,2.04,0.68,0.05,0.14,0.0,0.0,0.0,2.9,2.9,0.14,-1.9,-1.9
Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,34,1984,2.2,1.0,1.0,1.0,100.0,0.45,0.45,1.0,1.0,0.0,0.0,0.0,0.2,0.2,0.23,0.8,0.8
Federico Chiesa,it ITA,"FW,DF",Fiorentina,it Serie A,21,1997,29.3,11.0,109.0,40.0,36.7,3.72,1.37,0.09,0.25,2.0,1.0,2.0,11.3,9.8,0.09,-0.3,0.2
Ben Chilwell,eng ENG,DF,Leicester City,eng Premier League,22,1996,26.4,3.0,15.0,6.0,40.0,0.57,0.23,0.2,0.5,0.0,0.0,0.0,1.0,1.0,0.07,2.0,2.0
Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,29,1989,7.9,0.0,2.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.09,-0.2,-0.2
Tahith Chong,nl NED,"FW,MF",Manchester Utd,eng Premier League,19,1999,0.4,0.0,1.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,17,2001,13.9,0.0,11.0,2.0,18.2,0.79,0.14,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.02,-0.3,-0.3
Hamza Choudhury,eng ENG,MF,Leicester City,eng Premier League,21,1997,9.9,1.0,7.0,2.0,28.6,0.71,0.2,0.14,0.5,0.0,0.0,0.0,0.5,0.5,0.07,0.5,0.5
Mounir Chouiar,fr FRA,"MF,FW",Dijon,fr Ligue 1,20,1999,16.7,4.0,38.0,17.0,44.7,2.27,1.02,0.11,0.24,6.0,0.0,0.0,3.8,3.8,0.1,0.2,0.2
Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,23,1996,19.5,0.0,7.0,2.0,28.6,0.36,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.11,-0.7,-0.7
Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,es La Liga,20,1999,22.4,3.0,50.0,11.0,22.0,2.23,0.49,0.06,0.27,0.0,0.0,0.0,3.6,3.6,0.07,-0.6,-0.6
Darko Churlinov,mk MKD,FW,Köln,de Bundesliga,19,2000,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Churripi,es ESP,GK,Valladolid,es La Liga,25,1994,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luca Cigarini,it ITA,MF,Cagliari,it Serie A,33,1986,17.8,0.0,7.0,1.0,14.3,0.39,0.06,0.0,0.0,2.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,32,1987,18.1,0.0,1.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Jasper Cillessen,nl NED,GK,Valencia,es La Liga,30,1989,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Cionek,pl POL,DF,SPAL,it Serie A,33,1986,24.1,0.0,11.0,2.0,18.2,0.46,0.08,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4
Ibrahim Cissé,sn SEN,DF,Angers,fr Ligue 1,23,1996,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahim Cissé,ci CIV,"DF,FW",Nice,fr Ligue 1,20,1999,0.6,0.0,1.0,1.0,100.0,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.12,-0.1,-0.1
Andrea Cistana,it ITA,DF,Brescia,it Serie A,22,1997,20.4,1.0,6.0,2.0,33.3,0.29,0.1,0.17,0.5,0.0,0.0,0.0,0.4,0.4,0.07,0.6,0.6
Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,29,1989,13.2,2.0,6.0,4.0,66.7,0.46,0.3,0.33,0.5,0.0,0.0,0.0,1.3,1.3,0.22,0.7,0.7
Leon Clarke,eng ENG,"FW,MF",Sheffield Utd,eng Premier League,34,1985,0.4,0.0,1.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.33,-0.3,-0.3
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
