Player,Nation,Pos,Squad,Comp,Age,Born,90s,No. Tackels,No Tackels won,Def 3rd tackles,Mid 3rd tackles,Att 3rd tackles,Tackles v Dribbles,Tackles v Dribble attempts,% of dribblers tackled,No of times dribbled past,Pressures,Succ Pressures,Succ Pressures %,Def 3rd Pressures,Mid 3rd Pressures,Att 3rd Pressures,Blocks,Blocked shots,ShSv,Blocked pass,Interceptions,Tkl+Int,Clearances,Errors
Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,27,1991,32.2,49.0,30.0,37.0,11.0,1.0,14.0,32.0,43.8,18.0,238.0,88.0,37.0,138.0,93.0,7.0,40.0,14.0,0.0,26.0,47.0,96.0,190.0,2.0
Javi Martínez,es ESP,MF,Bayern Munich,de Bundesliga,29,1988,14.5,26.0,16.0,6.0,17.0,3.0,6.0,24.0,25.0,18.0,217.0,69.0,31.8,66.0,136.0,15.0,24.0,5.0,0.0,19.0,14.0,40.0,27.0,0.0
Lautaro Martínez,ar ARG,FW,Inter,it Serie A,20,1997,14.9,4.0,1.0,0.0,1.0,3.0,2.0,14.0,14.3,12.0,269.0,66.0,24.5,15.0,88.0,166.0,17.0,0.0,0.0,17.0,4.0,8.0,7.0,0.0
Pablo Martinez,fr FRA,DF,Strasbourg,fr Ligue 1,29,1989,31.3,51.0,28.0,38.0,13.0,0.0,23.0,52.0,44.2,29.0,273.0,91.0,33.3,198.0,69.0,6.0,48.0,25.0,1.0,23.0,37.0,88.0,150.0,1.0
Gelson Martins,pt POR,FW,Atlético Madrid,es La Liga,23,1995,2.5,5.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,56.0,13.0,23.2,12.0,30.0,14.0,4.0,0.0,0.0,4.0,1.0,6.0,0.0,0.0
Gelson Martins,pt POR,"FW,MF",Monaco,fr Ligue 1,23,1995,15.4,26.0,22.0,4.0,12.0,10.0,3.0,20.0,15.0,17.0,327.0,94.0,28.7,78.0,159.0,90.0,11.0,1.0,0.0,10.0,5.0,31.0,5.0,0.0
Adam Marušić,me MNE,"DF,MF",Lazio,it Serie A,25,1992,23.5,37.0,24.0,14.0,16.0,7.0,17.0,32.0,53.1,15.0,361.0,103.0,28.5,150.0,145.0,66.0,42.0,3.0,0.0,39.0,17.0,54.0,27.0,0.0
Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,25,1993,11.0,19.0,10.0,9.0,10.0,0.0,7.0,32.0,21.9,25.0,199.0,66.0,33.2,83.0,102.0,14.0,24.0,4.0,0.0,20.0,13.0,32.0,15.0,0.0
Andrea Masiello,it ITA,DF,Atalanta,it Serie A,32,1986,20.4,30.0,17.0,17.0,13.0,0.0,19.0,36.0,52.8,17.0,187.0,56.0,29.9,93.0,81.0,13.0,33.0,8.0,1.0,25.0,37.0,67.0,71.0,0.0
Adam Masina,it ITA,DF,Watford,eng Premier League,24,1994,11.2,26.0,14.0,16.0,9.0,1.0,7.0,22.0,31.8,15.0,187.0,63.0,33.7,102.0,66.0,19.0,27.0,4.0,0.0,23.0,10.0,36.0,34.0,0.0
Jordi Masip,es ESP,GK,Valladolid,es La Liga,29,1989,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Han-Noah Massengo,fr FRA,"FW,MF",Monaco,fr Ligue 1,17,2001,0.7,2.0,2.0,2.0,0.0,0.0,1.0,4.0,25.0,3.0,27.0,3.0,11.1,9.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Arthur Masuaku,cd COD,DF,West Ham,eng Premier League,24,1993,19.5,53.0,36.0,38.0,10.0,5.0,22.0,54.0,40.7,32.0,330.0,88.0,26.7,230.0,84.0,16.0,48.0,6.0,0.0,42.0,30.0,83.0,53.0,0.0
Jaime Mata,es ESP,"FW,MF",Getafe,es La Liga,29,1988,27.0,35.0,22.0,11.0,15.0,9.0,9.0,28.0,32.1,19.0,438.0,119.0,27.2,48.0,229.0,161.0,23.0,2.0,0.0,21.0,10.0,45.0,25.0,0.0
Juan Mata,es ESP,"FW,MF",Manchester Utd,eng Premier League,30,1988,14.3,6.0,3.0,4.0,2.0,0.0,3.0,23.0,13.0,20.0,221.0,44.0,19.9,43.0,111.0,67.0,13.0,1.0,0.0,12.0,6.0,12.0,7.0,0.0
Luca Matarese,it ITA,FW,Frosinone,it Serie A,20,1998,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,12.5,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Philippe Mateta,fr FRA,FW,Mainz 05,de Bundesliga,21,1997,27.6,14.0,11.0,3.0,6.0,5.0,1.0,9.0,11.1,8.0,428.0,90.0,21.0,18.0,196.0,214.0,22.0,5.0,0.0,17.0,4.0,18.0,25.0,0.0
Christian Mathenia,de GER,GK,Nürnberg,de Bundesliga,26,1992,21.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,29,1988,27.1,49.0,29.0,27.0,20.0,2.0,26.0,68.0,38.2,42.0,518.0,138.0,26.6,251.0,224.0,43.0,55.0,18.0,0.0,37.0,35.0,84.0,67.0,0.0
Joël Matip,cm CMR,DF,Liverpool,eng Premier League,26,1991,17.1,32.0,23.0,20.0,8.0,4.0,8.0,21.0,38.1,13.0,155.0,54.0,34.8,87.0,59.0,9.0,17.0,7.0,0.0,10.0,19.0,51.0,89.0,2.0
Rabbi Matondo,wal WAL,"FW,MF",Schalke 04,de Bundesliga,17,2000,2.1,2.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,74.0,9.0,12.2,16.0,29.0,29.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
Alessandro Matri,it ITA,FW,Sassuolo,it Serie A,33,1984,6.7,2.0,1.0,0.0,0.0,2.0,1.0,3.0,33.3,2.0,84.0,17.0,20.2,6.0,36.0,42.0,3.0,1.0,0.0,2.0,4.0,6.0,5.0,0.0
Federico Mattiello,it ITA,"MF,DF",Bologna,it Serie A,23,1995,14.8,31.0,19.0,18.0,10.0,3.0,12.0,30.0,40.0,18.0,192.0,45.0,23.4,112.0,62.0,18.0,20.0,3.0,0.0,17.0,19.0,50.0,30.0,0.0
Blaise Matuidi,fr FRA,MF,Juventus,it Serie A,31,1987,26.9,54.0,39.0,20.0,22.0,12.0,21.0,53.0,39.6,32.0,597.0,164.0,27.5,201.0,264.0,132.0,45.0,10.0,0.0,35.0,30.0,84.0,16.0,0.0
José Mauri,it ITA,MF,Milan,it Serie A,22,1996,2.3,9.0,6.0,4.0,5.0,0.0,3.0,13.0,23.1,10.0,63.0,27.0,42.9,24.0,35.0,4.0,3.0,0.0,0.0,3.0,3.0,12.0,1.0,0.0
Stephy Mavididi,eng ENG,FW,Juventus,it Serie A,20,1998,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Konstantinos Mavropanos,gr GRE,DF,Arsenal,eng Premier League,20,1997,1.6,4.0,2.0,2.0,2.0,0.0,1.0,1.0,100.0,0.0,11.0,2.0,18.2,5.0,6.0,0.0,1.0,1.0,0.0,0.0,3.0,7.0,7.0,0.0
Alfie Mawson,eng ENG,DF,Fulham,eng Premier League,24,1994,12.6,11.0,6.0,7.0,4.0,0.0,4.0,9.0,44.4,5.0,62.0,12.0,19.4,41.0,18.0,3.0,24.0,14.0,0.0,10.0,13.0,24.0,76.0,2.0
Philipp Max,de GER,"DF,MF",Augsburg,de Bundesliga,24,1993,28.5,34.0,20.0,17.0,12.0,5.0,12.0,42.0,28.6,30.0,381.0,93.0,24.4,160.0,163.0,58.0,26.0,5.0,0.0,21.0,18.0,52.0,44.0,1.0
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Paris S-G,fr Ligue 1,29,1989,8.9,8.0,4.0,2.0,2.0,4.0,1.0,10.0,10.0,9.0,171.0,49.0,28.7,18.0,78.0,75.0,7.0,0.0,0.0,7.0,6.0,14.0,3.0,0.0
Alexandru Maxim,ro ROU,MF,Mainz 05,de Bundesliga,28,1990,6.4,17.0,9.0,7.0,8.0,2.0,6.0,17.0,35.3,11.0,140.0,39.0,27.9,34.0,76.0,30.0,10.0,0.0,0.0,10.0,3.0,20.0,10.0,0.0
Borja Mayoral,es ESP,FW,Levante,es La Liga,21,1997,18.0,11.0,8.0,2.0,6.0,3.0,3.0,15.0,20.0,12.0,270.0,47.0,17.4,17.0,123.0,130.0,8.0,0.0,0.0,8.0,5.0,16.0,8.0,0.0
Róbert Mazáň,sk SVK,DF,Celta Vigo,es La Liga,24,1994,1.0,3.0,2.0,3.0,0.0,0.0,3.0,3.0,100.0,0.0,20.0,6.0,30.0,6.0,12.0,2.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0
Luca Mazzitelli,it ITA,"MF,FW",Genoa,it Serie A,22,1995,3.6,9.0,7.0,5.0,2.0,2.0,1.0,3.0,33.3,2.0,74.0,15.0,20.3,26.0,34.0,14.0,4.0,1.0,0.0,3.0,4.0,13.0,6.0,0.0
Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,19,1998,26.0,7.0,4.0,2.0,2.0,3.0,1.0,9.0,11.1,8.0,281.0,58.0,20.6,17.0,120.0,144.0,6.0,3.0,0.0,3.0,5.0,12.0,2.0,0.0
Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,23,1994,22.3,43.0,22.0,33.0,6.0,4.0,8.0,24.0,33.3,16.0,388.0,106.0,27.3,215.0,134.0,39.0,54.0,13.0,0.0,41.0,13.0,56.0,74.0,2.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loïc Mbe Soh,fr FRA,DF,Paris S-G,fr Ligue 1,17,2001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,14.0,4.0,28.6,12.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,8.0,0.0
Nolan Mbemba,fr FRA,"MF,DF",Reims,fr Ligue 1,23,1995,4.0,16.0,10.0,10.0,4.0,2.0,6.0,11.0,54.5,5.0,96.0,27.0,28.1,41.0,42.0,13.0,3.0,1.0,0.0,2.0,8.0,24.0,6.0,0.0
Adama Mbengue,sn SEN,DF,Caen,fr Ligue 1,24,1993,8.2,43.0,27.0,27.0,13.0,3.0,16.0,31.0,51.6,15.0,181.0,54.0,29.8,120.0,49.0,12.0,27.0,4.0,1.0,23.0,6.0,49.0,28.0,0.0
Isaac Mbenza,be BEL,"FW,MF",Huddersfield,eng Premier League,22,1996,11.0,14.0,7.0,5.0,8.0,1.0,2.0,9.0,22.2,7.0,179.0,43.0,24.0,53.0,82.0,44.0,6.0,0.0,0.0,6.0,5.0,19.0,3.0,0.0
Stéphane Mbia,cm CMR,"DF,MF",Toulouse,fr Ligue 1,32,1986,5.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,32.0,5.0,15.6,15.0,17.0,0.0,8.0,3.0,0.0,5.0,11.0,12.0,22.0,1.0
Kara Mbodji,sn SEN,DF,Nantes,fr Ligue 1,28,1989,5.6,11.0,7.0,9.0,1.0,1.0,6.0,15.0,40.0,9.0,49.0,12.0,24.5,34.0,13.0,2.0,9.0,4.0,0.0,5.0,4.0,15.0,25.0,0.0
Jordi Mboula,es ESP,FW,Monaco,fr Ligue 1,19,1999,3.1,3.0,2.0,1.0,1.0,1.0,1.0,7.0,14.3,6.0,61.0,10.0,16.4,20.0,25.0,16.0,3.0,0.0,0.0,3.0,1.0,4.0,5.0,0.0
James McArthur,sco SCO,MF,Crystal Palace,eng Premier League,30,1987,34.0,89.0,56.0,43.0,32.0,14.0,31.0,96.0,32.3,65.0,1001.0,243.0,24.3,428.0,451.0,122.0,95.0,26.0,1.0,69.0,37.0,126.0,40.0,0.0
Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,28,1989,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
James McCarthy,ie IRL,MF,Everton,eng Premier League,27,1990,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Kevin McDonald,sco SCO,MF,Fulham,eng Premier League,29,1988,9.3,10.0,10.0,3.0,7.0,0.0,1.0,9.0,11.1,8.0,101.0,29.0,28.7,44.0,48.0,9.0,9.0,2.0,0.0,7.0,8.0,18.0,16.0,0.0
Levan Mchedlidze,ge GEO,"FW,DF",Empoli,it Serie A,28,1990,2.3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,47.0,12.0,25.5,4.0,19.0,24.0,5.0,0.0,0.0,5.0,0.0,1.0,3.0,0.0
Weston McKennie,us USA,"MF,DF",Schalke 04,de Bundesliga,19,1998,19.4,24.0,16.0,5.0,12.0,7.0,7.0,36.0,19.4,29.0,430.0,95.0,22.1,125.0,204.0,101.0,36.0,8.0,0.0,28.0,25.0,49.0,52.0,1.0
Dwight McNeil,eng ENG,"MF,FW",Burnley,eng Premier League,18,1999,17.7,25.0,11.0,13.0,9.0,3.0,11.0,47.0,23.4,36.0,497.0,101.0,20.3,173.0,219.0,105.0,35.0,3.0,0.0,32.0,17.0,42.0,30.0,0.0
Scott McTominay,sco SCO,"MF,DF",Manchester Utd,eng Premier League,21,1996,9.6,16.0,13.0,5.0,11.0,0.0,7.0,12.0,58.3,5.0,133.0,29.0,21.8,53.0,62.0,18.0,12.0,5.0,0.0,7.0,5.0,21.0,21.0,0.0
Iuri Medeiros,pt POR,"MF,FW",Genoa,it Serie A,24,1994,1.2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,16.0,4.0,25.0,3.0,10.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Nicky Medja,ch SUI,MF,Fiorentina,it Serie A,18,2000,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,7.0,23.3,2.0,19.0,9.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
Álvaro Medrán,es ESP,MF,Rayo Vallecano,es La Liga,24,1994,12.8,13.0,9.0,4.0,5.0,4.0,4.0,20.0,20.0,16.0,191.0,52.0,27.2,65.0,96.0,30.0,14.0,2.0,0.0,12.0,13.0,26.0,11.0,0.0
Ben Mee,eng ENG,DF,Burnley,eng Premier League,28,1989,38.0,54.0,24.0,41.0,13.0,0.0,24.0,42.0,57.1,18.0,232.0,77.0,33.2,166.0,62.0,4.0,83.0,54.0,3.0,29.0,31.0,85.0,279.0,6.0
Riccardo Meggiorini,it ITA,FW,Chievo,it Serie A,32,1985,17.2,24.0,15.0,5.0,12.0,7.0,4.0,22.0,18.2,18.0,404.0,77.0,19.1,49.0,217.0,138.0,23.0,3.0,0.0,20.0,9.0,33.0,25.0,0.0
Admir Mehmedi,ch SUI,"FW,MF",Wolfsburg,de Bundesliga,27,1991,18.8,50.0,34.0,21.0,19.0,10.0,16.0,43.0,37.2,27.0,429.0,111.0,25.9,101.0,195.0,133.0,30.0,0.0,0.0,30.0,11.0,61.0,6.0,0.0
Soualiho Meïté,fr FRA,MF,Torino,it Serie A,24,1994,29.5,61.0,48.0,19.0,28.0,14.0,17.0,51.0,33.3,34.0,559.0,166.0,29.7,174.0,279.0,106.0,59.0,6.0,0.0,53.0,22.0,83.0,21.0,0.0
Farid El Melali,dz ALG,"FW,MF",Angers,fr Ligue 1,21,1997,3.6,8.0,5.0,4.0,4.0,0.0,6.0,14.0,42.9,8.0,110.0,18.0,16.4,31.0,55.0,24.0,3.0,0.0,0.0,3.0,5.0,13.0,1.0,0.0
Óscar Melendo,es ESP,"MF,FW",Espanyol,es La Liga,20,1997,22.2,20.0,12.0,9.0,7.0,4.0,9.0,29.0,31.0,20.0,446.0,107.0,24.0,114.0,219.0,113.0,27.0,1.0,0.0,26.0,13.0,33.0,6.0,0.0
Gonzalo Melero,es ESP,MF,Huesca,es La Liga,24,1994,14.9,24.0,22.0,5.0,18.0,1.0,10.0,49.0,20.4,39.0,366.0,86.0,23.5,90.0,205.0,71.0,18.0,6.0,0.0,12.0,3.0,27.0,25.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur Melo,br BRA,MF,Barcelona,es La Liga,21,1996,15.9,17.0,15.0,5.0,9.0,3.0,5.0,18.0,27.8,13.0,350.0,98.0,28.0,78.0,198.0,74.0,15.0,1.0,0.0,14.0,9.0,26.0,5.0,0.0
Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,27,1990,29.6,75.0,35.0,54.0,19.0,2.0,33.0,57.0,57.9,24.0,373.0,124.0,33.2,231.0,122.0,20.0,56.0,21.0,2.0,35.0,26.0,101.0,79.0,0.0
Thiago Mendes,br BRA,MF,Lille,fr Ligue 1,26,1992,34.2,91.0,70.0,44.0,42.0,5.0,30.0,83.0,36.1,53.0,605.0,170.0,28.1,222.0,330.0,53.0,67.0,11.0,0.0,56.0,51.0,142.0,52.0,0.0
Brais Méndez,es ESP,"MF,FW",Celta Vigo,es La Liga,21,1997,26.1,58.0,43.0,21.0,29.0,8.0,16.0,62.0,25.8,46.0,686.0,181.0,26.4,181.0,337.0,168.0,37.0,1.0,0.0,36.0,15.0,73.0,25.0,0.0
Nathaniel Mendez-Laing,eng ENG,"MF,FW",Cardiff City,eng Premier League,26,1992,10.9,35.0,23.0,18.0,13.0,4.0,15.0,26.0,57.7,11.0,222.0,60.0,27.0,95.0,91.0,36.0,31.0,1.0,0.0,30.0,11.0,46.0,16.0,0.0
Stiven Mendoza,co COL,"FW,MF",Amiens,fr Ligue 1,26,1992,20.9,36.0,22.0,14.0,16.0,6.0,12.0,37.0,32.4,25.0,455.0,107.0,23.5,116.0,220.0,119.0,27.0,0.0,0.0,27.0,9.0,45.0,9.0,0.0
Alexandre Mendy,gw GNB,FW,Guingamp,fr Ligue 1,24,1994,8.5,4.0,3.0,0.0,3.0,1.0,1.0,6.0,16.7,5.0,150.0,37.0,24.7,10.0,74.0,66.0,2.0,0.0,0.0,2.0,2.0,6.0,7.0,0.0
Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,24,1994,10.0,15.0,8.0,7.0,8.0,0.0,7.0,18.0,38.9,11.0,103.0,33.0,32.0,44.0,39.0,20.0,16.0,4.0,0.0,12.0,9.0,24.0,14.0,1.0
Edouard Mendy,sn SEN,GK,Reims,fr Ligue 1,26,1992,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0
Ferland Mendy,fr FRA,DF,Lyon,fr Ligue 1,23,1995,28.1,48.0,30.0,31.0,13.0,4.0,11.0,16.0,68.8,5.0,312.0,99.0,31.7,155.0,99.0,58.0,42.0,6.0,0.0,36.0,25.0,73.0,55.0,0.0
Nampalys Mendy,fr FRA,MF,Leicester City,eng Premier League,26,1992,23.2,40.0,23.0,24.0,13.0,3.0,4.0,27.0,14.8,23.0,467.0,119.0,25.5,181.0,242.0,44.0,40.0,11.0,0.0,29.0,25.0,65.0,22.0,0.0
Hamza Mendyl,ma MAR,"DF,MF",Schalke 04,de Bundesliga,20,1997,6.0,18.0,14.0,5.0,10.0,3.0,5.0,17.0,29.4,12.0,92.0,28.0,30.4,39.0,40.0,13.0,16.0,2.0,0.0,14.0,8.0,26.0,10.0,0.0
Chris Mepham,wal WAL,DF,Bournemouth,eng Premier League,20,1997,9.4,10.0,4.0,10.0,0.0,0.0,4.0,6.0,66.7,2.0,107.0,29.0,27.1,79.0,24.0,4.0,18.0,6.0,0.0,12.0,11.0,21.0,64.0,1.0
Gabriel Mercado,ar ARG,DF,Sevilla,es La Liga,31,1987,19.3,40.0,27.0,22.0,17.0,1.0,19.0,34.0,55.9,15.0,183.0,63.0,34.4,97.0,73.0,13.0,40.0,14.0,0.0,26.0,17.0,57.0,89.0,1.0
Alex Meret,it ITA,GK,Napoli,it Serie A,21,1997,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mehdi Merghem,fr FRA,"FW,MF",Guingamp,fr Ligue 1,21,1997,8.0,25.0,13.0,12.0,9.0,4.0,4.0,12.0,33.3,8.0,199.0,60.0,30.2,49.0,92.0,58.0,14.0,0.0,0.0,14.0,5.0,30.0,4.0,0.0
Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,22,1996,22.8,48.0,38.0,19.0,26.0,3.0,16.0,59.0,27.1,43.0,656.0,138.0,21.0,156.0,351.0,149.0,41.0,4.0,0.0,37.0,27.0,75.0,37.0,2.0
Sabin Merino,es ESP,"FW,MF",Leganés,es La Liga,26,1992,3.3,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,52.0,12.0,23.1,7.0,32.0,13.0,3.0,1.0,0.0,2.0,0.0,2.0,5.0,0.0
Martín Merquelanz,es ESP,MF,Real Sociedad,es La Liga,23,1995,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dries Mertens,be BEL,FW,Napoli,it Serie A,31,1987,25.0,25.0,20.0,4.0,7.0,14.0,3.0,27.0,11.1,24.0,586.0,134.0,22.9,47.0,224.0,315.0,9.0,0.0,0.0,9.0,10.0,35.0,1.0,0.0
Roque Mesa,es ESP,MF,Sevilla,es La Liga,29,1989,19.4,50.0,36.0,24.0,17.0,9.0,12.0,35.0,34.3,23.0,445.0,116.0,26.1,144.0,217.0,84.0,20.0,2.0,0.0,18.0,19.0,69.0,10.0,0.0
Lionel Messi,ar ARG,FW,Barcelona,es La Liga,31,1987,30.1,15.0,12.0,6.0,3.0,6.0,3.0,20.0,15.0,17.0,324.0,91.0,28.1,25.0,131.0,168.0,14.0,0.0,0.0,14.0,5.0,20.0,0.0,0.0
Romain Métanire,mg MAD,"DF,MF",Reims,fr Ligue 1,28,1990,3.5,12.0,7.0,9.0,1.0,2.0,4.0,9.0,44.4,5.0,45.0,8.0,17.8,35.0,5.0,5.0,11.0,2.0,0.0,9.0,4.0,16.0,8.0,0.0
Thomas Meunier,be BEL,"DF,MF",Paris S-G,fr Ligue 1,26,1991,17.9,45.0,26.0,25.0,17.0,3.0,15.0,34.0,44.1,19.0,266.0,85.0,32.0,111.0,98.0,57.0,32.0,2.0,0.0,30.0,9.0,54.0,24.0,0.0
Mexer,mz MOZ,DF,Rennes,fr Ligue 1,29,1988,27.4,23.0,12.0,18.0,5.0,0.0,11.0,19.0,57.9,8.0,160.0,55.0,34.4,130.0,29.0,1.0,37.0,18.0,0.0,19.0,16.0,39.0,145.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Meyer,de GER,"MF,FW",Crystal Palace,eng Premier League,22,1995,15.7,34.0,16.0,16.0,15.0,3.0,9.0,23.0,39.1,14.0,305.0,78.0,25.6,120.0,140.0,45.0,17.0,1.0,0.0,16.0,10.0,44.0,15.0,0.0
Matt Miazga,us USA,DF,Nantes,fr Ligue 1,23,1995,8.0,11.0,6.0,9.0,2.0,0.0,4.0,9.0,44.4,5.0,59.0,22.0,37.3,45.0,14.0,0.0,18.0,8.0,0.0,10.0,9.0,20.0,26.0,1.0
Míchel,es ESP,MF,Valladolid,es La Liga,30,1988,28.4,57.0,47.0,25.0,28.0,4.0,19.0,85.0,22.4,66.0,596.0,136.0,22.8,206.0,350.0,40.0,49.0,3.0,0.0,46.0,34.0,91.0,39.0,1.0
Clément Michelin,fr FRA,DF,Toulouse,fr Ligue 1,21,1997,1.0,3.0,1.0,2.0,1.0,0.0,2.0,2.0,100.0,0.0,18.0,3.0,16.7,9.0,8.0,1.0,3.0,0.0,0.0,3.0,2.0,5.0,2.0,0.0
Petar Mićin,rs SRB,MF,Udinese,it Serie A,19,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel,es ESP,MF,Valladolid,es La Liga,18,1999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,14.3,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,21,1996,12.4,22.0,11.0,18.0,2.0,2.0,8.0,12.0,66.7,4.0,112.0,34.0,30.4,74.0,28.0,10.0,22.0,5.0,0.0,17.0,11.0,33.0,53.0,0.0
Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,20,1997,33.4,61.0,36.0,34.0,24.0,3.0,22.0,51.0,43.1,29.0,346.0,97.0,28.0,181.0,130.0,35.0,67.0,23.0,1.0,44.0,35.0,96.0,159.0,0.0
Arkadiusz Milik,pl POL,FW,Napoli,it Serie A,24,1994,26.6,16.0,10.0,0.0,5.0,11.0,1.0,20.0,5.0,19.0,520.0,111.0,21.3,15.0,184.0,321.0,11.0,3.0,0.0,8.0,6.0,22.0,12.0,0.0
Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,23,1995,26.6,51.0,34.0,19.0,24.0,8.0,16.0,57.0,28.1,41.0,425.0,108.0,25.4,87.0,228.0,110.0,44.0,4.0,0.0,40.0,23.0,74.0,39.0,0.0
Vanja Milinković-Savić,rs SRB,GK,SPAL,it Serie A,21,1997,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,27,1991,38.0,93.0,67.0,35.0,49.0,9.0,34.0,101.0,33.7,67.0,839.0,198.0,23.6,380.0,397.0,62.0,80.0,17.0,0.0,63.0,56.0,149.0,75.0,2.0
Pere Milla,es ESP,"FW,MF",Eibar,es La Liga,25,1992,3.8,7.0,6.0,1.0,4.0,2.0,0.0,5.0,0.0,5.0,95.0,36.0,37.9,19.0,54.0,22.0,7.0,1.0,0.0,6.0,3.0,10.0,0.0,0.0
Vincenzo Millico,it ITA,MF,Torino,it Serie A,17,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
