Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls commited,Fouls drawn,Offsides,Crosses,Interceptions,Tackles won,Penalties won,Penalties conceded,Own goals,Recoveries,Aerial Duels won,Aerial Duels lost,Aerial win %,% of dribblers tackled,A-xA,Assists,Att 3rd Pressures,Att 3rd tackles,Att 3rd touches,Attempted Dribbles,Blocked pass,Blocked shots,Blocks,CK in,CK out,CK str,Carries,Clearances,Corner Kicks,Crosses into Penalty Area,Dead Ball passes,Def 3rd Pressures,Def 3rd tackles,Def 3rd touches,Def Pen touches,Errors,Free Kick passes,G-xG,GCA OG,GCA dribbled,GCA fouls,GCA pass dead,GCA pass live,GCA shots,Goal-Creating Actions,Goal-Creating Actions p90,Goals,Goals per shot,Goals per shot on target,Ground passes,Head passes,High passes,Key Passes,Left passes,Live Ball passes,Live ball touches,Long Pass Completion %,Long Passes Attempted,Long Passes Completed,Low passes,Medium Pass Completion %,Medium Passes Attempted,Medium Passes Completed,Megs,Mid 3rd Pressures,Mid 3rd tackles,Mid 3rd touches,Miscon,No Tackels won,No of times dribbled past,No. Tackels,Non-penalty xG,Other passes,Pass Completion %,Pass Targets,Pass out of bounds,Passes Attempted,Passes Completed,Passes Dispossed,Passes Received,Passes Received %,Passes blocked,Passes completed,Passes intercepted,Passes into Final Third,Passes into Penalty Area,Passes offside,Passes under pressure,Penalty Kicks attempted,Penalty Kicks scored,Players dribbled past,Pressures,PrgDist,ProgDist carries,Progressive Passes,Right passes,SCA from dribbles,SCA from fouls,SCA pass dead,SCA pass live,SCA shots,ShSv,Short Pass Completion %,Short Passes Attempted,Short Passes Completed,Shot-Creating Actions,Shot-Creating Actions p90,Shots,Shots Total p90,Shots from Free Kicks,Shots on Target,Shots on Target %,Shots on Target p90,Succ Pressures,Succ Pressures %,Successful Dribble %,Successful Dribbles,Switches,Tackles v Dribble attempts,Tackles v Dribbles,Through Balls,Throw ins,Tkl+Int,TotDist,Total Distance carries,Touches,Touches in Box,np:G-xG,npxG/Sh,xA,xG
Mike Frantz,de GER,"MF,FW",Freiburg,de Bundesliga,31,1986,24.6,2.0,0.0,0.0,20.0,35.0,5.0,30.0,9.0,19.0,1.0,0.0,0.0,153.0,34.0,32.0,51.5,14.3,-0.1,1.0,78.0,5.0,218.0,10.0,32.0,4.0,36.0,0.0,0.0,0.0,555.0,34.0,0.0,10.0,43.0,115.0,12.0,236.0,35.0,0.0,11.0,0.1,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.12,2.0,0.11,0.2,423.0,62.0,151.0,14.0,106.0,628.0,837.0,68.2,170.0,116.0,97.0,80.3,472.0,379.0,0.0,151.0,14.0,475.0,28.0,19.0,18.0,31.0,1.9,5.0,75.9,739.0,14.0,671.0,509.0,19.0,556.0,75.2,24.0,509.0,10.0,28.0,15.0,0.0,94.0,0.0,0.0,5.0,344.0,2572.0,1540.0,51.0,439.0,2.0,4.0,0.0,20.0,1.0,0.0,48.3,29.0,14.0,27.0,1.1,19.0,0.77,0.0,10.0,52.6,0.41,82.0,23.8,40.0,4.0,13.0,21.0,3.0,0.0,30.0,40.0,9732.0,3026.0,876.0,38.0,0.1,0.1,1.1,1.9
Ryan Fraser,sco SCO,"MF,FW",Bournemouth,eng Premier League,24,1994,35.2,2.0,0.0,0.0,6.0,67.0,10.0,156.0,13.0,6.0,1.0,0.0,0.0,215.0,8.0,21.0,27.6,17.6,2.2,14.0,96.0,0.0,947.0,44.0,35.0,6.0,41.0,9.0,13.0,2.0,1317.0,22.0,112.0,24.0,216.0,165.0,7.0,254.0,38.0,0.0,59.0,2.5,0.0,2.0,0.0,6.0,11.0,0.0,19.0,0.54,7.0,0.14,0.29,923.0,55.0,387.0,87.0,251.0,1289.0,1604.0,48.7,425.0,207.0,195.0,78.7,1010.0,795.0,1.0,229.0,7.0,722.0,44.0,6.0,28.0,14.0,4.5,5.0,67.7,1594.0,31.0,1505.0,1019.0,49.0,1274.0,79.9,76.0,1019.0,49.0,79.0,64.0,6.0,239.0,0.0,0.0,25.0,490.0,6522.0,4816.0,225.0,1173.0,6.0,5.0,37.0,79.0,4.0,1.0,24.3,70.0,17.0,131.0,3.72,50.0,1.42,3.0,24.0,48.0,0.68,85.0,17.3,50.0,22.0,75.0,34.0,6.0,3.0,16.0,27.0,18740.0,8025.0,1807.0,125.0,2.5,0.09,11.8,4.5
Pierluigi Frattali,it ITA,GK,Parma,it Serie A,32,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,15.0,0.0,0.0,42.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,15.0,0.0,2.0,23.0,27.0,54.2,24.0,13.0,2.0,100.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,71.1,14.0,1.0,38.0,27.0,0.0,14.0,100.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,26.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.0,44.0,42.0,0.0,0.0,0.0,0.0,0.0
Fred,br BRA,MF,Manchester Utd,eng Premier League,25,1993,11.6,2.0,0.0,0.0,25.0,18.0,1.0,6.0,15.0,25.0,0.0,1.0,0.0,141.0,3.0,12.0,20.0,27.6,0.1,1.0,37.0,2.0,171.0,20.0,30.0,2.0,32.0,0.0,0.0,0.0,692.0,6.0,4.0,2.0,28.0,108.0,15.0,204.0,24.0,1.0,21.0,0.2,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.17,1.0,0.06,0.5,573.0,13.0,107.0,14.0,534.0,741.0,898.0,78.3,212.0,166.0,89.0,89.2,536.0,478.0,2.0,195.0,20.0,616.0,14.0,25.0,21.0,37.0,0.8,2.0,85.3,697.0,17.0,769.0,656.0,17.0,647.0,92.8,16.0,656.0,11.0,79.0,6.0,5.0,136.0,0.0,0.0,13.0,340.0,3451.0,1741.0,72.0,217.0,0.0,2.0,2.0,19.0,1.0,0.0,57.1,21.0,12.0,24.0,2.07,17.0,1.47,1.0,2.0,11.8,0.17,90.0,26.5,55.0,11.0,35.0,29.0,8.0,0.0,2.0,52.0,13141.0,3441.0,924.0,11.0,0.2,0.05,0.9,0.8
Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,25,1992,12.1,5.0,0.0,0.0,9.0,10.0,1.0,20.0,7.0,17.0,0.0,1.0,0.0,99.0,17.0,9.0,65.4,53.3,-0.2,0.0,9.0,0.0,168.0,12.0,27.0,4.0,31.0,0.0,0.0,0.0,365.0,56.0,0.0,6.0,106.0,121.0,27.0,244.0,62.0,0.0,7.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.08,1.0,0.2,0.5,297.0,37.0,162.0,3.0,43.0,442.0,596.0,44.4,99.0,44.0,89.0,81.7,426.0,348.0,0.0,40.0,4.0,320.0,7.0,17.0,14.0,31.0,0.5,0.0,72.4,396.0,15.0,548.0,397.0,5.0,359.0,90.7,20.0,397.0,8.0,18.0,8.0,1.0,103.0,0.0,0.0,8.0,170.0,2556.0,1264.0,48.0,359.0,0.0,0.0,2.0,6.0,1.0,1.0,21.7,23.0,5.0,9.0,0.75,5.0,0.41,0.0,2.0,40.0,0.17,37.0,21.8,66.7,8.0,5.0,30.0,16.0,0.0,99.0,38.0,6041.0,2088.0,697.0,18.0,0.5,0.09,0.2,0.5
Remo Freuler,ch SUI,MF,Atalanta,it Serie A,26,1992,33.6,4.0,0.0,0.0,41.0,72.0,0.0,17.0,28.0,70.0,1.0,0.0,0.0,403.0,27.0,31.0,46.6,38.2,2.5,6.0,143.0,17.0,796.0,52.0,71.0,10.0,81.0,0.0,0.0,0.0,2001.0,49.0,1.0,3.0,117.0,228.0,43.0,465.0,65.0,0.0,100.0,-1.0,0.0,0.0,2.0,1.0,9.0,1.0,13.0,0.39,2.0,0.07,0.33,1887.0,75.0,178.0,42.0,332.0,2145.0,2577.0,80.1,443.0,355.0,197.0,91.1,1759.0,1603.0,0.0,438.0,40.0,1633.0,38.0,70.0,68.0,100.0,3.0,6.0,87.8,2030.0,29.0,2262.0,1987.0,46.0,1878.0,92.5,30.0,1987.0,41.0,230.0,43.0,9.0,317.0,0.0,0.0,39.0,809.0,8884.0,6553.0,223.0,1812.0,2.0,2.0,1.0,87.0,5.0,0.0,48.3,60.0,29.0,97.0,2.89,28.0,0.83,0.0,6.0,21.4,0.18,250.0,30.9,69.2,36.0,41.0,110.0,42.0,4.0,15.0,128.0,35734.0,12365.0,2669.0,68.0,-1.0,0.11,3.5,3.0
Nicolas Frey,fr FRA,DF,Chievo,it Serie A,34,1984,2.5,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,17.0,4.0,2.0,66.7,25.0,0.0,0.0,3.0,0.0,13.0,0.0,4.0,3.0,7.0,0.0,0.0,0.0,80.0,16.0,0.0,0.0,25.0,12.0,1.0,66.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,3.0,50.0,1.0,10.0,97.0,125.0,58.1,43.0,25.0,14.0,94.8,77.0,73.0,0.0,14.0,3.0,73.0,0.0,2.0,3.0,4.0,0.0,0.0,80.3,78.0,3.0,122.0,98.0,0.0,77.0,98.7,2.0,98.0,1.0,9.0,0.0,0.0,14.0,0.0,0.0,0.0,29.0,1005.0,143.0,13.0,86.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.1,0.0,0.0,1.0,4.0,1.0,0.0,21.0,8.0,2104.0,277.0,150.0,0.0,0.0,0.0,0.0,0.0
Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,20,1998,5.3,3.0,0.0,0.0,8.0,5.0,0.0,2.0,8.0,8.0,0.0,1.0,0.0,32.0,7.0,2.0,77.8,46.7,0.0,0.0,9.0,3.0,32.0,3.0,9.0,5.0,14.0,0.0,0.0,0.0,210.0,27.0,0.0,0.0,34.0,47.0,7.0,123.0,34.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,7.0,46.0,0.0,161.0,230.0,305.0,82.8,99.0,82.0,31.0,91.3,161.0,147.0,0.0,30.0,3.0,193.0,2.0,8.0,8.0,13.0,0.0,2.0,87.1,211.0,4.0,264.0,230.0,1.0,203.0,96.2,4.0,230.0,6.0,22.0,0.0,0.0,17.0,0.0,0.0,1.0,86.0,1810.0,461.0,28.0,64.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,4.0,1.0,1.0,0.19,1.0,0.19,0.0,0.0,0.0,0.0,31.0,36.0,33.3,1.0,7.0,15.0,7.0,0.0,30.0,21.0,5115.0,962.0,339.0,1.0,0.0,0.02,0.0,0.0
Alexander Fuchs,de GER,MF,Nürnberg,de Bundesliga,21,1997,7.3,3.0,0.0,0.0,14.0,12.0,0.0,3.0,6.0,11.0,0.0,0.0,0.0,61.0,2.0,5.0,28.6,37.5,-0.7,0.0,29.0,2.0,106.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,247.0,4.0,0.0,0.0,3.0,28.0,3.0,62.0,10.0,0.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,199.0,15.0,25.0,9.0,28.0,240.0,318.0,68.1,47.0,32.0,19.0,79.8,188.0,150.0,0.0,76.0,9.0,172.0,10.0,11.0,5.0,14.0,0.7,2.0,74.9,263.0,3.0,243.0,182.0,10.0,215.0,81.7,11.0,182.0,11.0,27.0,2.0,1.0,49.0,0.0,0.0,7.0,133.0,656.0,766.0,21.0,195.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,8.0,0.0,13.0,1.79,6.0,0.82,0.0,1.0,16.7,0.14,25.0,18.8,58.3,7.0,6.0,8.0,3.0,1.0,1.0,20.0,3329.0,1381.0,319.0,13.0,0.3,0.11,0.7,0.7
Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,32,1986,2.3,0.0,0.0,0.0,3.0,2.0,0.0,14.0,3.0,2.0,0.0,0.0,0.0,29.0,2.0,2.0,50.0,100.0,-0.3,0.0,4.0,1.0,72.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,115.0,7.0,0.0,4.0,28.0,24.0,1.0,48.0,7.0,0.0,3.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,6.0,46.0,6.0,114.0,130.0,154.0,53.2,47.0,25.0,37.0,91.4,105.0,96.0,0.0,16.0,2.0,68.0,3.0,2.0,0.0,4.0,0.1,2.0,76.6,120.0,3.0,158.0,121.0,2.0,107.0,89.2,8.0,121.0,2.0,11.0,6.0,1.0,20.0,0.0,0.0,1.0,44.0,1103.0,241.0,30.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,10.0,4.35,2.0,0.87,0.0,0.0,0.0,0.0,18.0,40.9,100.0,1.0,5.0,1.0,1.0,0.0,25.0,7.0,2337.0,394.0,181.0,2.0,-0.1,0.03,0.3,0.1
Javi Fuego,es ESP,MF,Villarreal,es La Liga,34,1984,2.6,1.0,0.0,0.0,7.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,31.0,2.0,3.0,40.0,41.7,0.0,0.0,6.0,0.0,16.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,97.0,14.0,0.0,0.0,11.0,19.0,6.0,47.0,14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.39,0.0,0.0,0.0,92.0,4.0,29.0,0.0,28.0,125.0,157.0,63.0,27.0,17.0,15.0,88.0,100.0,88.0,0.0,30.0,0.0,108.0,1.0,4.0,7.0,6.0,0.0,0.0,79.4,109.0,2.0,136.0,108.0,2.0,98.0,89.9,6.0,108.0,0.0,12.0,0.0,0.0,19.0,0.0,0.0,3.0,55.0,734.0,160.0,12.0,102.0,0.0,0.0,1.0,3.0,0.0,0.0,33.3,9.0,3.0,4.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,16.0,29.1,75.0,3.0,3.0,12.0,5.0,0.0,0.0,7.0,1897.0,372.0,166.0,0.0,0.0,0.0,0.0,0.0
Angelo Fulgini,fr FRA,"MF,FW",Angers,fr Ligue 1,21,1996,18.2,1.0,0.0,0.0,20.0,46.0,1.0,18.0,29.0,20.0,1.0,0.0,0.0,144.0,13.0,19.0,40.6,19.4,-1.9,1.0,84.0,4.0,436.0,66.0,31.0,4.0,35.0,2.0,4.0,1.0,803.0,9.0,24.0,2.0,59.0,142.0,16.0,190.0,25.0,0.0,27.0,0.8,1.0,1.0,1.0,0.0,2.0,0.0,5.0,0.28,4.0,0.13,0.36,570.0,25.0,118.0,36.0,88.0,726.0,1001.0,56.5,161.0,91.0,97.0,83.4,584.0,487.0,2.0,214.0,12.0,512.0,33.0,20.0,29.0,32.0,3.2,2.0,75.8,901.0,14.0,785.0,595.0,53.0,733.0,81.4,28.0,595.0,21.0,44.0,34.0,4.0,177.0,0.0,0.0,38.0,440.0,3075.0,2624.0,94.0,650.0,3.0,7.0,7.0,47.0,2.0,0.0,42.5,40.0,17.0,67.0,3.69,31.0,1.71,3.0,11.0,35.5,0.61,98.0,22.3,56.1,37.0,25.0,36.0,7.0,9.0,8.0,61.0,9873.0,4606.0,1057.0,69.0,0.8,0.1,2.9,3.2
Niclas Füllkrug,de GER,FW,Hannover 96,de Bundesliga,25,1993,12.4,1.0,0.0,0.0,20.0,14.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,40.0,46.0,33.0,58.2,0.0,0.0,1.0,58.0,0.0,232.0,13.0,11.0,5.0,16.0,0.0,0.0,0.0,292.0,8.0,0.0,1.0,34.0,11.0,0.0,32.0,13.0,0.0,0.0,-1.7,0.0,0.0,1.0,0.0,4.0,0.0,5.0,0.4,2.0,0.03,0.08,207.0,60.0,69.0,13.0,66.0,345.0,496.0,53.2,62.0,33.0,103.0,74.4,293.0,218.0,0.0,90.0,0.0,296.0,34.0,0.0,11.0,0.0,2.9,10.0,68.1,652.0,5.0,379.0,258.0,23.0,418.0,64.1,18.0,258.0,11.0,30.0,7.0,2.0,103.0,1.0,1.0,9.0,159.0,857.0,849.0,30.0,201.0,2.0,1.0,0.0,23.0,3.0,0.0,29.2,24.0,7.0,29.0,2.35,38.0,3.08,0.0,13.0,34.2,1.05,33.0,20.8,46.2,6.0,6.0,11.0,0.0,1.0,3.0,0.0,3935.0,1538.0,531.0,59.0,-1.9,0.08,1.0,3.7
Ramiro Funes Mori,ar ARG,"DF,MF",Villarreal,es La Liga,27,1991,29.2,15.0,0.0,0.0,32.0,22.0,2.0,3.0,32.0,26.0,0.0,0.0,1.0,315.0,59.0,25.0,70.2,40.8,0.5,1.0,15.0,2.0,91.0,20.0,22.0,23.0,45.0,0.0,0.0,0.0,951.0,182.0,1.0,0.0,35.0,178.0,31.0,825.0,210.0,3.0,29.0,-0.1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.07,2.0,0.08,0.33,818.0,77.0,267.0,6.0,523.0,1176.0,1519.0,75.6,508.0,384.0,126.0,88.5,685.0,606.0,0.0,119.0,10.0,740.0,5.0,26.0,29.0,43.0,2.1,1.0,82.2,902.0,34.0,1211.0,995.0,7.0,877.0,97.2,16.0,995.0,13.0,73.0,4.0,2.0,153.0,0.0,0.0,16.0,312.0,6903.0,3281.0,69.0,578.0,1.0,0.0,1.0,12.0,6.0,1.0,27.8,18.0,5.0,20.0,0.69,26.0,0.89,0.0,6.0,23.1,0.21,92.0,29.5,75.0,15.0,40.0,49.0,20.0,0.0,5.0,75.0,23044.0,6083.0,1553.0,25.0,-0.1,0.08,0.5,2.1
Manolo Gabbiadini,it ITA,"FW,MF",Southampton,eng Premier League,26,1991,5.3,0.0,0.0,0.0,9.0,8.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,28.0,5.0,19.0,20.8,25.0,-0.2,0.0,27.0,0.0,91.0,10.0,6.0,0.0,6.0,0.0,0.0,0.0,117.0,5.0,0.0,0.0,2.0,16.0,1.0,27.0,4.0,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.19,1.0,0.05,0.13,79.0,12.0,20.0,4.0,81.0,117.0,174.0,45.5,11.0,5.0,20.0,75.5,98.0,74.0,0.0,36.0,4.0,75.0,3.0,2.0,3.0,5.0,1.9,1.0,69.7,231.0,3.0,119.0,83.0,1.0,122.0,52.8,7.0,83.0,2.0,3.0,3.0,2.0,34.0,0.0,0.0,5.0,79.0,293.0,328.0,5.0,21.0,2.0,2.0,0.0,7.0,0.0,0.0,40.0,10.0,4.0,11.0,2.08,21.0,3.97,1.0,8.0,38.1,1.51,18.0,22.8,30.0,3.0,0.0,4.0,1.0,0.0,0.0,9.0,1114.0,676.0,176.0,18.0,-0.9,0.09,0.2,1.9
Manolo Gabbiadini,it ITA,FW,Sampdoria,it Serie A,26,1991,9.0,5.0,0.0,0.0,18.0,12.0,3.0,19.0,4.0,1.0,1.0,0.0,0.0,34.0,10.0,18.0,35.7,0.0,0.6,2.0,114.0,2.0,242.0,13.0,6.0,2.0,8.0,5.0,2.0,0.0,293.0,4.0,13.0,2.0,31.0,15.0,0.0,23.0,7.0,0.0,9.0,1.9,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.44,4.0,0.15,0.33,198.0,4.0,47.0,15.0,252.0,284.0,382.0,49.1,55.0,27.0,70.0,79.9,234.0,187.0,1.0,115.0,1.0,166.0,19.0,1.0,10.0,3.0,2.1,6.0,71.4,489.0,4.0,315.0,225.0,12.0,317.0,64.8,17.0,225.0,5.0,12.0,12.0,3.0,67.0,0.0,0.0,10.0,244.0,876.0,636.0,34.0,42.0,1.0,2.0,4.0,20.0,1.0,0.0,42.3,26.0,11.0,28.0,3.1,27.0,2.99,1.0,12.0,44.4,1.33,59.0,24.2,69.2,9.0,8.0,10.0,0.0,3.0,3.0,7.0,3361.0,1466.0,410.0,44.0,1.9,0.08,1.4,2.1
Mijat Gaćinović,rs SRB,MF,Eint Frankfurt,de Bundesliga,23,1995,18.1,3.0,0.0,0.0,20.0,41.0,2.0,19.0,25.0,17.0,1.0,0.0,0.0,166.0,5.0,17.0,22.7,19.0,-1.0,1.0,110.0,7.0,330.0,49.0,27.0,0.0,27.0,3.0,1.0,0.0,577.0,11.0,11.0,2.0,27.0,83.0,8.0,114.0,14.0,0.0,11.0,-1.7,0.0,0.0,1.0,0.0,6.0,0.0,7.0,0.39,0.0,0.0,0.0,424.0,48.0,90.0,18.0,125.0,581.0,797.0,59.6,141.0,84.0,94.0,76.1,440.0,335.0,2.0,239.0,19.0,455.0,31.0,17.0,34.0,34.0,1.7,4.0,70.2,655.0,12.0,608.0,427.0,22.0,515.0,78.6,31.0,427.0,21.0,38.0,23.0,5.0,105.0,0.0,0.0,30.0,432.0,2049.0,2382.0,70.0,421.0,1.0,2.0,2.0,31.0,0.0,0.0,29.6,27.0,8.0,36.0,1.99,22.0,1.22,0.0,1.0,4.5,0.06,121.0,28.0,53.1,26.0,18.0,42.0,8.0,2.0,5.0,59.0,7560.0,3909.0,821.0,51.0,-1.7,0.08,2.0,1.7
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gianluca Gaetano,it ITA,FW,Napoli,it Serie A,18,2000,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,-0.2,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,3.0,11.0,16.0,0.0,0.0,0.0,2.0,90.0,10.0,9.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,90.9,16.0,0.0,11.0,10.0,2.0,14.0,87.5,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,5.0,39.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,1.0,1.0,3.0,33.75,1.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,82.0,16.0,3.0,0.0,0.03,0.2,0.0
Roberto Gagliardini,it ITA,MF,Inter,it Serie A,24,1994,12.1,4.0,0.0,0.0,28.0,19.0,1.0,7.0,16.0,23.0,0.0,0.0,0.0,115.0,36.0,20.0,64.3,28.1,-1.2,0.0,50.0,5.0,246.0,12.0,20.0,4.0,24.0,0.0,0.0,0.0,661.0,26.0,0.0,1.0,15.0,76.0,12.0,157.0,29.0,0.0,10.0,2.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.08,5.0,0.23,0.45,616.0,36.0,103.0,18.0,83.0,783.0,940.0,77.8,153.0,119.0,79.0,91.3,619.0,565.0,0.0,164.0,12.0,610.0,20.0,23.0,23.0,29.0,2.7,3.0,87.6,798.0,18.0,798.0,699.0,14.0,724.0,90.7,10.0,699.0,7.0,85.0,9.0,2.0,114.0,0.0,0.0,8.0,290.0,3306.0,1808.0,90.0,651.0,1.0,0.0,1.0,33.0,0.0,0.0,57.7,26.0,15.0,35.0,2.9,22.0,1.82,0.0,11.0,50.0,0.91,79.0,27.2,66.7,8.0,16.0,32.0,9.0,1.0,2.0,45.0,11965.0,3212.0,952.0,34.0,2.3,0.12,1.2,2.7
Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,28,1990,33.8,7.0,0.0,0.0,33.0,41.0,0.0,28.0,52.0,38.0,0.0,2.0,1.0,311.0,29.0,34.0,46.0,33.3,0.8,2.0,26.0,2.0,187.0,13.0,46.0,33.0,79.0,0.0,0.0,0.0,958.0,207.0,0.0,4.0,186.0,307.0,43.0,947.0,332.0,4.0,42.0,-1.3,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.12,0.0,0.0,0.0,835.0,72.0,362.0,14.0,840.0,1190.0,1646.0,61.9,470.0,291.0,179.0,84.9,863.0,733.0,2.0,93.0,19.0,795.0,16.0,38.0,50.0,64.0,1.3,6.0,74.9,925.0,29.0,1376.0,1030.0,7.0,893.0,96.5,41.0,1030.0,29.0,79.0,14.0,8.0,200.0,0.0,0.0,9.0,426.0,9786.0,2965.0,154.0,306.0,0.0,1.0,0.0,22.0,3.0,1.0,14.0,43.0,6.0,26.0,0.77,20.0,0.59,0.0,3.0,15.0,0.09,123.0,28.9,61.5,8.0,25.0,75.0,25.0,1.0,144.0,116.0,21590.0,5035.0,1826.0,25.0,-1.3,0.07,1.2,1.3
Milan Gajić,rs SRB,DF,Bordeaux,fr Ligue 1,22,1996,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,7.0,2.0,2.0,50.0,100.0,0.0,0.0,3.0,1.0,13.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,32.0,5.0,0.0,0.0,12.0,17.0,1.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,6.0,0.0,13.0,35.0,49.0,28.6,7.0,2.0,16.0,89.7,39.0,35.0,0.0,3.0,0.0,25.0,0.0,2.0,0.0,2.0,0.0,0.0,80.9,35.0,1.0,47.0,38.0,3.0,31.0,88.6,2.0,38.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,23.0,281.0,57.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,26.1,0.0,0.0,0.0,1.0,1.0,0.0,12.0,3.0,574.0,122.0,61.0,1.0,0.0,0.0,0.0,0.0
