Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls commited,Fouls drawn,Offsides,Crosses,Interceptions,Tackles won,Penalties won,Penalties conceded,Own goals,Recoveries,Aerial Duels won,Aerial Duels lost,Aerial win %,% of dribblers tackled,A-xA,Assists,Att 3rd Pressures,Att 3rd tackles,Att 3rd touches,Attempted Dribbles,Blocked pass,Blocked shots,Blocks,CK in,CK out,CK str,Carries,Clearances,Corner Kicks,Crosses into Penalty Area,Dead Ball passes,Def 3rd Pressures,Def 3rd tackles,Def 3rd touches,Def Pen touches,Errors,Free Kick passes,G-xG,GCA OG,GCA dribbled,GCA fouls,GCA pass dead,GCA pass live,GCA shots,Goal-Creating Actions,Goal-Creating Actions p90,Goals,Goals per shot,Goals per shot on target,Ground passes,Head passes,High passes,Key Passes,Left passes,Live Ball passes,Live ball touches,Long Pass Completion %,Long Passes Attempted,Long Passes Completed,Low passes,Medium Pass Completion %,Medium Passes Attempted,Medium Passes Completed,Megs,Mid 3rd Pressures,Mid 3rd tackles,Mid 3rd touches,Miscon,No Tackels won,No of times dribbled past,No. Tackels,Non-penalty xG,Other passes,Pass Completion %,Pass Targets,Pass out of bounds,Passes Attempted,Passes Completed,Passes Dispossed,Passes Received,Passes Received %,Passes blocked,Passes completed,Passes intercepted,Passes into Final Third,Passes into Penalty Area,Passes offside,Passes under pressure,Penalty Kicks attempted,Penalty Kicks scored,Players dribbled past,Pressures,PrgDist,ProgDist carries,Progressive Passes,Right passes,SCA from dribbles,SCA from fouls,SCA pass dead,SCA pass live,SCA shots,ShSv,Short Pass Completion %,Short Passes Attempted,Short Passes Completed,Shot-Creating Actions,Shot-Creating Actions p90,Shots,Shots Total p90,Shots from Free Kicks,Shots on Target,Shots on Target %,Shots on Target p90,Succ Pressures,Succ Pressures %,Successful Dribble %,Successful Dribbles,Switches,Tackles v Dribble attempts,Tackles v Dribbles,Through Balls,Throw ins,Tkl+Int,TotDist,Total Distance carries,Touches,Touches in Box,np:G-xG,npxG/Sh,xA,xG
Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,22,1996,22.6,4.0,0.0,0.0,24.0,28.0,0.0,30.0,28.0,28.0,0.0,0.0,0.0,208.0,19.0,23.0,45.2,53.8,-0.4,0.0,30.0,4.0,253.0,39.0,32.0,8.0,40.0,3.0,0.0,0.0,642.0,85.0,3.0,5.0,218.0,129.0,30.0,392.0,88.0,0.0,17.0,-0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04,0.0,0.0,0.0,470.0,80.0,286.0,8.0,51.0,750.0,997.0,41.9,246.0,103.0,212.0,82.0,689.0,565.0,1.0,63.0,12.0,634.0,18.0,28.0,24.0,46.0,0.1,1.0,69.5,635.0,30.0,968.0,673.0,14.0,570.0,89.8,41.0,673.0,23.0,63.0,14.0,4.0,118.0,0.0,0.0,29.0,222.0,5682.0,2395.0,149.0,633.0,1.0,0.0,0.0,20.0,0.0,1.0,15.2,33.0,5.0,21.0,0.93,2.0,0.09,0.0,0.0,0.0,0.0,52.0,23.4,71.8,28.0,18.0,52.0,28.0,0.0,196.0,74.0,11708.0,3695.0,1208.0,8.0,-0.1,0.07,0.4,0.1
Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,22,1996,11.7,4.0,1.0,0.0,20.0,8.0,1.0,1.0,4.0,14.0,0.0,0.0,0.0,90.0,30.0,12.0,71.4,35.3,-0.1,0.0,5.0,0.0,39.0,6.0,15.0,8.0,23.0,0.0,0.0,0.0,469.0,95.0,0.0,1.0,38.0,82.0,11.0,346.0,74.0,1.0,17.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,0.75,386.0,24.0,150.0,2.0,452.0,539.0,698.0,63.6,231.0,147.0,41.0,90.1,334.0,301.0,0.0,50.0,9.0,396.0,2.0,14.0,11.0,20.0,1.5,3.0,78.3,470.0,17.0,577.0,452.0,4.0,453.0,96.4,10.0,452.0,9.0,37.0,3.0,3.0,83.0,0.0,0.0,5.0,137.0,4103.0,1285.0,34.0,68.0,1.0,0.0,1.0,4.0,0.0,0.0,33.3,12.0,4.0,6.0,0.51,10.0,0.86,0.0,4.0,40.0,0.34,38.0,27.7,83.3,5.0,20.0,17.0,6.0,0.0,21.0,24.0,10088.0,2433.0,735.0,10.0,1.5,0.15,0.1,1.5
Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,30,1988,27.3,4.0,0.0,0.0,22.0,25.0,26.0,15.0,7.0,14.0,0.0,0.0,0.0,129.0,11.0,14.0,44.0,40.0,2.5,8.0,282.0,8.0,779.0,55.0,16.0,6.0,22.0,0.0,0.0,0.0,903.0,1.0,1.0,1.0,49.0,26.0,3.0,28.0,5.0,0.0,0.0,0.3,0.0,2.0,2.0,0.0,12.0,1.0,17.0,0.62,21.0,0.16,0.46,612.0,18.0,61.0,34.0,75.0,736.0,1090.0,74.2,62.0,46.0,112.0,87.3,678.0,592.0,5.0,154.0,6.0,426.0,66.0,14.0,6.0,17.0,19.2,8.0,84.7,1389.0,9.0,785.0,665.0,65.0,892.0,64.2,21.0,665.0,17.0,37.0,44.0,3.0,201.0,2.0,2.0,32.0,462.0,1686.0,3194.0,68.0,668.0,6.0,7.0,1.0,51.0,8.0,0.0,60.0,45.0,27.0,73.0,2.67,118.0,4.32,3.0,41.0,34.7,1.5,123.0,26.6,52.7,29.0,3.0,10.0,4.0,6.0,8.0,24.0,9245.0,5906.0,1142.0,241.0,-0.2,0.16,5.5,20.7
Ruben Aguilar,fr FRA,"DF,MF",Montpellier,fr Ligue 1,25,1993,28.1,8.0,0.0,0.0,38.0,41.0,1.0,81.0,26.0,55.0,0.0,1.0,0.0,269.0,25.0,28.0,47.2,48.0,0.8,4.0,73.0,23.0,670.0,79.0,40.0,5.0,45.0,0.0,0.0,0.0,1309.0,48.0,1.0,24.0,287.0,235.0,39.0,449.0,68.0,2.0,12.0,0.3,0.0,1.0,1.0,0.0,5.0,1.0,8.0,0.28,1.0,0.08,0.25,998.0,41.0,339.0,46.0,68.0,1355.0,1695.0,60.8,319.0,194.0,305.0,88.0,1278.0,1125.0,2.0,247.0,35.0,989.0,38.0,55.0,39.0,97.0,0.7,9.0,80.9,1366.0,19.0,1642.0,1328.0,38.0,1194.0,87.4,59.0,1328.0,32.0,77.0,47.0,9.0,286.0,0.0,0.0,59.0,555.0,9218.0,4529.0,247.0,1233.0,5.0,7.0,7.0,74.0,2.0,0.0,20.0,45.0,9.0,95.0,3.38,13.0,0.46,0.0,4.0,30.8,0.14,160.0,28.8,73.4,58.0,36.0,75.0,36.0,0.0,274.0,123.0,22716.0,7342.0,1973.0,36.0,0.3,0.06,3.2,0.7
Juan Aguilera,es ESP,MF,Huesca,es La Liga,32,1985,3.8,1.0,0.0,0.0,3.0,6.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,37.0,2.0,4.0,33.3,8.3,0.0,0.0,6.0,1.0,42.0,2.0,4.0,3.0,7.0,0.0,0.0,0.0,156.0,3.0,0.0,1.0,4.0,8.0,0.0,28.0,4.0,0.0,4.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,10.0,22.0,1.0,15.0,181.0,208.0,69.7,33.0,23.0,15.0,92.1,152.0,140.0,0.0,27.0,1.0,154.0,2.0,2.0,11.0,2.0,0.5,0.0,88.1,167.0,2.0,185.0,163.0,2.0,150.0,89.8,1.0,163.0,3.0,16.0,3.0,1.0,18.0,0.0,0.0,2.0,41.0,771.0,415.0,12.0,158.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.31,3.0,0.78,0.0,1.0,33.3,0.26,8.0,19.5,50.0,1.0,7.0,12.0,1.0,0.0,0.0,4.0,2694.0,762.0,212.0,4.0,-0.5,0.17,0.0,0.5
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,it Serie A,27,1990,1.8,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,4.0,5.0,44.4,33.3,0.0,0.0,6.0,1.0,14.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,10.0,1.0,13.0,4.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,4.0,1.0,2.0,31.0,56.0,100.0,6.0,6.0,8.0,82.6,23.0,19.0,0.0,18.0,3.0,30.0,3.0,4.0,2.0,5.0,0.3,2.0,83.9,45.0,0.0,31.0,26.0,1.0,34.0,75.6,2.0,26.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,34.0,61.0,37.0,0.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0,2.0,1.0,2.0,1.12,3.0,1.68,0.0,0.0,0.0,0.0,6.0,17.6,0.0,0.0,2.0,3.0,1.0,0.0,0.0,5.0,475.0,98.0,56.0,3.0,-0.3,0.1,0.0,0.3
Jean-Eudes Aholou,ci CIV,MF,Monaco,fr Ligue 1,24,1994,11.9,2.0,0.0,0.0,26.0,17.0,0.0,2.0,11.0,17.0,0.0,0.0,0.0,119.0,12.0,12.0,50.0,40.9,0.8,1.0,20.0,4.0,142.0,13.0,10.0,0.0,10.0,0.0,0.0,0.0,481.0,13.0,0.0,0.0,11.0,65.0,11.0,120.0,10.0,0.0,9.0,-0.6,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.17,0.0,0.0,0.0,425.0,32.0,69.0,4.0,428.0,541.0,650.0,72.7,128.0,93.0,58.0,88.5,410.0,363.0,0.0,134.0,10.0,457.0,16.0,17.0,13.0,25.0,0.6,1.0,84.2,492.0,12.0,552.0,465.0,13.0,454.0,92.3,6.0,465.0,10.0,48.0,4.0,0.0,76.0,0.0,0.0,7.0,219.0,2135.0,1732.0,54.0,81.0,0.0,0.0,0.0,16.0,3.0,0.0,64.3,14.0,9.0,19.0,1.59,14.0,1.17,0.0,3.0,21.4,0.25,63.0,28.8,53.8,7.0,12.0,22.0,9.0,0.0,1.0,36.0,8682.0,2935.0,659.0,21.0,-0.6,0.04,0.2,0.6
Antonis Aidonis,de GER,DF,Stuttgart,de Bundesliga,17,2001,0.9,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,33.3,0.0,0.0,3.0,0.0,23.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,22.0,2.0,0.0,1.0,8.0,12.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,8.0,0.0,2.0,26.0,35.0,40.0,10.0,4.0,13.0,47.6,21.0,10.0,0.0,12.0,1.0,16.0,0.0,1.0,2.0,1.0,0.0,0.0,41.2,20.0,1.0,34.0,14.0,0.0,17.0,85.0,2.0,14.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,27.0,169.0,57.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,25.9,0.0,0.0,0.0,3.0,1.0,0.0,8.0,3.0,276.0,110.0,43.0,1.0,0.0,0.0,0.0,0.0
Ola Aina,ng NGA,"DF,MF",Torino,it Serie A,21,1996,24.0,5.0,1.0,0.0,31.0,39.0,4.0,72.0,34.0,44.0,0.0,0.0,0.0,244.0,28.0,20.0,58.3,39.6,0.9,3.0,62.0,7.0,477.0,68.0,63.0,4.0,67.0,0.0,0.0,0.0,847.0,41.0,1.0,14.0,247.0,212.0,40.0,407.0,66.0,0.0,13.0,-0.9,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.17,1.0,0.04,0.17,615.0,73.0,321.0,24.0,220.0,913.0,1244.0,50.7,300.0,152.0,224.0,83.9,803.0,674.0,1.0,194.0,17.0,692.0,26.0,44.0,32.0,64.0,1.9,4.0,72.8,880.0,39.0,1160.0,845.0,30.0,766.0,87.0,48.0,845.0,17.0,52.0,31.0,1.0,171.0,0.0,0.0,39.0,468.0,6204.0,3697.0,150.0,608.0,6.0,4.0,2.0,30.0,2.0,1.0,33.3,57.0,19.0,45.0,1.87,25.0,1.04,0.0,6.0,24.0,0.25,152.0,32.5,54.4,37.0,35.0,53.0,21.0,1.0,232.0,98.0,14588.0,5968.0,1483.0,44.0,-0.9,0.08,2.1,1.9
Youssef Aït Bennasser,ma MAR,MF,Saint-Étienne,fr Ligue 1,22,1996,10.4,0.0,0.0,0.0,10.0,9.0,0.0,2.0,9.0,16.0,0.0,0.0,0.0,111.0,5.0,9.0,35.7,18.4,-0.4,0.0,28.0,4.0,94.0,16.0,19.0,3.0,22.0,0.0,0.0,0.0,583.0,3.0,0.0,2.0,14.0,98.0,7.0,167.0,12.0,1.0,8.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,19.0,58.0,8.0,110.0,650.0,739.0,85.7,168.0,144.0,76.0,89.7,478.0,429.0,0.0,193.0,10.0,535.0,7.0,16.0,31.0,21.0,0.2,1.0,87.3,598.0,10.0,664.0,580.0,10.0,566.0,94.6,15.0,580.0,7.0,45.0,7.0,3.0,147.0,0.0,0.0,14.0,319.0,2501.0,1185.0,59.0,524.0,1.0,0.0,0.0,20.0,0.0,0.0,38.9,18.0,7.0,21.0,2.02,7.0,0.67,0.0,0.0,0.0,0.0,78.0,24.5,87.5,14.0,17.0,38.0,7.0,1.0,6.0,30.0,11601.0,2472.0,751.0,1.0,-0.2,0.03,0.4,0.2
Youssef Aït Bennasser,ma MAR,MF,Monaco,fr Ligue 1,22,1996,11.9,2.0,0.0,0.0,11.0,11.0,0.0,2.0,11.0,24.0,0.0,0.0,0.0,166.0,4.0,9.0,30.8,25.0,1.0,2.0,20.0,0.0,74.0,27.0,15.0,5.0,20.0,0.0,0.0,0.0,637.0,18.0,0.0,0.0,22.0,96.0,14.0,255.0,36.0,0.0,22.0,-0.4,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.25,0.0,0.0,0.0,587.0,23.0,76.0,13.0,199.0,717.0,809.0,78.0,232.0,181.0,76.0,92.1,491.0,452.0,0.0,139.0,15.0,569.0,3.0,24.0,30.0,29.0,0.4,1.0,86.3,587.0,21.0,739.0,638.0,6.0,565.0,96.3,11.0,638.0,13.0,75.0,6.0,1.0,133.0,0.0,0.0,23.0,255.0,3614.0,1995.0,68.0,513.0,1.0,0.0,0.0,24.0,0.0,0.0,31.3,16.0,5.0,25.0,2.1,10.0,0.84,0.0,1.0,10.0,0.08,69.0,27.1,81.5,22.0,32.0,40.0,10.0,2.0,0.0,40.0,13365.0,3429.0,831.0,1.0,-0.4,0.04,1.0,0.4
Rayan Aït Nouri,fr FRA,DF,Angers,fr Ligue 1,17,2001,0.6,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,0.0,2.0,7.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,0.0,28.0,31.0,37.0,100.0,2.0,2.0,2.0,90.0,30.0,27.0,0.0,1.0,1.0,22.0,0.0,2.0,0.0,2.0,0.0,0.0,90.9,29.0,0.0,33.0,30.0,0.0,27.0,93.1,0.0,30.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,9.0,152.0,101.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,1.0,1.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,364.0,130.0,39.0,2.0,0.0,0.0,0.0,0.0
Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,24,1994,17.0,5.0,0.0,0.0,45.0,17.0,3.0,8.0,6.0,7.0,1.0,0.0,0.0,63.0,87.0,52.0,62.6,35.3,0.0,1.0,108.0,7.0,277.0,24.0,7.0,2.0,9.0,0.0,0.0,0.0,393.0,9.0,0.0,2.0,26.0,14.0,0.0,38.0,11.0,0.0,0.0,3.2,0.0,1.0,0.0,0.0,2.0,1.0,4.0,0.24,9.0,0.19,0.53,244.0,45.0,79.0,12.0,251.0,441.0,623.0,75.9,79.0,60.0,144.0,78.6,365.0,287.0,0.0,155.0,8.0,367.0,50.0,7.0,11.0,15.0,5.8,15.0,76.0,838.0,8.0,467.0,355.0,20.0,506.0,60.4,12.0,355.0,10.0,18.0,7.0,2.0,169.0,0.0,0.0,15.0,277.0,672.0,766.0,24.0,85.0,1.0,6.0,0.0,19.0,3.0,0.0,34.8,23.0,8.0,29.0,1.7,47.0,2.76,2.0,17.0,36.2,1.0,57.0,20.6,58.3,14.0,13.0,17.0,6.0,0.0,1.0,21.0,5737.0,1721.0,651.0,82.0,3.2,0.12,1.0,5.8
Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,23,1995,24.5,1.0,0.0,0.0,14.0,17.0,0.0,3.0,17.0,25.0,0.0,0.0,0.0,215.0,30.0,23.0,56.6,26.3,-0.4,0.0,6.0,4.0,84.0,11.0,15.0,12.0,27.0,0.0,0.0,0.0,1558.0,102.0,0.0,3.0,43.0,92.0,19.0,837.0,161.0,1.0,26.0,0.2,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.16,1.0,0.11,0.5,1579.0,62.0,134.0,6.0,369.0,1785.0,1995.0,90.3,679.0,613.0,115.0,95.0,1133.0,1076.0,0.0,63.0,11.0,1286.0,8.0,25.0,14.0,34.0,0.8,5.0,92.9,1591.0,23.0,1828.0,1698.0,7.0,1579.0,99.2,11.0,1698.0,15.0,110.0,4.0,3.0,180.0,0.0,0.0,8.0,161.0,11043.0,5574.0,102.0,1363.0,0.0,1.0,0.0,14.0,1.0,0.0,56.3,16.0,9.0,16.0,0.65,9.0,0.37,0.0,2.0,22.2,0.08,60.0,37.3,72.7,8.0,67.0,19.0,5.0,1.0,17.0,51.0,37754.0,10146.0,2035.0,19.0,0.2,0.09,0.4,0.8
Carlos Akapo,gq EQG,DF,Huesca,es La Liga,25,1993,11.4,2.0,0.0,0.0,16.0,13.0,0.0,8.0,17.0,17.0,0.0,0.0,0.0,98.0,15.0,11.0,57.7,48.3,-0.3,0.0,22.0,2.0,139.0,18.0,14.0,2.0,16.0,0.0,0.0,0.0,319.0,38.0,0.0,0.0,90.0,99.0,22.0,193.0,43.0,0.0,3.0,-0.3,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.18,0.0,0.0,0.0,243.0,30.0,96.0,3.0,63.0,352.0,485.0,60.8,74.0,45.0,103.0,84.2,349.0,294.0,0.0,50.0,9.0,290.0,9.0,17.0,15.0,33.0,0.3,1.0,78.3,298.0,11.0,442.0,346.0,8.0,268.0,89.9,15.0,346.0,5.0,20.0,5.0,4.0,62.0,0.0,0.0,13.0,171.0,2530.0,1505.0,51.0,253.0,3.0,1.0,1.0,10.0,1.0,0.0,36.8,19.0,7.0,16.0,1.41,8.0,0.7,0.0,2.0,25.0,0.18,44.0,25.7,72.2,13.0,6.0,29.0,14.0,1.0,87.0,50.0,5601.0,2425.0,574.0,15.0,-0.3,0.04,0.3,0.3
Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,23,1995,37.9,3.0,0.0,0.0,28.0,21.0,2.0,8.0,27.0,37.0,1.0,1.0,0.0,353.0,75.0,46.0,62.0,48.6,-0.8,0.0,12.0,3.0,142.0,6.0,33.0,37.0,70.0,0.0,0.0,0.0,1262.0,237.0,0.0,3.0,83.0,281.0,42.0,1344.0,358.0,0.0,51.0,0.6,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.05,4.0,0.18,0.5,1286.0,104.0,252.0,5.0,1283.0,1618.0,2070.0,80.9,512.0,414.0,163.0,89.8,1167.0,1048.0,0.0,102.0,15.0,779.0,16.0,37.0,18.0,60.0,3.4,6.0,86.4,1342.0,33.0,1701.0,1469.0,5.0,1283.0,95.6,17.0,1469.0,17.0,92.0,7.0,0.0,216.0,0.0,0.0,3.0,395.0,10917.0,3410.0,91.0,234.0,0.0,1.0,0.0,14.0,1.0,2.0,31.8,22.0,7.0,17.0,0.45,22.0,0.58,0.0,8.0,36.4,0.21,116.0,29.4,50.0,3.0,28.0,35.0,17.0,0.0,32.0,87.0,30143.0,6673.0,2147.0,44.0,0.6,0.15,0.8,3.4
Sergio Akieme,es ESP,DF,Rayo Vallecano,es La Liga,20,1997,2.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,1.0,3.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,100.0,0.9,1.0,2.0,0.0,26.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,79.0,8.0,0.0,1.0,10.0,9.0,4.0,35.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,62.0,2.0,14.0,2.0,64.0,79.0,102.0,37.5,16.0,6.0,13.0,88.7,71.0,63.0,0.0,3.0,0.0,60.0,2.0,3.0,0.0,4.0,0.0,0.0,78.7,78.0,3.0,89.0,70.0,2.0,69.0,88.5,3.0,70.0,1.0,6.0,1.0,2.0,17.0,0.0,0.0,3.0,14.0,425.0,351.0,10.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,50.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,50.0,75.0,3.0,4.0,1.0,1.0,0.0,9.0,5.0,1135.0,573.0,112.0,0.0,0.0,0.0,0.1,0.0
Chadrac Akolo,cd COD,"MF,FW",Stuttgart,de Bundesliga,23,1995,5.8,0.0,0.0,0.0,8.0,16.0,1.0,7.0,2.0,5.0,0.0,0.0,0.0,51.0,6.0,7.0,46.2,0.0,0.7,1.0,45.0,0.0,109.0,13.0,6.0,0.0,6.0,0.0,0.0,0.0,191.0,2.0,1.0,2.0,1.0,16.0,2.0,26.0,0.0,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.17,0.0,0.0,0.0,132.0,5.0,12.0,5.0,18.0,159.0,248.0,52.0,25.0,13.0,16.0,85.7,126.0,108.0,0.0,77.0,5.0,130.0,15.0,5.0,4.0,7.0,0.9,0.0,76.3,251.0,4.0,160.0,122.0,14.0,171.0,68.1,6.0,122.0,4.0,4.0,6.0,0.0,32.0,0.0,0.0,10.0,138.0,441.0,498.0,17.0,134.0,3.0,2.0,0.0,14.0,2.0,0.0,11.1,9.0,1.0,21.0,3.6,16.0,2.74,0.0,3.0,18.8,0.51,35.0,25.4,61.5,8.0,0.0,4.0,0.0,1.0,0.0,9.0,1759.0,920.0,249.0,20.0,-0.9,0.06,0.3,0.9
Kevin Akpoguma,ng NGA,DF,Hannover 96,de Bundesliga,23,1995,3.5,2.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,28.0,5.0,1.0,83.3,42.1,0.0,0.0,2.0,0.0,14.0,1.0,17.0,4.0,21.0,0.0,0.0,0.0,199.0,14.0,0.0,0.0,14.0,62.0,11.0,142.0,41.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,16.0,40.0,0.0,33.0,257.0,329.0,75.0,60.0,45.0,28.0,89.6,106.0,95.0,0.0,43.0,11.0,195.0,0.0,11.0,11.0,22.0,0.0,2.0,82.8,199.0,6.0,271.0,140.0,5.0,195.0,98.0,8.0,229.0,4.0,14.0,3.0,0.0,25.0,0.0,0.0,1.0,107.0,1096.0,534.0,13.0,212.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,43.0,40.2,100.0,1.0,6.0,19.0,8.0,0.0,6.0,29.0,3215.0,1063.0,343.0,0.0,0.0,0.0,0.0,0.0
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,23,1995,5.5,2.0,0.0,0.0,6.0,10.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,59.0,2.0,2.0,50.0,50.0,0.0,0.0,2.0,1.0,9.0,2.0,8.0,2.0,10.0,0.0,0.0,0.0,142.0,17.0,0.0,0.0,7.0,33.0,4.0,94.0,17.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.36,0.0,0.0,0.0,128.0,6.0,28.0,0.0,17.0,162.0,203.0,69.9,73.0,51.0,13.0,93.2,190.0,177.0,0.0,14.0,1.0,130.0,0.0,4.0,2.0,6.0,0.0,2.0,84.5,136.0,8.0,169.0,229.0,4.0,133.0,97.8,4.0,140.0,3.0,27.0,0.0,0.0,30.0,0.0,0.0,2.0,49.0,1630.0,560.0,28.0,140.0,0.0,1.0,0.0,3.0,0.0,0.0,12.5,8.0,1.0,4.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.6,100.0,2.0,6.0,4.0,2.0,0.0,2.0,10.0,4537.0,960.0,210.0,0.0,0.0,0.0,0.0,0.0
David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,26,1992,28.1,4.0,0.0,0.0,14.0,11.0,6.0,103.0,15.0,21.0,0.0,0.0,0.0,260.0,16.0,14.0,53.3,34.6,-1.9,3.0,71.0,6.0,811.0,35.0,45.0,3.0,48.0,0.0,0.0,0.0,1722.0,41.0,5.0,24.0,291.0,85.0,13.0,484.0,50.0,0.0,27.0,0.8,0.0,1.0,0.0,0.0,6.0,0.0,7.0,0.25,3.0,0.06,0.19,1463.0,52.0,360.0,34.0,1606.0,1846.0,2079.0,65.0,449.0,292.0,314.0,89.3,1636.0,1461.0,1.0,93.0,11.0,1232.0,28.0,21.0,17.0,30.0,2.2,1.0,82.7,1797.0,32.0,2137.0,1768.0,18.0,1667.0,92.8,61.0,1768.0,29.0,162.0,46.0,10.0,397.0,0.0,0.0,26.0,249.0,10327.0,4132.0,231.0,203.0,4.0,2.0,1.0,56.0,8.0,0.0,28.8,52.0,15.0,71.0,2.53,47.0,1.67,16.0,16.0,34.0,0.57,108.0,43.4,74.3,26.0,48.0,26.0,9.0,7.0,259.0,45.0,30706.0,8241.0,2381.0,74.0,0.8,0.05,4.9,2.2
