Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls commited,Fouls drawn,Offsides,Crosses,Interceptions,Tackles won,Penalties won,Penalties conceded,Own goals,Recoveries,Aerial Duels won,Aerial Duels lost,Aerial win %
Martín Cáceres,uy URU,DF,Juventus,it Serie A,31,1987,7.0,1.0,0.0,0.0,6.0,1.0,0.0,2.0,4.0,7.0,0.0,0.0,0.0,62.0,14.0,16.0,46.7
Martín Cáceres,uy URU,"DF,FW",Lazio,it Serie A,31,1987,3.4,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,28.0,3.0,2.0,60.0
Anthony Caci,fr FRA,DF,Strasbourg,fr Ligue 1,21,1997,25.5,1.0,0.0,0.0,27.0,9.0,1.0,27.0,31.0,33.0,0.0,1.0,0.0,228.0,17.0,23.0,42.5
Mathieu Cafaro,fr FRA,"FW,MF",Reims,fr Ligue 1,21,1997,23.3,5.0,0.0,0.0,36.0,29.0,3.0,64.0,13.0,29.0,0.0,0.0,0.0,158.0,10.0,32.0,23.8
Gary Cahill,eng ENG,DF,Chelsea,eng Premier League,32,1985,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Yannick Cahuzac,fr FRA,"MF,DF",Toulouse,fr Ligue 1,33,1985,15.9,8.0,1.0,0.0,24.0,21.0,0.0,1.0,22.0,30.0,0.0,1.0,0.0,209.0,17.0,17.0,50.0
Felipe Caicedo,ec ECU,FW,Lazio,it Serie A,29,1988,15.2,4.0,0.0,0.0,28.0,24.0,11.0,4.0,3.0,13.0,1.0,0.0,0.0,56.0,22.0,36.0,37.9
Marc-Aurèle Caillard,fr FRA,GK,Guingamp,fr Ligue 1,24,1994,21.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0
Tom Cairney,sco SCO,"MF,FW",Fulham,eng Premier League,27,1991,24.4,0.0,0.0,0.0,11.0,40.0,0.0,19.0,15.0,30.0,0.0,0.0,0.0,185.0,6.0,11.0,35.3
Caiuby,br BRA,"FW,MF",Augsburg,de Bundesliga,30,1988,11.2,3.0,0.0,0.0,19.0,18.0,3.0,21.0,4.0,11.0,0.0,0.0,0.0,93.0,33.0,24.0,57.9
Arturo Calabresi,it ITA,DF,Bologna,it Serie A,22,1996,15.7,8.0,0.0,0.0,18.0,12.0,2.0,10.0,26.0,23.0,0.0,2.0,0.0,132.0,12.0,14.0,46.2
Davide Calabria,it ITA,DF,Milan,it Serie A,21,1996,21.7,5.0,0.0,0.0,16.0,20.0,1.0,52.0,22.0,43.0,0.0,0.0,0.0,203.0,13.0,15.0,46.4
Jordi Calavera,es ESP,DF,Eibar,es La Liga,22,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando Calero,es ESP,DF,Valladolid,es La Liga,22,1995,34.8,7.0,0.0,0.0,35.0,12.0,0.0,4.0,37.0,28.0,0.0,2.0,0.0,322.0,50.0,63.0,44.2
Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,21,1996,17.2,1.0,2.0,0.0,13.0,5.0,1.0,1.0,9.0,11.0,0.0,0.0,0.0,174.0,56.0,22.0,71.8
Hakan Çalhanoğlu,tr TUR,"FW,MF",Milan,it Serie A,24,1994,32.0,3.0,0.0,0.0,30.0,38.0,4.0,61.0,21.0,44.0,0.0,0.0,0.0,256.0,13.0,19.0,40.6
Daniel Caligiuri,it ITA,DF,Schalke 04,de Bundesliga,30,1988,30.6,9.0,0.0,0.0,31.0,38.0,0.0,80.0,35.0,65.0,1.0,1.0,0.0,320.0,24.0,26.0,48.0
José Callejón,es ESP,"MF,FW",Napoli,it Serie A,31,1987,29.4,1.0,0.0,0.0,15.0,50.0,18.0,104.0,23.0,21.0,0.0,0.0,0.0,209.0,5.0,26.0,16.1
Jonathan Calleri,ar ARG,FW,Alavés,es La Liga,24,1993,31.9,6.0,0.0,0.0,70.0,70.0,15.0,32.0,8.0,19.0,2.0,0.0,0.0,167.0,156.0,189.0,45.2
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan-Ingwer Callsen-Bracker,de GER,DF,Augsburg,de Bundesliga,33,1984,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,21,1997,19.8,3.0,0.0,0.0,34.0,32.0,6.0,17.0,9.0,8.0,1.0,0.0,0.0,86.0,86.0,118.0,42.2
Ignacio Camacho,es ESP,MF,Wolfsburg,de Bundesliga,28,1990,6.0,3.0,0.0,0.0,14.0,12.0,1.0,2.0,5.0,8.0,0.0,0.0,0.0,98.0,18.0,5.0,78.3
Juanjo Camacho,es ESP,MF,Huesca,es La Liga,37,1980,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,1.0,4.0,20.0
Rafael Camacho,pt POR,DF,Liverpool,eng Premier League,18,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahdi Camara,fr FRA,FW,Saint-Étienne,fr Ligue 1,20,1998,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Souleymane Camara,sn SEN,"FW,MF",Montpellier,fr Ligue 1,35,1982,1.5,0.0,0.0,0.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,11.0,35.3
Víctor Camarasa,es ESP,MF,Cardiff City,eng Premier League,24,1994,28.5,6.0,0.0,0.0,25.0,29.0,1.0,42.0,23.0,16.0,0.0,0.0,0.0,272.0,13.0,34.0,27.7
Eduardo Camavinga,fr FRA,MF,Rennes,fr Ligue 1,15,2002,4.0,1.0,0.0,0.0,9.0,11.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,39.0,3.0,2.0,60.0
Sergio Camello,es ESP,FW,Atlético Madrid,es La Liga,17,2001,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
José Campaña,es ESP,MF,Levante,es La Liga,25,1993,35.7,11.0,0.0,0.0,42.0,35.0,4.0,34.0,21.0,48.0,0.0,1.0,0.0,406.0,21.0,33.0,38.9
Joel Campbell,cr CRC,"FW,MF",Frosinone,it Serie A,26,1992,9.9,4.0,0.0,0.0,16.0,36.0,9.0,16.0,6.0,9.0,0.0,0.0,0.0,37.0,3.0,11.0,21.4
Emre Can,de GER,MF,Juventus,it Serie A,24,1994,20.1,7.0,0.0,0.0,44.0,23.0,5.0,15.0,21.0,58.0,0.0,1.0,1.0,185.0,35.0,23.0,60.3
Sergio Canales,es ESP,"MF,FW",Betis,es La Liga,27,1991,29.5,5.0,0.0,0.0,28.0,50.0,11.0,62.0,15.0,42.0,0.0,0.0,0.0,204.0,2.0,15.0,11.8
João Cancelo,pt POR,DF,Juventus,it Serie A,24,1994,21.9,6.0,0.0,0.0,33.0,25.0,1.0,82.0,13.0,32.0,1.0,1.0,0.0,204.0,23.0,26.0,46.9
Antonio Candreva,it ITA,"FW,MF",Inter,it Serie A,31,1987,5.6,0.0,0.0,0.0,8.0,10.0,4.0,39.0,4.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0
Ander Capa,es ESP,DF,Athletic Club,es La Liga,26,1992,18.2,9.0,0.0,0.0,44.0,16.0,8.0,42.0,19.0,21.0,0.0,0.0,0.0,185.0,25.0,12.0,67.6
Luan Capanni,br BRA,FW,Lazio,it Serie A,18,2000,0.1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Pierrick Capelle,fr FRA,"MF,DF",Angers,fr Ligue 1,31,1987,20.5,2.0,0.0,0.0,33.0,8.0,1.0,36.0,30.0,28.0,0.0,0.0,0.0,188.0,23.0,20.0,53.5
Leonardo Capezzi,it ITA,MF,Empoli,it Serie A,23,1995,8.6,4.0,0.0,0.0,22.0,6.0,0.0,7.0,8.0,14.0,0.0,1.0,1.0,125.0,6.0,7.0,46.2
Étienne Capoue,fr FRA,MF,Watford,eng Premier League,30,1988,32.7,14.0,1.0,0.0,47.0,58.0,0.0,8.0,62.0,67.0,0.0,0.0,0.0,466.0,57.0,29.0,66.3
Gianluca Caprari,it ITA,"FW,MF",Sampdoria,it Serie A,25,1993,11.5,1.0,0.0,0.0,21.0,25.0,6.0,20.0,4.0,7.0,0.0,0.0,0.0,54.0,2.0,12.0,14.3
Marco Capuano,it ITA,DF,Frosinone,it Serie A,26,1991,25.6,5.0,1.0,0.0,21.0,12.0,0.0,2.0,25.0,37.0,0.0,0.0,0.0,244.0,59.0,33.0,64.1
Francesco Caputo,it ITA,FW,Empoli,it Serie A,30,1987,38.0,3.0,0.0,0.0,27.0,35.0,32.0,39.0,7.0,11.0,2.0,0.0,0.0,143.0,20.0,38.0,34.5
Yoan Cardinale,fr FRA,GK,Nice,fr Ligue 1,24,1994,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Cardona,es ESP,"FW,MF",Eibar,es La Liga,23,1995,6.7,1.0,0.0,0.0,9.0,12.0,5.0,11.0,1.0,7.0,0.0,0.0,0.0,35.0,16.0,21.0,43.2
Carlos,br BRA,"FW,MF",Monaco,fr Ligue 1,23,1995,5.8,3.0,0.0,0.0,13.0,7.0,8.0,4.0,1.0,2.0,1.0,0.0,0.0,34.0,10.0,16.0,38.5
Diego Carlos,br BRA,DF,Nantes,fr Ligue 1,25,1993,35.0,8.0,0.0,0.0,46.0,26.0,2.0,3.0,22.0,44.0,0.0,1.0,0.0,382.0,58.0,52.0,52.7
Jonas Carls,de GER,DF,Schalke 04,de Bundesliga,21,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
Louis Carnot,fr FRA,MF,Guingamp,fr Ligue 1,17,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lionel Carole,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,27,1991,19.2,2.0,0.0,0.0,12.0,27.0,2.0,42.0,29.0,17.0,0.0,0.0,0.0,165.0,24.0,24.0,50.0
Daniel Carriço,pt POR,DF,Sevilla,es La Liga,29,1988,23.7,10.0,0.0,0.0,30.0,6.0,1.0,2.0,26.0,23.0,0.0,0.0,0.0,252.0,47.0,33.0,58.8
Guido Carrillo,ar ARG,FW,Leganés,es La Liga,27,1991,22.1,5.0,0.0,0.0,41.0,29.0,9.0,4.0,5.0,12.0,0.0,0.0,0.0,117.0,169.0,121.0,58.3
Andy Carroll,eng ENG,FW,West Ham,eng Premier League,29,1989,5.1,2.0,0.0,0.0,11.0,8.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,25.0,31.0,29.0,51.7
Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,26,1992,23.4,10.0,0.0,0.0,30.0,34.0,2.0,55.0,29.0,22.0,0.0,0.0,0.0,239.0,13.0,16.0,44.8
William Carvalho,pt POR,MF,Betis,es La Liga,26,1992,26.5,7.0,0.0,0.0,24.0,35.0,2.0,1.0,16.0,32.0,0.0,0.0,0.0,257.0,34.0,16.0,68.0
Casemiro,br BRA,MF,Real Madrid,es La Liga,26,1992,25.7,7.0,1.0,1.0,47.0,49.0,0.0,10.0,36.0,56.0,1.0,2.0,0.0,314.0,70.0,39.0,64.2
Santiago Cáseres,ar ARG,MF,Villarreal,es La Liga,21,1997,17.6,10.0,0.0,0.0,34.0,13.0,0.0,1.0,9.0,50.0,0.0,0.0,0.0,165.0,21.0,28.0,42.9
Moreto Cassamã,gw GNB,MF,Reims,fr Ligue 1,20,1998,0.7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Francesco Cassata,it ITA,"MF,FW",Frosinone,it Serie A,21,1997,12.5,9.0,1.0,0.0,31.0,22.0,0.0,7.0,8.0,12.0,0.0,0.0,0.0,102.0,5.0,7.0,41.7
Timothy Castagne,be BEL,"DF,MF",Atalanta,it Serie A,22,1995,22.3,3.0,0.0,0.0,21.0,14.0,0.0,52.0,36.0,34.0,0.0,0.0,0.0,194.0,19.0,22.0,46.3
Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,26,1992,25.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0
Samu Castillejo,es ESP,"FW,MF",Milan,it Serie A,23,1995,11.4,3.0,0.0,0.0,27.0,26.0,4.0,28.0,14.0,10.0,0.0,1.0,0.0,73.0,10.0,24.0,29.4
Gonzalo Castro,de GER,MF,Stuttgart,de Bundesliga,31,1987,18.8,4.0,0.0,0.0,29.0,16.0,0.0,26.0,20.0,38.0,0.0,2.0,0.0,209.0,9.0,13.0,40.9
Jonny Castro,es ESP,"DF,MF",Wolves,eng Premier League,24,1994,30.8,6.0,0.0,0.0,23.0,34.0,5.0,37.0,51.0,41.0,1.0,0.0,0.0,264.0,26.0,37.0,41.3
Lucas Castro,ar ARG,"MF,FW",Cagliari,it Serie A,29,1989,10.0,1.0,0.0,0.0,17.0,10.0,2.0,29.0,9.0,12.0,0.0,0.0,0.0,103.0,5.0,14.0,26.3
Danilo Cataldi,it ITA,"MF,FW",Lazio,it Serie A,23,1994,6.4,2.0,0.0,0.0,7.0,3.0,1.0,13.0,8.0,10.0,0.0,0.0,0.0,55.0,3.0,6.0,33.3
Catena,es ESP,DF,Rayo Vallecano,es La Liga,23,1994,2.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,7.0,3.0,70.0
Craig Cathcart,nir NIR,DF,Watford,eng Premier League,29,1989,34.4,2.0,0.0,0.0,18.0,8.0,1.0,2.0,25.0,30.0,0.0,0.0,2.0,381.0,67.0,54.0,55.4
Ivan Cavaleiro,pt POR,"FW,MF",Wolves,eng Premier League,24,1993,7.7,1.0,0.0,0.0,13.0,5.0,6.0,33.0,6.0,5.0,0.0,1.0,0.0,48.0,10.0,17.0,37.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edinson Cavani,uy URU,FW,Paris S-G,fr Ligue 1,31,1987,18.6,1.0,0.0,0.0,13.0,16.0,12.0,10.0,9.0,7.0,2.0,0.0,0.0,72.0,3.0,6.0,33.3
Santi Cazorla,es ESP,"MF,FW",Villarreal,es La Liga,33,1984,29.4,2.0,0.0,0.0,22.0,58.0,0.0,53.0,23.0,42.0,0.0,0.0,0.0,249.0,7.0,27.0,20.6
Dani Ceballos,es ESP,"MF,FW",Real Madrid,es La Liga,21,1996,13.9,3.0,0.0,0.0,16.0,40.0,1.0,10.0,16.0,22.0,0.0,0.0,0.0,144.0,8.0,18.0,30.8
Federico Ceccherini,it ITA,DF,Fiorentina,it Serie A,26,1992,11.0,2.0,0.0,0.0,17.0,20.0,1.0,1.0,14.0,9.0,0.0,0.0,0.0,120.0,28.0,21.0,57.1
Petr Čech,cz CZE,GK,Arsenal,eng Premier League,36,1982,6.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0
Žan Celar,si SVN,FW,Roma,it Serie A,19,1999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,21,1997,33.0,5.0,1.0,0.0,55.0,29.0,1.0,70.0,34.0,55.0,2.0,3.0,0.0,300.0,15.0,28.0,34.9
Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,28,1989,22.8,6.0,2.0,0.0,21.0,15.0,0.0,2.0,14.0,27.0,0.0,1.0,1.0,267.0,59.0,40.0,59.6
Fabio Ceravolo,it ITA,FW,Parma,it Serie A,31,1987,13.2,1.0,0.0,0.0,22.0,22.0,30.0,8.0,4.0,5.0,0.0,0.0,0.0,60.0,21.0,52.0,28.8
Alberto Cerri,it ITA,FW,Cagliari,it Serie A,22,1996,7.4,3.0,0.0,0.0,23.0,10.0,3.0,1.0,1.0,6.0,0.0,0.0,0.0,37.0,36.0,43.0,45.6
Boštjan Cesar,si SVN,DF,Chievo,it Serie A,36,1982,12.0,3.0,0.0,0.0,17.0,6.0,2.0,0.0,7.0,15.0,0.0,0.0,0.0,89.0,23.0,11.0,67.6
Nacer Chadli,be BEL,"MF,FW",Monaco,fr Ligue 1,28,1989,7.7,1.0,0.0,0.0,10.0,8.0,3.0,10.0,4.0,3.0,0.0,0.0,0.0,51.0,10.0,6.0,62.5
Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,31,1986,20.5,2.0,0.0,0.0,14.0,18.0,1.0,38.0,14.0,35.0,0.0,0.0,0.0,182.0,19.0,17.0,52.8
Nathaniel Chalobah,eng ENG,"MF,FW",Watford,eng Premier League,23,1994,3.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,43.0,6.0,3.0,66.7
Calum Chambers,eng ENG,"MF,DF",Fulham,eng Premier League,23,1995,28.8,9.0,0.0,0.0,35.0,4.0,0.0,13.0,53.0,42.0,0.0,0.0,0.0,390.0,54.0,40.0,57.4
Timothy Chandler,us USA,FW,Eint Frankfurt,de Bundesliga,28,1990,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
Kwon Chang-hoon,kr KOR,"FW,MF",Dijon,fr Ligue 1,24,1994,10.4,1.0,0.0,0.0,9.0,12.0,4.0,21.0,4.0,6.0,0.0,0.0,0.0,78.0,12.0,22.0,35.3
Charles,br BRA,FW,Eibar,es La Liga,34,1984,19.3,4.0,0.0,0.0,39.0,29.0,13.0,8.0,7.0,6.0,1.0,0.0,0.0,118.0,92.0,94.0,49.5
Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,27,1991,36.0,8.0,0.0,0.0,49.0,12.0,1.0,39.0,55.0,66.0,0.0,1.0,0.0,331.0,14.0,17.0,45.2
Pablo Chavarría,ar ARG,FW,Reims,fr Ligue 1,30,1988,21.9,3.0,0.0,0.0,47.0,24.0,30.0,29.0,3.0,19.0,0.0,0.0,0.0,81.0,52.0,77.0,40.3
Chechu,es ESP,DF,Rayo Vallecano,es La Liga,36,1982,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,100.0
Pape Cheikh Diop,sn SEN,MF,Lyon,fr Ligue 1,20,1997,5.0,3.0,0.0,0.0,13.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,35.0,0.0,6.0,0.0
Chema,es ESP,DF,Levante,es La Liga,26,1992,13.9,7.0,0.0,0.0,19.0,5.0,0.0,0.0,19.0,12.0,0.0,0.0,0.0,100.0,20.0,9.0,69.0
Denis Cheryshev,ru RUS,"MF,FW",Valencia,es La Liga,27,1990,19.0,2.0,0.0,0.0,42.0,19.0,10.0,83.0,17.0,35.0,0.0,0.0,0.0,143.0,26.0,34.0,43.3
Raman Chibsah,gh GHA,MF,Frosinone,it Serie A,25,1993,29.1,5.0,0.0,0.0,46.0,30.0,6.0,12.0,29.0,38.0,0.0,1.0,0.0,247.0,11.0,31.0,26.2
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leandro Chichizola,ar ARG,GK,Getafe,es La Liga,28,1990,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,33,1984,22.1,3.0,0.0,0.0,14.0,21.0,1.0,7.0,23.0,9.0,0.0,0.0,0.0,251.0,44.0,23.0,65.7
Federico Chiesa,it ITA,"FW,MF",Fiorentina,it Serie A,20,1997,33.7,4.0,0.0,0.0,57.0,58.0,10.0,96.0,7.0,27.0,4.0,0.0,0.0,226.0,14.0,37.0,27.5
Ben Chilwell,eng ENG,DF,Leicester City,eng Premier League,21,1996,36.0,4.0,0.0,0.0,32.0,44.0,2.0,109.0,34.0,36.0,0.0,0.0,0.0,348.0,86.0,58.0,59.7
Vlad Chiricheș,ro ROU,DF,Napoli,it Serie A,28,1989,1.6,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,15.0,3.0,2.0,60.0
Tahith Chong,nl NED,FW,Manchester Utd,eng Premier League,18,1999,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Hamza Choudhury,eng ENG,MF,Leicester City,eng Premier League,20,1997,6.6,0.0,0.0,0.0,7.0,2.0,0.0,2.0,15.0,8.0,0.0,0.0,0.0,56.0,3.0,6.0,33.3
Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,22,1996,6.9,1.0,0.0,0.0,8.0,4.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,86.0,16.0,14.0,53.3
Cyrus Christie,ie IRL,DF,Fulham,eng Premier League,25,1992,21.6,7.0,0.0,0.0,29.0,13.0,2.0,67.0,23.0,23.0,0.0,1.0,0.0,199.0,47.0,28.0,62.7
Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,es La Liga,19,1999,19.0,2.0,0.0,0.0,20.0,20.0,19.0,28.0,10.0,11.0,0.0,0.0,0.0,126.0,17.0,23.0,42.5
Camillo Ciano,it ITA,"FW,MF",Frosinone,it Serie A,28,1990,27.3,12.0,0.0,0.0,69.0,89.0,18.0,97.0,15.0,17.0,2.0,0.0,0.0,181.0,18.0,75.0,19.4
Amato Ciciretti,it ITA,"FW,MF",Parma,it Serie A,24,1993,1.5,0.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0
Luca Cigarini,it ITA,MF,Cagliari,it Serie A,32,1986,18.7,9.0,0.0,0.0,33.0,18.0,0.0,21.0,10.0,42.0,0.0,0.0,0.0,285.0,16.0,9.0,64.0
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,31,1987,11.1,3.0,0.0,0.0,16.0,10.0,1.0,6.0,8.0,20.0,0.0,0.0,0.0,147.0,6.0,9.0,40.0
Jasper Cillessen,nl NED,GK,Barcelona,es La Liga,29,1989,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
Laurent Ciman,be BEL,DF,Dijon,fr Ligue 1,32,1985,8.0,3.0,0.0,0.0,11.0,5.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,87.0,14.0,8.0,63.6
Daniel Ciofani,it ITA,FW,Frosinone,it Serie A,33,1985,18.0,1.0,0.0,0.0,27.0,19.0,8.0,3.0,5.0,5.0,0.0,0.0,0.0,67.0,81.0,94.0,46.3
Thiago Cionek,pl POL,DF,SPAL,it Serie A,32,1986,28.2,12.0,2.0,0.0,55.0,39.0,1.0,16.0,46.0,50.0,1.0,2.0,0.0,287.0,55.0,43.0,56.1
Ibrahima Cissé,gn GUI,"MF,FW",Fulham,eng Premier League,24,1994,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,100.0
Till Cissokho,fr FRA,DF,Bordeaux,fr Ligue 1,18,2000,0.9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,100.0
Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,28,1989,9.5,1.0,0.0,0.0,6.0,6.0,0.0,1.0,10.0,10.0,0.0,0.0,0.0,106.0,27.0,19.0,58.7
Tom Cleverley,eng ENG,"MF,FW",Watford,eng Premier League,28,1989,5.3,2.0,0.0,0.0,8.0,4.0,1.0,1.0,4.0,14.0,0.0,0.0,0.0,58.0,4.0,9.0,30.8
Nathaniel Clyne,eng ENG,DF,Liverpool,eng Premier League,27,1991,1.2,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
Nathaniel Clyne,eng ENG,DF,Bournemouth,eng Premier League,27,1991,12.7,2.0,0.0,0.0,9.0,3.0,0.0,12.0,12.0,13.0,0.0,0.0,0.0,119.0,9.0,7.0,56.3
Conor Coady,eng ENG,DF,Wolves,eng Premier League,25,1993,38.0,5.0,0.0,0.0,11.0,11.0,0.0,0.0,24.0,16.0,0.0,0.0,3.0,357.0,28.0,14.0,66.7
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Coco,fr FRA,"FW,MF",Guingamp,fr Ligue 1,22,1996,20.4,3.0,1.0,0.0,48.0,50.0,7.0,49.0,12.0,33.0,1.0,0.0,0.0,141.0,53.0,52.0,50.5
Coke,es ESP,DF,Levante,es La Liga,31,1987,20.2,5.0,1.0,1.0,26.0,31.0,1.0,30.0,17.0,17.0,0.0,0.0,0.0,179.0,24.0,27.0,47.1
Joel Coleman,eng ENG,GK,Huddersfield,eng Premier League,22,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
Séamus Coleman,ie IRL,DF,Everton,eng Premier League,29,1988,28.4,1.0,0.0,0.0,22.0,20.0,3.0,74.0,25.0,32.0,0.0,1.0,1.0,317.0,32.0,28.0,53.3
Álex Collado,es ESP,FW,Barcelona,es La Liga,19,1999,0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Omar Colley,gm GAM,DF,Sampdoria,it Serie A,25,1992,19.6,1.0,1.0,1.0,17.0,6.0,2.0,4.0,13.0,16.0,0.0,1.0,0.0,228.0,36.0,35.0,50.7
Racine Coly,sn SEN,"DF,MF",Nice,fr Ligue 1,22,1995,5.6,2.0,0.0,0.0,7.0,7.0,0.0,9.0,7.0,3.0,0.0,0.0,0.0,51.0,7.0,8.0,46.7
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,22,1996,15.3,2.0,0.0,0.0,17.0,41.0,3.0,67.0,4.0,6.0,0.0,0.0,0.0,103.0,9.0,14.0,39.1
Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,21,1996,22.6,6.0,0.0,0.0,28.0,28.0,1.0,7.0,16.0,36.0,0.0,0.0,0.0,266.0,20.0,38.0,34.5
