Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes Attempted,Live Ball passes,Dead Ball passes,Free Kick passes,Through Balls,Passes under pressure,Switches,Crosses,Corner Kicks,CK in,CK out,CK str,Ground passes,Low passes,High passes,Left passes,Right passes,Head passes,Throw ins,Other passes,Passes completed,Passes offside,Pass out of bounds,Passes intercepted,Passes blocked
Étienne Capoue,fr FRA,MF,Watford,eng Premier League,30,1988,32.7,1778.0,1721.0,57.0,45.0,4.0,308.0,83.0,8.0,1.0,0.0,0.0,0.0,1181.0,252.0,345.0,283.0,1301.0,140.0,5.0,6.0,1482.0,5.0,29.0,24.0,13.0
Gianluca Caprari,it ITA,"FW,MF",Sampdoria,it Serie A,25,1993,11.5,440.0,396.0,44.0,11.0,2.0,75.0,19.0,20.0,25.0,3.0,1.0,1.0,316.0,58.0,66.0,57.0,368.0,8.0,2.0,4.0,342.0,2.0,12.0,8.0,14.0
Marco Capuano,it ITA,DF,Frosinone,it Serie A,26,1991,25.6,1172.0,1110.0,62.0,45.0,0.0,182.0,13.0,2.0,0.0,0.0,0.0,0.0,831.0,103.0,238.0,855.0,204.0,64.0,17.0,6.0,973.0,4.0,21.0,10.0,15.0
Francesco Caputo,it ITA,FW,Empoli,it Serie A,30,1987,38.0,921.0,865.0,56.0,4.0,4.0,197.0,22.0,39.0,2.0,1.0,0.0,0.0,702.0,154.0,65.0,147.0,705.0,23.0,9.0,21.0,712.0,3.0,15.0,23.0,30.0
Yoan Cardinale,fr FRA,GK,Nice,fr Ligue 1,24,1994,3.0,63.0,55.0,8.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,1.0,1.0,45.0,0.0,0.0,17.0,62.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Cardona,es ESP,"FW,MF",Eibar,es La Liga,23,1995,6.7,179.0,170.0,9.0,0.0,0.0,42.0,2.0,11.0,0.0,0.0,0.0,0.0,122.0,32.0,25.0,34.0,122.0,10.0,2.0,2.0,128.0,2.0,1.0,4.0,8.0
Carlos,br BRA,"FW,MF",Monaco,fr Ligue 1,23,1995,5.8,109.0,103.0,6.0,0.0,1.0,32.0,0.0,4.0,0.0,0.0,0.0,0.0,54.0,35.0,20.0,72.0,12.0,11.0,0.0,5.0,56.0,0.0,4.0,4.0,10.0
Diego Carlos,br BRA,DF,Nantes,fr Ligue 1,25,1993,35.0,1679.0,1604.0,75.0,66.0,3.0,227.0,75.0,3.0,0.0,0.0,0.0,0.0,1167.0,128.0,384.0,154.0,1398.0,92.0,9.0,5.0,1389.0,12.0,42.0,9.0,16.0
Jonas Carls,de GER,DF,Schalke 04,de Bundesliga,21,1997,1.0,31.0,20.0,11.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0,11.0,10.0,19.0,2.0,0.0,10.0,0.0,19.0,0.0,0.0,0.0,2.0
Louis Carnot,fr FRA,MF,Guingamp,fr Ligue 1,17,2001,0.1,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
Lionel Carole,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,27,1991,19.2,1043.0,846.0,197.0,18.0,1.0,168.0,20.0,42.0,0.0,0.0,0.0,0.0,616.0,241.0,186.0,719.0,77.0,51.0,179.0,4.0,815.0,1.0,17.0,16.0,45.0
Daniel Carriço,pt POR,DF,Sevilla,es La Liga,29,1988,23.7,989.0,951.0,38.0,36.0,0.0,157.0,26.0,2.0,0.0,0.0,0.0,0.0,637.0,129.0,223.0,123.0,754.0,84.0,2.0,5.0,806.0,2.0,18.0,16.0,11.0
Guido Carrillo,ar ARG,FW,Leganés,es La Liga,27,1991,22.1,623.0,613.0,10.0,0.0,1.0,215.0,3.0,4.0,0.0,0.0,0.0,0.0,267.0,202.0,154.0,34.0,313.0,116.0,3.0,23.0,416.0,3.0,14.0,13.0,20.0
Andy Carroll,eng ENG,FW,West Ham,eng Premier League,29,1989,5.1,131.0,124.0,7.0,0.0,2.0,37.0,6.0,2.0,0.0,0.0,0.0,0.0,69.0,34.0,28.0,54.0,36.0,16.0,0.0,3.0,86.0,0.0,3.0,2.0,4.0
Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,26,1992,23.4,1834.0,1584.0,250.0,29.0,0.0,229.0,50.0,55.0,1.0,0.0,0.0,0.0,1191.0,381.0,262.0,114.0,1419.0,66.0,220.0,6.0,1591.0,1.0,24.0,22.0,57.0
William Carvalho,pt POR,MF,Betis,es La Liga,26,1992,26.5,1911.0,1874.0,37.0,35.0,9.0,359.0,53.0,1.0,0.0,0.0,0.0,0.0,1526.0,190.0,195.0,244.0,1586.0,47.0,1.0,5.0,1704.0,4.0,17.0,38.0,21.0
Casemiro,br BRA,MF,Real Madrid,es La Liga,26,1992,25.7,1629.0,1574.0,55.0,50.0,0.0,224.0,76.0,10.0,0.0,0.0,0.0,0.0,1165.0,213.0,251.0,154.0,1341.0,82.0,5.0,9.0,1438.0,10.0,20.0,12.0,19.0
Santiago Cáseres,ar ARG,MF,Villarreal,es La Liga,21,1997,17.6,861.0,826.0,35.0,34.0,0.0,128.0,38.0,1.0,0.0,0.0,0.0,0.0,671.0,89.0,101.0,119.0,684.0,47.0,0.0,0.0,781.0,3.0,4.0,9.0,8.0
Moreto Cassamã,gw GNB,MF,Reims,fr Ligue 1,20,1998,0.7,48.0,48.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,2.0,5.0,2.0,44.0,1.0,0.0,1.0,41.0,0.0,2.0,2.0,2.0
Francesco Cassata,it ITA,"MF,FW",Frosinone,it Serie A,21,1997,12.5,352.0,348.0,4.0,2.0,0.0,66.0,16.0,7.0,1.0,0.0,0.0,0.0,240.0,58.0,54.0,27.0,315.0,6.0,1.0,0.0,270.0,2.0,6.0,10.0,12.0
Timothy Castagne,be BEL,"DF,MF",Atalanta,it Serie A,22,1995,22.3,1251.0,1080.0,171.0,11.0,3.0,188.0,15.0,52.0,0.0,0.0,0.0,0.0,824.0,214.0,213.0,174.0,860.0,46.0,160.0,2.0,1043.0,4.0,10.0,29.0,37.0
Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,26,1992,25.5,1191.0,934.0,257.0,57.0,0.0,115.0,43.0,0.0,0.0,0.0,0.0,0.0,638.0,78.0,475.0,800.0,208.0,0.0,0.0,152.0,919.0,7.0,27.0,4.0,5.0
Samu Castillejo,es ESP,"FW,MF",Milan,it Serie A,23,1995,11.4,508.0,451.0,57.0,10.0,6.0,110.0,21.0,28.0,26.0,1.0,1.0,2.0,371.0,61.0,76.0,388.0,86.0,7.0,18.0,3.0,409.0,2.0,4.0,5.0,18.0
Gonzalo Castro,de GER,MF,Stuttgart,de Bundesliga,31,1987,18.8,927.0,795.0,132.0,62.0,2.0,136.0,44.0,26.0,52.0,13.0,16.0,3.0,563.0,110.0,254.0,112.0,740.0,45.0,18.0,5.0,688.0,5.0,20.0,9.0,26.0
Jonny Castro,es ESP,"DF,MF",Wolves,eng Premier League,24,1994,30.8,1394.0,1118.0,276.0,6.0,0.0,327.0,18.0,37.0,0.0,0.0,0.0,0.0,807.0,337.0,250.0,338.0,693.0,70.0,270.0,5.0,1124.0,4.0,23.0,35.0,46.0
Lucas Castro,ar ARG,"MF,FW",Cagliari,it Serie A,29,1989,10.0,488.0,478.0,10.0,5.0,1.0,87.0,12.0,29.0,2.0,0.0,0.0,0.0,331.0,53.0,104.0,38.0,412.0,28.0,3.0,2.0,371.0,4.0,4.0,14.0,12.0
Danilo Cataldi,it ITA,"MF,FW",Lazio,it Serie A,23,1994,6.4,385.0,334.0,51.0,17.0,1.0,67.0,9.0,13.0,29.0,2.0,1.0,1.0,277.0,42.0,66.0,68.0,301.0,6.0,4.0,3.0,307.0,1.0,8.0,5.0,9.0
Catena,es ESP,DF,Rayo Vallecano,es La Liga,23,1994,2.0,88.0,84.0,4.0,4.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,71.0,7.0,10.0,5.0,81.0,0.0,0.0,0.0,78.0,0.0,1.0,0.0,3.0
Craig Cathcart,nir NIR,DF,Watford,eng Premier League,29,1989,34.4,1278.0,1256.0,22.0,18.0,1.0,205.0,43.0,2.0,0.0,0.0,0.0,0.0,836.0,131.0,311.0,352.0,757.0,128.0,4.0,2.0,1046.0,2.0,29.0,6.0,14.0
Ivan Cavaleiro,pt POR,"FW,MF",Wolves,eng Premier League,24,1993,7.7,356.0,332.0,24.0,1.0,1.0,113.0,10.0,33.0,17.0,1.0,1.0,0.0,227.0,48.0,81.0,64.0,261.0,13.0,6.0,2.0,252.0,2.0,9.0,8.0,18.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edinson Cavani,uy URU,FW,Paris S-G,fr Ligue 1,31,1987,18.6,364.0,338.0,26.0,1.0,0.0,59.0,3.0,10.0,1.0,0.0,0.0,0.0,283.0,60.0,21.0,75.0,274.0,7.0,3.0,4.0,276.0,2.0,6.0,14.0,14.0
Santi Cazorla,es ESP,"MF,FW",Villarreal,es La Liga,33,1984,29.4,1744.0,1541.0,203.0,82.0,5.0,256.0,123.0,53.0,114.0,19.0,29.0,5.0,1187.0,190.0,367.0,527.0,1143.0,57.0,7.0,4.0,1413.0,11.0,21.0,35.0,27.0
Dani Ceballos,es ESP,"MF,FW",Real Madrid,es La Liga,21,1996,13.9,1045.0,1015.0,30.0,17.0,3.0,160.0,27.0,10.0,2.0,0.0,0.0,0.0,905.0,84.0,56.0,40.0,975.0,10.0,11.0,4.0,964.0,2.0,2.0,13.0,24.0
Federico Ceccherini,it ITA,DF,Fiorentina,it Serie A,26,1992,11.0,581.0,546.0,35.0,23.0,1.0,106.0,15.0,1.0,0.0,0.0,0.0,0.0,415.0,68.0,98.0,196.0,334.0,21.0,12.0,1.0,503.0,1.0,13.0,6.0,0.0
Petr Čech,cz CZE,GK,Arsenal,eng Premier League,36,1982,6.5,242.0,185.0,57.0,16.0,0.0,42.0,6.0,0.0,0.0,0.0,0.0,0.0,133.0,18.0,91.0,165.0,31.0,1.0,0.0,38.0,168.0,0.0,9.0,3.0,0.0
Žan Celar,si SVN,FW,Roma,it Serie A,19,1999,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,21,1997,33.0,1723.0,1355.0,368.0,15.0,2.0,260.0,20.0,70.0,0.0,0.0,0.0,0.0,974.0,334.0,415.0,117.0,1152.0,85.0,353.0,4.0,1294.0,6.0,36.0,26.0,70.0
Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,28,1989,22.8,1186.0,1148.0,38.0,36.0,0.0,203.0,49.0,2.0,0.0,0.0,0.0,0.0,785.0,129.0,272.0,241.0,843.0,61.0,2.0,5.0,995.0,2.0,18.0,7.0,11.0
Fabio Ceravolo,it ITA,FW,Parma,it Serie A,31,1987,13.2,267.0,240.0,27.0,0.0,0.0,74.0,2.0,8.0,0.0,0.0,0.0,0.0,170.0,50.0,47.0,54.0,167.0,21.0,0.0,10.0,193.0,2.0,7.0,6.0,10.0
Alberto Cerri,it ITA,FW,Cagliari,it Serie A,22,1996,7.4,216.0,214.0,2.0,1.0,1.0,60.0,5.0,1.0,0.0,0.0,0.0,0.0,98.0,68.0,50.0,16.0,133.0,36.0,0.0,4.0,135.0,0.0,7.0,14.0,14.0
Boštjan Cesar,si SVN,DF,Chievo,it Serie A,36,1982,12.0,385.0,371.0,14.0,14.0,0.0,36.0,10.0,0.0,0.0,0.0,0.0,0.0,276.0,38.0,71.0,266.0,82.0,25.0,0.0,2.0,331.0,1.0,7.0,5.0,3.0
Nacer Chadli,be BEL,"MF,FW",Monaco,fr Ligue 1,28,1989,7.7,330.0,269.0,61.0,15.0,0.0,79.0,12.0,10.0,22.0,0.0,3.0,0.0,215.0,57.0,58.0,72.0,209.0,19.0,24.0,0.0,262.0,1.0,6.0,7.0,8.0
Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,31,1986,20.5,944.0,727.0,217.0,10.0,1.0,163.0,11.0,38.0,1.0,0.0,0.0,0.0,454.0,217.0,273.0,49.0,637.0,41.0,206.0,2.0,706.0,2.0,18.0,21.0,30.0
Nathaniel Chalobah,eng ENG,"MF,FW",Watford,eng Premier League,23,1994,3.0,121.0,119.0,2.0,1.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,84.0,19.0,18.0,17.0,90.0,9.0,0.0,1.0,93.0,2.0,7.0,2.0,4.0
Calum Chambers,eng ENG,"MF,DF",Fulham,eng Premier League,23,1995,28.8,1518.0,1490.0,28.0,24.0,1.0,237.0,45.0,13.0,0.0,0.0,0.0,0.0,1023.0,164.0,331.0,173.0,1212.0,85.0,4.0,9.0,1190.0,6.0,40.0,19.0,31.0
Timothy Chandler,us USA,FW,Eint Frankfurt,de Bundesliga,28,1990,0.2,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Kwon Chang-hoon,kr KOR,"FW,MF",Dijon,fr Ligue 1,24,1994,10.4,348.0,314.0,34.0,8.0,0.0,75.0,14.0,21.0,22.0,3.0,2.0,3.0,214.0,60.0,74.0,281.0,43.0,12.0,2.0,1.0,244.0,1.0,4.0,7.0,16.0
Charles,br BRA,FW,Eibar,es La Liga,34,1984,19.3,561.0,526.0,35.0,0.0,1.0,156.0,2.0,8.0,0.0,0.0,0.0,0.0,270.0,161.0,130.0,14.0,369.0,76.0,4.0,27.0,386.0,2.0,6.0,13.0,25.0
Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,27,1991,36.0,1519.0,1386.0,133.0,68.0,1.0,206.0,78.0,39.0,58.0,3.0,4.0,0.0,990.0,160.0,369.0,1226.0,232.0,39.0,6.0,4.0,1178.0,10.0,34.0,29.0,34.0
Pablo Chavarría,ar ARG,FW,Reims,fr Ligue 1,30,1988,21.9,417.0,391.0,26.0,0.0,0.0,138.0,5.0,29.0,0.0,0.0,0.0,0.0,231.0,116.0,70.0,47.0,264.0,44.0,0.0,16.0,256.0,2.0,9.0,18.0,21.0
Chechu,es ESP,DF,Rayo Vallecano,es La Liga,36,1982,1.0,50.0,49.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,4.0,7.0,33.0,13.0,3.0,0.0,0.0,43.0,0.0,2.0,1.0,1.0
Pape Cheikh Diop,sn SEN,MF,Lyon,fr Ligue 1,20,1997,5.0,233.0,228.0,5.0,4.0,0.0,46.0,5.0,0.0,0.0,0.0,0.0,0.0,203.0,19.0,11.0,45.0,179.0,8.0,1.0,0.0,211.0,0.0,1.0,6.0,5.0
Chema,es ESP,DF,Levante,es La Liga,26,1992,13.9,380.0,366.0,14.0,11.0,0.0,47.0,19.0,0.0,1.0,0.0,0.0,0.0,233.0,38.0,109.0,269.0,71.0,28.0,2.0,2.0,285.0,0.0,19.0,7.0,4.0
Denis Cheryshev,ru RUS,"MF,FW",Valencia,es La Liga,27,1990,19.0,722.0,704.0,18.0,3.0,2.0,144.0,19.0,83.0,1.0,0.0,0.0,0.0,418.0,135.0,169.0,525.0,107.0,50.0,12.0,3.0,472.0,0.0,33.0,19.0,47.0
Raman Chibsah,gh GHA,MF,Frosinone,it Serie A,25,1993,29.1,941.0,923.0,18.0,11.0,1.0,136.0,25.0,12.0,1.0,0.0,0.0,0.0,701.0,116.0,124.0,43.0,835.0,43.0,5.0,8.0,761.0,0.0,17.0,22.0,32.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leandro Chichizola,ar ARG,GK,Getafe,es La Liga,28,1990,1.0,26.0,15.0,11.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,18.0,2.0,16.0,0.0,0.0,3.0,12.0,0.0,0.0,1.0,0.0
Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,33,1984,22.1,1339.0,1305.0,34.0,23.0,4.0,154.0,51.0,7.0,1.0,0.0,0.0,0.0,934.0,154.0,251.0,989.0,245.0,59.0,10.0,13.0,1147.0,3.0,38.0,15.0,12.0
Federico Chiesa,it ITA,"FW,MF",Fiorentina,it Serie A,20,1997,33.7,981.0,909.0,72.0,5.0,6.0,196.0,33.0,96.0,11.0,0.0,0.0,0.0,608.0,202.0,171.0,195.0,696.0,22.0,52.0,7.0,673.0,6.0,39.0,29.0,49.0
Ben Chilwell,eng ENG,DF,Leicester City,eng Premier League,21,1996,36.0,2239.0,1815.0,424.0,38.0,4.0,403.0,44.0,109.0,5.0,0.0,0.0,0.0,1214.0,406.0,619.0,1403.0,249.0,137.0,381.0,3.0,1575.0,13.0,80.0,52.0,86.0
Vlad Chiricheș,ro ROU,DF,Napoli,it Serie A,28,1989,1.6,134.0,130.0,4.0,4.0,0.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,113.0,8.0,13.0,16.0,113.0,1.0,0.0,1.0,124.0,0.0,1.0,1.0,1.0
Tahith Chong,nl NED,FW,Manchester Utd,eng Premier League,18,1999,0.4,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0
Hamza Choudhury,eng ENG,MF,Leicester City,eng Premier League,20,1997,6.6,238.0,226.0,12.0,6.0,0.0,57.0,7.0,2.0,0.0,0.0,0.0,0.0,192.0,16.0,30.0,30.0,192.0,11.0,1.0,1.0,207.0,0.0,2.0,0.0,6.0
Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,22,1996,6.9,446.0,432.0,14.0,14.0,0.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,389.0,33.0,24.0,30.0,386.0,23.0,0.0,0.0,416.0,0.0,5.0,4.0,6.0
Cyrus Christie,ie IRL,DF,Fulham,eng Premier League,25,1992,21.6,1194.0,957.0,237.0,8.0,2.0,221.0,24.0,67.0,0.0,0.0,0.0,0.0,655.0,172.0,367.0,83.0,792.0,56.0,229.0,1.0,876.0,3.0,35.0,23.0,44.0
Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,es La Liga,19,1999,19.0,540.0,531.0,9.0,0.0,6.0,119.0,11.0,28.0,2.0,0.0,0.0,0.0,379.0,90.0,71.0,482.0,18.0,21.0,5.0,1.0,387.0,4.0,7.0,16.0,36.0
Camillo Ciano,it ITA,"FW,MF",Frosinone,it Serie A,28,1990,27.3,983.0,776.0,207.0,72.0,5.0,151.0,80.0,97.0,81.0,21.0,6.0,1.0,478.0,166.0,339.0,687.0,231.0,34.0,10.0,7.0,602.0,6.0,35.0,20.0,59.0
Amato Ciciretti,it ITA,"FW,MF",Parma,it Serie A,24,1993,1.5,62.0,59.0,3.0,1.0,0.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,42.0,11.0,9.0,52.0,8.0,2.0,0.0,0.0,46.0,0.0,2.0,3.0,2.0
Luca Cigarini,it ITA,MF,Cagliari,it Serie A,32,1986,18.7,1366.0,1222.0,144.0,91.0,1.0,199.0,60.0,21.0,50.0,8.0,11.0,5.0,812.0,150.0,404.0,139.0,1137.0,70.0,1.0,5.0,1064.0,6.0,30.0,19.0,18.0
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,31,1987,11.1,572.0,561.0,11.0,8.0,0.0,109.0,11.0,6.0,0.0,0.0,0.0,0.0,432.0,72.0,68.0,47.0,478.0,33.0,3.0,6.0,493.0,0.0,7.0,11.0,6.0
Jasper Cillessen,nl NED,GK,Barcelona,es La Liga,29,1989,3.0,115.0,86.0,29.0,4.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,84.0,7.0,24.0,14.0,86.0,0.0,0.0,15.0,102.0,0.0,1.0,0.0,0.0
Laurent Ciman,be BEL,DF,Dijon,fr Ligue 1,32,1985,8.0,568.0,545.0,23.0,20.0,0.0,69.0,24.0,0.0,0.0,0.0,0.0,0.0,414.0,33.0,121.0,74.0,454.0,28.0,3.0,1.0,495.0,1.0,12.0,4.0,7.0
Daniel Ciofani,it ITA,FW,Frosinone,it Serie A,33,1985,18.0,341.0,319.0,22.0,0.0,0.0,103.0,4.0,3.0,0.0,0.0,0.0,0.0,159.0,102.0,80.0,79.0,141.0,45.0,0.0,14.0,234.0,6.0,5.0,8.0,10.0
Thiago Cionek,pl POL,DF,SPAL,it Serie A,32,1986,28.2,1637.0,1443.0,194.0,66.0,0.0,253.0,16.0,16.0,0.0,0.0,0.0,0.0,1056.0,185.0,396.0,242.0,1165.0,74.0,128.0,1.0,1303.0,0.0,41.0,21.0,34.0
Ibrahima Cissé,gn GUI,"MF,FW",Fulham,eng Premier League,24,1994,1.0,33.0,33.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,5.0,4.0,26.0,2.0,0.0,0.0,28.0,0.0,2.0,0.0,0.0
Till Cissokho,fr FRA,DF,Bordeaux,fr Ligue 1,18,2000,0.9,34.0,33.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,10.0,30.0,0.0,3.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0
Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,28,1989,9.5,302.0,297.0,5.0,3.0,0.0,69.0,5.0,1.0,0.0,0.0,0.0,0.0,175.0,41.0,86.0,210.0,34.0,39.0,2.0,0.0,225.0,0.0,11.0,4.0,5.0
Tom Cleverley,eng ENG,"MF,FW",Watford,eng Premier League,28,1989,5.3,229.0,219.0,10.0,8.0,0.0,64.0,3.0,1.0,2.0,1.0,0.0,0.0,137.0,42.0,50.0,22.0,185.0,16.0,0.0,2.0,175.0,0.0,2.0,3.0,8.0
Nathaniel Clyne,eng ENG,DF,Bournemouth,eng Premier League,27,1991,12.7,588.0,470.0,118.0,5.0,2.0,113.0,2.0,12.0,0.0,0.0,0.0,0.0,346.0,103.0,139.0,24.0,425.0,17.0,113.0,2.0,454.0,2.0,10.0,13.0,21.0
Nathaniel Clyne,eng ENG,DF,Liverpool,eng Premier League,27,1991,1.2,84.0,60.0,24.0,2.0,0.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,48.0,18.0,18.0,3.0,56.0,1.0,22.0,2.0,68.0,0.0,0.0,1.0,1.0
Conor Coady,eng ENG,DF,Wolves,eng Premier League,25,1993,38.0,1677.0,1637.0,40.0,36.0,4.0,246.0,107.0,0.0,0.0,0.0,0.0,0.0,1086.0,162.0,429.0,81.0,1507.0,70.0,4.0,3.0,1412.0,7.0,47.0,14.0,5.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Coco,fr FRA,"FW,MF",Guingamp,fr Ligue 1,22,1996,20.4,587.0,568.0,19.0,0.0,0.0,155.0,12.0,49.0,0.0,0.0,0.0,0.0,356.0,99.0,132.0,74.0,405.0,42.0,10.0,6.0,368.0,0.0,21.0,13.0,37.0
Coke,es ESP,DF,Levante,es La Liga,31,1987,20.2,925.0,778.0,147.0,16.0,0.0,142.0,19.0,30.0,2.0,0.0,0.0,0.0,475.0,249.0,201.0,127.0,602.0,53.0,129.0,5.0,700.0,4.0,30.0,17.0,32.0
Joel Coleman,eng ENG,GK,Huddersfield,eng Premier League,22,1995,1.0,37.0,28.0,9.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,30.0,1.0,33.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,1.0
Séamus Coleman,ie IRL,DF,Everton,eng Premier League,29,1988,28.4,1583.0,1257.0,326.0,8.0,1.0,330.0,23.0,74.0,1.0,0.0,0.0,0.0,865.0,294.0,424.0,154.0,1004.0,82.0,317.0,2.0,1218.0,3.0,30.0,28.0,57.0
Álex Collado,es ESP,FW,Barcelona,es La Liga,19,1999,0.9,28.0,28.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,1.0,27.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,2.0
Omar Colley,gm GAM,DF,Sampdoria,it Serie A,25,1992,19.6,1110.0,1059.0,51.0,49.0,0.0,129.0,40.0,4.0,0.0,0.0,0.0,0.0,844.0,105.0,161.0,689.0,320.0,75.0,2.0,7.0,982.0,1.0,24.0,5.0,8.0
Racine Coly,sn SEN,"DF,MF",Nice,fr Ligue 1,22,1995,5.6,307.0,252.0,55.0,5.0,0.0,60.0,3.0,9.0,0.0,0.0,0.0,0.0,189.0,82.0,36.0,188.0,49.0,18.0,50.0,0.0,255.0,0.0,7.0,0.0,10.0
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,22,1996,15.3,685.0,680.0,5.0,1.0,4.0,161.0,14.0,67.0,0.0,0.0,0.0,0.0,536.0,78.0,71.0,145.0,512.0,16.0,4.0,1.0,545.0,2.0,9.0,16.0,28.0
Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,21,1996,22.6,1075.0,1047.0,28.0,25.0,0.0,184.0,49.0,7.0,1.0,1.0,0.0,0.0,774.0,137.0,164.0,153.0,833.0,66.0,2.0,7.0,916.0,2.0,16.0,20.0,13.0
Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,33,1985,36.6,1539.0,1465.0,74.0,44.0,1.0,240.0,38.0,5.0,0.0,0.0,0.0,0.0,1014.0,169.0,356.0,451.0,924.0,93.0,30.0,7.0,1250.0,1.0,38.0,25.0,20.0
Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,31,1987,35.7,1172.0,761.0,411.0,129.0,0.0,103.0,40.0,0.0,0.0,0.0,0.0,0.0,549.0,73.0,550.0,61.0,892.0,1.0,0.0,161.0,849.0,6.0,21.0,5.0,3.0
Andrea Conti,it ITA,DF,Milan,it Serie A,24,1994,5.6,361.0,300.0,61.0,3.0,0.0,70.0,1.0,17.0,2.0,0.0,1.0,0.0,227.0,79.0,55.0,23.0,272.0,6.0,56.0,0.0,300.0,1.0,2.0,7.0,12.0
Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,21,1997,8.0,400.0,393.0,7.0,4.0,1.0,44.0,15.0,8.0,0.0,0.0,0.0,0.0,295.0,41.0,64.0,17.0,353.0,23.0,3.0,1.0,328.0,2.0,10.0,8.0,10.0
Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,27,1991,31.0,1573.0,1427.0,146.0,57.0,0.0,179.0,54.0,14.0,0.0,0.0,0.0,0.0,974.0,160.0,439.0,67.0,1260.0,111.0,88.0,6.0,1222.0,6.0,43.0,13.0,18.0
