Player,Nation,Pos,Squad,Comp,Age,Born,90s,No. Tackels,No Tackels won,Def 3rd tackles,Mid 3rd tackles,Att 3rd tackles,Tackles v Dribbles,Tackles v Dribble attempts,% of dribblers tackled,No of times dribbled past,Pressures,Succ Pressures,Succ Pressures %,Def 3rd Pressures,Mid 3rd Pressures,Att 3rd Pressures,Blocks,Blocked shots,ShSv,Blocked pass,Interceptions,Tkl+Int,Clearances,Errors
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,23,1996,16.7,23.0,15.0,10.0,8.0,5.0,11.0,26.0,42.3,15.0,287.0,92.0,32.1,54.0,117.0,116.0,17.0,0.0,0.0,17.0,2.0,25.0,4.0,0.0
Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,34,1985,21.6,33.0,23.0,22.0,9.0,2.0,16.0,41.0,39.0,25.0,207.0,65.0,31.4,107.0,89.0,11.0,29.0,7.0,0.0,22.0,29.0,62.0,96.0,0.0
Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,19,2000,14.0,12.0,8.0,1.0,5.0,6.0,3.0,12.0,25.0,9.0,234.0,69.0,29.5,14.0,94.0,126.0,8.0,1.0,0.0,7.0,5.0,17.0,1.0,0.0
Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,32,1987,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Andrea Conti,it ITA,DF,Milan,it Serie A,25,1994,19.2,53.0,31.0,34.0,15.0,4.0,18.0,62.0,29.0,44.0,335.0,80.0,23.9,161.0,144.0,30.0,36.0,7.0,0.0,29.0,27.0,80.0,43.0,1.0
Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,22,1997,15.0,27.0,16.0,15.0,10.0,2.0,8.0,40.0,20.0,32.0,375.0,71.0,18.9,125.0,197.0,53.0,20.0,6.0,0.0,14.0,13.0,40.0,15.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,28,1991,27.0,22.0,13.0,15.0,7.0,0.0,9.0,23.0,39.1,14.0,164.0,55.0,33.5,111.0,44.0,9.0,47.0,28.0,0.0,19.0,19.0,41.0,222.0,1.0
Francis Coquelin,fr FRA,MF,Valencia,es La Liga,28,1991,21.2,34.0,24.0,20.0,13.0,1.0,11.0,31.0,35.5,20.0,284.0,79.0,27.8,144.0,115.0,25.0,30.0,10.0,0.0,20.0,29.0,63.0,32.0,0.0
Gabriele Corbo,it ITA,DF,Bologna,it Serie A,19,2000,1.4,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,14.0,4.0,28.6,8.0,6.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,9.0,1.0
Sébastien Corchia,fr FRA,DF,Espanyol,es La Liga,28,1990,3.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,33.3,2.0,17.0,5.0,29.4,7.0,5.0,5.0,12.0,1.0,0.0,11.0,2.0,4.0,6.0,0.0
Iñigo Córdoba,es ESP,FW,Athletic Club,es La Liga,22,1997,16.0,26.0,14.0,14.0,11.0,1.0,10.0,52.0,19.2,42.0,396.0,104.0,26.3,120.0,166.0,110.0,39.0,1.0,0.0,38.0,10.0,36.0,11.0,0.0
Jhon Córdoba,co COL,FW,Köln,de Bundesliga,26,1993,22.2,14.0,11.0,1.0,9.0,4.0,3.0,11.0,27.3,8.0,445.0,112.0,25.2,17.0,172.0,256.0,18.0,1.0,0.0,17.0,7.0,21.0,19.0,0.0
Sergio Córdova,ve VEN,"FW,MF",Augsburg,de Bundesliga,21,1997,4.1,4.0,3.0,0.0,4.0,0.0,1.0,11.0,9.1,10.0,157.0,24.0,15.3,15.0,88.0,54.0,3.0,0.0,0.0,3.0,1.0,5.0,3.0,0.0
Benjamin Corgnet,fr FRA,MF,Strasbourg,fr Ligue 1,32,1987,2.9,4.0,3.0,3.0,0.0,1.0,1.0,4.0,25.0,3.0,49.0,9.0,18.4,7.0,29.0,13.0,2.0,0.0,0.0,2.0,1.0,5.0,2.0,1.0
Jack Cork,eng ENG,MF,Burnley,eng Premier League,30,1989,29.0,39.0,27.0,10.0,21.0,8.0,11.0,65.0,16.9,54.0,605.0,172.0,28.4,146.0,347.0,112.0,53.0,12.0,0.0,41.0,25.0,64.0,57.0,0.0
Andreas Cornelius,dk DEN,FW,Parma,it Serie A,26,1993,16.6,8.0,6.0,3.0,3.0,2.0,2.0,13.0,15.4,11.0,219.0,57.0,26.0,17.0,112.0,90.0,6.0,1.0,0.0,5.0,2.0,10.0,27.0,0.0
Maxwel Cornet,ci CIV,"FW,DF",Lyon,fr Ligue 1,22,1996,14.8,28.0,14.0,20.0,5.0,3.0,17.0,26.0,65.4,9.0,219.0,68.0,31.1,83.0,82.0,54.0,20.0,2.0,0.0,18.0,15.0,43.0,30.0,0.0
Quentin Cornette,fr FRA,"FW,MF",Amiens,fr Ligue 1,25,1994,3.9,6.0,1.0,4.0,1.0,1.0,1.0,11.0,9.1,10.0,96.0,20.0,20.8,19.0,38.0,39.0,11.0,1.0,0.0,10.0,9.0,15.0,3.0,0.0
Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,es La Liga,24,1995,22.9,23.0,15.0,8.0,5.0,10.0,6.0,40.0,15.0,34.0,410.0,123.0,30.0,71.0,189.0,150.0,39.0,6.0,0.0,33.0,12.0,35.0,20.0,0.0
Joaquín Correa,ar ARG,"FW,MF",Lazio,it Serie A,24,1994,22.2,15.0,11.0,5.0,7.0,3.0,3.0,23.0,13.0,20.0,357.0,95.0,26.6,43.0,148.0,166.0,8.0,2.0,0.0,6.0,5.0,20.0,9.0,0.0
Rober Correa,es ESP,DF,Eibar,es La Liga,26,1992,10.3,16.0,9.0,10.0,4.0,2.0,7.0,14.0,50.0,7.0,92.0,25.0,27.2,30.0,41.0,21.0,21.0,5.0,0.0,16.0,5.0,21.0,49.0,0.0
Thierry Correia,pt POR,DF,Valencia,es La Liga,20,1999,2.9,7.0,5.0,5.0,2.0,0.0,1.0,3.0,33.3,2.0,32.0,15.0,46.9,20.0,11.0,1.0,6.0,0.0,0.0,6.0,1.0,8.0,13.0,0.0
Antonio Cortés,es ESP,"FW,MF",Granada,es La Liga,19,2000,2.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,41.0,12.0,29.3,6.0,13.0,22.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0
Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,35,1983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny da Costa,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,26,1993,15.4,32.0,21.0,18.0,9.0,5.0,10.0,22.0,45.5,12.0,230.0,68.0,29.6,57.0,106.0,67.0,27.0,2.0,0.0,25.0,11.0,43.0,40.0,0.0
Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,30,1988,15.0,10.0,9.0,2.0,5.0,3.0,2.0,10.0,20.0,8.0,200.0,59.0,29.5,18.0,94.0,88.0,14.0,3.0,0.0,11.0,3.0,13.0,12.0,0.0
Douglas Costa,br BRA,"FW,MF",Juventus,it Serie A,28,1990,8.9,5.0,5.0,4.0,1.0,0.0,1.0,10.0,10.0,9.0,114.0,25.0,21.9,22.0,52.0,40.0,10.0,0.0,0.0,10.0,6.0,11.0,3.0,0.0
Jaume Costa,es ESP,DF,Valencia,es La Liga,31,1988,15.4,26.0,18.0,16.0,8.0,2.0,12.0,28.0,42.9,16.0,149.0,39.0,26.2,78.0,51.0,20.0,37.0,6.0,0.0,31.0,8.0,34.0,64.0,0.0
Nuno da Costa,cv CPV,"FW,MF",Strasbourg,fr Ligue 1,28,1991,5.9,11.0,6.0,2.0,6.0,3.0,3.0,10.0,30.0,7.0,130.0,31.0,23.8,9.0,59.0,62.0,12.0,1.0,0.0,11.0,5.0,16.0,3.0,0.0
David Costas,es ESP,DF,Celta Vigo,es La Liga,24,1995,3.8,7.0,4.0,6.0,1.0,0.0,0.0,3.0,0.0,3.0,26.0,9.0,34.6,19.0,4.0,3.0,6.0,4.0,0.0,2.0,7.0,14.0,19.0,0.0
Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,32,1987,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0,3.0,42.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,27,1991,18.0,11.0,7.0,0.0,7.0,4.0,3.0,9.0,33.3,6.0,252.0,68.0,27.0,4.0,88.0,160.0,10.0,2.0,0.0,8.0,7.0,18.0,29.0,0.0
Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,24,1994,7.4,12.0,5.0,8.0,4.0,0.0,3.0,6.0,50.0,3.0,80.0,20.0,25.0,60.0,18.0,2.0,16.0,11.0,0.0,5.0,12.0,24.0,53.0,0.0
Yoann Court,fr FRA,"FW,MF",Brest,fr Ligue 1,29,1990,16.3,57.0,32.0,32.0,20.0,5.0,20.0,69.0,29.0,49.0,328.0,79.0,24.1,84.0,156.0,88.0,23.0,0.0,0.0,23.0,12.0,69.0,17.0,0.0
Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,27,1992,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
Philippe Coutinho,br BRA,"MF,FW",Bayern Munich,de Bundesliga,27,1992,15.7,28.0,25.0,1.0,17.0,10.0,4.0,16.0,25.0,12.0,235.0,92.0,39.1,20.0,124.0,91.0,14.0,2.0,0.0,12.0,6.0,34.0,3.0,0.0
Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,20,1999,6.2,6.0,4.0,4.0,2.0,0.0,0.0,3.0,0.0,3.0,53.0,11.0,20.8,39.0,14.0,0.0,13.0,6.0,0.0,7.0,7.0,13.0,27.0,0.0
Alessio Cragno,it ITA,GK,Cagliari,it Serie A,25,1994,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,29,1989,30.3,48.0,29.0,25.0,18.0,5.0,24.0,59.0,40.7,35.0,355.0,118.0,33.2,186.0,130.0,39.0,64.0,10.0,0.0,54.0,15.0,63.0,92.0,2.0
Domenico Criscito,it ITA,DF,Genoa,it Serie A,32,1986,22.8,69.0,44.0,46.0,17.0,6.0,27.0,61.0,44.3,34.0,310.0,99.0,31.9,174.0,104.0,32.0,53.0,15.0,0.0,38.0,38.0,107.0,83.0,1.0
Bryan Cristante,it ITA,MF,Roma,it Serie A,24,1995,18.0,25.0,14.0,7.0,14.0,4.0,10.0,27.0,37.0,17.0,301.0,71.0,23.6,98.0,150.0,53.0,21.0,4.0,0.0,17.0,11.0,36.0,31.0,0.0
Sebastián Cristóforo,uy URU,MF,Fiorentina,it Serie A,25,1993,1.0,5.0,4.0,3.0,1.0,1.0,2.0,6.0,33.3,4.0,19.0,8.0,42.1,10.0,7.0,2.0,2.0,1.0,0.0,1.0,2.0,7.0,0.0,0.0
Sebastián Cristóforo,uy URU,MF,Eibar,es La Liga,25,1993,9.7,42.0,24.0,14.0,17.0,11.0,9.0,28.0,32.1,19.0,257.0,80.0,31.1,68.0,127.0,62.0,31.0,3.0,0.0,28.0,7.0,49.0,2.0,0.0
Juan Cuadrado,co COL,DF,Juventus,it Serie A,31,1988,29.5,75.0,40.0,39.0,30.0,6.0,32.0,66.0,48.5,34.0,347.0,104.0,30.0,151.0,142.0,54.0,51.0,9.0,0.0,42.0,24.0,99.0,55.0,0.0
Cucho,co COL,"FW,MF",Mallorca,es La Liga,20,1999,16.5,19.0,11.0,9.0,9.0,1.0,4.0,15.0,26.7,11.0,259.0,61.0,23.6,58.0,120.0,81.0,20.0,2.0,0.0,18.0,9.0,28.0,14.0,0.0
Marc Cucurella,es ESP,"MF,DF",Getafe,es La Liga,21,1998,36.0,88.0,62.0,31.0,45.0,12.0,27.0,82.0,32.9,55.0,939.0,303.0,32.3,229.0,461.0,249.0,76.0,8.0,1.0,68.0,29.0,117.0,41.0,0.0
Iván Cuéllar,es ESP,GK,Leganés,es La Liga,35,1984,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
Jaume Cuéllar,bo BOL,"FW,MF",SPAL,it Serie A,17,2001,0.8,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0,4.0,28.6,0.0,5.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Mickaël Cuisance,fr FRA,"MF,FW",Bayern Munich,de Bundesliga,19,1999,3.4,5.0,3.0,1.0,2.0,2.0,1.0,11.0,9.1,10.0,87.0,19.0,21.8,16.0,39.0,32.0,5.0,1.0,0.0,4.0,1.0,6.0,2.0,0.0
Matheus Cunha,br BRA,"FW,MF",Hertha BSC,de Bundesliga,20,1999,8.3,12.0,9.0,6.0,5.0,1.0,4.0,11.0,36.4,7.0,177.0,45.0,25.4,25.0,82.0,70.0,17.0,1.0,0.0,16.0,6.0,18.0,2.0,0.0
Matheus Cunha,br BRA,"FW,MF",RB Leipzig,de Bundesliga,20,1999,3.1,7.0,4.0,0.0,2.0,5.0,0.0,3.0,0.0,3.0,109.0,23.0,21.1,8.0,50.0,51.0,5.0,2.0,0.0,3.0,3.0,10.0,0.0,0.0
Felipe Curcio,br BRA,DF,Brescia,it Serie A,26,1993,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Cutrone,it ITA,FW,Fiorentina,it Serie A,21,1998,9.3,8.0,6.0,3.0,2.0,3.0,0.0,15.0,0.0,15.0,224.0,49.0,21.9,31.0,95.0,98.0,9.0,2.0,0.0,7.0,3.0,11.0,5.0,0.0
Patrick Cutrone,it ITA,FW,Wolves,eng Premier League,21,1998,3.3,6.0,4.0,3.0,1.0,2.0,1.0,5.0,20.0,4.0,95.0,26.0,27.4,9.0,43.0,43.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0
Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,24,1995,19.7,22.0,16.0,7.0,14.0,1.0,7.0,34.0,20.6,27.0,336.0,92.0,27.4,85.0,209.0,42.0,14.0,2.0,0.0,12.0,16.0,38.0,15.0,0.0
Rafael Czichos,de GER,DF,Köln,de Bundesliga,29,1990,24.5,49.0,37.0,32.0,15.0,2.0,17.0,43.0,39.5,26.0,250.0,94.0,37.6,155.0,90.0,5.0,52.0,22.0,1.0,30.0,14.0,63.0,169.0,2.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lennart-Marten Czyborra,de GER,DF,Atalanta,it Serie A,20,1999,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,57.1,1.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Marco D'Alessandro,it ITA,"MF,DF",SPAL,it Serie A,28,1991,8.7,19.0,9.0,6.0,7.0,6.0,3.0,11.0,27.3,8.0,136.0,39.0,28.7,43.0,53.0,40.0,12.0,0.0,0.0,12.0,5.0,24.0,7.0,0.0
Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,30,1988,15.6,34.0,20.0,18.0,9.0,7.0,14.0,36.0,38.9,22.0,276.0,75.0,27.2,96.0,128.0,52.0,24.0,5.0,0.0,19.0,14.0,48.0,30.0,0.0
Felice D'Amico,it ITA,MF,Sampdoria,it Serie A,18,2000,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,5.0,1.0,20.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Lucas Da Cunha,fr FRA,MF,Rennes,fr Ligue 1,18,2001,0.8,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,7.0,36.8,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jacopo Da Riva,it ITA,FW,Atalanta,it Serie A,18,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,31,1988,24.9,31.0,17.0,21.0,9.0,1.0,6.0,19.0,31.6,13.0,159.0,59.0,37.1,97.0,55.0,7.0,38.0,18.0,1.0,20.0,20.0,51.0,198.0,2.0
Bryan Dabo,bf BFA,MF,SPAL,it Serie A,27,1992,12.5,28.0,14.0,14.0,11.0,3.0,4.0,18.0,22.2,14.0,212.0,60.0,28.3,79.0,94.0,39.0,17.0,3.0,0.0,14.0,8.0,36.0,13.0,0.0
Moanes Dabour,il ISR,FW,Hoffenheim,de Bundesliga,27,1992,8.5,8.0,7.0,1.0,4.0,3.0,3.0,9.0,33.3,6.0,152.0,40.0,26.3,22.0,56.0,74.0,12.0,2.0,0.0,10.0,5.0,13.0,1.0,0.0
Moanes Dabour,il ISR,FW,Sevilla,es La Liga,27,1992,0.3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,60.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,20,1998,7.4,7.0,4.0,3.0,1.0,3.0,3.0,9.0,33.3,6.0,87.0,26.0,29.9,40.0,32.0,15.0,12.0,1.0,0.0,11.0,7.0,14.0,11.0,0.0
Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,23,1996,6.2,16.0,7.0,6.0,8.0,2.0,5.0,19.0,26.3,14.0,129.0,39.0,30.2,38.0,71.0,20.0,9.0,2.0,0.0,7.0,5.0,21.0,8.0,0.0
Leon Dajaku,de GER,DF,Bayern Munich,de Bundesliga,18,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,25.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Felipe dal Belo,br BRA,DF,SPAL,it Serie A,35,1984,11.1,14.0,8.0,7.0,7.0,0.0,9.0,18.0,50.0,9.0,112.0,32.0,28.6,59.0,52.0,1.0,21.0,12.0,0.0,9.0,7.0,21.0,36.0,0.0
Christian Dalle Mura,it ITA,MF,Fiorentina,it Serie A,17,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,20,1999,0.7,3.0,2.0,3.0,0.0,0.0,2.0,4.0,50.0,2.0,8.0,4.0,50.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0
Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,32,1986,1.4,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,26.0,5.0,19.2,20.0,6.0,0.0,5.0,1.0,0.0,4.0,4.0,5.0,4.0,1.0
Danilo,br BRA,DF,Juventus,it Serie A,28,1991,16.0,34.0,17.0,20.0,7.0,7.0,14.0,25.0,56.0,11.0,154.0,50.0,32.5,64.0,63.0,27.0,22.0,4.0,0.0,18.0,15.0,49.0,47.0,0.0
Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,14.1,12.0,5.0,10.0,2.0,0.0,7.0,14.0,50.0,7.0,41.0,16.0,39.0,29.0,12.0,0.0,17.0,6.0,0.0,11.0,11.0,23.0,80.0,0.0
Kevin Danso,at AUT,DF,Southampton,eng Premier League,20,1998,3.1,8.0,4.0,4.0,4.0,0.0,5.0,8.0,62.5,3.0,41.0,10.0,24.4,26.0,13.0,2.0,9.0,4.0,0.0,5.0,2.0,10.0,15.0,0.0
Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21.0,36.0,19.0,28.0,8.0,0.0,14.0,21.0,66.7,7.0,166.0,60.0,36.1,119.0,41.0,6.0,47.0,19.0,0.0,28.0,18.0,54.0,103.0,0.0
Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,20,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergi Darder,es ESP,"MF,FW",Espanyol,es La Liga,25,1993,29.5,48.0,25.0,12.0,26.0,10.0,12.0,48.0,25.0,36.0,630.0,153.0,24.3,131.0,344.0,155.0,33.0,0.0,0.0,33.0,20.0,68.0,28.0,1.0
Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,25.1,57.0,40.0,19.0,28.0,10.0,7.0,47.0,14.9,40.0,630.0,173.0,27.5,138.0,350.0,142.0,50.0,8.0,0.0,42.0,24.0,81.0,29.0,2.0
Matteo Darmian,it ITA,DF,Parma,it Serie A,29,1989,29.8,72.0,39.0,44.0,25.0,3.0,33.0,77.0,42.9,44.0,477.0,127.0,26.6,247.0,160.0,70.0,73.0,20.0,0.0,53.0,16.0,88.0,84.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,78.0,49.0,35.0,29.0,14.0,30.0,53.0,56.6,23.0,429.0,184.0,42.9,167.0,161.0,101.0,56.0,4.0,0.0,52.0,24.0,102.0,54.0,0.0
Ben Davies,wal WAL,DF,Tottenham,eng Premier League,26,1993,15.9,30.0,13.0,13.0,14.0,3.0,5.0,24.0,20.8,19.0,214.0,63.0,29.4,98.0,91.0,25.0,43.0,13.0,0.0,30.0,12.0,42.0,67.0,1.0
Tom Davies,eng ENG,MF,Everton,eng Premier League,21,1998,22.5,36.0,18.0,13.0,16.0,7.0,8.0,51.0,15.7,43.0,425.0,99.0,23.3,157.0,210.0,58.0,34.0,4.0,0.0,30.0,28.0,64.0,35.0,1.0
Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,21,1998,6.1,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,88.0,19.0,21.6,3.0,50.0,35.0,5.0,1.0,0.0,4.0,0.0,2.0,3.0,0.0
Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,7.7,17.0,8.0,11.0,5.0,1.0,6.0,13.0,46.2,7.0,114.0,34.0,29.8,65.0,42.0,7.0,11.0,6.0,0.0,5.0,12.0,29.0,53.0,0.0
Craig Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,30.0,19.0,15.0,13.0,2.0,14.0,31.0,45.2,17.0,185.0,73.0,39.5,107.0,66.0,12.0,56.0,35.0,1.0,21.0,21.0,51.0,165.0,1.0
Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,28,1991,31.0,44.0,28.0,11.0,18.0,15.0,11.0,58.0,19.0,47.0,554.0,177.0,31.9,83.0,230.0,241.0,31.0,2.0,0.0,29.0,11.0,55.0,19.0,1.0
Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,32,1987,16.7,21.0,15.0,15.0,5.0,1.0,7.0,12.0,58.3,5.0,144.0,46.0,31.9,95.0,43.0,6.0,44.0,23.0,0.0,21.0,20.0,41.0,94.0,2.0
Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,25,1994,31.4,63.0,37.0,36.0,20.0,7.0,21.0,73.0,28.8,52.0,693.0,186.0,26.8,290.0,285.0,118.0,51.0,6.0,0.0,45.0,23.0,86.0,10.0,0.0
Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,5.2,11.0,5.0,7.0,4.0,0.0,6.0,12.0,50.0,6.0,48.0,16.0,33.3,23.0,20.0,5.0,12.0,1.0,0.0,11.0,7.0,18.0,15.0,0.0
Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,31,1988,24.9,16.0,9.0,4.0,9.0,3.0,11.0,32.0,34.4,21.0,235.0,62.0,26.4,77.0,91.0,67.0,46.0,7.0,0.0,39.0,11.0,27.0,86.0,0.0
Lucas Deaux,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,14.8,55.0,34.0,21.0,28.0,6.0,19.0,59.0,32.2,40.0,391.0,139.0,35.5,139.0,218.0,34.0,25.0,6.0,0.0,19.0,10.0,65.0,44.0,0.0
Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,19.7,52.0,26.0,26.0,21.0,5.0,20.0,48.0,41.7,28.0,250.0,79.0,31.6,121.0,93.0,36.0,46.0,14.0,1.0,32.0,33.0,85.0,99.0,0.0
Troy Deeney,eng ENG,FW,Watford,eng Premier League,31,1988,24.7,24.0,17.0,2.0,14.0,8.0,9.0,30.0,30.0,21.0,458.0,107.0,23.4,53.0,228.0,177.0,20.0,2.0,0.0,18.0,6.0,30.0,22.0,0.0
Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,28,1991,10.9,11.0,9.0,4.0,5.0,2.0,3.0,16.0,18.8,13.0,226.0,60.0,26.5,30.0,104.0,92.0,14.0,0.0,0.0,14.0,3.0,14.0,6.0,0.0
Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,23,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Alessandro Deiola,it ITA,MF,Lecce,it Serie A,23,1995,8.0,19.0,12.0,8.0,11.0,0.0,10.0,21.0,47.6,11.0,152.0,45.0,29.6,62.0,69.0,21.0,15.0,4.0,0.0,11.0,6.0,25.0,19.0,0.0
Romain Del Castillo,fr FRA,"FW,MF",Rennes,fr Ligue 1,23,1996,13.8,25.0,19.0,9.0,12.0,4.0,8.0,34.0,23.5,26.0,348.0,81.0,23.3,67.0,181.0,100.0,16.0,5.0,0.0,11.0,7.0,32.0,7.0,0.0
Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,13.9,27.0,14.0,20.0,6.0,1.0,9.0,21.0,42.9,12.0,204.0,48.0,23.5,103.0,79.0,22.0,28.0,2.0,0.0,26.0,12.0,39.0,28.0,0.0
