Player,Nation,Pos,Squad,Comp,Age,Born,90s,No. Tackels,No Tackels won,Def 3rd tackles,Mid 3rd tackles,Att 3rd tackles,Tackles v Dribbles,Tackles v Dribble attempts,% of dribblers tackled,No of times dribbled past,Pressures,Succ Pressures,Succ Pressures %,Def 3rd Pressures,Mid 3rd Pressures,Att 3rd Pressures,Blocks,Blocked shots,ShSv,Blocked pass,Interceptions,Tkl+Int,Clearances,Errors
Cristian Ansaldi,ar ARG,"DF,MF",Torino,it Serie A,32,1986,19.6,44.0,27.0,29.0,9.0,6.0,14.0,39.0,35.9,25.0,271.0,92.0,33.9,112.0,90.0,69.0,28.0,3.0,0.0,25.0,12.0,56.0,32.0,2.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Janis Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Michail Antonio,eng ENG,FW,West Ham,eng Premier League,29,1990,19.6,14.0,10.0,5.0,4.0,5.0,2.0,14.0,14.3,12.0,337.0,78.0,23.1,31.0,151.0,155.0,26.0,5.0,0.0,21.0,8.0,22.0,9.0,0.0
Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,31,1987,11.4,25.0,16.0,18.0,7.0,0.0,12.0,27.0,44.4,15.0,150.0,49.0,32.7,88.0,47.0,15.0,24.0,0.0,0.0,24.0,19.0,44.0,25.0,0.0
Mirko Antonucci,it ITA,"FW,MF",Roma,it Serie A,20,1999,0.9,4.0,2.0,1.0,0.0,3.0,2.0,3.0,66.7,1.0,23.0,6.0,26.1,5.0,13.0,5.0,2.0,0.0,0.0,2.0,3.0,7.0,2.0,0.0
Vitorino Antunes,pt POR,MF,Getafe,es La Liga,32,1987,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Christopher Antwi-Adjei,gh GHA,"MF,FW",Paderborn 07,de Bundesliga,25,1994,27.4,31.0,20.0,15.0,14.0,2.0,9.0,38.0,23.7,29.0,483.0,122.0,25.3,144.0,216.0,123.0,46.0,2.0,0.0,44.0,11.0,42.0,13.0,0.0
Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,24,1995,2.1,4.0,4.0,2.0,2.0,0.0,1.0,3.0,33.3,2.0,37.0,7.0,18.9,13.0,21.0,3.0,6.0,3.0,0.0,3.0,3.0,7.0,1.0,0.0
Houssem Aouar,fr FRA,MF,Lyon,fr Ligue 1,21,1998,21.7,28.0,19.0,8.0,16.0,4.0,3.0,28.0,10.7,25.0,388.0,100.0,25.8,88.0,205.0,95.0,19.0,1.0,0.0,18.0,11.0,39.0,12.0,0.0
Adil Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,0.7,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,29.0,7.0,24.1,6.0,10.0,13.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,63.0,32.0,39.0,16.0,8.0,19.0,45.0,42.2,26.0,303.0,97.0,32.0,146.0,126.0,31.0,20.0,3.0,0.0,17.0,15.0,78.0,65.0,0.0
Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,34.1,74.0,49.0,28.0,38.0,8.0,20.0,63.0,31.7,43.0,799.0,206.0,25.8,169.0,515.0,115.0,69.0,6.0,0.0,63.0,26.0,100.0,49.0,0.0
Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,5.0,2.0,2.0,3.0,0.0,3.0,4.0,75.0,1.0,24.0,7.0,29.2,14.0,6.0,4.0,2.0,0.0,0.0,2.0,1.0,6.0,2.0,0.0
Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23.5,55.0,31.0,23.0,28.0,4.0,28.0,75.0,37.3,47.0,531.0,197.0,37.1,166.0,290.0,75.0,38.0,6.0,0.0,32.0,23.0,78.0,34.0,1.0
Luiz Araújo,br BRA,"FW,MF",Lille,fr Ligue 1,23,1996,9.2,18.0,9.0,3.0,8.0,7.0,6.0,32.0,18.8,26.0,262.0,75.0,28.6,41.0,114.0,107.0,16.0,0.0,0.0,16.0,5.0,23.0,7.0,0.0
Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,47.0,27.0,37.0,9.0,1.0,15.0,32.0,46.9,17.0,217.0,71.0,32.7,144.0,64.0,9.0,43.0,22.0,0.0,21.0,38.0,85.0,205.0,0.0
Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,4.0,2.0,2.0,2.0,0.0,3.0,4.0,75.0,1.0,26.0,8.0,30.8,18.0,8.0,0.0,9.0,3.0,0.0,6.0,0.0,4.0,11.0,0.0
Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,22.3,33.0,20.0,23.0,9.0,1.0,12.0,38.0,31.6,26.0,162.0,57.0,35.2,86.0,62.0,14.0,38.0,6.0,0.0,32.0,15.0,48.0,136.0,2.0
Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,12.0,30.0,17.0,19.0,10.0,1.0,11.0,21.0,52.4,10.0,124.0,47.0,37.9,66.0,42.0,16.0,28.0,7.0,0.0,21.0,9.0,39.0,35.0,0.0
Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,5.0,1.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Stuart Armstrong,sco SCO,MF,Southampton,eng Premier League,27,1992,19.1,49.0,25.0,27.0,14.0,8.0,13.0,46.0,28.3,33.0,408.0,129.0,31.6,115.0,187.0,106.0,24.0,5.0,0.0,19.0,9.0,58.0,22.0,1.0
José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,24,1995,8.8,5.0,3.0,0.0,4.0,1.0,0.0,12.0,0.0,12.0,164.0,43.0,26.2,25.0,69.0,70.0,13.0,0.0,0.0,13.0,5.0,10.0,6.0,0.0
José Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,24,1995,3.7,4.0,3.0,3.0,1.0,0.0,1.0,4.0,25.0,3.0,76.0,17.0,22.4,21.0,36.0,19.0,7.0,0.0,0.0,7.0,2.0,6.0,1.0,0.0
Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,57.0,35.0,21.0,31.0,5.0,22.0,83.0,26.5,61.0,578.0,185.0,32.0,169.0,320.0,89.0,37.0,7.0,0.0,30.0,23.0,80.0,45.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,33.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,30,1988,7.1,9.0,5.0,4.0,4.0,1.0,6.0,15.0,40.0,9.0,96.0,25.0,26.0,28.0,43.0,25.0,9.0,1.0,0.0,8.0,10.0,19.0,12.0,0.0
Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7.0,31.0,21.0,18.0,11.0,2.0,8.0,27.0,29.6,19.0,203.0,65.0,32.0,108.0,82.0,13.0,22.0,3.0,0.0,19.0,8.0,39.0,19.0,0.0
Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,5.0,4.0,3.0,2.0,0.0,1.0,6.0,16.7,5.0,34.0,11.0,32.4,12.0,13.0,9.0,2.0,0.0,0.0,2.0,2.0,7.0,3.0,0.0
Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,2.0,1.0,2.0,0.0,0.0,2.0,3.0,66.7,1.0,12.0,1.0,8.3,5.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,29.0,21.0,7.0,11.0,11.0,12.0,34.0,35.3,22.0,537.0,146.0,27.2,80.0,222.0,235.0,24.0,4.0,0.0,20.0,19.0,48.0,6.0,0.0
Roger Assalé,ci CIV,"FW,MF",Leganés,es La Liga,25,1993,5.9,3.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,4.0,70.0,18.0,25.7,8.0,30.0,32.0,6.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0
Miguel Atienza,es ESP,MF,Eibar,es La Liga,,,0.3,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,15.0,4.0,26.7,6.0,6.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0
Christian Atsu,gh GHA,"FW,MF",Newcastle Utd,eng Premier League,27,1992,8.3,12.0,9.0,4.0,6.0,2.0,4.0,15.0,26.7,11.0,243.0,47.0,19.3,99.0,104.0,40.0,28.0,1.0,0.0,27.0,7.0,19.0,6.0,0.0
Youcef Attal,dz ALG,"FW,DF",Nice,fr Ligue 1,23,1996,11.1,29.0,17.0,15.0,10.0,4.0,15.0,34.0,44.1,19.0,195.0,53.0,27.2,75.0,77.0,43.0,24.0,0.0,0.0,24.0,17.0,46.0,12.0,0.0
Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,39.0,24.0,15.0,14.0,10.0,12.0,50.0,24.0,38.0,573.0,130.0,22.7,113.0,256.0,204.0,59.0,2.0,0.0,57.0,9.0,48.0,16.0,0.0
Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,15.0,13.0,7.0,4.0,4.0,5.0,8.0,62.5,3.0,97.0,17.0,17.5,48.0,31.0,18.0,19.0,2.0,0.0,17.0,8.0,23.0,19.0,1.0
Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,39.0,13.0,33.3,4.0,20.0,15.0,2.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0
Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,10.3,30.0,18.0,17.0,11.0,2.0,13.0,32.0,40.6,19.0,164.0,56.0,34.1,77.0,57.0,30.0,23.0,5.0,0.0,18.0,8.0,38.0,35.0,0.0
Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30.0,98.0,55.0,66.0,26.0,6.0,32.0,61.0,52.5,29.0,521.0,153.0,29.4,264.0,185.0,72.0,58.0,7.0,0.0,51.0,29.0,127.0,105.0,1.0
Mathias Autret,fr FRA,"MF,FW",Brest,fr Ligue 1,28,1991,13.6,24.0,11.0,6.0,11.0,7.0,4.0,22.0,18.2,18.0,316.0,71.0,22.5,71.0,164.0,81.0,24.0,2.0,0.0,22.0,10.0,34.0,6.0,0.0
Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,19.0,16.0,6.0,10.0,3.0,5.0,15.0,33.3,10.0,342.0,92.0,26.9,22.0,141.0,179.0,17.0,0.0,0.0,17.0,4.0,23.0,7.0,0.0
Javier Avilés,es ESP,"MF,FW",Leganés,es La Liga,21,1997,2.0,7.0,3.0,3.0,3.0,1.0,4.0,7.0,57.1,3.0,52.0,11.0,21.2,17.0,24.0,11.0,4.0,0.0,0.0,4.0,1.0,8.0,2.0,0.0
Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,39.0,26.0,32.0,7.0,0.0,12.0,25.0,48.0,13.0,204.0,71.0,34.8,126.0,72.0,6.0,38.0,15.0,0.0,23.0,12.0,51.0,141.0,2.0
Taiwo Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,5.4,2.0,2.0,0.0,1.0,1.0,2.0,7.0,28.6,5.0,79.0,23.0,29.1,10.0,40.0,29.0,7.0,2.0,0.0,5.0,2.0,4.0,1.0,0.0
Florian Ayé,fr FRA,"FW,MF",Brescia,it Serie A,22,1997,15.3,20.0,13.0,10.0,6.0,4.0,6.0,15.0,40.0,9.0,493.0,100.0,20.3,54.0,249.0,190.0,34.0,3.0,0.0,31.0,2.0,22.0,19.0,0.0
Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,27,1991,35.0,54.0,29.0,16.0,21.0,17.0,15.0,45.0,33.3,30.0,1018.0,219.0,21.5,179.0,514.0,325.0,35.0,6.0,0.0,29.0,14.0,68.0,20.0,0.0
Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,51.0,33.0,34.0,14.0,3.0,18.0,38.0,47.4,20.0,266.0,100.0,37.6,147.0,95.0,24.0,34.0,16.0,0.0,18.0,37.0,88.0,106.0,1.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,17.0,14.0,3.0,11.0,3.0,4.0,13.0,30.8,9.0,330.0,82.0,24.8,58.0,191.0,81.0,17.0,2.0,0.0,15.0,15.0,32.0,15.0,0.0
César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,102.0,61.0,50.0,38.0,14.0,37.0,74.0,50.0,37.0,568.0,186.0,32.7,250.0,221.0,97.0,81.0,20.0,0.0,61.0,39.0,141.0,146.0,0.0
Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,34.0,21.0,17.0,14.0,3.0,12.0,25.0,48.0,13.0,178.0,62.0,34.8,96.0,65.0,17.0,22.0,3.0,0.0,19.0,14.0,48.0,31.0,1.0
Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,68.0,45.0,33.0,31.0,4.0,17.0,69.0,24.6,52.0,580.0,188.0,32.4,231.0,307.0,42.0,34.0,8.0,0.0,26.0,23.0,91.0,71.0,1.0
Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,17.0,9.0,2.0,7.0,8.0,2.0,15.0,13.3,13.0,290.0,47.0,16.2,36.0,144.0,110.0,19.0,6.0,0.0,13.0,2.0,19.0,30.0,0.0
Carlos Bacca,co COL,"FW,MF",Villarreal,es La Liga,32,1986,7.6,3.0,1.0,1.0,0.0,2.0,1.0,7.0,14.3,6.0,84.0,21.0,25.0,10.0,37.0,37.0,5.0,0.0,0.0,5.0,1.0,4.0,5.0,0.0
Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,36.0,26.0,11.0,23.0,2.0,11.0,51.0,21.6,40.0,318.0,87.0,27.4,103.0,171.0,44.0,35.0,3.0,0.0,32.0,26.0,62.0,42.0,1.0
Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,7.0,4.0,0.0,3.0,4.0,0.0,4.0,0.0,4.0,210.0,40.0,19.0,7.0,103.0,100.0,4.0,1.0,0.0,3.0,1.0,8.0,6.0,0.0
Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,35.0,23.0,18.0,13.0,4.0,12.0,49.0,24.5,37.0,318.0,73.0,23.0,125.0,164.0,29.0,33.0,6.0,0.0,27.0,32.0,67.0,55.0,0.0
Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,21,1997,12.1,9.0,4.0,2.0,5.0,2.0,4.0,13.0,30.8,9.0,171.0,46.0,26.9,36.0,74.0,61.0,10.0,2.0,0.0,8.0,6.0,15.0,8.0,0.0
Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,4.0,23.5,10.0,7.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,7.0,0.0
Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,29.0,19.0,22.0,7.0,0.0,7.0,9.0,77.8,2.0,99.0,33.0,33.3,64.0,33.0,2.0,22.0,11.0,0.0,11.0,16.0,45.0,102.0,1.0
Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,10.0,6.0,7.0,2.0,1.0,2.0,7.0,28.6,5.0,51.0,14.0,27.5,28.0,10.0,13.0,11.0,2.0,0.0,9.0,2.0,12.0,12.0,0.0
Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,70.0,49.0,20.0,42.0,8.0,21.0,48.0,43.8,27.0,414.0,123.0,29.7,105.0,235.0,74.0,25.0,6.0,0.0,19.0,28.0,98.0,20.0,1.0
Lewis Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,6.1,7.0,4.0,5.0,2.0,0.0,2.0,14.0,14.3,12.0,152.0,36.0,23.7,50.0,88.0,14.0,8.0,3.0,0.0,5.0,4.0,11.0,9.0,0.0
Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,13.0,9.0,69.2,8.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
Ridle Baku,de GER,"DF,MF",Mainz 05,de Bundesliga,21,1998,26.1,56.0,35.0,27.0,23.0,6.0,20.0,55.0,36.4,35.0,519.0,147.0,28.3,201.0,236.0,82.0,73.0,8.0,0.0,65.0,36.0,92.0,65.0,0.0
Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,13.1,18.0,11.0,14.0,3.0,1.0,6.0,26.0,23.1,20.0,116.0,40.0,34.5,91.0,22.0,3.0,27.0,7.0,0.0,20.0,15.0,33.0,93.0,1.0
Keita Baldé,sn SEN,"FW,MF",Monaco,fr Ligue 1,24,1995,9.5,11.0,8.0,4.0,4.0,3.0,1.0,8.0,12.5,7.0,145.0,44.0,30.3,27.0,58.0,60.0,9.0,1.0,0.0,8.0,3.0,14.0,10.0,0.0
George Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38.0,73.0,45.0,43.0,17.0,13.0,24.0,48.0,50.0,24.0,563.0,157.0,27.9,244.0,208.0,111.0,63.0,5.0,0.0,58.0,30.0,103.0,87.0,3.0
Gareth Bale,wal WAL,"FW,MF",Real Madrid,es La Liga,30,1989,12.1,10.0,7.0,5.0,2.0,3.0,4.0,16.0,25.0,12.0,105.0,30.0,28.6,20.0,47.0,38.0,16.0,2.0,0.0,14.0,4.0,14.0,9.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,6.3,11.0,5.0,2.0,7.0,2.0,5.0,8.0,62.5,3.0,83.0,23.0,27.7,36.0,38.0,9.0,17.0,3.0,0.0,14.0,4.0,15.0,19.0,0.0
Leonardo Balerdi,ar ARG,"DF,MF",Dortmund,de Bundesliga,20,1999,1.5,2.0,1.0,1.0,1.0,0.0,2.0,4.0,50.0,2.0,18.0,3.0,16.7,10.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,5.0,0.0
Marco Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fodé Ballo-Touré,fr FRA,DF,Monaco,fr Ligue 1,22,1997,18.7,42.0,24.0,26.0,11.0,5.0,15.0,31.0,48.4,16.0,255.0,84.0,32.9,126.0,91.0,38.0,29.0,1.0,0.0,28.0,22.0,64.0,47.0,0.0
Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,16.0,9.0,5.0,11.0,0.0,5.0,12.0,41.7,7.0,99.0,28.0,28.3,36.0,54.0,9.0,6.0,0.0,0.0,6.0,2.0,18.0,2.0,0.0
Mario Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,4.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,153.0,28.0,18.3,11.0,75.0,67.0,10.0,3.0,0.0,7.0,5.0,9.0,20.0,0.0
Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,13.0,6.0,9.0,1.0,3.0,7.0,14.0,50.0,7.0,62.0,14.0,22.6,28.0,24.0,10.0,9.0,1.0,0.0,8.0,2.0,15.0,14.0,0.0
Jonathan Bamba,fr FRA,"FW,MF",Lille,fr Ligue 1,23,1996,21.5,16.0,10.0,5.0,10.0,1.0,7.0,27.0,25.9,20.0,343.0,94.0,27.4,82.0,174.0,87.0,31.0,4.0,0.0,27.0,14.0,30.0,7.0,1.0
Éver Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,51.0,30.0,16.0,24.0,11.0,23.0,68.0,33.8,45.0,452.0,122.0,27.0,127.0,245.0,80.0,20.0,2.0,0.0,18.0,14.0,65.0,11.0,0.0
Mattia Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,54.0,33.0,28.0,25.0,1.0,18.0,32.0,56.3,14.0,389.0,129.0,33.2,220.0,159.0,10.0,46.0,17.0,0.0,29.0,28.0,82.0,172.0,0.0
Antonín Barák,cz CZE,MF,Udinese,it Serie A,24,1994,2.2,4.0,1.0,3.0,0.0,1.0,0.0,6.0,0.0,6.0,79.0,15.0,19.0,16.0,42.0,21.0,6.0,1.0,0.0,5.0,0.0,4.0,1.0,0.0
Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,1994,15.2,24.0,18.0,14.0,9.0,1.0,11.0,27.0,40.7,16.0,306.0,82.0,26.8,117.0,133.0,56.0,30.0,0.0,0.0,30.0,3.0,27.0,14.0,0.0
Federico Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5.0,11.0,8.0,9.0,2.0,0.0,7.0,8.0,87.5,1.0,42.0,13.0,31.0,20.0,15.0,7.0,13.0,3.0,0.0,10.0,5.0,16.0,23.0,0.0
Danilo Barbosa,br BRA,"DF,MF",Nice,fr Ligue 1,23,1996,12.5,30.0,15.0,19.0,9.0,2.0,14.0,32.0,43.8,18.0,207.0,63.0,30.4,78.0,96.0,33.0,28.0,6.0,0.0,22.0,9.0,39.0,42.0,0.0
Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,60.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enis Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,23.5,34.0,27.0,10.0,19.0,5.0,8.0,34.0,23.5,26.0,405.0,93.0,23.0,128.0,187.0,90.0,25.0,4.0,0.0,21.0,15.0,49.0,17.0,1.0
Phil Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,21.0,55.0,33.0,21.0,25.0,9.0,18.0,33.0,54.5,15.0,234.0,65.0,27.8,101.0,111.0,22.0,43.0,12.0,1.0,31.0,15.0,70.0,88.0,0.0
Nicolò Barella,it ITA,MF,Inter,it Serie A,22,1997,22.4,41.0,31.0,15.0,20.0,6.0,11.0,48.0,22.9,37.0,402.0,109.0,27.1,115.0,198.0,89.0,33.0,5.0,0.0,28.0,15.0,56.0,21.0,0.0
Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,6.5,19.0,11.0,10.0,6.0,3.0,8.0,21.0,38.1,13.0,139.0,38.0,27.3,47.0,81.0,11.0,7.0,2.0,0.0,5.0,10.0,29.0,20.0,0.0
Antonino Barillà,it ITA,MF,Parma,it Serie A,31,1988,18.8,48.0,33.0,21.0,19.0,8.0,13.0,46.0,28.3,33.0,453.0,107.0,23.6,214.0,179.0,60.0,41.0,6.0,0.0,35.0,8.0,56.0,35.0,0.0
Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,22,1997,3.5,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,48.0,10.0,20.8,7.0,24.0,17.0,5.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0
Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,12.3,16.0,11.0,6.0,8.0,2.0,4.0,17.0,23.5,13.0,168.0,48.0,28.6,16.0,98.0,54.0,11.0,3.0,1.0,8.0,6.0,22.0,12.0,0.0
Aymen Barkok,ma MAR,"FW,MF",Düsseldorf,de Bundesliga,21,1998,0.9,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,20.0,4.0,20.0,7.0,4.0,9.0,7.0,1.0,0.0,6.0,0.0,1.0,2.0,0.0
Ashley Barnes,at AUT,FW,Burnley,eng Premier League,29,1989,15.0,6.0,4.0,1.0,3.0,2.0,2.0,13.0,15.4,11.0,275.0,63.0,22.9,20.0,123.0,132.0,17.0,4.0,0.0,13.0,5.0,11.0,14.0,0.0
