Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen touches,Def 3rd touches,Mid 3rd touches,Att 3rd touches,Touches in Box,Live ball touches,Successful Dribbles,Attempted Dribbles,Successful Dribble %,Players dribbled past,Megs,Carries,Total Distance carries,ProgDist carries,Pass Targets,Passes Received,Passes Received %,Miscon,Passes Dispossed
Iñigo Córdoba,es ESP,FW,Athletic Club,es La Liga,21,1997,14.7,684.0,16.0,113.0,280.0,343.0,41.0,674.0,34.0,67.0,50.7,35.0,1.0,532.0,3553.0,1904.0,616.0,463.0,75.2,41.0,34.0
Sergio Córdova,ve VEN,FW,Augsburg,de Bundesliga,20,1997,5.9,220.0,3.0,23.0,121.0,91.0,29.0,210.0,7.0,9.0,77.8,7.0,1.0,151.0,1033.0,587.0,269.0,142.0,52.8,20.0,20.0
Benjamin Corgnet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,31,1987,7.5,382.0,7.0,45.0,191.0,159.0,28.0,369.0,4.0,10.0,40.0,5.0,1.0,251.0,998.0,518.0,376.0,280.0,74.5,11.0,11.0
Ante Ćorić,hr CRO,MF,Roma,it Serie A,21,1997,0.3,15.0,0.0,0.0,9.0,7.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,11.0,72.0,31.0,18.0,12.0,66.7,0.0,0.0
Jack Cork,eng ENG,MF,Burnley,eng Premier League,29,1989,36.8,1683.0,103.0,342.0,1097.0,332.0,39.0,1673.0,27.0,39.0,69.2,29.0,0.0,1112.0,5351.0,2171.0,1139.0,996.0,87.4,29.0,42.0
Andreas Cornelius,dk DEN,FW,Bordeaux,fr Ligue 1,25,1993,8.8,383.0,18.0,40.0,172.0,186.0,50.0,372.0,11.0,16.0,68.8,12.0,0.0,215.0,1069.0,427.0,519.0,287.0,55.3,25.0,27.0
Maxwel Cornet,ci CIV,FW,Lyon,fr Ligue 1,21,1996,14.2,675.0,10.0,68.0,242.0,419.0,91.0,648.0,29.0,49.0,59.2,30.0,1.0,527.0,3529.0,2123.0,715.0,515.0,72.0,35.0,30.0
Quentin Cornette,fr FRA,"MF,FW",Amiens,fr Ligue 1,24,1994,2.3,100.0,3.0,20.0,50.0,41.0,9.0,96.0,2.0,5.0,40.0,2.0,1.0,66.0,512.0,327.0,77.0,63.0,81.8,2.0,6.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,es La Liga,23,1995,21.3,1102.0,27.0,152.0,495.0,540.0,123.0,1090.0,65.0,111.0,58.6,67.0,3.0,893.0,5457.0,3376.0,1100.0,788.0,71.6,54.0,58.0
Joaquín Correa,ar ARG,"FW,MF",Lazio,it Serie A,23,1994,21.4,1182.0,15.0,82.0,514.0,704.0,153.0,1142.0,60.0,113.0,53.1,70.0,1.0,1001.0,7807.0,5057.0,1353.0,975.0,72.1,50.0,35.0
Danny da Costa,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,25,1993,33.7,1712.0,100.0,385.0,754.0,655.0,62.0,1403.0,30.0,67.0,44.8,33.0,0.0,924.0,6028.0,3280.0,1066.0,841.0,78.9,29.0,28.0
Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,29,1988,12.4,447.0,10.0,24.0,196.0,251.0,64.0,438.0,14.0,25.0,56.0,16.0,1.0,338.0,1729.0,792.0,699.0,373.0,53.4,38.0,26.0
Douglas Costa,br BRA,"FW,MF",Juventus,it Serie A,27,1990,6.9,452.0,5.0,49.0,206.0,253.0,28.0,434.0,29.0,60.0,48.3,34.0,1.0,397.0,3683.0,2165.0,430.0,358.0,83.3,14.0,13.0
Filippo Costa,it ITA,"MF,DF",SPAL,it Serie A,23,1995,6.3,332.0,35.0,117.0,136.0,94.0,3.0,281.0,7.0,8.0,87.5,7.0,0.0,187.0,1060.0,638.0,183.0,164.0,89.6,9.0,3.0
Hélder Costa,pt POR,"FW,MF",Wolves,eng Premier League,24,1994,14.9,702.0,8.0,72.0,294.0,406.0,40.0,689.0,27.0,48.0,56.3,33.0,1.0,597.0,4740.0,2784.0,795.0,533.0,67.0,38.0,59.0
Jaume Costa,es ESP,DF,Villarreal,es La Liga,30,1988,16.6,1132.0,65.0,313.0,563.0,311.0,23.0,977.0,10.0,14.0,71.4,10.0,0.0,717.0,3474.0,2155.0,751.0,692.0,92.1,6.0,5.0
Nuno da Costa,cv CPV,FW,Strasbourg,fr Ligue 1,27,1991,22.8,861.0,11.0,76.0,397.0,440.0,100.0,836.0,51.0,87.0,58.6,53.0,2.0,646.0,3606.0,1913.0,1023.0,615.0,60.1,78.0,61.0
David Costas,es ESP,DF,Celta Vigo,es La Liga,23,1995,13.0,831.0,104.0,460.0,394.0,29.0,4.0,806.0,1.0,2.0,50.0,1.0,0.0,564.0,3084.0,1428.0,572.0,565.0,98.8,0.0,8.0
Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,31,1987,37.0,1242.0,1077.0,1235.0,12.0,0.0,0.0,821.0,1.0,1.0,100.0,1.0,0.0,595.0,2549.0,1520.0,488.0,485.0,99.4,1.0,0.0
Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,26,1991,19.5,702.0,19.0,35.0,314.0,397.0,126.0,685.0,17.0,34.0,50.0,20.0,2.0,377.0,2658.0,1437.0,1077.0,537.0,49.9,79.0,25.0
Senou Coulibaly,ml MLI,"DF,MF",Dijon,fr Ligue 1,23,1994,4.6,257.0,28.0,134.0,132.0,9.0,3.0,257.0,1.0,2.0,50.0,1.0,0.0,147.0,884.0,463.0,152.0,151.0,99.3,2.0,1.0
Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,26,1992,27.0,883.0,808.0,880.0,2.0,1.0,1.0,648.0,1.0,1.0,100.0,1.0,0.0,487.0,2317.0,996.0,400.0,400.0,100.0,0.0,0.0
Philippe Coutinho,br BRA,"FW,MF",Barcelona,es La Liga,26,1992,22.4,1766.0,7.0,130.0,852.0,932.0,122.0,1675.0,63.0,101.0,62.4,69.0,6.0,1486.0,8790.0,4881.0,1726.0,1452.0,84.1,38.0,51.0
Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,19,1999,10.9,584.0,44.0,293.0,286.0,65.0,4.0,559.0,9.0,14.0,64.3,10.0,0.0,369.0,2593.0,1530.0,359.0,347.0,96.7,13.0,6.0
Alessio Cragno,it ITA,GK,Cagliari,it Serie A,24,1994,38.0,1375.0,1232.0,1373.0,2.0,0.0,0.0,896.0,0.0,0.0,0.0,0.0,0.0,563.0,2571.0,1535.0,462.0,459.0,99.4,0.0,0.0
Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,28,1989,17.7,1246.0,73.0,343.0,603.0,364.0,38.0,1037.0,8.0,13.0,61.5,8.0,2.0,734.0,3403.0,1813.0,797.0,710.0,89.1,10.0,11.0
Domenico Criscito,it ITA,DF,Genoa,it Serie A,31,1986,34.1,2192.0,194.0,720.0,1024.0,608.0,27.0,1919.0,20.0,34.0,58.8,24.0,3.0,1268.0,6955.0,4186.0,1189.0,1143.0,96.1,11.0,14.0
Lorenzo Crisetig,it ITA,MF,Frosinone,it Serie A,25,1993,5.6,250.0,14.0,84.0,155.0,22.0,2.0,248.0,2.0,2.0,100.0,2.0,0.0,166.0,726.0,417.0,178.0,159.0,89.3,6.0,5.0
Bryan Cristante,it ITA,MF,Roma,it Serie A,23,1995,26.9,1640.0,66.0,329.0,974.0,438.0,51.0,1620.0,35.0,46.0,76.1,36.0,1.0,1141.0,6310.0,2967.0,1242.0,1115.0,89.8,21.0,33.0
Sebastián Cristóforo,uy URU,"MF,FW",Getafe,es La Liga,24,1993,5.0,226.0,9.0,53.0,116.0,63.0,7.0,220.0,3.0,6.0,50.0,4.0,0.0,140.0,760.0,291.0,146.0,111.0,76.0,5.0,10.0
Enzo Crivelli,fr FRA,FW,Caen,fr Ligue 1,23,1995,25.1,813.0,36.0,70.0,496.0,281.0,65.0,767.0,17.0,37.0,45.9,18.0,0.0,499.0,2433.0,854.0,1104.0,593.0,53.7,63.0,42.0
Peter Crouch,eng ENG,FW,Burnley,eng Premier League,37,1981,1.0,41.0,3.0,4.0,11.0,26.0,17.0,41.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,11.0,69.0,34.0,49.3,7.0,0.0
Alessio da Cruz,nl NED,"FW,MF",Parma,it Serie A,21,1997,1.6,42.0,1.0,7.0,28.0,15.0,2.0,42.0,3.0,5.0,60.0,4.0,0.0,39.0,323.0,156.0,57.0,31.0,54.4,5.0,2.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Cuadrado,co COL,"MF,DF",Juventus,it Serie A,30,1988,13.6,968.0,15.0,132.0,476.0,437.0,50.0,947.0,23.0,39.0,59.0,24.0,0.0,799.0,4481.0,2960.0,858.0,757.0,88.2,19.0,19.0
Cucho,co COL,FW,Huesca,es La Liga,19,1999,23.9,954.0,19.0,84.0,441.0,492.0,128.0,908.0,49.0,82.0,59.8,53.0,2.0,694.0,4783.0,2719.0,1196.0,687.0,57.4,66.0,55.0
Marc Cucurella,es ESP,"MF,FW",Eibar,es La Liga,20,1998,26.2,1256.0,26.0,171.0,504.0,648.0,87.0,1183.0,17.0,39.0,43.6,20.0,5.0,797.0,4003.0,2083.0,1118.0,770.0,68.9,39.0,35.0
Iván Cuéllar,es ESP,GK,Leganés,es La Liga,34,1984,33.9,1137.0,957.0,1125.0,14.0,0.0,0.0,747.0,0.0,0.0,0.0,0.0,0.0,506.0,3856.0,2056.0,382.0,381.0,99.7,0.0,0.0
Mickaël Cuisance,fr FRA,MF,M'Gladbach,de Bundesliga,18,1999,3.1,210.0,6.0,30.0,109.0,87.0,10.0,205.0,15.0,19.0,78.9,15.0,0.0,172.0,942.0,502.0,177.0,153.0,86.4,10.0,11.0
Matheus Cunha,br BRA,"FW,MF",RB Leipzig,de Bundesliga,19,1999,9.5,377.0,8.0,34.0,156.0,204.0,56.0,371.0,20.0,26.0,76.9,22.0,2.0,293.0,1677.0,899.0,458.0,272.0,59.4,28.0,21.0
Greg Cunningham,ie IRL,DF,Cardiff City,eng Premier League,27,1991,7.0,285.0,17.0,97.0,136.0,65.0,5.0,244.0,1.0,1.0,100.0,1.0,0.0,120.0,576.0,361.0,130.0,117.0,90.0,5.0,2.0
Patrick Cutrone,it ITA,FW,Milan,it Serie A,20,1998,16.2,543.0,20.0,54.0,219.0,294.0,87.0,519.0,11.0,31.0,35.5,14.0,1.0,388.0,2299.0,972.0,748.0,389.0,52.0,46.0,34.0
Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,23,1995,26.2,2254.0,47.0,482.0,1401.0,506.0,18.0,2055.0,30.0,41.0,73.2,31.0,2.0,1665.0,6883.0,3893.0,1789.0,1675.0,93.6,26.0,32.0
Marco D'Alessandro,it ITA,"DF,MF",Udinese,it Serie A,27,1991,16.6,892.0,42.0,247.0,449.0,275.0,48.0,777.0,33.0,59.0,55.9,36.0,0.0,587.0,4886.0,3289.0,555.0,485.0,87.4,18.0,21.0
Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,29,1988,28.7,2186.0,84.0,604.0,1177.0,525.0,54.0,1923.0,19.0,40.0,47.5,19.0,3.0,1483.0,6963.0,3731.0,1586.0,1505.0,94.9,19.0,20.0
Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,30,1988,31.9,1740.0,204.0,990.0,818.0,56.0,25.0,1700.0,10.0,11.0,90.9,10.0,0.0,1126.0,6914.0,3872.0,1102.0,1078.0,97.8,4.0,8.0
Kouadio-Yves Dabila,ci CIV,DF,Lille,fr Ligue 1,21,1997,8.7,467.0,70.0,304.0,177.0,5.0,4.0,453.0,1.0,1.0,100.0,1.0,0.0,294.0,1328.0,641.0,289.0,284.0,98.3,2.0,1.0
Abdoulaye Dabo,fr FRA,FW,Nantes,fr Ligue 1,17,2001,1.3,44.0,0.0,2.0,20.0,23.0,4.0,43.0,2.0,3.0,66.7,2.0,0.0,30.0,175.0,71.0,39.0,31.0,79.5,1.0,6.0
Bryan Dabo,bf BFA,"MF,DF",Fiorentina,it Serie A,26,1992,9.2,541.0,30.0,100.0,339.0,144.0,13.0,512.0,7.0,18.0,38.9,8.0,1.0,351.0,2217.0,1304.0,391.0,340.0,87.0,11.0,10.0
Christoph Daferner,de GER,FW,Freiburg,de Bundesliga,20,1998,0.3,5.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,8.0,3.0,37.5,0.0,1.0
Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,19,1998,10.2,718.0,24.0,165.0,369.0,223.0,28.0,656.0,13.0,16.0,81.3,14.0,0.0,539.0,2484.0,1306.0,567.0,529.0,93.3,2.0,11.0
Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,22,1996,7.7,540.0,19.0,114.0,362.0,128.0,12.0,537.0,6.0,9.0,66.7,7.0,0.0,431.0,2485.0,1333.0,433.0,396.0,91.5,7.0,10.0
Leon Dajaku,de GER,"MF,FW",Stuttgart,de Bundesliga,17,2001,0.3,11.0,0.0,2.0,6.0,3.0,2.0,11.0,0.0,2.0,0.0,0.0,0.0,8.0,26.0,23.0,16.0,10.0,62.5,1.0,0.0
Felipe dal Belo,br BRA,DF,SPAL,it Serie A,34,1984,26.2,1500.0,158.0,754.0,740.0,94.0,22.0,1400.0,5.0,6.0,83.3,5.0,0.0,958.0,4670.0,2615.0,994.0,983.0,98.9,5.0,3.0
Nicola Dalmonte,it ITA,"MF,FW",Genoa,it Serie A,20,1997,0.5,33.0,0.0,3.0,10.0,23.0,5.0,28.0,1.0,1.0,100.0,1.0,0.0,25.0,220.0,109.0,24.0,20.0,83.3,2.0,1.0
Diogo Dalot,pt POR,"DF,MF",Manchester Utd,eng Premier League,19,1999,11.3,690.0,43.0,165.0,313.0,249.0,22.0,599.0,12.0,19.0,63.2,13.0,0.0,418.0,2359.0,1357.0,450.0,392.0,87.1,16.0,7.0
Matty Daly,eng ENG,MF,Huddersfield,eng Premier League,17,2001,0.8,16.0,2.0,4.0,9.0,4.0,1.0,16.0,0.0,1.0,0.0,1.0,0.0,11.0,53.0,23.0,17.0,13.0,76.5,0.0,1.0
Vitalie Damașcan,md MDA,MF,Torino,it Serie A,19,1999,0.0,5.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,6.0,4.0,66.7,0.0,0.0
Loïc Damour,fr FRA,MF,Cardiff City,eng Premier League,27,1991,0.3,14.0,0.0,0.0,9.0,5.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,11.0,43.0,17.0,13.0,10.0,76.9,1.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,31,1986,17.6,1161.0,74.0,409.0,489.0,336.0,36.0,990.0,13.0,21.0,61.9,16.0,2.0,711.0,3482.0,1932.0,729.0,678.0,93.0,13.0,9.0
Danilo,br BRA,DF,Manchester City,eng Premier League,27,1991,9.0,981.0,17.0,157.0,569.0,315.0,14.0,879.0,6.0,10.0,60.0,6.0,0.0,702.0,2897.0,1587.0,697.0,677.0,97.1,8.0,6.0
Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,31,1987,7.4,343.0,62.0,200.0,154.0,13.0,9.0,323.0,4.0,4.0,100.0,4.0,0.0,166.0,908.0,621.0,165.0,160.0,97.0,1.0,0.0
Kevin Danso,at AUT,DF,Augsburg,de Bundesliga,19,1998,13.9,783.0,106.0,455.0,341.0,41.0,14.0,743.0,3.0,7.0,42.9,4.0,0.0,446.0,2874.0,1288.0,454.0,440.0,96.9,4.0,7.0
Dante,br BRA,DF,Nice,fr Ligue 1,34,1983,35.8,2698.0,349.0,1666.0,1152.0,42.0,21.0,2643.0,8.0,11.0,72.7,8.0,1.0,1912.0,8745.0,4772.0,1992.0,1956.0,98.2,2.0,2.0
Palkó Dárdai,de GER,"MF,FW",Hertha BSC,de Bundesliga,19,1999,1.3,57.0,1.0,8.0,31.0,20.0,4.0,57.0,0.0,0.0,0.0,0.0,0.0,43.0,269.0,122.0,58.0,44.0,75.9,5.0,3.0
Sergi Darder,es ESP,MF,Espanyol,es La Liga,24,1993,30.1,1600.0,35.0,293.0,951.0,493.0,51.0,1523.0,45.0,69.0,65.2,50.0,6.0,1202.0,7357.0,3729.0,1282.0,1131.0,88.2,23.0,28.0
Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,27,1990,4.2,291.0,9.0,54.0,195.0,63.0,10.0,284.0,5.0,6.0,83.3,5.0,0.0,205.0,1161.0,531.0,237.0,197.0,83.1,7.0,4.0
Matteo Darmian,it ITA,DF,Manchester Utd,eng Premier League,28,1989,4.9,261.0,32.0,92.0,115.0,64.0,0.0,232.0,1.0,2.0,50.0,2.0,0.0,162.0,627.0,377.0,158.0,149.0,94.3,3.0,4.0
Alphonso Davies,ca CAN,"FW,MF",Bayern Munich,de Bundesliga,17,2000,0.9,51.0,2.0,13.0,24.0,21.0,4.0,50.0,4.0,7.0,57.1,4.0,2.0,41.0,312.0,160.0,44.0,36.0,81.8,2.0,3.0
Ben Davies,wal WAL,DF,Tottenham,eng Premier League,25,1993,20.5,1532.0,84.0,456.0,766.0,400.0,31.0,1334.0,4.0,12.0,33.3,5.0,0.0,939.0,4421.0,2599.0,1010.0,946.0,93.7,13.0,18.0
Tom Davies,eng ENG,MF,Everton,eng Premier League,20,1998,10.9,651.0,14.0,99.0,412.0,169.0,12.0,628.0,10.0,15.0,66.7,12.0,1.0,434.0,2128.0,1044.0,469.0,418.0,89.1,22.0,10.0
Steven Davis,nir NIR,MF,Southampton,eng Premier League,33,1985,1.1,81.0,3.0,17.0,53.0,14.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,42.0,164.0,49.0,51.0,50.0,98.0,2.0,0.0
Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,27,1991,10.8,946.0,7.0,82.0,425.0,516.0,47.0,871.0,17.0,25.0,68.0,20.0,0.0,728.0,4305.0,2532.0,807.0,730.0,90.5,19.0,24.0
Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,31,1987,13.0,597.0,107.0,343.0,241.0,47.0,13.0,556.0,6.0,7.0,85.7,6.0,0.0,285.0,1571.0,816.0,296.0,288.0,97.3,5.0,2.0
Sebastien De Maio,fr FRA,DF,Bologna,it Serie A,31,1987,5.5,290.0,41.0,162.0,140.0,14.0,1.0,277.0,0.0,1.0,0.0,0.0,0.0,179.0,1062.0,719.0,182.0,180.0,98.9,0.0,1.0
Rodrigo De Paul,ar ARG,"MF,FW",Udinese,it Serie A,24,1994,35.4,2297.0,24.0,353.0,1298.0,909.0,63.0,2073.0,96.0,145.0,66.2,98.0,5.0,1798.0,15054.0,8959.0,1941.0,1619.0,83.4,65.0,76.0
Daniele De Rossi,it ITA,MF,Roma,it Serie A,35,1983,14.1,1023.0,56.0,276.0,662.0,141.0,8.0,990.0,6.0,7.0,85.7,6.0,0.0,738.0,2968.0,1657.0,787.0,766.0,97.3,6.0,2.0
Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,25,1992,19.4,1351.0,77.0,418.0,707.0,324.0,18.0,1198.0,10.0,18.0,55.6,11.0,0.0,898.0,4787.0,2557.0,929.0,870.0,93.6,6.0,11.0
Lorenzo De Silvestri,it ITA,"DF,MF",Torino,it Serie A,30,1988,26.8,1512.0,71.0,301.0,727.0,566.0,74.0,1268.0,10.0,21.0,47.6,13.0,0.0,773.0,4637.0,2545.0,1063.0,859.0,80.8,36.0,23.0
Lucas Deaux,fr FRA,MF,Guingamp,fr Ligue 1,29,1988,13.2,666.0,16.0,128.0,393.0,178.0,28.0,656.0,5.0,12.0,41.7,5.0,0.0,444.0,2022.0,936.0,532.0,430.0,80.8,16.0,18.0
Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,33,1985,21.6,1414.0,71.0,400.0,655.0,433.0,32.0,1167.0,15.0,23.0,65.2,15.0,1.0,778.0,3666.0,2026.0,855.0,756.0,88.4,27.0,16.0
Troy Deeney,eng ENG,FW,Watford,eng Premier League,30,1988,28.3,1158.0,36.0,109.0,540.0,560.0,142.0,1137.0,6.0,18.0,33.3,10.0,0.0,615.0,2715.0,1188.0,1533.0,856.0,55.8,82.0,44.0
Jermain Defoe,eng ENG,"DF,FW",Bournemouth,eng Premier League,35,1982,0.3,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,11.1,1.0,0.0
Steven Defour,be BEL,MF,Burnley,eng Premier League,30,1988,5.0,283.0,8.0,62.0,204.0,39.0,0.0,277.0,1.0,2.0,50.0,1.0,0.0,193.0,1059.0,494.0,198.0,188.0,94.9,0.0,2.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grégoire Defrel,mq MTQ,"FW,MF",Sampdoria,it Serie A,27,1991,26.0,1090.0,11.0,99.0,454.0,612.0,114.0,1075.0,41.0,67.0,61.2,43.0,1.0,892.0,4581.0,2139.0,1314.0,833.0,63.4,53.0,52.0
Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,22,1995,5.0,224.0,10.0,53.0,113.0,72.0,8.0,217.0,4.0,6.0,66.7,4.0,0.0,153.0,814.0,407.0,187.0,146.0,78.1,3.0,8.0
Alessandro Deiola,it ITA,MF,Parma,it Serie A,22,1995,6.1,247.0,16.0,80.0,125.0,59.0,3.0,245.0,8.0,14.0,57.1,8.0,0.0,167.0,813.0,370.0,179.0,144.0,80.4,2.0,4.0
Romain Del Castillo,fr FRA,"FW,MF",Rennes,fr Ligue 1,22,1996,14.9,773.0,2.0,104.0,359.0,377.0,63.0,744.0,44.0,70.0,62.9,47.0,2.0,604.0,4031.0,2517.0,689.0,520.0,75.5,36.0,38.0
Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,26,1991,25.4,1942.0,76.0,381.0,1343.0,300.0,49.0,1925.0,15.0,23.0,65.2,16.0,0.0,1334.0,5193.0,2116.0,1447.0,1380.0,95.4,27.0,15.0
Moisés Delgado,es ESP,DF,Valladolid,es La Liga,24,1994,3.0,133.0,10.0,49.0,65.0,28.0,2.0,115.0,1.0,1.0,100.0,1.0,0.0,73.0,372.0,213.0,79.0,73.0,92.4,4.0,2.0
Cristian Dell'Orco,it ITA,DF,Empoli,it Serie A,24,1994,11.5,625.0,66.0,303.0,322.0,51.0,6.0,575.0,2.0,5.0,40.0,2.0,0.0,406.0,2718.0,1842.0,412.0,403.0,97.8,3.0,5.0
Cristian Dell'Orco,it ITA,DF,Sassuolo,it Serie A,24,1994,1.2,81.0,5.0,25.0,36.0,23.0,1.0,70.0,2.0,2.0,100.0,2.0,0.0,55.0,178.0,121.0,61.0,53.0,86.9,0.0,1.0
Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,26,1991,34.6,1688.0,11.0,91.0,716.0,967.0,189.0,1607.0,57.0,94.0,60.6,65.0,3.0,1166.0,6323.0,3468.0,1949.0,1270.0,65.2,117.0,78.0
Fabian Delph,eng ENG,DF,Manchester City,eng Premier League,28,1989,8.1,824.0,26.0,140.0,537.0,191.0,2.0,759.0,6.0,8.0,75.0,6.0,0.0,630.0,2426.0,1265.0,625.0,613.0,98.1,5.0,2.0
Mousa Dembélé,be BEL,MF,Tottenham,eng Premier League,31,1987,5.7,359.0,17.0,80.0,262.0,34.0,0.0,349.0,6.0,9.0,66.7,7.0,1.0,279.0,1382.0,640.0,240.0,233.0,97.1,4.0,8.0
Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,22,1996,22.4,719.0,19.0,44.0,312.0,398.0,159.0,671.0,38.0,56.0,67.9,43.0,1.0,513.0,2940.0,1636.0,879.0,517.0,58.8,66.0,40.0
Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,es La Liga,21,1997,18.5,1247.0,5.0,80.0,537.0,776.0,132.0,1180.0,89.0,132.0,67.4,94.0,4.0,1088.0,8148.0,5432.0,1239.0,1031.0,83.2,42.0,43.0
Jessy Deminguet,fr FRA,"MF,FW",Caen,fr Ligue 1,20,1998,14.1,634.0,41.0,170.0,399.0,116.0,13.0,616.0,17.0,30.0,56.7,19.0,0.0,441.0,3131.0,1680.0,437.0,368.0,84.2,21.0,15.0
Merih Demiral,tr TUR,DF,Sassuolo,it Serie A,20,1998,14.0,861.0,112.0,436.0,448.0,24.0,11.0,830.0,2.0,3.0,66.7,2.0,0.0,537.0,3330.0,1521.0,552.0,539.0,97.6,2.0,2.0
Kerem Demirbay,de GER,MF,Hoffenheim,de Bundesliga,25,1993,22.4,1726.0,63.0,333.0,931.0,603.0,37.0,1565.0,56.0,83.0,67.5,59.0,3.0,1251.0,8211.0,4518.0,1237.0,1122.0,90.7,35.0,39.0
Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,26,1991,22.8,1734.0,31.0,285.0,1172.0,385.0,14.0,1663.0,11.0,15.0,73.3,11.0,0.0,1190.0,5658.0,3077.0,1259.0,1174.0,93.2,29.0,17.0
Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,23,1995,30.6,2214.0,224.0,1073.0,1256.0,62.0,19.0,2162.0,10.0,15.0,66.7,10.0,0.0,1570.0,9814.0,6263.0,1662.0,1631.0,98.1,5.0,10.0
Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,23,1995,16.3,808.0,43.0,205.0,421.0,209.0,33.0,805.0,12.0,13.0,92.3,12.0,0.0,506.0,2079.0,834.0,667.0,504.0,75.6,21.0,10.0
Fabio Depaoli,it ITA,DF,Chievo,it Serie A,21,1997,27.4,1557.0,112.0,500.0,703.0,460.0,31.0,1304.0,19.0,27.0,70.4,20.0,0.0,868.0,5324.0,3208.0,945.0,820.0,86.8,20.0,25.0
Memphis Depay,nl NED,"FW,MF",Lyon,fr Ligue 1,24,1994,30.4,1861.0,9.0,90.0,798.0,1090.0,148.0,1613.0,66.0,103.0,64.1,71.0,3.0,1424.0,7965.0,4737.0,1847.0,1382.0,74.8,80.0,77.0
Laurent Depoitre,be BEL,FW,Huddersfield,eng Premier League,29,1988,11.9,436.0,11.0,25.0,196.0,224.0,70.0,424.0,7.0,15.0,46.7,8.0,0.0,231.0,1155.0,401.0,684.0,323.0,47.2,45.0,30.0
Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,23,1994,4.9,248.0,6.0,22.0,99.0,134.0,37.0,243.0,2.0,3.0,66.7,3.0,0.0,129.0,495.0,273.0,278.0,190.0,68.3,21.0,7.0
Kiril Despodov,bg BUL,"FW,MF",Cagliari,it Serie A,21,1996,1.2,27.0,0.0,5.0,10.0,15.0,4.0,27.0,2.0,3.0,66.7,2.0,0.0,22.0,132.0,64.0,66.0,22.0,33.3,5.0,0.0
Daniele Dessena,it ITA,MF,Cagliari,it Serie A,31,1987,3.9,226.0,9.0,41.0,132.0,64.0,6.0,221.0,1.0,3.0,33.3,1.0,0.0,159.0,642.0,308.0,182.0,159.0,87.4,10.0,5.0
