Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes Completed,Passes Attempted,Pass Completion %,TotDist,PrgDist,Short Passes Completed,Short Passes Attempted,Short Pass Completion %,Medium Passes Completed,Medium Passes Attempted,Medium Pass Completion %,Long Passes Completed,Long Passes Attempted,Long Pass Completion %,Assists,xA,A-xA,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes
Giacomo Bonaventura,it ITA,MF,Milan,it Serie A,28,1989,7.2,327.0,374.0,87.4,5315.0,1134.0,5.0,6.0,83.3,278.0,305.0,91.1,44.0,63.0,69.8,1.0,0.8,0.2,10.0,18.0,15.0,1.0,31.0
Daniele Bonera,it ITA,DF,Villarreal,es La Liga,37,1981,2.6,86.0,94.0,91.5,1937.0,594.0,0.0,1.0,0.0,55.0,57.0,96.5,31.0,36.0,86.1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0
Gaëtan Bong,cm CMR,DF,Brighton,eng Premier League,30,1988,20.1,598.0,879.0,68.0,10886.0,5632.0,6.0,27.0,22.2,477.0,600.0,79.5,115.0,252.0,45.6,0.0,0.6,-0.6,8.0,46.0,18.0,10.0,116.0
Kevin Bonifazi,it ITA,DF,SPAL,it Serie A,22,1996,25.6,1076.0,1222.0,88.1,20455.0,6998.0,3.0,13.0,23.1,849.0,898.0,94.5,224.0,311.0,72.0,1.0,0.3,0.7,8.0,89.0,10.0,2.0,71.0
Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,31,1987,27.5,1399.0,1610.0,86.9,34067.0,12387.0,4.0,8.0,50.0,830.0,879.0,94.4,565.0,723.0,78.1,0.0,0.8,-0.8,7.0,142.0,17.0,1.0,95.0
Fabio Borini,it ITA,"FW,MF",Milan,it Serie A,27,1991,11.7,263.0,381.0,69.0,4669.0,1207.0,4.0,20.0,20.0,218.0,269.0,81.0,41.0,92.0,44.6,2.0,0.5,1.5,12.0,15.0,7.0,2.0,34.0
Robin Bormuth,de GER,DF,Düsseldorf,de Bundesliga,22,1995,6.8,225.0,279.0,80.6,5213.0,1286.0,1.0,4.0,25.0,144.0,159.0,90.6,80.0,116.0,69.0,0.0,0.3,-0.3,2.0,13.0,0.0,0.0,15.0
Artur Boruc,pl POL,GK,Bournemouth,eng Premier League,38,1980,12.0,225.0,350.0,64.3,7768.0,5404.0,0.0,0.0,0.0,89.0,90.0,98.9,136.0,260.0,52.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Olivier Boscagli,fr FRA,"DF,MF",Nice,fr Ligue 1,20,1997,9.6,503.0,648.0,77.6,10122.0,3460.0,4.0,9.0,44.4,369.0,437.0,84.4,130.0,202.0,64.4,1.0,0.8,0.2,11.0,36.0,5.0,3.0,58.0
Gabriel Boschilia,br BRA,"FW,MF",Nantes,fr Ligue 1,22,1996,14.7,422.0,554.0,76.2,6570.0,2158.0,7.0,20.0,35.0,353.0,412.0,85.7,62.0,122.0,50.8,4.0,2.5,1.5,33.0,36.0,16.0,3.0,64.0
John Bostock,tt TRI,MF,Toulouse,fr Ligue 1,26,1992,10.9,508.0,606.0,83.8,8910.0,2605.0,7.0,14.0,50.0,407.0,446.0,91.3,94.0,146.0,64.4,0.0,0.5,-0.5,8.0,47.0,3.0,0.0,53.0
Denis Bouanga,ga GAB,"FW,MF",Nîmes,fr Ligue 1,23,1994,29.3,456.0,678.0,67.3,6945.0,2105.0,10.0,34.0,29.4,385.0,512.0,75.2,61.0,132.0,46.2,2.0,2.8,-0.8,31.0,34.0,23.0,12.0,62.0
Zacharie Boucher,fr FRA,GK,Angers,fr Ligue 1,26,1992,2.0,30.0,54.0,55.6,1061.0,705.0,0.0,0.0,0.0,13.0,14.0,92.9,17.0,40.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryad Boudebouz,dz ALG,"MF,FW",Betis,es La Liga,28,1990,6.0,278.0,343.0,81.0,4535.0,877.0,4.0,10.0,40.0,234.0,271.0,86.3,40.0,62.0,64.5,0.0,1.4,-1.4,10.0,16.0,10.0,1.0,26.0
Ryad Boudebouz,dz ALG,MF,Celta Vigo,es La Liga,28,1990,8.0,300.0,391.0,76.7,5375.0,1668.0,12.0,26.0,46.2,229.0,262.0,87.4,59.0,103.0,57.3,2.0,2.1,-0.1,17.0,25.0,13.0,4.0,50.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane Boufal,ma MAR,"MF,FW",Celta Vigo,es La Liga,24,1993,23.2,674.0,885.0,76.2,10717.0,2836.0,14.0,46.0,30.4,570.0,672.0,84.8,90.0,167.0,53.9,3.0,3.8,-0.8,39.0,49.0,38.0,5.0,97.0
Nassim Boujellab,ma MAR,MF,Schalke 04,de Bundesliga,19,1999,4.2,80.0,105.0,76.2,1492.0,408.0,1.0,2.0,50.0,57.0,70.0,81.4,22.0,33.0,66.7,1.0,0.4,0.6,1.0,14.0,3.0,0.0,15.0
Arnold Bouka Moutou,cg CGO,"DF,FW",Dijon,fr Ligue 1,29,1988,0.7,20.0,28.0,71.4,343.0,201.0,2.0,3.0,66.7,15.0,18.0,83.3,3.0,7.0,42.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Yassine Bounou,ma MAR,GK,Girona,es La Liga,27,1991,31.8,641.0,963.0,66.6,21944.0,13092.0,3.0,3.0,100.0,237.0,238.0,99.6,401.0,722.0,55.5,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Mehdi Bourabia,ma MAR,MF,Sassuolo,it Serie A,26,1991,22.3,888.0,1086.0,81.8,13753.0,3316.0,25.0,57.0,43.9,750.0,848.0,88.4,113.0,181.0,62.4,0.0,1.8,-1.8,26.0,74.0,13.0,3.0,75.0
Benjamin Bourigeaud,fr FRA,"MF,FW",Rennes,fr Ligue 1,24,1994,26.9,922.0,1227.0,75.1,19042.0,4882.0,15.0,46.0,32.6,657.0,773.0,85.0,250.0,408.0,61.3,5.0,2.8,2.2,37.0,90.0,24.0,8.0,132.0
Bilal Boutobba,fr FRA,MF,Montpellier,fr Ligue 1,19,1998,0.4,11.0,13.0,84.6,135.0,38.0,0.0,0.0,0.0,11.0,12.0,91.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Umut Bozok,tr TUR,FW,Nîmes,fr Ligue 1,21,1996,13.7,223.0,301.0,74.1,3526.0,539.0,8.0,22.0,36.4,186.0,235.0,79.1,29.0,44.0,65.9,3.0,2.1,0.9,12.0,14.0,6.0,0.0,17.0
Filip Bradarić,hr CRO,MF,Cagliari,it Serie A,26,1992,16.6,883.0,1042.0,84.7,16188.0,4828.0,16.0,36.0,44.4,682.0,762.0,89.5,185.0,244.0,75.8,2.0,0.8,1.2,10.0,82.0,24.0,2.0,104.0
Robbie Brady,ie IRL,"MF,FW",Burnley,eng Premier League,26,1992,8.0,162.0,287.0,56.4,3017.0,1094.0,6.0,19.0,31.6,125.0,168.0,74.4,31.0,100.0,31.0,1.0,1.4,-0.4,13.0,15.0,11.0,6.0,35.0
Martin Braithwaite,dk DEN,FW,Leganés,es La Liga,27,1991,15.6,184.0,249.0,73.9,2473.0,381.0,5.0,15.0,33.3,164.0,212.0,77.4,15.0,22.0,68.2,5.0,1.9,3.1,14.0,11.0,4.0,0.0,9.0
Julian Brandt,de GER,"MF,FW",Leverkusen,de Bundesliga,22,1996,29.6,1453.0,1876.0,77.5,25039.0,7248.0,33.0,85.0,38.8,1150.0,1340.0,85.8,270.0,451.0,59.9,11.0,9.1,1.9,83.0,117.0,63.0,8.0,240.0
Darko Brašanac,rs SRB,MF,Alavés,es La Liga,26,1992,17.6,494.0,617.0,80.1,8965.0,2371.0,9.0,25.0,36.0,380.0,442.0,86.0,105.0,150.0,70.0,1.0,0.4,0.6,9.0,44.0,5.0,1.0,48.0
Pedro Brazão,pt POR,"FW,DF",Nice,fr Ligue 1,15,2002,0.2,5.0,5.0,100.0,79.0,7.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fabian Bredlow,de GER,GK,Nürnberg,de Bundesliga,23,1995,12.5,328.0,465.0,70.5,9330.0,5752.0,0.0,0.0,0.0,181.0,181.0,100.0,147.0,284.0,51.8,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0
Josip Brekalo,hr CRO,"FW,MF",Wolfsburg,de Bundesliga,20,1998,15.7,421.0,604.0,69.7,8854.0,2814.0,1.0,27.0,3.7,302.0,393.0,76.8,118.0,184.0,64.1,3.0,1.6,1.4,21.0,50.0,25.0,3.0,98.0
Gleison Bremer,br BRA,DF,Torino,it Serie A,21,1997,2.0,85.0,103.0,82.5,1934.0,529.0,1.0,1.0,100.0,60.0,70.0,85.7,24.0,32.0,75.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0
Joshua Brenet,nl NED,"DF,MF",Hoffenheim,de Bundesliga,24,1994,10.1,417.0,522.0,79.9,6704.0,2612.0,6.0,21.0,28.6,354.0,400.0,88.5,57.0,101.0,56.4,1.0,1.4,-0.4,9.0,25.0,17.0,7.0,67.0
Rajko Brežančić,rs SRB,DF,Huesca,es La Liga,28,1989,0.7,15.0,24.0,62.5,292.0,109.0,0.0,1.0,0.0,11.0,14.0,78.6,4.0,9.0,44.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
Anthony Briançon,fr FRA,DF,Nîmes,fr Ligue 1,23,1994,32.5,1042.0,1263.0,82.5,25049.0,9397.0,10.0,22.0,45.5,637.0,698.0,91.3,395.0,543.0,72.7,2.0,0.6,1.4,6.0,75.0,4.0,1.0,80.0
Jimmy Briand,fr FRA,FW,Bordeaux,fr Ligue 1,32,1985,27.7,521.0,713.0,73.1,7233.0,1548.0,31.0,60.0,51.7,440.0,563.0,78.2,50.0,90.0,55.6,3.0,2.5,0.5,35.0,29.0,17.0,0.0,49.0
Nicolò Brighenti,it ITA,DF,Frosinone,it Serie A,28,1989,11.0,440.0,556.0,79.1,8800.0,3757.0,3.0,11.0,27.3,339.0,384.0,88.3,98.0,161.0,60.9,0.0,0.3,-0.3,3.0,46.0,2.0,0.0,71.0
Matteo Brighi,it ITA,MF,Empoli,it Serie A,37,1981,2.6,72.0,91.0,79.1,1166.0,336.0,1.0,6.0,16.7,63.0,72.0,87.5,8.0,13.0,61.5,0.0,0.1,-0.1,1.0,7.0,2.0,0.0,10.0
Enrico Brignola,it ITA,FW,Sassuolo,it Serie A,19,1999,1.9,59.0,73.0,80.8,1062.0,295.0,1.0,3.0,33.3,44.0,52.0,84.6,14.0,18.0,77.8,0.0,0.1,-0.1,1.0,3.0,1.0,0.0,9.0
Miguel Britos,uy URU,DF,Watford,eng Premier League,33,1985,2.1,48.0,56.0,85.7,1045.0,418.0,1.0,1.0,100.0,35.0,38.0,92.1,12.0,17.0,70.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Brooks,wal WAL,"MF,FW",Bournemouth,eng Premier League,21,1997,25.1,649.0,879.0,73.8,10707.0,3430.0,15.0,51.0,29.4,542.0,672.0,80.7,92.0,156.0,59.0,5.0,3.7,1.3,29.0,56.0,40.0,3.0,110.0
John Brooks,us USA,DF,Wolfsburg,de Bundesliga,25,1993,29.0,1491.0,1728.0,86.3,40280.0,11323.0,6.0,18.0,33.3,681.0,774.0,88.0,804.0,936.0,85.9,2.0,1.0,1.0,3.0,117.0,4.0,0.0,138.0
Daniel Brosinski,de GER,DF,Mainz 05,de Bundesliga,30,1988,24.5,945.0,1342.0,70.4,20781.0,10111.0,5.0,36.0,13.9,651.0,789.0,82.5,289.0,517.0,55.9,5.0,4.4,0.6,41.0,73.0,36.0,21.0,259.0
Marcelo Brozović,hr CRO,MF,Inter,it Serie A,25,1992,29.4,2301.0,2647.0,86.9,47989.0,14076.0,20.0,47.0,42.6,1618.0,1748.0,92.6,663.0,852.0,77.8,1.0,3.1,-2.1,49.0,296.0,46.0,12.0,296.0
Bruma,pt POR,"MF,FW",RB Leipzig,de Bundesliga,23,1994,6.1,288.0,355.0,81.1,4332.0,1118.0,2.0,11.0,18.2,253.0,288.0,87.8,33.0,56.0,58.9,1.0,1.2,-0.2,9.0,23.0,6.0,0.0,28.0
Jeffrey Bruma,nl NED,DF,Schalke 04,de Bundesliga,26,1991,6.9,253.0,307.0,82.4,5970.0,1988.0,3.0,6.0,50.0,159.0,175.0,90.9,91.0,126.0,72.2,0.0,0.0,0.0,0.0,22.0,3.0,0.0,31.0
Bruno,es ESP,DF,Brighton,eng Premier League,37,1980,12.6,506.0,634.0,79.8,9870.0,4571.0,4.0,14.0,28.6,374.0,413.0,90.6,128.0,207.0,61.8,1.0,0.3,0.7,6.0,34.0,9.0,3.0,75.0
Jacob Bruun Larsen,dk DEN,"FW,MF",Dortmund,de Bundesliga,19,1998,14.1,417.0,535.0,77.9,6730.0,1247.0,9.0,21.0,42.9,351.0,432.0,81.3,57.0,82.0,69.5,2.0,2.9,-0.9,18.0,9.0,14.0,0.0,45.0
Bryan,es ESP,"MF,FW",Sevilla,es La Liga,17,2001,1.9,54.0,81.0,66.7,732.0,179.0,2.0,8.0,25.0,49.0,64.0,76.6,3.0,9.0,33.3,1.0,0.5,0.5,2.0,3.0,2.0,1.0,5.0
Joe Bryan,eng ENG,DF,Fulham,eng Premier League,24,1993,26.1,907.0,1291.0,70.3,16413.0,7598.0,6.0,42.0,14.3,745.0,901.0,82.7,156.0,348.0,44.8,1.0,2.6,-1.6,23.0,79.0,24.0,14.0,176.0
Gianluigi Buffon,it ITA,GK,Paris S-G,fr Ligue 1,40,1978,17.0,367.0,402.0,91.3,8854.0,5553.0,4.0,5.0,80.0,233.0,236.0,98.7,130.0,161.0,80.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niko Bungert,de GER,DF,Mainz 05,de Bundesliga,31,1986,3.2,100.0,112.0,89.3,2298.0,648.0,1.0,1.0,100.0,62.0,68.0,91.2,37.0,43.0,86.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0
Guido Burgstaller,at AUT,FW,Schalke 04,de Bundesliga,29,1989,17.0,195.0,302.0,64.6,2983.0,626.0,10.0,30.0,33.3,160.0,231.0,69.3,25.0,41.0,61.0,0.0,1.1,-1.1,11.0,13.0,9.0,3.0,21.0
Burgui,es ESP,"MF,FW",Alavés,es La Liga,24,1993,6.2,167.0,212.0,78.8,2930.0,961.0,3.0,7.0,42.9,128.0,153.0,83.7,36.0,52.0,69.2,0.0,0.6,-0.6,11.0,17.0,7.0,2.0,31.0
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,de Bundesliga,18,2000,2.9,34.0,57.0,59.6,590.0,200.0,0.0,3.0,0.0,26.0,35.0,74.3,8.0,19.0,42.1,0.0,0.5,-0.5,5.0,1.0,4.0,3.0,7.0
Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,27,1990,32.0,747.0,1066.0,70.1,22437.0,13107.0,0.0,0.0,0.0,363.0,368.0,98.6,384.0,698.0,55.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0
Patrick Burner,fr FRA,DF,Nice,fr Ligue 1,22,1996,15.0,629.0,742.0,84.8,10561.0,3721.0,7.0,19.0,36.8,540.0,594.0,90.9,82.0,129.0,63.6,0.0,0.4,-0.4,5.0,29.0,6.0,4.0,54.0
Sergio Busquets,es ESP,MF,Barcelona,es La Liga,30,1988,30.2,2163.0,2397.0,90.2,40275.0,10802.0,46.0,75.0,61.3,1651.0,1789.0,92.3,466.0,533.0,87.4,1.0,1.2,-0.2,15.0,239.0,15.0,0.0,175.0
Gaëtan Bussmann,fr FRA,DF,Mainz 05,de Bundesliga,27,1991,1.0,40.0,57.0,70.2,689.0,228.0,0.0,0.0,0.0,34.0,42.0,81.0,6.0,15.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Unai Bustinza,es ESP,DF,Leganés,es La Liga,26,1992,22.5,708.0,1011.0,70.0,15323.0,6592.0,11.0,22.0,50.0,486.0,570.0,85.3,211.0,419.0,50.4,1.0,0.6,0.4,11.0,66.0,13.0,7.0,112.0
Ludovic Butelle,fr FRA,GK,Angers,fr Ligue 1,35,1983,36.0,607.0,971.0,62.5,23365.0,17015.0,1.0,3.0,33.3,195.0,196.0,99.5,411.0,772.0,53.2,0.0,0.1,-0.1,2.0,16.0,0.0,0.0,0.0
David Button,eng ENG,GK,Brighton,eng Premier League,29,1989,4.0,48.0,108.0,44.4,2266.0,1848.0,0.0,0.0,0.0,11.0,11.0,100.0,37.0,97.0,38.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Jakub Błaszczykowski,pl POL,FW,Wolfsburg,de Bundesliga,32,1985,0.1,2.0,2.0,100.0,21.0,6.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick Cabaco,uy URU,DF,Levante,es La Liga,23,1995,18.1,516.0,708.0,72.9,11107.0,5274.0,8.0,17.0,47.1,363.0,431.0,84.2,145.0,260.0,55.8,0.0,0.2,-0.2,3.0,60.0,6.0,0.0,62.0
Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,36,1981,2.0,51.0,63.0,81.0,1505.0,839.0,0.0,0.0,0.0,28.0,28.0,100.0,23.0,35.0,65.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rémy Cabella,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,28,1990,33.3,1757.0,2100.0,83.7,28305.0,7070.0,46.0,80.0,57.5,1442.0,1634.0,88.2,269.0,386.0,69.7,4.0,5.7,-1.7,57.0,179.0,57.0,11.0,226.0
Gustavo Cabral,ar ARG,DF,Celta Vigo,es La Liga,32,1985,21.1,807.0,926.0,87.1,17145.0,4751.0,9.0,17.0,52.9,534.0,583.0,91.6,264.0,326.0,81.0,0.0,0.4,-0.4,4.0,36.0,2.0,0.0,29.0
Rafael Cabral,br BRA,GK,Sampdoria,it Serie A,28,1990,2.0,46.0,64.0,71.9,1497.0,971.0,0.0,1.0,0.0,20.0,20.0,100.0,26.0,43.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leandro Cabrera,uy URU,DF,Getafe,es La Liga,27,1991,31.0,576.0,1073.0,53.7,15494.0,7731.0,5.0,42.0,11.9,298.0,463.0,64.4,273.0,568.0,48.1,0.0,0.4,-0.4,4.0,89.0,9.0,3.0,148.0
Fabrizio Cacciatore,it ITA,DF,Cagliari,it Serie A,31,1986,6.4,293.0,375.0,78.1,5744.0,2335.0,2.0,10.0,20.0,218.0,248.0,87.9,73.0,117.0,62.4,2.0,0.6,1.4,5.0,18.0,7.0,3.0,47.0
Fabrizio Cacciatore,it ITA,DF,Chievo,it Serie A,31,1986,5.5,198.0,267.0,74.2,3873.0,1912.0,2.0,8.0,25.0,147.0,178.0,82.6,49.0,81.0,60.5,0.0,0.9,-0.9,9.0,29.0,11.0,5.0,45.0
Martín Cáceres,uy URU,DF,Juventus,it Serie A,31,1987,7.0,420.0,461.0,91.1,8063.0,2062.0,2.0,7.0,28.6,332.0,350.0,94.9,86.0,104.0,82.7,0.0,0.0,0.0,1.0,29.0,0.0,0.0,14.0
Martín Cáceres,uy URU,"DF,FW",Lazio,it Serie A,31,1987,3.4,128.0,154.0,83.1,2279.0,808.0,0.0,3.0,0.0,105.0,116.0,90.5,23.0,35.0,65.7,0.0,0.0,0.0,0.0,13.0,0.0,0.0,10.0
Anthony Caci,fr FRA,DF,Strasbourg,fr Ligue 1,21,1997,25.5,1153.0,1414.0,81.5,23544.0,9794.0,12.0,36.0,33.3,856.0,966.0,88.6,285.0,412.0,69.2,1.0,0.9,0.1,11.0,90.0,18.0,8.0,144.0
Mathieu Cafaro,fr FRA,"FW,MF",Reims,fr Ligue 1,21,1997,23.3,456.0,747.0,61.0,9791.0,3279.0,3.0,23.0,13.0,326.0,431.0,75.6,127.0,293.0,43.3,3.0,4.0,-1.0,39.0,51.0,22.0,10.0,106.0
Gary Cahill,eng ENG,DF,Chelsea,eng Premier League,32,1985,0.3,18.0,20.0,90.0,339.0,195.0,0.0,0.0,0.0,16.0,18.0,88.9,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
Yannick Cahuzac,fr FRA,"MF,DF",Toulouse,fr Ligue 1,33,1985,15.9,448.0,547.0,81.9,7641.0,1916.0,16.0,23.0,69.6,339.0,395.0,85.8,93.0,129.0,72.1,0.0,0.4,-0.4,6.0,28.0,2.0,0.0,36.0
Felipe Caicedo,ec ECU,FW,Lazio,it Serie A,29,1988,15.2,277.0,367.0,75.5,3863.0,871.0,13.0,25.0,52.0,235.0,303.0,77.6,29.0,39.0,74.4,2.0,1.6,0.4,18.0,19.0,13.0,0.0,31.0
Marc-Aurèle Caillard,fr FRA,GK,Guingamp,fr Ligue 1,24,1994,21.0,292.0,548.0,53.3,12699.0,9866.0,1.0,2.0,50.0,80.0,84.0,95.2,211.0,462.0,45.7,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Tom Cairney,sco SCO,"MF,FW",Fulham,eng Premier League,27,1991,24.4,1257.0,1412.0,89.0,21716.0,4012.0,16.0,29.0,55.2,1015.0,1090.0,93.1,226.0,293.0,77.1,1.0,2.9,-1.9,37.0,109.0,31.0,2.0,119.0
Caiuby,br BRA,"FW,MF",Augsburg,de Bundesliga,30,1988,11.2,276.0,394.0,70.1,4986.0,1340.0,4.0,18.0,22.2,212.0,292.0,72.6,60.0,84.0,71.4,1.0,1.3,-0.3,16.0,28.0,16.0,5.0,50.0
Arturo Calabresi,it ITA,DF,Bologna,it Serie A,22,1996,15.7,577.0,723.0,79.8,11379.0,4919.0,5.0,19.0,26.3,436.0,501.0,87.0,136.0,203.0,67.0,0.0,0.3,-0.3,10.0,53.0,10.0,6.0,80.0
Davide Calabria,it ITA,DF,Milan,it Serie A,21,1996,21.7,1194.0,1476.0,80.9,21497.0,8274.0,20.0,50.0,40.0,981.0,1098.0,89.3,193.0,328.0,58.8,2.0,2.1,-0.1,19.0,114.0,21.0,14.0,156.0
Jordi Calavera,es ESP,DF,Eibar,es La Liga,22,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando Calero,es ESP,DF,Valladolid,es La Liga,22,1995,34.8,1221.0,1432.0,85.3,25946.0,9756.0,4.0,10.0,40.0,852.0,928.0,91.8,365.0,494.0,73.9,0.0,0.2,-0.2,5.0,97.0,5.0,1.0,92.0
Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,21,1996,17.2,696.0,806.0,86.4,16666.0,5479.0,5.0,13.0,38.5,407.0,448.0,90.8,284.0,345.0,82.3,0.0,0.0,0.0,1.0,41.0,2.0,0.0,44.0
Hakan Çalhanoğlu,tr TUR,"FW,MF",Milan,it Serie A,24,1994,32.0,1507.0,1887.0,79.9,28622.0,6966.0,22.0,64.0,34.4,1147.0,1295.0,88.6,338.0,528.0,64.0,6.0,5.8,0.2,81.0,139.0,45.0,3.0,206.0
Daniel Caligiuri,it ITA,DF,Schalke 04,de Bundesliga,30,1988,30.6,1144.0,1663.0,68.8,23196.0,12014.0,13.0,56.0,23.2,822.0,1001.0,82.1,309.0,606.0,51.0,3.0,4.5,-1.5,53.0,106.0,52.0,13.0,336.0
José Callejón,es ESP,"MF,FW",Napoli,it Serie A,31,1987,29.4,1369.0,1683.0,81.3,24258.0,5641.0,23.0,54.0,42.6,1100.0,1243.0,88.5,246.0,386.0,63.7,10.0,9.2,0.8,75.0,76.0,55.0,23.0,162.0
Jonathan Calleri,ar ARG,FW,Alavés,es La Liga,24,1993,31.9,457.0,740.0,61.8,6842.0,1613.0,22.0,55.0,40.0,382.0,576.0,66.3,53.0,109.0,48.6,2.0,2.1,-0.1,22.0,36.0,19.0,7.0,56.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan-Ingwer Callsen-Bracker,de GER,DF,Augsburg,de Bundesliga,33,1984,0.1,5.0,5.0,100.0,144.0,8.0,0.0,0.0,0.0,2.0,2.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,21,1997,19.8,283.0,441.0,64.2,4058.0,728.0,14.0,30.0,46.7,232.0,347.0,66.9,37.0,64.0,57.8,2.0,1.1,0.9,10.0,22.0,7.0,1.0,21.0
Ignacio Camacho,es ESP,MF,Wolfsburg,de Bundesliga,28,1990,6.0,245.0,319.0,76.8,5418.0,1766.0,3.0,13.0,23.1,161.0,201.0,80.1,81.0,105.0,77.1,0.0,0.5,-0.5,2.0,41.0,2.0,0.0,43.0
Juanjo Camacho,es ESP,MF,Huesca,es La Liga,37,1980,0.4,13.0,22.0,59.1,95.0,43.0,4.0,4.0,100.0,9.0,15.0,60.0,0.0,3.0,0.0,0.0,0.3,-0.3,2.0,0.0,0.0,0.0,0.0
Rafael Camacho,pt POR,DF,Liverpool,eng Premier League,18,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahdi Camara,fr FRA,FW,Saint-Étienne,fr Ligue 1,20,1998,0.1,1.0,1.0,100.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Souleymane Camara,sn SEN,"FW,MF",Montpellier,fr Ligue 1,35,1982,1.5,36.0,53.0,67.9,584.0,114.0,1.0,4.0,25.0,31.0,44.0,70.5,4.0,5.0,80.0,0.0,0.1,-0.1,1.0,2.0,1.0,0.0,3.0
Víctor Camarasa,es ESP,MF,Cardiff City,eng Premier League,24,1994,28.5,702.0,1006.0,69.8,13295.0,3558.0,13.0,48.0,27.1,525.0,652.0,80.5,164.0,306.0,53.6,4.0,3.3,0.7,47.0,61.0,25.0,7.0,119.0
Eduardo Camavinga,fr FRA,MF,Rennes,fr Ligue 1,15,2002,4.0,122.0,143.0,85.3,2543.0,516.0,1.0,5.0,20.0,82.0,90.0,91.1,39.0,48.0,81.3,0.0,0.2,-0.2,1.0,8.0,2.0,0.0,13.0
Sergio Camello,es ESP,FW,Atlético Madrid,es La Liga,17,2001,0.5,8.0,10.0,80.0,123.0,34.0,0.0,1.0,0.0,7.0,7.0,100.0,1.0,2.0,50.0,0.0,0.1,-0.1,1.0,0.0,0.0,0.0,1.0
José Campaña,es ESP,MF,Levante,es La Liga,25,1993,35.7,1584.0,1965.0,80.6,29282.0,9205.0,25.0,57.0,43.9,1215.0,1363.0,89.1,344.0,545.0,63.1,9.0,4.0,5.0,51.0,156.0,25.0,6.0,233.0
